50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,2.068706,,,,,,,,,,,,350673a0-29f0-4a33-b222-931314c6a99a,552,,"[71.4, 51.2]",3825571,13,,,,,-0.08112239,,Left Foot,,,"[96.0, 49.2]",,High Pass,,24.681168,,Incomplete,,Felipe Salvador Caicedo Corozo,7781.0,,,,,Recovery,1,Regular Play,Gerard Moreno Balaguero,6766.0,Left Center Forward,35,Villarreal,222,"['3e9d5b39-6604-4932-9304-beae3d5aa837', '6dc08e48-79b2-4ccd-93d3-1ceded776103', 'c4ca3690-f591-4fd8-bb10-9c33ef5e57a7', 'c5d9e94e-db18-453c-ade5-d1c9ab3eec35']",47,,,,,,,,,,,,,,,,,Espanyol,214,00:13:47.729,Pass,True
,,,,,,,,,,,,,,,,,,1.938228,,,,,,,,,,,,6dc08e48-79b2-4ccd-93d3-1ceded776103,554,,"[24.1, 30.9]",3825571,13,,,,,0.57575834,,Head,,,"[35.5, 38.3]",,High Pass,,13.591173,,Incomplete,,,,,,,,Recovery,1,Regular Play,Víctor Ruíz Torre,6752.0,Left Center Back,35,Villarreal,222,"['248bcb07-2ffd-4203-931a-0beac1ce3e72', '350673a0-29f0-4a33-b222-931314c6a99a']",49,,,,,,,,,,,,,,,,,Villarreal,222,00:13:49.798,Pass,
,,,,,,,,,,,,,,,,,,1.373784,,,,,,,,,,,,248bcb07-2ffd-4203-931a-0beac1ce3e72,555,,"[84.6, 41.8]",3825571,13,,,,,-2.762613,,Head,,,"[73.3, 37.3]",,Low Pass,,12.163059,,,,Javier López Rodríguez,6791.0,,,,,Recovery,1,Regular Play,Gerard Moreno Balaguero,6766.0,Left Center Forward,36,Espanyol,214,"['6dc08e48-79b2-4ccd-93d3-1ceded776103', 'e6632260-ece6-43fb-9c06-9e3139ff12ac']",51,,,,,,,,,,,,,,,,,Espanyol,214,00:13:51.736,Pass,
,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,fa02090b-2567-4e39-932a-0221899890d7,559,,"[73.7, 37.3]",3825571,13,,,,,1.4108832,,Left Foot,,,"[75.7, 49.7]",,High Pass,,12.560255,,,,Víctor Sánchez Mata,6758.0,,,,,,1,Regular Play,Javier López Rodríguez,6791.0,Left Defensive Midfield,36,Espanyol,214,['d74846bf-2155-4577-9913-18943d31c987'],53,,,,,,,,,,,,,,,,,Espanyol,214,00:13:53.148,Pass,
,,,,,,,,,,,,,,,,,,2.094129,,,,,,,,,,,,eca29a48-a32f-4f0f-979d-0c2feb055ab3,561,,"[77.9, 46.8]",3825571,13,,,,,-1.552994,,Head,,,"[78.5, 13.1]",,Low Pass,,33.70534,,,,Rubén Duarte Sánchez,6612.0,,,,,,1,Regular Play,Víctor Sánchez Mata,6758.0,Right Defensive Midfield,36,Espanyol,214,['888fe052-2f87-4bdd-bfc5-6ec0c6048cc8'],55,,,,,,,,,,,,,,,,,Espanyol,214,00:13:55.075,Pass,
,,,,,,,,,,,,,,,,,,0.894791,,,,,,,,,,,,6ab65a67-8119-41dc-a07e-96bb64a0d2c0,564,,"[87.0, 11.8]",3825571,13,,,,,0.73901796,,Left Foot,,,"[99.4, 23.1]",,Ground Pass,,16.776472,,,,Víctor Guillermo Álvarez Delgado,27241.0,,,,,,1,Regular Play,Rubén Duarte Sánchez,6612.0,Left Back,36,Espanyol,214,['e07b6a38-a67c-45cd-86ed-f1c095c40d7d'],58,,,,,,,,,,,,,,,,,Espanyol,214,00:13:58.527,Pass,
,,,,,,,,,,,,,,,,,,1.446568,,,,,,,,,,,,00b346d2-3374-49c8-8462-3b0bc06a4295,574,,"[20.9, 58.1]",3825571,14,,True,,,-0.8003224,,Right Foot,,,"[44.0, 34.3]",,Ground Pass,,33.167,,,,Víctor Ruíz Torre,6752.0,,,,,Free Kick,1,From Free Kick,Eric Bertrand Bailly,3324.0,Right Center Back,38,Villarreal,222,['2676c1e5-614d-4fe1-993b-673a7ed29fce'],29,,,,,,,,,,,,,,,,,Villarreal,222,00:14:29.885,Pass,
,,,,,,,,,,,,,,,,,,1.685598,,,,,,,,,,,,36f0254d-91a7-45b8-9e4c-a929b4eb1708,576,,"[47.9, 33.1]",3825571,14,,,,,1.5777166,,Left Foot,,,"[47.7, 62.0]",,Ground Pass,,28.900692,,,,Eric Bertrand Bailly,3324.0,,,,,,1,From Free Kick,Víctor Ruíz Torre,6752.0,Left Center Back,38,Villarreal,222,['88d04aa5-4c58-42ff-9deb-054bc2365f98'],32,,,,,,,,,,,,,,,,,Villarreal,222,00:14:32.355,Pass,
,,,,,,,,,,,,,,,,,,1.283902,,,,,,,,,,,,d4dbf971-9f41-4227-9285-394e0875a247,579,,"[55.7, 64.4]",3825571,14,,,,,0.7615119,,Right Foot,,,"[70.7, 78.7]",,Ground Pass,,20.72414,,,,Mario Gaspar Pérez Martínez,6772.0,,,,,,1,From Free Kick,Eric Bertrand Bailly,3324.0,Right Center Back,38,Villarreal,222,['cde982fa-dfa4-4d75-a807-7893c5b6c289'],36,,,,,,,,,,,,,,,,,Villarreal,222,00:14:36.712,Pass,
,,,,,,,,,,,,,,,,,,1.119209,,,,,,,,,,,,b7c2d40b-42a8-405a-a024-e0fe4258af33,582,,"[64.6, 77.8]",3825571,14,,,,,-2.2600453,,Right Foot,,,"[55.7, 67.0]",,Ground Pass,,13.994642,,,,Eric Bertrand Bailly,3324.0,,,,,,1,From Free Kick,Mario Gaspar Pérez Martínez,6772.0,Right Back,38,Villarreal,222,['67f3718a-d7b8-414d-b6f2-2820752900aa'],39,,,,,,,,,,,,,,,,,Villarreal,222,00:14:39.911,Pass,
,,,,,,,,,,,,,,,,,,1.928733,,,,,,,,,,,,4670b2bd-be8b-4ead-a908-69323e3cf944,585,,"[56.1, 63.1]",3825571,14,,,,,-1.6590022,,Right Foot,,,"[53.5, 33.7]",,Ground Pass,,29.514742,,,,Víctor Ruíz Torre,6752.0,,,,,,1,From Free Kick,Eric Bertrand Bailly,3324.0,Right Center Back,38,Villarreal,222,['db51b336-f132-40f8-8baf-83a2a12c9eb6'],43,,,,,,,,,,,,,,,,,Villarreal,222,00:14:43.261,Pass,
,,,,,,,,,,,,,,,,,,3.015808,,,,,,,,,,,,fd9768a7-0025-41d8-95e0-bee0284e7f4c,588,,"[56.6, 28.3]",3825571,14,,,,,-0.5184852,,Left Foot,,,"[105.5, 0.4]",,High Pass,,56.299377,,Out,,Samuel Castillejo Azuaga,6829.0,,,,,,1,From Free Kick,Víctor Ruíz Torre,6752.0,Left Center Back,38,Villarreal,222,['2e935fd2-24fe-4aa8-800b-49de632c8580'],46,,,,,,,,,,,,,,,,,Villarreal,222,00:14:46.742,Pass,
,,,,,,,,,,,,,,,,,,2.100757,,,,,,,,,,,,013ab470-a4b9-43b1-8248-9ce5d08f80fa,590,,"[26.1, 80.0]",3825571,14,,True,,,-0.25412476,,,,,"[49.2, 74.0]",,High Pass,,23.866505,,,,Felipe Salvador Caicedo Corozo,7781.0,,,,,Throw-in,1,From Throw In,Anaitz Arbilla Zabala,6709.0,Right Back,39,Espanyol,214,['3514551d-529c-4794-8fc5-f1673124bf6a'],59,,,,,,,,,,,,,,,,,Espanyol,214,00:14:59.984,Pass,
,,,,,,,,,,,,,,,,,,1.248157,,,,,,,,,,,,977bc736-2e62-4c1e-9d8f-be4209bc95f3,597,,"[70.9, 10.6]",3825571,15,,,,,1.3187003,,Right Foot,,,"[77.7, 37.0]",,Low Pass,,27.261694,,,,Matías Nahuel Leiva Esquivel,18867.0,,,,,,1,Regular Play,Manuel Trigueros Muñoz,6771.0,Left Defensive Midfield,40,Villarreal,222,['36626e38-9390-42e9-ac86-09fcd8e33909'],4,,,,,,,,,,,,,,,,,Villarreal,222,00:15:04.112,Pass,
,,,,,,,,,,,,,,,,,,1.173122,,,,,,,,,,,,d55ec1a4-2ac2-4aba-b882-9a8ce81df947,607,,"[68.8, 49.4]",3825571,15,,,,,1.2073506,,Right Foot,,,"[77.7, 72.8]",,Low Pass,,25.035376,,,,Mario Gaspar Pérez Martínez,6772.0,,,,,,1,Regular Play,Matías Nahuel Leiva Esquivel,18867.0,Right Midfield,40,Villarreal,222,['8b37082d-217e-4952-bb75-73567f186e7c'],10,,,,,,,,,,,,,,,,,Villarreal,222,00:15:10.112,Pass,
,,,,,,,,,,,,,,,,,,1.692908,,,,,,,,,,,,6da4b07c-0d4d-4df2-bc4f-3e2ae9bf4133,610,,"[74.4, 60.9]",3825571,15,,,,,-2.0774503,,Right Foot,,,"[63.8, 41.8]",,Ground Pass,,21.844221,,,,Víctor Ruíz Torre,6752.0,,,,,,1,Regular Play,Mario Gaspar Pérez Martínez,6772.0,Right Back,40,Villarreal,222,['8fac40fc-78cc-4c24-8f77-c970822e6e72'],16,,,,,,,,,,,,,,,,,Villarreal,222,00:15:16.929,Pass,
,,,,,,,,,,,,,,,,,,0.885749,,,,,,,,,,,,79d080e2-47bb-4a4c-a861-0b21c8703d1d,612,,"[63.8, 41.8]",3825571,15,,,,,-0.9438226,,Left Foot,,,"[70.9, 32.0]",,Ground Pass,,12.101653,,,,Manuel Trigueros Muñoz,6771.0,,,,,,1,Regular Play,Víctor Ruíz Torre,6752.0,Left Center Back,40,Villarreal,222,['b24d4269-d297-4021-a974-11016b4eac6b'],18,,,,,,,,,,,,,,,,,Villarreal,222,00:15:18.621,Pass,
,,,,,,,,,,,,,,,,,,2.762309,,,,,,,,,,,,7347cb86-3c71-4433-a92b-cfd34bf0b564,616,,"[70.9, 32.0]",3825571,15,,,,,0.41696298,,Right Foot,,,"[107.7, 48.3]",,High Pass,,40.248356,,Incomplete,,Leonardo Carrilho Baptistão,6761.0,,,,,,1,Regular Play,Manuel Trigueros Muñoz,6771.0,Left Defensive Midfield,40,Villarreal,222,"['07d2f1a3-aca9-4c54-a226-192c8934fd3f', 'c6b263f4-b244-4347-b5ee-aae3480ca664', 'fcf92fbc-30e5-42c8-95c3-b31343bac81b']",21,,,,,,,,,,,,,,,,,Villarreal,222,00:15:21.187,Pass,True
,,,,,,,,,,,,,,,,,,2.933231,,,,,,,,,,,,4d325de7-37fd-4032-8710-e3429ba9da95,620,,"[14.6, 38.1]",3825571,15,,,,,0.07380933,,Left Foot,,,"[71.4, 42.3]",,High Pass,,56.95507,,Incomplete,,Felipe Salvador Caicedo Corozo,7781.0,,,,,,1,Regular Play,Pau López Sabata,6792.0,Goalkeeper,40,Villarreal,222,"['714e9ff8-2fe9-4cc4-b487-7f61fdc17145', '7e3ebee5-2346-4740-9630-3a25ca9b5149']",37,,,,,,,,,,,,,,,,,Espanyol,214,00:15:37.130,Pass,
,,,,,,,,,,,,,,,,,,1.913989,,,,,,,,,,,,714e9ff8-2fe9-4cc4-b487-7f61fdc17145,623,,"[48.7, 37.8]",3825571,15,,,,True,-1.3710423,,,,,"[52.0, 21.5]",,High Pass,,16.630695,,,,Samuel Castillejo Azuaga,6829.0,,,,,Recovery,1,Regular Play,Víctor Ruíz Torre,6752.0,Left Center Back,40,Villarreal,222,"['3370a822-6cd4-482e-9696-39ab4d487eb9', '4d325de7-37fd-4032-8710-e3429ba9da95', 'f3b1f690-b76e-4f2d-8daa-32dfa5aaf687']",40,,,,,,,,,,,,,,,,,Villarreal,222,00:15:40.063,Pass,True
,,,,,,,,,,,,,,,,,,3.105618,,,,,,,,,,,,12f56b92-fa3a-46f9-93b4-0013a79b4910,627,,"[50.4, 21.8]",3825571,15,,,,,2.7994962,,Left Foot,,,"[9.4, 36.4]",,Ground Pass,,43.52195,,,,Alphonse Areola,3379.0,,,,,,1,Regular Play,Samuel Castillejo Azuaga,6829.0,Left Midfield,40,Villarreal,222,"['36dc5196-09d1-486f-b901-8edcd2042570', '6733a3e6-fa7b-4c27-8d99-e80dce1c71be']",42,,,,,,,,,,,,,,,,,Villarreal,222,00:15:42.916,Pass,True
,,,,,,,,,,,,,,,,,,3.910156,,,,,,,,,,,,84bab6c9-a56e-42be-b666-9b5dc2efc38f,629,,"[9.8, 35.1]",3825571,15,,,,,-0.09703939,,Right Foot,,,"[77.6, 28.5]",,High Pass,,68.12048,,Incomplete,,,,,,,,,1,Regular Play,Alphonse Areola,3379.0,Goalkeeper,40,Villarreal,222,['5389e9cf-055d-4401-974a-a9244350b7b8'],46,,,,,,,,,,,,,,,,,Villarreal,222,00:15:46.022,Pass,
,,,,,,,,,,,,,,,,,,0.048924,,,,,,,,,,,,5389e9cf-055d-4401-974a-a9244350b7b8,631,,"[42.5, 51.6]",3825571,15,,,,True,0.0,,,,,"[45.3, 51.6]",,Low Pass,,2.8,,Incomplete,,,,,,,,Recovery,1,Regular Play,Álvaro González Soberón,6762.0,Right Center Back,40,Villarreal,222,"['1b9c3ad5-8a3f-4a22-a040-591546c1fb60', '84bab6c9-a56e-42be-b666-9b5dc2efc38f', 'a1fb8880-36b7-4112-8f78-4325fa8f1656']",49,,,,,,,,,,,,,,,,,Espanyol,214,00:15:49.932,Pass,True
,,,,,,,,,,,,,,,,,,1.008183,,,,,,,,,,,,561c1cde-ca89-4f72-932f-8e802bd391e3,633,,"[49.4, 48.8]",3825571,15,,,,,0.75954187,,Right Foot,,,"[61.3, 60.1]",,Ground Pass,,16.410362,,,,Francisco Montañés Claverías,24578.0,,,,,Recovery,1,Regular Play,Javier López Rodríguez,6791.0,Left Defensive Midfield,40,Villarreal,222,['ea7c050b-f23e-482f-8d34-7a312ec23ff7'],51,,,,,,,,,,,,,,,,,Espanyol,214,00:15:51.801,Pass,
,,,,,,,,,,,,,,,,,,1.266222,,,,,,,,,,,,ff054545-8200-42ec-986f-14ab774f3daa,639,,"[29.5, 12.9]",3825571,15,,,,,0.33631262,,Right Foot,,,"[41.8, 17.2]",,Ground Pass,,13.029965,,,,Manuel Trigueros Muñoz,6771.0,,,,,,1,Regular Play,Víctor Ruíz Torre,6752.0,Left Center Back,40,Villarreal,222,['46f798ea-c670-4a0e-a4ab-ae66483b4b01'],59,,,,,,,,,,,,,,,,,Villarreal,222,00:15:59.907,Pass,
,,,,,,,,,,,,,,,,,,1.933047,,,,,,,,,,,,2530ca2e-ae69-4041-b296-2fac467b497c,642,,"[41.6, 20.6]",3825571,16,,,,,1.7464325,,Right Foot,,,"[35.3, 56.1]",,Ground Pass,,36.05468,,,,Eric Bertrand Bailly,3324.0,,,,,,1,Regular Play,Manuel Trigueros Muñoz,6771.0,Left Defensive Midfield,40,Villarreal,222,['99a34873-3429-481b-85b6-cb93c52fae7e'],3,,,,,,,,,,,,,,,,,Villarreal,222,00:16:03.927,Pass,
,,,,,,,,,,,,,,,,,,0.89886,,,,,,,,,,,,1230fe66-7cfa-4a49-9546-7983670b14b9,645,,"[42.9, 60.7]",3825571,16,,,,,1.2296479,,Right Foot,,,"[48.9, 77.6]",,Ground Pass,,17.933489,,,,Mario Gaspar Pérez Martínez,6772.0,,,,,,1,Regular Play,Eric Bertrand Bailly,3324.0,Right Center Back,40,Villarreal,222,['7f0981e7-db27-4cb9-988e-22c82c203617'],8,,,,,,,,,,,,,,,,,Villarreal,222,00:16:08.564,Pass,
,,,,,,,,,,,,,,,,,,1.391062,,,,,,,,,,,,e6bd8e0a-fa2a-475f-a204-7c13820cdad6,648,,"[49.4, 76.5]",3825571,16,,,,,-2.0899425,,Right Foot,,,"[39.0, 58.3]",,Ground Pass,,20.96187,,,,Eric Bertrand Bailly,3324.0,,,,,,1,Regular Play,Mario Gaspar Pérez Martínez,6772.0,Right Back,40,Villarreal,222,['d1eec1db-b1ec-4f3b-aed7-0f9231fea4b0'],10,,,,,,,,,,,,,,,,,Villarreal,222,00:16:10.737,Pass,
,,,,,,,,,,,,,,,,,,1.602279,,,,,,,,,,,,1fb9f39b-07d1-40d8-88e3-c7f9c45a15c5,651,,"[39.0, 55.9]",3825571,16,,,,,-1.4273441,,Right Foot,,,"[42.9, 28.9]",,Ground Pass,,27.280212,,,,Víctor Ruíz Torre,6752.0,,,,,,1,Regular Play,Eric Bertrand Bailly,3324.0,Right Center Back,40,Villarreal,222,['8aad3d38-4b71-4367-b450-a42ca98c265f'],13,,,,,,,,,,,,,,,,,Villarreal,222,00:16:13.015,Pass,
,,,,,,,,,,,,,,,,,,2.221931,,,,,,,,,,,,4de770a8-9627-4b79-bb42-eb5afb4def11,654,,"[50.7, 25.2]",3825571,16,,,,,-0.19683969,,Left Foot,,,"[85.3, 18.3]",,High Pass,,35.2813,,Incomplete,,Leonardo Carrilho Baptistão,6761.0,,,,,,1,Regular Play,Víctor Ruíz Torre,6752.0,Left Center Back,40,Villarreal,222,"['a364eaf2-ec28-4842-a02c-87551c04a382', 'e404807d-ab65-4f2c-b8d5-492df2bc5836']",16,,,,,,,,,,,,,,,,,Villarreal,222,00:16:16.913,Pass,
,,,,,,,,,,,,,,,,,,0.816438,,,,,,,,,,,,3bfc7578-de21-49dc-8f5c-3a01e84a4238,660,,"[78.5, 8.3]",3825571,16,,,,,-0.045014616,,Left Foot,,,"[89.6, 7.8]",,Ground Pass,,11.111256,,,,Leonardo Carrilho Baptistão,6761.0,,,,,,1,Regular Play,Samuel Castillejo Azuaga,6829.0,Left Midfield,40,Villarreal,222,['2fe62e9f-f986-48f5-9ed7-c883f0d207dc'],21,,,,,,,,,,,,,,,,,Villarreal,222,00:16:21.832,Pass,
,,,,,,,,,,,,,,,,,,2.101525,,,,,,,,,,,,34019b88-f1a8-4c78-b061-8684945c66a6,671,,"[30.3, 72.5]",3825571,16,,,,,-0.07677189,,Right Foot,,,"[56.3, 70.5]",,Ground Pass,,26.076809,,,,Felipe Salvador Caicedo Corozo,7781.0,,,,,,1,Regular Play,Francisco Montañés Claverías,24578.0,Right Midfield,41,Espanyol,214,['ad88b4b6-861a-454c-a504-3adc0a313a99'],26,,,,,,,,,,,,,,,,,Espanyol,214,00:16:26.739,Pass,
,,,,,,,,,,,,,,,,,,3.246137,,,,,,,,,,,,7f31140e-f668-485c-863c-8de47e97e30c,676,,"[56.8, 40.1]",3825571,16,,,,,-2.2413974,,Left Foot,,,"[35.7, 13.5]",,Ground Pass,,33.952465,,,,Antonio José Raillo Arenas,24086.0,,,,,,1,Regular Play,Felipe Salvador Caicedo Corozo,7781.0,Right Center Forward,41,Espanyol,214,['8bde1a6b-3e97-4153-a4e9-28475fafc98a'],34,,,,,,,,,,,,,,,,,Espanyol,214,00:16:34.158,Pass,
,,,,,,,,,,,,,,,,,,1.652629,,,,,,,,,,,,6b7dc8f9-2b3c-4f6d-96ff-4542ca37c869,679,,"[35.7, 13.5]",3825571,16,,,,,-0.6074886,,Left Foot,,,"[54.4, 0.5]",,Ground Pass,,22.774767,,,,Rubén Duarte Sánchez,6612.0,,,,,,1,Regular Play,Antonio José Raillo Arenas,24086.0,Left Center Back,41,Espanyol,214,['101bf800-6b9b-4519-8447-d8cb43ef3424'],37,,,,,,,,,,,,,,,,,Espanyol,214,00:16:37.444,Pass,
,,,,,,,,,,,,,,,,,,1.796991,,,,,,,,,,,,9b2102cd-059c-4225-b120-355f6edd5178,682,,"[54.4, 2.7]",3825571,16,,,,,2.7283409,,Left Foot,,,"[35.7, 10.9]",,Ground Pass,,20.418863,,,,Antonio José Raillo Arenas,24086.0,,,,,,1,Regular Play,Rubén Duarte Sánchez,6612.0,Left Back,41,Espanyol,214,['8982464f-148c-452c-b003-09fa03020a76'],40,,,,,,,,,,,,,,,,,Espanyol,214,00:16:40.654,Pass,
,,,,,,,,,,,,,,,,,,1.392655,,,,,,,,,,,,f70cadc1-ccee-45d2-96df-006530f19462,685,,"[35.5, 10.9]",3825571,16,,,,,1.8387067,,Right Foot,,,"[31.3, 26.2]",,Ground Pass,,15.866001,,,,Javier López Rodríguez,6791.0,,,,,,1,Regular Play,Antonio José Raillo Arenas,24086.0,Left Center Back,41,Espanyol,214,['de37a790-861c-44b6-b6da-793aad70e09e'],45,,,,,,,,,,,,,,,,,Espanyol,214,00:16:45.438,Pass,
,,,,,,,,,,,,,,,,,,1.584817,,,,,,,,,,,,9eb80587-e59e-47b3-9b6e-6dddfe99fff1,688,,"[30.7, 30.7]",3825571,16,,,,,1.2697822,,Right Foot,,,"[41.1, 64.2]",,Ground Pass,,35.0772,,,,Álvaro González Soberón,6762.0,,,,,,1,Regular Play,Javier López Rodríguez,6791.0,Left Defensive Midfield,41,Espanyol,214,['830882ee-9461-4429-a746-fd90afd11064'],49,,,,,,,,,,,,,,,,,Espanyol,214,00:16:49.060,Pass,
,,,,,,,,,,,,,,,,,,0.187676,,,,,,,,,,,,0386931c-e82a-469b-b829-ce0da40ec86b,691,,"[56.3, 70.3]",3825571,16,,,,,-0.024686342,,Right Foot,,,"[64.4, 70.1]",,Ground Pass,,8.1024685,,Incomplete,,Gerard Moreno Balaguero,6766.0,,,,,,1,Regular Play,Álvaro González Soberón,6762.0,Right Center Back,41,Espanyol,214,"['28eda51e-e920-4a6b-95e6-09d92a3d20b6', '3d2d6059-38b4-4a5f-9927-e3cdd0f33495']",53,,,,,,,,,,,,,,,,,Espanyol,214,00:16:53.708,Pass,
,,,,,,,,,,,,,,,,,,1.306069,,,,,,,,,,,,7843adbb-a939-47d2-b462-9d6e164fe186,694,,"[68.1, 80.0]",3825571,17,,,,,-0.6786625,,,,,"[83.6, 67.5]",,Low Pass,,19.912308,,,,Gerard Moreno Balaguero,6766.0,,,,,Throw-in,1,From Throw In,Anaitz Arbilla Zabala,6709.0,Right Back,42,Espanyol,214,['9d615108-d52a-44d8-b160-e61367b10b9e'],5,,,,,,,,,,,,,,,,,Espanyol,214,00:17:05.993,Pass,
,,,,,,,,,,,,,,,,,,0.587674,,,,,,,,,,,,31a0cf25-4fe0-454e-8300-3275f629953e,696,,"[83.6, 67.5]",3825571,17,,,,,1.487655,,Left Foot,,,"[84.4, 77.1]",,Ground Pass,,9.633276,,,,Francisco Montañés Claverías,24578.0,,,,,,1,From Throw In,Gerard Moreno Balaguero,6766.0,Left Center Forward,42,Espanyol,214,['fc383511-2f0a-4ce2-8f68-b424cf78dfd0'],7,,,,,,,,,,,,,,,,,Espanyol,214,00:17:07.299,Pass,
,,,,,,,,,,,,,,,,,,1.73778,,,,,,,,,,,,18c7196f-febd-4fb3-a0fe-9d0e76c187b9,700,,"[36.3, 0.1]",3825571,17,,True,,,0.25139707,,,,,"[54.6, 4.8]",,Low Pass,,18.893915,,,,Samuel Castillejo Azuaga,6829.0,,,,,Throw-in,1,From Throw In,Jaume Vicent Costa Jordá,6828.0,Left Back,43,Villarreal,222,['9279aeb5-f038-46c1-8611-cde9c4ac8590'],14,,,,,,,,,,,,,,,,,Villarreal,222,00:17:14.247,Pass,
,,,,,,,,,,,,,,,,,,2.59402,,,,,,,,,,,,08553436-ddb9-4232-be76-1263ddcfe3eb,702,,"[55.5, 4.3]",3825571,17,,True,,,0.6346237,,Left Foot,,,"[80.9, 23.0]",,High Pass,,31.541243,,,,Roberto Soldado Rillo,26009.0,,,,,,1,From Throw In,Samuel Castillejo Azuaga,6829.0,Left Midfield,43,Villarreal,222,['4203dc40-0918-4f53-a76a-67ea9ed80b3c'],15,,,,,,,,,,,,,,,,,Villarreal,222,00:17:15.985,Pass,
,,,,,,,,,,,,,,,,,,1.476692,,,,,,,,,,,,5b1b4398-7ad8-4a8a-a1a9-ab92a0339c8d,704,,"[80.9, 23.0]",3825571,17,,,,True,-2.0760865,,,,,"[73.1, 8.9]",,High Pass,,16.113659,,Incomplete,,,,,,,,,1,From Throw In,Roberto Soldado Rillo,26009.0,Left Center Forward,43,Villarreal,222,"['41c67711-a669-4e96-8543-38cae2e55f5c', 'f3995be2-e7f2-4c7f-9325-a639a1598d38']",18,,,,,,,,,,,,,,,,,Villarreal,222,00:17:18.579,Pass,True
,,,,,,,,,,,,,,,,,,2.370395,,,,,,,,,,,,9e8536b9-c019-4c62-8918-e969dc85fb21,709,,"[44.8, 71.8]",3825571,17,,,,,0.13664316,,Right Foot,,,"[68.8, 75.1]",,Low Pass,,24.225813,,,,Francisco Montañés Claverías,24578.0,,,,,,1,From Throw In,Anaitz Arbilla Zabala,6709.0,Right Back,43,Villarreal,222,"['4bf0cdb1-20a7-4b49-be82-774aa3f291b1', '57342c53-e9c3-46a4-92ca-580ac840bbc4']",21,,,,,,,,,,,,,,,,,Espanyol,214,00:17:21.013,Pass,True
,,,,,,,,,,,,,,,,,,2.481149,,,,,,,,,,,,6490cc50-55a1-4f5a-a8b0-728bbfd23da1,714,,"[50.2, 0.1]",3825571,17,,,,,2.1175852,,,,,"[32.0, 30.0]",,High Pass,,35.00357,,,,Eric Bertrand Bailly,3324.0,,,,,Throw-in,1,From Throw In,Jaume Vicent Costa Jordá,6828.0,Left Back,44,Villarreal,222,['fb831a11-9cc0-41a8-badd-db1ac57a1461'],33,,,,,,,,,,,,,,,,,Villarreal,222,00:17:33.880,Pass,
,,,,,,,,,,,,,,,,,,1.77223,,,,,,,,,,,,b2c75239-e5f2-4662-9fa1-620a74e60b71,718,,"[33.5, 29.4]",3825571,17,,,,,-1.770732,,Right Foot,,,"[28.9, 6.7]",,Ground Pass,,23.16139,,,,Víctor Ruíz Torre,6752.0,,,,,,1,From Throw In,Eric Bertrand Bailly,3324.0,Right Center Back,44,Villarreal,222,"['55737a2c-68cf-409f-8822-cc47e09e7cb6', '96c4ae98-fac7-4a00-80fd-3b37832693a8']",37,,,,,,,,,,,,,,,,,Villarreal,222,00:17:37.517,Pass,True
,,,,,,,,,,,,,,,,,,0.072508,,,,,,,,,,,,fd101c0c-3bc2-4ece-bf49-71f4e8508c24,722,,"[29.4, 5.9]",3825571,17,,,,,1.141034,,Left Foot,,,"[30.5, 8.3]",,Ground Pass,,2.6400757,,Incomplete,,,,,,,,,1,From Throw In,Víctor Ruíz Torre,6752.0,Left Center Back,44,Villarreal,222,['c0de0eb4-3050-48b3-ac5e-ba37808a1a68'],40,,,,,,,,,,,,,,,,,Villarreal,222,00:17:40.003,Pass,
,,,,,,,,,,,,,,,,,,1.103829,,,,,,,,,,,,77f89c4b-4e55-402f-bf0d-a87a6817f838,724,,"[41.6, 0.1]",3825571,17,,,,,1.214782,,,,,"[49.0, 20.0]",,Low Pass,,21.231344,,,,Samuel Castillejo Azuaga,6829.0,,,,,Throw-in,1,From Throw In,Jaume Vicent Costa Jordá,6828.0,Left Back,45,Villarreal,222,['0d7a9c84-49d5-4c3c-943e-5a89117f6be1'],52,,,,,,,,,,,,,,,,,Villarreal,222,00:17:52.497,Pass,
