bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.708904,,,,,,,,,,,,,,,0fc31db3-05e0-47c8-9413-48ae3dcf8020,18,,"[73.7, 9.7]",3825686,0,,,,,-3.0568902,,Right Foot,,,"[63.1, 8.8]",Ground Pass,,10.638139,,,,,Mikel Balenziaga Oruesagasti,6789.0,,,,,,,1,From Kick Off,Markel Susaeta Laskurain,6390.0,Left Wing,2,Athletic Club,215,['30a2c257-54a9-4a1f-acdd-5f2f005fc0a0'],10,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:10.019,Pass,
,,,,,,,,,,,,,,,,1.630221,,,,,,,,,,,,,,,b0355cbe-a0fa-4068-a4c4-99a6f88a63db,21,,"[58.1, 8.1]",3825686,0,,,,,2.3884413,,Left Foot,,,"[42.1, 23.1]",Ground Pass,,21.931713,,,,,Xabier Etxeita Gorritxategi,6788.0,,,,,,,1,From Kick Off,Mikel Balenziaga Oruesagasti,6789.0,Left Back,2,Athletic Club,215,['4a6bb5c6-105d-479c-919b-11887143515a'],12,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:12.472,Pass,
,,,,,,,,,,,,,,,,1.68055,,,,,,,,,,,,,,,1ad0c444-a514-4253-b5b9-bfd922205015,24,,"[42.1, 23.1]",3825686,0,,,,,1.5313902,,Left Foot,,,"[43.2, 51.0]",Ground Pass,,27.921677,,,,,Carlos Gurpegi Nausia,26087.0,,,,,,,1,From Kick Off,Xabier Etxeita Gorritxategi,6788.0,Left Center Back,2,Athletic Club,215,['619ee8ca-a376-448b-b932-8e9e8e12c3b7'],15,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:15.142,Pass,
,,,,,,,,,,,,,,,,1.313518,,,,,,,,,,,,,,,d8b859d7-15bd-4c52-a81b-c754cf1b8141,27,,"[43.2, 51.0]",3825686,0,,,,,-1.5632777,,Right Foot,,,"[43.4, 24.4]",Ground Pass,,26.600752,,,,,Xabier Etxeita Gorritxategi,6788.0,,,,,,,1,From Kick Off,Carlos Gurpegi Nausia,26087.0,Right Center Back,2,Athletic Club,215,['6c8e5af2-740a-490a-98e6-8f2a2790cdb6'],18,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:18.446,Pass,
,,,,,,,,,,,,,,,,1.375549,,,,,,,,,,,,,,,256db231-53e4-43c7-8a67-94fa115fb944,30,,"[49.0, 24.2]",3825686,0,,,,,1.633011,,Right Foot,,,"[47.1, 54.7]",Ground Pass,,30.559122,,,,,Carlos Gurpegi Nausia,26087.0,,,,,,,1,From Kick Off,Xabier Etxeita Gorritxategi,6788.0,Left Center Back,2,Athletic Club,215,['7b5863cf-d2a7-47e3-a2c1-a3fbc417533e'],22,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:22.437,Pass,
,,,,,,,,,,,,,,,,1.287163,,,,,,,,,,,,,,,bf1cbdfa-6de0-49a0-b2e4-f241d6c3a611,33,,"[47.1, 54.7]",3825686,0,,,,,1.1515639,,Right Foot,,,"[55.3, 73.1]",Ground Pass,,20.144478,,,,,Óscar de Marcos Arana,6649.0,,,,,,,1,From Kick Off,Carlos Gurpegi Nausia,26087.0,Right Center Back,2,Athletic Club,215,['a5abf8c8-b239-4f56-9373-ee59ce7cdbb7'],25,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:25.093,Pass,
,,,,,,,,,,,,,,,,1.494064,,,,,,,,,,,,,,,77c3f39d-102f-4143-90b9-7d7c18225e77,41,,"[20.7, 51.0]",3825686,0,,,,,0.7033046,,Right Foot,,,"[37.8, 65.5]",Ground Pass,,22.42008,,,,,Carlos Gurpegi Nausia,26087.0,,,,,,,1,From Kick Off,Gorka Iraizoz Moreno,6576.0,Goalkeeper,2,Athletic Club,215,['e818b0d8-f8ea-417b-993d-85fd6578f323'],38,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:38.472,Pass,
,,,,,,,,,,,,,,,,1.404503,,,,,,,,,,,,,,,ad5e5edd-e64f-4b1e-9fab-1e465a7c386b,44,,"[37.8, 65.5]",3825686,0,,,,,-1.7370331,,Right Foot,,,"[32.8, 35.7]",Ground Pass,,30.21655,,,,,Xabier Etxeita Gorritxategi,6788.0,,,,,,,1,From Kick Off,Carlos Gurpegi Nausia,26087.0,Right Center Back,2,Athletic Club,215,['c17476cd-a6ce-4951-84db-03893b45904c'],41,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:41.497,Pass,
,,,,,,,,,,,,,,,,1.414249,,,,,,,,,,,,,,,87508f2d-4c73-43f3-9b1e-8d3d57fd15a1,47,,"[32.8, 35.7]",3825686,0,,,,,-1.4343938,,Right Foot,,,"[35.6, 15.3]",Ground Pass,,20.59126,,,,,Mikel Balenziaga Oruesagasti,6789.0,,,,,,,1,From Kick Off,Xabier Etxeita Gorritxategi,6788.0,Left Center Back,2,Athletic Club,215,['44cf20ec-6c1d-4184-ac0c-3cf51044ddef'],44,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:44.415,Pass,
,,,,,,,,,,,,,,,,1.061892,,,,,,,,,,,,,,,7671aa98-411e-497e-8840-3ec91b9e074e,50,,"[42.1, 13.1]",3825686,0,,,,,2.0662181,,Right Foot,,,"[33.4, 29.2]",Ground Pass,,18.300274,,,,,Xabier Etxeita Gorritxategi,6788.0,,,,,,,1,From Kick Off,Mikel Balenziaga Oruesagasti,6789.0,Left Back,2,Athletic Club,215,['270d853f-8ef8-4d62-a8c9-c32c64122d21'],47,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:47.967,Pass,
,,,,,,,,,,,,,,,,2.110112,,,,,,,,,,,,,,,f9782248-df40-4125-b8e1-ba9f995815ed,53,,"[33.4, 29.2]",3825686,0,,,,,1.1807702,,Right Foot,,,"[51.2, 72.5]",Ground Pass,,46.815918,,,,,Carlos Gurpegi Nausia,26087.0,,,True,,,,1,From Kick Off,Xabier Etxeita Gorritxategi,6788.0,Left Center Back,2,Athletic Club,215,['4963972c-16df-45b1-9f42-bd346c2d5b56'],50,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:50.092,Pass,
,,,,,,,,,,,,,,,,0.90941,,,,,,,,,,,,,,,f5e110af-b6a2-4e7d-a985-0fa318b4ee4f,56,,"[57.7, 68.1]",3825686,0,,,,,0.35040033,,Right Foot,,,"[77.4, 75.3]",Ground Pass,,20.974508,,,,,Óscar de Marcos Arana,6649.0,,,,,,,1,From Kick Off,Carlos Gurpegi Nausia,26087.0,Right Center Back,2,Athletic Club,215,['084b9899-cd86-4d4d-b99a-da5b7ba0dfc7'],54,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:54.329,Pass,
,,,,,,,,,,,,,,,,1.292049,,,,,,,,,,,,,,,fc5c92e5-8f7a-4c63-9712-86fd8c661eca,60,,"[42.3, 0.1]",3825686,1,,,,,0.47359753,,,,,"[58.3, 8.3]",High Pass,,17.978876,,,Incomplete,,,,,,,,,Throw-in,1,From Throw In,Juan Carlos Pérez López,6559.0,Left Back,3,Málaga,223,['1815692b-b845-4838-8117-0ea1c0bf39f5'],6,,,,,,,,,,,,,,,,,Málaga,223,00:01:06.317,Pass,
,,,,,,,,,,,,,,,,1.484214,,,,,,,,,,,,,,,1815692b-b845-4838-8117-0ea1c0bf39f5,61,,"[61.8, 71.8]",3825686,1,,,,,-0.65607905,,Right Foot,,,"[74.4, 62.1]",High Pass,,15.9012575,,,,,Raúl García Escudero,6391.0,,,,,,Interception,1,From Throw In,Óscar de Marcos Arana,6649.0,Right Back,3,Málaga,223,"['6e00c339-60cd-49f9-bb55-5d0ae391ab26', 'fc5c92e5-8f7a-4c63-9712-86fd8c661eca']",7,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:07.609,Pass,
,,,,,,,,,,,,,,,,0.015373,,,,,,,,,,,,,,,90a0af6c-665e-4c20-8905-9c84f47fb98e,63,,"[74.4, 62.1]",3825686,1,,,,True,-0.5585993,,,,,"[76.8, 60.6]",Low Pass,,2.8301942,,,Incomplete,,,,,,,,,,1,From Throw In,Raúl García Escudero,6391.0,Center Attacking Midfield,3,Málaga,223,"['0bf7b445-b406-471a-be52-88f8f830e3d5', 'da946463-5f6f-47aa-8579-962454d1b6b6']",9,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:09.173,Pass,True
,,,,,,,,,,,,,,,,2.424003,,,,,,,,,,,,,,,1ac75594-72a6-4989-9fee-bac014075d62,71,,"[51.8, 18.9]",3825686,1,,,,,-0.1357928,,Right Foot,,,"[102.3, 12.0]",High Pass,,50.969208,,,,,Nordin Amrabat,3302.0,,,,,,Free Kick,1,From Free Kick,José Luis García del Pozo,6580.0,Left Defensive Midfield,4,Málaga,223,['204db0d3-47f1-4c16-809a-9c7445c8ed4b'],26,,,,,,,,,,,,,,,,,Málaga,223,00:01:26.622,Pass,
,,,,,,,,,,,,,,,,1.281488,,,,,,,,,,,,,,,aafdc745-f117-4a6e-83d2-d4351fe9f980,75,,"[20.4, 80.0]",3825686,1,,,,,-0.9725751,,,,,"[31.1, 64.3]",High Pass,,18.999474,,,,,Aritz Aduriz Zubeldia,6394.0,,,,,,Throw-in,1,From Throw In,Óscar de Marcos Arana,6649.0,Right Back,5,Athletic Club,215,['f34b0f94-528d-4c58-8204-72d400d0f04a'],42,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:42.931,Pass,
,,,,,,,,,,,,,,,,2.118987,,,,,,,,,,,,,,,2142c14e-3057-4576-8c56-1cae56a25aee,80,,"[28.9, 57.1]",3825686,1,,,,,-1.4732476,,Right Foot,,,"[32.1, 24.4]",High Pass,,32.8562,,,,,Mikel Balenziaga Oruesagasti,6789.0,,,,,,,1,From Throw In,Aritz Aduriz Zubeldia,6394.0,Center Forward,5,Athletic Club,215,"['3cb08c74-4e30-49be-9e14-df6540c38387', 'ad4c31e2-5999-499e-ba1a-a9413fba807c']",45,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:45.508,Pass,True
,,,,,,,,,,,,,,,,1.648348,,,,,,,,,,,,,,,f39f43c6-af0e-4372-a982-d69b7daf5a7b,83,,"[90.2, 13.1]",3825686,1,,,,,-0.4535977,,Left Foot,,,"[106.2, 5.3]",Ground Pass,,17.8,,,,,Markel Susaeta Laskurain,6390.0,,,,,,,1,From Throw In,Mikel Balenziaga Oruesagasti,6789.0,Left Back,5,Athletic Club,215,['61a074c8-9aa3-4754-a5bf-76803d7e81bf'],54,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:54.255,Pass,
,,,,,,,,,,,,,,,,1.340648,,,,,,,,,,,,,,,5dbe18fd-489d-492f-8d67-98e050b5a94f,86,,"[106.2, 5.3]",3825686,1,,,,,2.3029902,,Right Foot,,,"[90.2, 23.1]",Ground Pass,,23.934076,,,,,Beñat Etxebarria Urkiaga,6396.0,,,,,,,1,From Throw In,Markel Susaeta Laskurain,6390.0,Left Wing,5,Athletic Club,215,['a9a57578-0d67-449b-aae0-34632005b470'],57,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:57.363,Pass,
,,,,,,,,,,,,,,,,2.661499,,,,,,,,,,,,,,,061a9d65-de57-4577-b9fe-46e3d6b886fb,90,,"[90.6, 22.9]",3825686,1,,,,,1.5165509,,Right Foot,,,"[93.0, 67.1]",High Pass,,44.26511,,,,,Óscar de Marcos Arana,6649.0,,,True,,,,1,From Throw In,Beñat Etxebarria Urkiaga,6396.0,Left Defensive Midfield,5,Athletic Club,215,"['2ac46bd1-07b6-4f97-933e-5ca2c1c8a3fc', '697f068d-064e-4dfe-b27f-49a027fc1bef']",59,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:59.762,Pass,True
,,,,,,,,,,,,,,,,0.063072,,,,,,,,,,,,,,,bcb613c8-82b0-4a42-ad44-cf1e625d2669,93,,"[95.8, 63.4]",3825686,2,,,,,-1.1354431,,Right Foot,,,"[97.8, 59.1]",Low Pass,,4.7423625,,,Incomplete,,,,,,,,,,1,From Throw In,Óscar de Marcos Arana,6649.0,Right Back,5,Athletic Club,215,['0eaa3f1b-afe1-411a-bcfa-66f7a6f2567a'],4,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:04.188,Pass,
,,,,,,,,,,,,,,,,0.463006,,,,,,,,,,,,,,,65c731c7-bf83-4f12-a3f5-c2659d91403f,97,,"[25.1, 20.4]",3825686,2,,,,,-0.2573237,,Right Foot,,,"[32.7, 18.4]",Ground Pass,,7.858753,,,,,Nordin Amrabat,3302.0,,,,,,Recovery,1,Regular Play,Pablo Fornals Malla,6764.0,Left Midfield,6,Málaga,223,"['9df1a6ef-3d0d-472a-9945-1ae429a4b99f', 'e0acc048-b745-43eb-8772-2b2aef74cbea']",6,,,,,,,,,,,,,,,,,Málaga,223,00:02:06.429,Pass,True
,,,,,,,,,,,,,,,,0.140793,,,,,,,,,,,,,,,f2df083a-78e1-49cb-bb98-f13cb7e37d09,101,,"[38.4, 23.2]",3825686,2,,,,,0.688145,,Right Foot,,,"[42.9, 26.9]",Ground Pass,,5.8258047,,,Incomplete,,,,,,,,,,1,Regular Play,Nordin Amrabat,3302.0,Right Center Forward,6,Málaga,223,['3bee40c9-8841-45c4-8a68-3c17758dff65'],10,,,,,,,,,,,,,,,,,Málaga,223,00:02:10.772,Pass,
,,,,,,,,,,,,,,,,0.874379,,,,,,,,,,,,,,,5ae0f6ab-94b1-46f4-99a2-62ebdd062acf,103,,"[35.5, 11.3]",3825686,2,,,,,-0.26896206,,Left Foot,,,"[51.1, 7.0]",Ground Pass,,16.18178,,,,,Pablo Fornals Malla,6764.0,,,,,,Recovery,1,Regular Play,Juan Carlos Pérez López,6559.0,Left Back,6,Málaga,223,['c0668159-1ad6-4a7a-ae3f-841b635135bc'],12,,,,,,,,,,,,,,,,,Málaga,223,00:02:12.622,Pass,
,,,,,,,,,,,,,,,,1.844292,,,,,,,,,,,,,,,a95dc09d-e0f4-4e6e-8c24-25d21ca96db2,107,,"[50.5, 18.2]",3825686,2,,,,,2.7965267,,Right Foot,,,"[28.8, 26.0]",Ground Pass,,23.05927,,,,,Marcos Alberto Angeleri,27184.0,,,,,,,1,Regular Play,Pablo Fornals Malla,6764.0,Left Midfield,6,Málaga,223,['5c020439-9952-4f47-a4ef-1471fb792c90'],17,,,,,,,,,,,,,,,,,Málaga,223,00:02:17.513,Pass,
,,,,,,,,,,,,,,,,2.987413,,,,,,,,,,,,,,,b5e00e56-e860-47c0-b51b-b2377625845c,110,,"[42.9, 28.0]",3825686,2,,,,,-0.06386651,,Right Foot,,,"[94.5, 24.7]",High Pass,,51.705414,,,Incomplete,,Nordin Amrabat,3302.0,,,,,,,1,Regular Play,Marcos Alberto Angeleri,27184.0,Left Center Back,6,Málaga,223,"['a0e4163d-feaf-4b82-9716-41c6a92a94de', 'b2d1825a-bd27-41b9-bedb-45494c90cfc1']",24,,,,,,,,,,,,,,,,,Málaga,223,00:02:24.664,Pass,
,,,,,,,,,,,,,,,,1.874267,,,,,,,,,,,,,,,72eafb42-a791-4df4-a4f3-7f7e64122c63,114,,"[85.1, 8.9]",3825686,2,,,,,0.310762,,Head,,,"[98.8, 13.3]",High Pass,,14.389232,,,Pass Offside,,Nordin Amrabat,3302.0,,,,,,Recovery,1,Regular Play,Pablo Fornals Malla,6764.0,Left Midfield,6,Málaga,223,['6bd544b2-fc03-4a30-9191-d302acdedfc5'],30,,,,,,,,,,,,,,,,,Málaga,223,00:02:30.115,Pass,
,,,,,,,,,,,,,,,,1.786116,,,,,,,,,,,,,,,0b8b616a-f9e1-48e3-acfe-5acc01202c53,116,,"[21.3, 66.2]",3825686,2,,True,,,0.17604318,,Right Foot,,,"[42.1, 69.9]",Ground Pass,,21.126524,,,,,Carlos Gurpegi Nausia,26087.0,,,,,,Free Kick,1,From Free Kick,Gorka Iraizoz Moreno,6576.0,Goalkeeper,7,Athletic Club,215,['cc4fc4ba-24e1-4d39-92f1-fabf3d4ef8e8'],51,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:51.789,Pass,
,,,,,,,,,,,,,,,,1.146118,,,,,,,,,,,,,,,62f7bf52-6ccd-4b45-880d-2fa4f237275d,118,,"[49.7, 63.8]",3825686,2,,,,,1.55228,,Left Foot,,,"[49.9, 74.6]",Ground Pass,,10.801851,,,,,Óscar de Marcos Arana,6649.0,,,,,,,1,From Free Kick,Carlos Gurpegi Nausia,26087.0,Right Center Back,7,Athletic Club,215,['a8cc53aa-b89f-44a8-8521-84ee56419b54'],56,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:56.518,Pass,
,,,,,,,,,,,,,,,,2.334278,,,,,,,,,,,,,,,0d6e9c17-7648-4673-8a60-d0675ded0555,121,,"[46.2, 74.6]",3825686,2,,,,,-2.5752375,,Right Foot,,,"[11.6, 52.6]",Ground Pass,,41.00195,,,,,Gorka Iraizoz Moreno,6576.0,,,,,,,1,From Free Kick,Óscar de Marcos Arana,6649.0,Right Back,7,Athletic Club,215,['f89b2140-ca44-4618-8cbe-2fb7ab95972c'],59,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:59.280,Pass,
,,,,,,,,,,,,,,,,2.009159,,,,,,,,,,,,,,,af9cb593-c38e-43dd-80b1-0f8d383acffa,125,,"[12.0, 63.8]",3825686,3,,,,,0.029231437,,Right Foot,,,"[63.3, 65.3]",High Pass,,51.321926,,,Incomplete,,,,,,,,,,1,From Free Kick,Gorka Iraizoz Moreno,6576.0,Goalkeeper,7,Athletic Club,215,"['400766fc-3663-437a-8a50-a4f44a57418a', '455f6013-4287-462e-8ca0-68c80cecc8ac']",2,,,,,,,,,,,,,,,,,Athletic Club,215,00:03:02.916,Pass,True
