bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,c1e25bd9-348d-45be-ab89-fce1dad72f01,1,,,3825893,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 5597, 'name': 'Keylor Navas Gamboa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3063, 'name': 'Danilo Luiz da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 5552, 'name': 'Marcelo Vieira da Silva Júnior'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 5539, 'name': 'Carlos Henrique Casimiro'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 5574, 'name': 'Toni Kroos'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 5200, 'name': 'Lucas Vázquez Iglesias'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 18}, {'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 19677, 'name': 'Karim Benzema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Real Madrid,220,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,89bde23f-14ce-46aa-a559-41263f5183f1,2,,,3825893,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 6755, 'name': 'Sergio Asenjo Andrés'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6772, 'name': 'Mario Gaspar Pérez Martínez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3324, 'name': 'Eric Bertrand Bailly'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 6827, 'name': 'Daniele Bonera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 5588, 'name': 'Antonio Rukavina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 6771, 'name': 'Manuel Trigueros Muñoz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 22819, 'name': 'Bruno Soriano Llido'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 6357, 'name': 'Jonathan dos Santos Ramírez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 6609, 'name': 'Denis Suárez Fernández'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 18}, {'player': {'id': 6735, 'name': 'Adrián López Álvarez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 6862, 'name': 'Cédric Bakambu'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 17}]}",Villarreal,222,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,36879da0-e8e3-4e7a-a691-b0d793977637,3,,,3825893,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,['215d135f-34ae-4cea-a349-6650bca5a7b0'],0,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,215d135f-34ae-4cea-a349-6650bca5a7b0,4,,,3825893,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,['36879da0-e8e3-4e7a-a691-b0d793977637'],0,,,,,,,,,,,,,,,,,Villarreal,222,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,b867cbf0-123d-43e5-83bb-b0c215d0bea6,2017,,,3825893,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,98,Villarreal,222,['00311921-bcba-4a23-9081-b7b57781d3d1'],0,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,00311921-bcba-4a23-9081-b7b57781d3d1,2018,,,3825893,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,98,Villarreal,222,['b867cbf0-123d-43e5-83bb-b0c215d0bea6'],0,,,,,,,,,,,,,,,,,Villarreal,222,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.634451,,,,,,,,,,,7f195257-74ff-46db-a0e6-5375a5007bc4,5,,"[60.0, 40.0]",3825893,0,True,,,-1.6152115,,Right Foot,,,,"[59.8, 35.5]",,Ground Pass,,4.504442,,,,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,Kick Off,1,From Kick Off,Karim Benzema,19677.0,Center Forward,2,Real Madrid,220,['c430b75d-f303-4801-a7f6-abb9196128f2'],3,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:03.737,Pass,
,,,,,,,,,,,,,,,,,1.632141,,,,,,,,,,,1b980cea-5954-46b5-a175-6ac85e78b6e3,7,,"[57.1, 38.0]",3825893,0,True,,,-3.066965,,Left Foot,,,,"[46.4, 37.2]",,Ground Pass,,10.729865,,,,,Carlos Henrique Casimiro,5539.0,,,,,,1,From Kick Off,Cristiano Ronaldo dos Santos Aveiro,5207.0,Left Wing,2,Real Madrid,220,['c2beee48-bfc0-40d2-9abd-d5f7791257a1'],4,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:04.433,Pass,
,,,,,,,,,,,,,,,,,0.717393,,,,,,,,,,,9302f303-5580-42f1-883f-cdd50182719a,9,,"[43.0, 43.8]",3825893,0,,,,-1.7494273,,Right Foot,,,,"[41.7, 36.6]",,Ground Pass,,7.31642,,,,,Toni Kroos,5574.0,,,,,,1,From Kick Off,Carlos Henrique Casimiro,5539.0,Center Defensive Midfield,2,Real Madrid,220,['a6a3d866-5ad0-495e-8355-eeb6b08fed2f'],6,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:06.156,Pass,
,,,,,,,,,,,,,,,,,1.659608,,,,,,,,,,,62fe35b8-3027-40cc-b894-7640fc694a3c,12,,"[37.0, 39.9]",3825893,0,,,,1.7569283,,Right Foot,,,,"[31.2, 70.7]",,Ground Pass,,31.341347,,,,,Danilo Luiz da Silva,3063.0,,,,,,1,From Kick Off,Toni Kroos,5574.0,Left Center Midfield,2,Real Madrid,220,['979672cd-aa32-4529-9686-92de78cd8ab7'],8,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:08.088,Pass,
