50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,dfe64356-3632-4d00-82e1-dd215c9e6c68,1,,,3825867,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Getafe,216,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6625, 'name': 'Vicente Guaita Panadero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 11813, 'name': 'Emiliano Buendía'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 32}, {'player': {'id': 17054, 'name': 'Emiliano Daniel Velázquez Maldonado'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 6861, 'name': 'Juan Torres Ruiz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 27092, 'name': 'Abdoul Karim Yoda'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 25881, 'name': 'Juan Antonio Rodríguez Villamuela'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 6745, 'name': 'Mehdi Lacen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6720, 'name': 'Pablo Sarabia García'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 6736, 'name': 'Álvaro Medrán Just'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 15893, 'name': 'Víctor Rodríguez Romero'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 24035, 'name': 'Álvaro Vázquez García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Getafe,216,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8fe983ec-891e-44b4-a1f2-c741149ec487,2,,,3825867,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Getafe,216,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6823, 'name': 'Sergio Rico González'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6672, 'name': 'Jorge Andújar Moreno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 3253, 'name': 'Adil Rami'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 10476, 'name': 'Timothée Kolodziejczak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 6718, 'name': 'Sergio Escudero Palomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 5737, 'name': ""Steven N''Kemboanza Mike Christopher Nzonzi""}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 6825, 'name': 'Daniel Filipe Martins Carriço'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 10881, 'name': 'Diogo José Rosário Gomes Figueiras'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 5504, 'name': 'Éver Maximiliano David Banega'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 6841, 'name': 'Víctor Machín Pérez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 6401, 'name': 'Kevin Gameiro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Sevilla,213,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c6530347-a408-42e7-ac1c-be0e0b7fb61f,3,,,3825867,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Getafe,216,['5900fe09-28ba-46a8-84b9-fc3d8c408040'],0,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5900fe09-28ba-46a8-84b9-fc3d8c408040,4,,,3825867,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Getafe,216,['c6530347-a408-42e7-ac1c-be0e0b7fb61f'],0,,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,becd0e25-deaa-4535-b9b6-9b43dd219850,1721,,,3825867,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,125,Getafe,216,['dc8ac3c1-47e1-4ae5-979d-6bc54bee3131'],0,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,dc8ac3c1-47e1-4ae5-979d-6bc54bee3131,1722,,,3825867,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,125,Getafe,216,['becd0e25-deaa-4535-b9b6-9b43dd219850'],0,,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.445713,,,,,,,,,,,,,e589868d-fc83-481b-a213-5a3552cc0d7a,5,,"[61.0, 40.1]",3825867,0,,,,,1.8736812,,Right Foot,,,"[60.0, 43.3]",Ground Pass,,3.3526108,,,,Álvaro Medrán Just,6736.0,,,,,Kick Off,1,From Kick Off,Álvaro Vázquez García,24035.0,Center Forward,2,Getafe,216,['7ece0fb9-122a-472a-b74e-36d048fab235'],1,,,,,,,,,,,,,,,,,Getafe,216,00:00:01.177,Pass,
,,,,,,,,,,,,,,,,,,,0.786824,,,,,,,,,,,,,ad6abd30-3530-4063-a73a-749bf135c80d,7,,"[59.8, 42.6]",3825867,0,,,,,3.1415927,,Right Foot,,,"[53.7, 42.6]",Ground Pass,,6.1,,,,Mehdi Lacen,6745.0,,,,,,1,From Kick Off,Álvaro Medrán Just,6736.0,Center Attacking Midfield,2,Getafe,216,['170e1d52-5e23-4bdd-9cbd-3fb4a85d7169'],1,,,,,,,,,,,,,,,,,Getafe,216,00:00:01.622,Pass,
,,,,,,,,,,,,,,,,,,,1.816336,,,,,,,,,,,,,33de7cf8-3b40-40a9-89b0-c9ae828e1aff,11,,"[54.3, 41.3]",3825867,0,,,,,-2.0688722,,Left Foot,,,"[36.3, 8.2]",Ground Pass,,37.67771,,,,Abdoul Karim Yoda,27092.0,,,,,,1,From Kick Off,Mehdi Lacen,6745.0,Left Defensive Midfield,2,Getafe,216,"['89b89bec-7c0e-418b-a7db-b8e2bd5e4c6e', 'ad7106ff-4c4e-4946-a133-6162fe82df30']",3,,,,,,,,,,,,,,,,,Getafe,216,00:00:03.327,Pass,True
,,,,,,,,,,,,,,,,,,,1.268543,,,,,,,,,,,,,dbd76822-c560-4c14-a647-06ca27906ec4,14,,"[45.1, 12.8]",3825867,0,,,,,-0.58452433,,Left Foot,,,"[58.4, 4.0]",Low Pass,,15.947727,,,,Víctor Rodríguez Romero,15893.0,,,,,,1,From Kick Off,Abdoul Karim Yoda,27092.0,Left Back,2,Getafe,216,['5631ee0e-850c-4df5-ac89-f7b1e5108f9d'],7,,,,,,,,,,,,,,,,,Getafe,216,00:00:07.599,Pass,
