50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,6d974b3d-a5cb-43eb-b99b-d579fa8617a4,1,,,3825668,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sporting Gijón,1041,,0,,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6610, 'name': 'Iván Cuéllar Sacristán'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 26633, 'name': 'Alberto Lora Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 6561, 'name': 'Luis Hernández Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 6573, 'name': 'Bernardo José Espinosa Zúñiga'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 24686, 'name': 'Roberto Canella Suárez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 18398, 'name': 'Omar Mascarell González'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 18925, 'name': 'Ignacio Cases Mora'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 30429, 'name': 'Hugo Fraile Martín'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 21}, {'player': {'id': 6926, 'name': 'Alen Halilović'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 25}, {'player': {'id': 6581, 'name': 'Jonathan Rodríguez Menéndez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 6880, 'name': 'Arnaldo Antonio Sanabria Ayala'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Sporting Gijón,1041,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,f3e13922-5d56-43b1-8063-a611a362024a,2,,,3825668,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sporting Gijón,1041,,0,,,,,,,,,,,,,,,,,,,"{'formation': 451, 'lineup': [{'player': {'id': 6730, 'name': 'Rubén Iván Martínez Andrade'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6787, 'name': 'Pedro López Muñoz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 26012, 'name': 'David Navarro Pedrós'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 27122, 'name': 'Simão Mate'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6668, 'name': 'José Luis Morales Nogales'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 6659, 'name': 'Víctor Camarasa Ferrando'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 23943, 'name': 'Rubén García Santos'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 25134, 'name': 'Deyverson Brum Silva Acosta'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Levante UD,221,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2e1196d7-0d55-49df-b690-da96635fe195,3,,,3825668,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sporting Gijón,1041,['567169a7-1b0f-482c-90b3-6a43689d1e61'],0,,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,567169a7-1b0f-482c-90b3-6a43689d1e61,4,,,3825668,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sporting Gijón,1041,['2e1196d7-0d55-49df-b690-da96635fe195'],0,,,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,8bdbf42d-6a19-4d09-8054-4768d696b2f4,1762,,,3825668,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,79,Sporting Gijón,1041,['85756839-ab64-418f-b820-66c6344790a4'],0,,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,85756839-ab64-418f-b820-66c6344790a4,1763,,,3825668,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,79,Sporting Gijón,1041,['8bdbf42d-6a19-4d09-8054-4768d696b2f4'],0,,,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.433935,,,,,,,,,,,,,,,,,c262a7f9-f763-48b0-a714-adb66834f037,5,,"[60.0, 40.0]",3825668,0,,,,,-1.677532,,Right Foot,,,"[59.7, 37.2]",,Ground Pass,,2.8160255,,,Arnaldo Antonio Sanabria Ayala,6880.0,,,,,,Kick Off,1,From Kick Off,Alen Halilović,6926.0,Center Attacking Midfield,2,Sporting Gijón,1041,['c9cd2a3f-e810-4aef-b54e-05dfcbb05af2'],0,,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:00.401,Pass,
,,,,,,,,,,,,,,,,1.211503,,,,,,,,,,,,,,,,,17db54ab-d50a-4c50-9a52-78c5f856b5e6,8,,"[56.6, 37.8]",3825668,0,,,,,3.110107,,Left Foot,,,"[43.9, 38.2]",,Ground Pass,,12.706298,,,Ignacio Cases Mora,18925.0,,,,,,,1,From Kick Off,Arnaldo Antonio Sanabria Ayala,6880.0,Center Forward,2,Sporting Gijón,1041,['dc24d62d-638d-46f1-912a-a7e2334b4dea'],1,,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:01.503,Pass,
,,,,,,,,,,,,,,,,2.201391,,,,,,,,,,,,,,,,,6496b080-d247-4f93-8002-c6e568029ef5,11,,"[43.9, 38.2]",3825668,0,,,,,1.5464851,,Left Foot,,,"[44.7, 71.1]",,Ground Pass,,32.909725,,,Alberto Lora Ramos,26633.0,,,,,,,1,From Kick Off,Ignacio Cases Mora,18925.0,Left Defensive Midfield,2,Sporting Gijón,1041,['8e8bd054-5808-46c6-83a7-07bf238af26a'],3,,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:03.599,Pass,
,,,,,,,,,,,,,,,,1.444776,,,,,,,,,,,,,,,,,b0932c7e-b660-49b2-a6a2-8e3b8e2d9445,13,,"[43.7, 70.7]",3825668,0,,,,,-1.5383753,,Right Foot,,,"[44.3, 52.2]",,Ground Pass,,18.509727,,,Omar Mascarell González,18398.0,,,,,,,1,From Kick Off,Alberto Lora Ramos,26633.0,Right Back,2,Sporting Gijón,1041,['f088ceed-ab2b-45a6-a10c-deea8e8c8f1c'],5,,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:05.800,Pass,
,,,,,,,,,,,,,,,,1.162464,,,,,,,,,,,,,,,,,5f5ed2b9-275e-41d0-9052-1976b5391500,15,,"[44.3, 52.2]",3825668,0,,,,,3.0448804,,Right Foot,,,"[30.9, 53.5]",,Ground Pass,,13.462912,,,Luis Hernández Rodríguez,6561.0,,,,,,,1,From Kick Off,Omar Mascarell González,18398.0,Right Defensive Midfield,2,Sporting Gijón,1041,['fc5dbf3f-279e-4a57-abe8-614607c74793'],7,,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:07.245,Pass,
,,,,,,,,,,,,,,,,2.05849,,,,,,,,,,,,,,,,,0d2bf836-7355-4f59-acde-d0d0c38cda76,18,,"[30.9, 53.5]",3825668,0,,,,,-1.5263811,,Right Foot,,,"[32.1, 26.5]",,Ground Pass,,27.026653,,,Bernardo José Espinosa Zúñiga,6573.0,,,,,,,1,From Kick Off,Luis Hernández Rodríguez,6561.0,Right Center Back,2,Sporting Gijón,1041,['5b0744a8-c8df-4e5a-b08d-0cf39fead387'],9,,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:09.222,Pass,
,,,,,,,,,,,,,,,,1.122526,,,,,,,,,,,,,,,,,45cb4fc3-62a7-490a-8499-60623b49f38f,21,,"[40.6, 21.0]",3825668,0,,,,,-0.015684988,,Left Foot,,,"[66.1, 20.6]",,Ground Pass,,25.503138,,,Arnaldo Antonio Sanabria Ayala,6880.0,,,,,,,1,From Kick Off,Bernardo José Espinosa Zúñiga,6573.0,Left Center Back,2,Sporting Gijón,1041,['26053abb-92e7-4923-b973-385e41030602'],13,,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:13.317,Pass,
,,,,,,,,,,,,,,,,1.265736,,,,,,,,,,,,,,,,,bd1f4aa3-8908-428c-98c0-7f6aabf3f274,24,,"[70.4, 5.6]",3825668,0,,,,,-0.20720986,,Left Foot,,,"[88.0, 1.9]",,Ground Pass,,17.984716,,,Jonathan Rodríguez Menéndez,6581.0,,,,,,,1,From Kick Off,Arnaldo Antonio Sanabria Ayala,6880.0,Center Forward,2,Sporting Gijón,1041,['94db6762-f4f6-47eb-b268-fe30bedf6e27'],16,,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:16.327,Pass,
,,,,,,,,,,,,,,,,0.978894,,,,,,,,,,,,,,,,,c59b7afd-12ca-4297-b2f7-719b52964440,27,,"[87.0, 1.9]",3825668,0,,,,,3.0928507,,Left Foot,,,"[74.7, 2.5]",,Ground Pass,,12.314626,,,Roberto Canella Suárez,24686.0,,,,,,,1,From Kick Off,Jonathan Rodríguez Menéndez,6581.0,Left Wing,2,Sporting Gijón,1041,['8a4e0b78-6f0a-497f-a676-d7e24b329246'],18,,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:18.365,Pass,
,,,,,,,,,,,,,,,,1.680063,,,,,,,,,,,,,,,,,5a864a59-9507-4659-9d0a-5cc453916dcf,30,,"[74.7, 2.5]",3825668,0,,,,,2.6353745,,Left Foot,,,"[55.4, 13.2]",,Ground Pass,,22.067623,,,Bernardo José Espinosa Zúñiga,6573.0,,,,,,,1,From Kick Off,Roberto Canella Suárez,24686.0,Left Back,2,Sporting Gijón,1041,['adaa5f3e-1eb2-4e7d-97d4-f3772d56d4c0'],20,,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:20.196,Pass,
,,,,,,,,,,,,,,,,1.502979,,,,,,,,,,,,,,,,,2b8bea8d-bb2a-4e4a-8b89-5cad6323947b,33,,"[55.4, 13.2]",3825668,0,,,,,1.7389355,,Right Foot,,,"[50.8, 40.3]",,Ground Pass,,27.487633,,,Luis Hernández Rodríguez,6561.0,,,,,,,1,From Kick Off,Bernardo José Espinosa Zúñiga,6573.0,Left Center Back,2,Sporting Gijón,1041,['3f1373b7-1a3f-464d-b125-80f7fcb4c903'],22,,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:22.999,Pass,
,,,,,,,,,,,,,,,,1.092244,,,,,,,,,,,,,,,,,bca15c57-7a57-4315-af97-527054478f68,36,,"[53.9, 42.1]",3825668,0,,,,,-1.1335742,,Right Foot,,,"[58.2, 32.9]",,Ground Pass,,10.155294,,,Ignacio Cases Mora,18925.0,,,,,,,1,From Kick Off,Luis Hernández Rodríguez,6561.0,Right Center Back,2,Sporting Gijón,1041,['946f09ae-9e97-46b1-bfb9-edb866db4415'],27,,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:27.024,Pass,
,,,,,,,,,,,,,,,,1.336442,,,,,,,,,,,,,,,,,c49ca6ab-673b-44e6-98ae-715ce3850296,38,,"[58.2, 31.7]",3825668,0,,,,,3.0007982,,Left Foot,,,"[45.5, 33.5]",,Ground Pass,,12.826925,,,Bernardo José Espinosa Zúñiga,6573.0,,,,,,,1,From Kick Off,Ignacio Cases Mora,18925.0,Left Defensive Midfield,2,Sporting Gijón,1041,['7d01805c-489a-49d2-a924-417ff0541c7e'],28,,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:28.116,Pass,
,,,,,,,,,,,,,,,,1.871516,,,,,,,,,,,,,,,,,165080f3-7019-467c-8d99-25b9210990eb,41,,"[45.9, 33.5]",3825668,0,,,,,0.5469059,,Left Foot,,,"[73.0, 50.0]",,High Pass,,31.727905,Incomplete,,Arnaldo Antonio Sanabria Ayala,6880.0,,,,,,,1,From Kick Off,Bernardo José Espinosa Zúñiga,6573.0,Left Center Back,2,Sporting Gijón,1041,"['80891bc6-d732-4321-95b3-aa42d8df2c0a', '940420af-ca6f-41e1-ae17-4f6119de9464']",31,,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:31.032,Pass,
,,,,,,,,,,,,,,,,0.944224,,,,,,,,,,,,,,,,,940420af-ca6f-41e1-ae17-4f6119de9464,43,,"[47.1, 30.1]",3825668,0,,,,,0.31290123,,Head,,,"[57.3, 33.4]",,Low Pass,,10.720541,Incomplete,,,,,,,,,Recovery,1,From Kick Off,Rubén García Santos,23943.0,Left Midfield,2,Sporting Gijón,1041,"['165080f3-7019-467c-8d99-25b9210990eb', '7c434268-5611-4f87-84a1-170392a0786b']",32,,,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:32.903,Pass,
,,,,,,,,,,,,,,,,1.623356,,,,,,,,,,,,,,,,,7c434268-5611-4f87-84a1-170392a0786b,44,,"[62.8, 46.7]",3825668,0,,,,,1.8699943,,Left Foot,,,"[56.6, 66.8]",,Ground Pass,,21.034496,,,Alberto Lora Ramos,26633.0,,,,,,Recovery,1,From Kick Off,Omar Mascarell González,18398.0,Right Defensive Midfield,2,Sporting Gijón,1041,"['199c15e9-b895-4eaf-bc98-59ad24e8cee6', '940420af-ca6f-41e1-ae17-4f6119de9464']",33,,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:33.848,Pass,
