50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.061021,,,,,,,,,,,,,,,,,9c4cb784-b732-49a8-8be6-2df25db509d6,47,,"[56.2, 66.8]",3825668,0,,,,,0.6318057,,Right Foot,,,"[70.0, 76.9]",,Ground Pass,,17.10117,,,Hugo Fraile Martín,30429.0,,,,,,,1,From Kick Off,Alberto Lora Ramos,26633.0,Right Back,2,Sporting Gijón,1041,['5a6e8cbe-5ddc-4b93-aff1-3f660a11abe0'],36,,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:36.286,Pass,
,,,,,,,,,,,,,,,,1.400744,,,,,,,,,,,,,,,,,393b9a6b-c6ef-4992-b563-eee90a9697a8,49,,"[70.0, 76.9]",3825668,0,,,,,-0.33048394,,Right Foot,,,"[83.7, 72.2]",,Ground Pass,,14.483784,,,Alen Halilović,6926.0,,,,,,,1,From Kick Off,Hugo Fraile Martín,30429.0,Right Wing,2,Sporting Gijón,1041,['19f7000c-afad-4084-ad3c-9c148bad21b8'],37,,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:37.347,Pass,
,,,,,,,,,,,,,,,,1.134515,,,,,,,,,,,,,,,,,b0fc6bf0-3b5a-464c-a1ea-c701e15bbfd6,59,,"[8.8, 9.4]",3825668,0,,,,,0.95054686,,Left Foot,,,"[15.8, 19.2]",,Ground Pass,,12.043256,,,Simão Mate,27122.0,,,,,,,1,Regular Play,Antonio García Aranda,6784.0,Left Back,3,Levante UD,221,['97f9c6ec-ddf2-44ba-b8e4-5008a591ba3e'],45,,,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:45.901,Pass,
,,,,,,,,,,,,,,,,0.120495,,,,,,,,,,,,,,,,,8f43e20d-36dd-4e95-be2f-a6b74c209fbd,63,,"[17.7, 23.4]",3825668,0,,,,,0.348771,,Right Foot,,,"[19.9, 24.2]",,Low Pass,,2.34094,Incomplete,,,,,,,,,,1,Regular Play,Simão Mate,27122.0,Center Defensive Midfield,3,Levante UD,221,"['1a041148-a7dc-4977-9e98-fe99d2b91a35', '5a52d93e-920f-4af1-953f-436fb59c584f']",48,,,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:48.799,Pass,True
,,,,,,,,,,,,,,,,3.753299,,,,,,,,,,,,,,,,,a43cdd86-4bd9-4ed7-a451-2c6b113cfcf2,69,,"[20.3, 39.8]",3825668,1,,True,,,-0.109860666,,Right Foot,,,"[89.2, 32.2]",,High Pass,,69.317894,Incomplete,,Rubén García Santos,23943.0,,,,,,Free Kick,1,From Free Kick,Rubén Iván Martínez Andrade,6730.0,Goalkeeper,4,Levante UD,221,"['2a6f1565-9dd1-4f77-81ab-181d80ed3daa', '9ce3a87d-12d1-42ee-b50d-e851ed10459f']",22,,,,,,,,,,,,,,,,,,,,Levante UD,221,00:01:22.123,Pass,
,,,,,,,,,,,,,,,,0.953804,,,,,,,,,,,,,,,,,2a6f1565-9dd1-4f77-81ab-181d80ed3daa,71,,"[30.9, 47.9]",3825668,1,,,,True,-0.050377507,,,,,"[42.8, 47.3]",,Low Pass,,11.915116,Incomplete,,Ignacio Cases Mora,18925.0,,,,,,Recovery,1,From Free Kick,Bernardo José Espinosa Zúñiga,6573.0,Left Center Back,4,Levante UD,221,"['3d819032-dd5e-4a0c-b6ff-8f0af829867c', '4d6746b5-a05f-408c-8cce-efc431324f25', 'a43cdd86-4bd9-4ed7-a451-2c6b113cfcf2', 'c8ebc307-ab2a-4497-9712-807fe48139f4']",25,,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:25.877,Pass,True
,,,,,,,,,,,,,,,,0.839633,,,,,,,,,,,,,,,,,a18ea6e8-6ef3-444e-8ccb-414014dfe772,76,,"[77.7, 32.8]",3825668,1,,,,,0.0,,Right Foot,,,"[85.9, 32.8]",,Ground Pass,,8.2,,,Rubén García Santos,23943.0,,,,,,,1,From Free Kick,Jefferson Andrés Lerma Solís,5678.0,Right Center Midfield,4,Levante UD,221,['a3df7d0d-a899-44ad-9607-33a987b6fef8'],28,,,,,,,,,,,,,,,,,,,,Levante UD,221,00:01:28.322,Pass,
,,,,,,,,,,,,,,,,0.932078,,,,,,,,,,,,,,,,,0a7adf78-392e-4785-a9f0-d55481ded363,83,,"[92.1, 31.4]",3825668,1,,,,,1.4501727,,Left Foot,,,"[92.9, 38.0]",,Ground Pass,,6.6483083,,,Deyverson Brum Silva Acosta,25134.0,,,,,,,1,From Free Kick,Rubén García Santos,23943.0,Left Midfield,4,Levante UD,221,['604a0605-5046-4544-8340-12efada362e8'],30,,,,,,,,,,,,,,,,,,,,Levante UD,221,00:01:30.592,Pass,
,,,,,,,,,,,,,,,,1.596112,,,,,,,,,,,,,,,,,80a9f878-a281-4562-837d-2fab3f2b2b72,91,,"[29.5, 44.0]",3825668,1,,,,,1.5227563,,Left Foot,,,"[30.5, 64.8]",,Ground Pass,,20.824024,,,Hugo Fraile Martín,30429.0,,,,,,,1,From Free Kick,Ignacio Cases Mora,18925.0,Left Defensive Midfield,4,Levante UD,221,['794703fb-d4c0-4f11-917a-e5cd9455f190'],34,,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:34.454,Pass,
,,,,,,,,,,,,,,,,2.457209,,,,,,,,,,,,,,,,,8f7b9fa7-ee5d-4071-afb2-90f9397602bd,93,,"[32.6, 65.8]",3825668,1,,True,,,0.2929124,,Right Foot,,,"[76.7, 79.1]",,Ground Pass,,46.061916,Out,,Alen Halilović,6926.0,,,,,,,1,From Free Kick,Hugo Fraile Martín,30429.0,Right Wing,4,Levante UD,221,['cbee6843-243e-4b3a-8d54-47365079bcad'],37,,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:37.288,Pass,
,,,,,,,,,,,,,,,,0.898353,,,,,,,,,,,,,,,,,c261bb1a-6530-42d3-b525-89920a254bd8,95,,"[43.8, 0.1]",3825668,1,,True,,,0.5543075,,,,,"[52.2, 5.3]",,Low Pass,,9.8792715,,,Víctor Camarasa Ferrando,6659.0,,,,,,Throw-in,1,From Throw In,Antonio García Aranda,6784.0,Left Back,5,Levante UD,221,['f367c9f0-fee8-44ee-a6df-353375ab370e'],49,,,,,,,,,,,,,,,,,,,,Levante UD,221,00:01:49.578,Pass,
,,,,,,,,,,,,,,,,1.624455,,,,,,,,,,,,,,,,,3cc89e6c-0a68-4da0-aafa-c64bacdf2e42,97,,"[51.4, 6.1]",3825668,1,,True,,,-2.70248,,Right Foot,,,"[44.8, 3.0]",,Ground Pass,,7.291776,,,Antonio García Aranda,6784.0,,,,,,,1,From Throw In,Víctor Camarasa Ferrando,6659.0,Left Center Midfield,5,Levante UD,221,['bb06cff8-f128-4a62-9162-a7b776154d63'],50,,,,,,,,,,,,,,,,,,,,Levante UD,221,00:01:50.476,Pass,
,,,,,,,,,,,,,,,,1.065257,,,,,,,,,,,,,,,,,d97bc54c-8349-46b5-a313-26be0a232dde,99,,"[44.8, 3.0]",3825668,1,,,,,1.4716747,,Left Foot,,,"[46.6, 21.1]",,Ground Pass,,18.189283,,,Simão Mate,27122.0,,,,,,,1,From Throw In,Antonio García Aranda,6784.0,Left Back,5,Levante UD,221,['4898665c-e423-4b43-8aed-ea0ff7691862'],52,,,,,,,,,,,,,,,,,,,,Levante UD,221,00:01:52.208,Pass,
,,,,,,,,,,,,,,,,1.151776,,,,,,,,,,,,,,,,,8fb65cb4-d9fb-435e-8708-9557528b4cd5,104,,"[44.2, 19.2]",3825668,1,,,,,-0.32603014,,Left Foot,,,"[65.2, 12.1]",,Ground Pass,,22.167768,Incomplete,,,,,,,,,,1,From Throw In,Simão Mate,27122.0,Center Defensive Midfield,5,Levante UD,221,['1d4eaa9f-c550-4204-b99e-2a864f37f3c2'],54,,,,,,,,,,,,,,,,,,,,Levante UD,221,00:01:54.932,Pass,
,,,,,,,,,,,,,,,,1.04267,,,,,,,,,,,,,,,,,1d4eaa9f-c550-4204-b99e-2a864f37f3c2,105,,"[54.9, 68.0]",3825668,1,,,,,-0.39732435,,Right Foot,,,"[66.1, 63.3]",,Ground Pass,,12.146193,,,Ignacio Cases Mora,18925.0,,,,,,Recovery,1,Regular Play,Alberto Lora Ramos,26633.0,Right Back,6,Sporting Gijón,1041,"['3b0abd52-4486-4bb1-b37b-994c2e87afc3', '8fb65cb4-d9fb-435e-8708-9557528b4cd5']",56,,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:56.084,Pass,
,,,,,,,,,,,,,,,,0.636393,,,,,,,,,,,,,,,,,1271c41e-7547-4079-950a-36bc8faf3e67,109,,"[66.1, 61.1]",3825668,1,,,,,-0.8944528,,Left Foot,,,"[72.2, 53.5]",,Ground Pass,,9.745255,,,Arnaldo Antonio Sanabria Ayala,6880.0,,,,,,,1,Regular Play,Ignacio Cases Mora,18925.0,Left Defensive Midfield,6,Sporting Gijón,1041,['730a9730-c9c6-407b-8a66-c4b395c0f1da'],59,,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:59.244,Pass,
,,,,,,,,,,,,,,,,2.050665,,,,,,,,,,,,,,,,,ba08a18e-7772-4393-ad4e-2275e2c3a974,118,,"[66.7, 39.9]",3825668,2,,,,,-1.5707964,,Left Foot,,,"[66.7, 13.8]",,Ground Pass,,26.1,,,Roberto Canella Suárez,24686.0,,,,,,,1,Regular Play,Ignacio Cases Mora,18925.0,Left Defensive Midfield,6,Sporting Gijón,1041,['4a98ac2d-0ed9-4996-8019-3d448ae06253'],2,,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:02:02.918,Pass,
,,,,,,,,,,,,,,,,0.9193,,,,,,,,,,,,,,,,,dda9dc99-deac-4407-85bf-42fbed1d44eb,122,,"[76.3, 5.2]",3825668,2,,,,,-0.33517256,,Left Foot,,,"[85.2, 2.1]",,Ground Pass,,9.424437,,,Jonathan Rodríguez Menéndez,6581.0,,,,,,,1,Regular Play,Roberto Canella Suárez,24686.0,Left Back,6,Sporting Gijón,1041,['3ce1a8ad-44ec-4af5-bfbe-ae7005fe83ad'],6,,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:02:06.274,Pass,
