bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,e19000dd-762b-4b48-b099-7bb0338b2d9a,1,,,,3825869,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6576, 'name': 'Gorka Iraizoz Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6392, 'name': 'Íñigo Lekue Martínez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 30}, {'player': {'id': 6386, 'name': 'Eneko Bóveda Altube'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 26087, 'name': 'Carlos Gurpegi Nausia'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 6789, 'name': 'Mikel Balenziaga Oruesagasti'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 6389, 'name': 'Mikel San José Domínguez'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6396, 'name': 'Beñat Etxebarria Urkiaga'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 6393, 'name': 'Iñaki Williams Arthuer'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 15}, {'player': {'id': 6391, 'name': 'Raúl García Escudero'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 22}, {'player': {'id': 6390, 'name': 'Markel Susaeta Laskurain'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 6394, 'name': 'Aritz Aduriz Zubeldia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Athletic Club,215,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d634539e-03cd-445e-a8a8-644ae984d5a3,2,,,,3825869,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,,0,,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 6823, 'name': 'Sergio Rico González'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 24711, 'name': 'David Carmona Sierra'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 3253, 'name': 'Adil Rami'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 6749, 'name': 'Diego González Polanco'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 34}, {'player': {'id': 10476, 'name': 'Timothée Kolodziejczak'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 5}, {'player': {'id': 5737, 'name': ""Steven N''Kemboanza Mike Christopher Nzonzi""}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 7154, 'name': 'Sebastián Carlos Cristóforo Pepe'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 30454, 'name': 'Francisco José Sánchez Rodríguez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 36}, {'player': {'id': 8523, 'name': 'Yevhen Konoplyanka'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 22}, {'player': {'id': 3497, 'name': 'Vicente Iborra De La Fuente'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 8}, {'player': {'id': 23802, 'name': 'Juan Muñoz Muñoz'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Sevilla,213,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,52c94403-5673-4c07-979c-cd950cd8c160,3,,,,3825869,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,['4e24da9f-ef79-459e-9244-8c53f69fcc23'],0,,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4e24da9f-ef79-459e-9244-8c53f69fcc23,4,,,,3825869,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,['52c94403-5673-4c07-979c-cd950cd8c160'],0,,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,37d28d64-4288-411f-8104-84d860b86540,1801,,,,3825869,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,102,Athletic Club,215,['827f1dac-503e-40c9-824e-5499001e3f27'],0,,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,827f1dac-503e-40c9-824e-5499001e3f27,1802,,,,3825869,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,102,Athletic Club,215,['37d28d64-4288-411f-8104-84d860b86540'],0,,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.185392,,,,,,,,,,,,3258b0c4-6450-4f3f-b2d5-76395f290834,5,,,"[60.0, 40.0]",3825869,0,,,,1.5232133,,Right Foot,,,,"[60.1, 42.1]",,Ground Pass,,2.1023796,,,,,Raúl García Escudero,6391.0,,,,,Kick Off,1,From Kick Off,Aritz Aduriz Zubeldia,6394.0,Center Forward,2,Athletic Club,215,['d882bb1b-2fe9-48e7-92a7-c18f4c99bbaa'],1,,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:01.083,Pass,
,,,,,,,,,,,,,,,,,,1.13438,,,,,,,,,,,,20937885-729e-44ae-88cb-7190ab490ba7,8,,,"[58.1, 40.5]",3825869,0,,,,-2.8184073,,Right Foot,,,,"[37.2, 33.5]",,Ground Pass,,22.041098,,,,,Carlos Gurpegi Nausia,26087.0,,,,,,1,From Kick Off,Raúl García Escudero,6391.0,Center Attacking Midfield,2,Athletic Club,215,['645a1f47-148a-4769-9eb5-c8ddf88d95d7'],1,,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:01.337,Pass,
,,,,,,,,,,,,,,,,,,2.92297,,,,,,,,,,,,a2770130-756c-4616-a8db-fa3db3914b80,11,,,"[38.7, 34.3]",3825869,0,,,,0.77032393,,Right Foot,,,,"[79.1, 73.5]",,High Pass,,56.292095,,,Incomplete,,,,,,,,,1,From Kick Off,Carlos Gurpegi Nausia,26087.0,Left Center Back,2,Athletic Club,215,['a23fc704-ab12-43f8-baaf-1f9bcc0ab679'],3,,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:03.852,Pass,
,,,,,,,,,,,,,,,,,,1.283874,,,,,,,,,,,,a23fc704-ab12-43f8-baaf-1f9bcc0ab679,12,,,"[41.0, 6.6]",3825869,0,,,,-0.14455427,,Head,,,,"[56.8, 4.3]",,Low Pass,,15.966528,,,Incomplete,,,,,,,,Recovery,1,From Kick Off,Timothée Kolodziejczak,10476.0,Left Back,2,Athletic Club,215,"['1d2cfa36-b47c-4bb4-b148-da54faf92941', 'a2770130-756c-4616-a8db-fa3db3914b80']",6,,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:06.775,Pass,
