ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d6a77cdf-d01c-4112-99f9-2f30c90c06a8,1,,,,3825876,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 8803, 'name': 'Daniel Giménez Hernández'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6593, 'name': 'Martín Montoya Torralbo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 7161, 'name': 'Germán Alejandro Pezzella'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 27349, 'name': 'Heiko Westermann'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 27347, 'name': 'Juan Manuel Vargas Risco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 5671, 'name': ""Alfred John Momar N''Diaye""}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 27346, 'name': 'Petros Matheus dos Santos Araújo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 6651, 'name': 'Joaquín Sánchez Rodríguez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 6697, 'name': 'Daniel Ceballos Fernández'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 6630, 'name': 'Jorge Molina Vidal'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 19}, {'player': {'id': 6832, 'name': 'Rubén Castro Martín'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 24}]}",Real Betis,218,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,90e1787d-87ad-46e6-9362-6c4fccf80cc6,2,,,,3825876,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 6625, 'name': 'Vicente Guaita Panadero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6627, 'name': 'Damián Nicolás Suárez Suárez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 27403, 'name': 'Santiago Vergini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 6861, 'name': 'Juan Torres Ruiz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 27402, 'name': 'Álvaro Daniel Pereira Barragán'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 25881, 'name': 'Juan Antonio Rodríguez Villamuela'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 11675, 'name': 'Moisés Gómez Bordonado'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 6736, 'name': 'Álvaro Medrán Just'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 6907, 'name': 'Pedro León Sánchez Gil'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 6720, 'name': 'Pablo Sarabia García'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 23416, 'name': 'Stefan Šćepović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 12}]}",Getafe,216,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b6f260a6-6609-4635-a805-f1e725b156ca,3,,,,3825876,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,['6f5557a1-8a5b-4e79-94e0-8e40fff875ab'],0,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6f5557a1-8a5b-4e79-94e0-8e40fff875ab,4,,,,3825876,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,['b6f260a6-6609-4635-a805-f1e725b156ca'],0,,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,4758fc1f-ed0a-4fd0-acd4-61e1d84457d7,1691,,,,3825876,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,94,Real Betis,218,['12c32e8b-a36f-4a55-9dad-b827b7837fd6'],0,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,12c32e8b-a36f-4a55-9dad-b827b7837fd6,1692,,,,3825876,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,94,Real Betis,218,['4758fc1f-ed0a-4fd0-acd4-61e1d84457d7'],0,,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.24666,,,,,,,,,,,,,,d4daf53c-ddbc-4a38-a6a4-1b86e6f6bb74,5,,,"[61.0, 40.1]",3825876,0,True,,,-2.961739,,Right Foot,,,,"[57.7, 39.5]",,Ground Pass,,3.354102,,,,Álvaro Medrán Just,6736.0,,,,,,Kick Off,1,From Kick Off,Stefan Šćepović,23416.0,Center Forward,2,Getafe,216,['a50b4a6c-0bb7-4717-9baf-612f531f2d90'],0,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.976,Pass,
,,,,,,,,,,,,,,0.975305,,,,,,,,,,,,,,b8336fdf-f9c6-4630-b873-f71bef0057d1,7,,,"[57.4, 39.8]",3825876,0,,,,3.0066159,,Right Foot,,,,"[49.3, 40.9]",,Ground Pass,,8.17435,,,,Juan Antonio Rodríguez Villamuela,25881.0,,,,,,,1,From Kick Off,Álvaro Medrán Just,6736.0,Left Center Midfield,2,Getafe,216,['5be678d2-92a3-454b-bc6d-809c2315147c'],1,,,,,,,,,,,,,,,,,Getafe,216,00:00:01.391,Pass,
,,,,,,,,,,,,,,1.629394,,,,,,,,,,,,,,fc188a68-5665-485c-a5bb-61d530338ab9,10,,,"[48.5, 48.5]",3825876,0,,,,1.7619808,,Right Foot,,,,"[43.1, 76.4]",,Ground Pass,,28.417776,,,,Damián Nicolás Suárez Suárez,6627.0,,,,,,,1,From Kick Off,Juan Antonio Rodríguez Villamuela,25881.0,Center Defensive Midfield,2,Getafe,216,['65c7ec18-3885-4e8a-bc6c-118f0785cca3'],3,,,,,,,,,,,,,,,,,Getafe,216,00:00:03.545,Pass,
,,,,,,,,,,,,,,2.211108,,,,,,,,,,,,,,ba0e9dd2-69a3-4e01-8622-91c5687a0974,13,,,"[47.4, 76.2]",3825876,0,,,,-0.17686546,,Right Foot,,,,"[91.6, 68.3]",,High Pass,,44.900444,,Incomplete,,Stefan Šćepović,23416.0,,,,,,,1,From Kick Off,Damián Nicolás Suárez Suárez,6627.0,Right Back,2,Getafe,216,"['988bd2ea-e48d-4424-bab2-4939ed2e3d37', 'ecede488-0e91-4cfa-af06-53b5cc00a0c9']",7,,,,,,,,,,,,,,,,,Getafe,216,00:00:07.538,Pass,
