bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7e0af1ee-f87b-464e-9b1f-e49f9d0b140e,1,,,3825720,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6654, 'name': 'Antonio Adán Garrido'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6865, 'name': 'Francisco José Molinero Calderón'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7161, 'name': 'Germán Alejandro Pezzella'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 26801, 'name': 'Jordi Figueras Montel'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 27347, 'name': 'Juan Manuel Vargas Risco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 27346, 'name': 'Petros Matheus dos Santos Araújo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 5671, 'name': ""Alfred John Momar N''Diaye""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 26723, 'name': 'Álvaro Cejudo Carmona'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 6697, 'name': 'Daniel Ceballos Fernández'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 24143, 'name': 'Álvaro Vadillo Cifuentes'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 21}, {'player': {'id': 6832, 'name': 'Rubén Castro Martín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]}",Real Betis,218,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d04af8c9-7273-490f-83e3-5f0beec1d51f,2,,,3825720,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 10763, 'name': 'Asier Riesgo Unamuno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 7}, {'player': {'id': 27239, 'name': 'Aleksandar Pantić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 6778, 'name': 'Iván Ramis Barrios'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 6675, 'name': 'Antonio Manuel Luna Rodríguez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 6712, 'name': 'Gonzalo Escalante'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6775, 'name': 'Daniel García Carrillo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6742, 'name': 'Sergio Gontán Gallardo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 6557, 'name': 'Adrián González Morales'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 24}, {'player': {'id': 5687, 'name': 'Takashi Inui'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 6700, 'name': 'Sergio Enrich Ametller'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Eibar,322,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c26d0dc1-f9ee-4773-8b28-ccaf6a5b24e1,3,,,3825720,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,['cb0eb947-c1a5-46d7-b2c3-d32e1de04cc7'],0,,,,,,,,,,,,,,,,,,Eibar,322,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,cb0eb947-c1a5-46d7-b2c3-d32e1de04cc7,4,,,3825720,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,['c26d0dc1-f9ee-4773-8b28-ccaf6a5b24e1'],0,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,9fa7ec71-2fa2-45ed-a79d-f9e6823933f3,1675,,,3825720,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,102,Eibar,322,['ff0094d6-e63f-4bda-9bcc-aec8ec884fa8'],0,,,,,,,,,,,,,,,,,,Eibar,322,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ff0094d6-e63f-4bda-9bcc-aec8ec884fa8,1676,,,3825720,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,102,Eibar,322,['9fa7ec71-2fa2-45ed-a79d-f9e6823933f3'],0,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.566563,,,,,,,,,,,,eac25cf5-e0a8-422a-b938-d6fa8d615bd8,5,,"[60.0, 40.0]",3825720,0,,True,,,1.4801364,,Right Foot,,,,"[60.2, 42.2]",,Ground Pass,,2.209072,,,Rubén Castro Martín,6832.0,,,,,Kick Off,1,From Kick Off,Daniel Ceballos Fernández,6697.0,Center Attacking Midfield,2,Real Betis,218,['3d1448ad-8018-4062-8e2b-e289275a9b62'],0,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.782,Pass,
,,,,,,,,,,,,,,,,1.74608,,,,,,,,,,,,cc68ba30-69c8-4c0d-92b4-1e0478fae1f4,7,,"[60.2, 42.3]",3825720,0,,,,,-2.762847,,Right Foot,,,,"[30.8, 30.6]",,Ground Pass,,31.642534,,,Jordi Figueras Montel,26801.0,,,,,,1,From Kick Off,Rubén Castro Martín,6832.0,Center Forward,2,Real Betis,218,['e1176790-6ab2-4461-8c51-bb352e1b969a'],1,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:01.349,Pass,
,,,,,,,,,,,,,,,,3.04586,,,,,,,,,,,,ddedda45-a9d6-4853-a591-b57f1cb9c562,10,,"[34.8, 31.7]",3825720,0,,,,,0.5070985,,Left Foot,,,,"[87.9, 61.2]",,High Pass,,60.744217,Incomplete,,,,,,,,,1,From Kick Off,Jordi Figueras Montel,26801.0,Left Center Back,2,Real Betis,218,['7a7581f5-81a4-48cb-a5e2-a17d9b14f27d'],4,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:04.405,Pass,
,,,,,,,,,,,,,,,,1.044654,,,,,,,,,,,,7a7581f5-81a4-48cb-a5e2-a17d9b14f27d,11,,"[32.2, 18.9]",3825720,0,,,,,1.3932002,,Head,,,,"[34.3, 30.6]",,Low Pass,,11.886968,,,Daniel García Carrillo,6775.0,,,,,Recovery,1,Regular Play,Adrián González Morales,6557.0,Center Attacking Midfield,3,Eibar,322,"['ddedda45-a9d6-4853-a591-b57f1cb9c562', 'ecf7ab68-7f10-4eb8-900e-808c28a3967a']",7,,,,,,,,,,,,,,,,,,Eibar,322,00:00:07.451,Pass,
