50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,a0f041c5-0b6d-4e8d-b522-66dbc9ff99c3,1,,,3825814,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6884, 'name': 'Sergio Álvarez Conde'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6794, 'name': 'Gustavo Daniel Cabral Cáceres'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 6804, 'name': 'Sergi Gómez Solà'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 6802, 'name': 'Jonathan Castro Otto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 27341, 'name': 'Marcelo Alfonso Díaz Rojas'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6796, 'name': 'Nemanja Radoja'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 5217, 'name': 'Iago Aspas Juncal'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 18}, {'player': {'id': 6724, 'name': 'Manuel Agudo Durán'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 6038, 'name': 'John Guidetti'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Celta Vigo,209,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,5e3b6e3a-bc2e-412c-98cf-3f162906ed6f,2,,,3825814,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 6694, 'name': 'Gerónimo Rulli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6605, 'name': 'Joseba Zaldúa Bengoetxea'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 6679, 'name': 'Aritz Elustondo Irribaria'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 30}, {'player': {'id': 6665, 'name': 'Íñigo Martínez Berridi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3023, 'name': 'Yuri Berchiche Izeta'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 16539, 'name': 'Diego Antonio Reyes Rosales'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 6899, 'name': 'Rubén Pardo Gutiérrez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 6671, 'name': 'Asier Illarramendi Andonegi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 6690, 'name': 'Xabier Prieto Argarate'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 6685, 'name': 'Mikel Oyarzabal Ugarte'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 28}, {'player': {'id': 8584, 'name': 'Jonathas Cristian de Jesus'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Real Sociedad,210,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,302f3ddb-cf31-4640-991c-27f80476b5cf,3,,,3825814,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,['1653e503-b2f3-4171-b170-9f052beb3400'],0,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1653e503-b2f3-4171-b170-9f052beb3400,4,,,3825814,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,['302f3ddb-cf31-4640-991c-27f80476b5cf'],0,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f7186e0b-8879-4c5a-b43c-8b6a1eaa9f43,1740,,,3825814,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,109,Real Sociedad,210,['981612f2-560c-4ba6-a82d-0d4eb41cf04f'],0,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,981612f2-560c-4ba6-a82d-0d4eb41cf04f,1741,,,3825814,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,109,Real Sociedad,210,['f7186e0b-8879-4c5a-b43c-8b6a1eaa9f43'],0,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.324904,,,,,,,,,,,,dea0252d-e4b9-4c00-9ce0-6bd1a29662c3,5,,"[61.0, 40.1]",3825814,0,,,,,-1.7126933,,Right Foot,,,,"[60.7, 38.0]",,Ground Pass,,2.1213202,,,,,Xabier Prieto Argarate,6690.0,,,,,Kick Off,1,From Kick Off,Jonathas Cristian de Jesus,8584.0,Center Forward,2,Real Sociedad,210,['abc867ec-b3b6-49a3-a5aa-2ef980871be0'],0,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.819,Pass,
,,,,,,,,,,,,,,,1.171113,,,,,,,,,,,,5ec73cea-51ad-4323-9355-a1fe168b752f,7,,"[59.6, 39.2]",3825814,0,,True,,,-2.6663625,,Right Foot,,,,"[39.0, 28.6]",,Ground Pass,,23.16722,,,,,Íñigo Martínez Berridi,6665.0,,,,,,1,From Kick Off,Xabier Prieto Argarate,6690.0,Right Wing,2,Real Sociedad,210,['5992edfb-4378-4bd7-b17d-66b89748846e'],1,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:01.997,Pass,
,,,,,,,,,,,,,,,1.069696,,,,,,,,,,,,7604f014-2de5-4a39-b6e3-4c69e1f9dd6c,9,,"[39.0, 28.3]",3825814,0,,,,,1.6825733,,Left Foot,,,,"[35.7, 57.7]",,Ground Pass,,29.584625,,,,,Aritz Elustondo Irribaria,6679.0,,,,,,1,From Kick Off,Íñigo Martínez Berridi,6665.0,Left Center Back,2,Real Sociedad,210,['4134adbc-e8f4-49d9-ba19-aac9895355b5'],3,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:03.831,Pass,
,,,,,,,,,,,,,,,1.265713,,,,,,,,,,,,de90cb0e-0482-481f-b3b4-a4d705d8787e,12,,"[36.1, 56.9]",3825814,0,,,,,0.9144074,,Right Foot,,,,"[52.2, 77.8]",,Ground Pass,,26.38219,,,,,Joseba Zaldúa Bengoetxea,6605.0,,,,,,1,From Kick Off,Aritz Elustondo Irribaria,6679.0,Right Center Back,2,Real Sociedad,210,['60b61f80-155a-4c1d-abd2-757578875174'],7,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:07.491,Pass,
