bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,2.285354,,,,,,,,,,,,,e69879af-8dfd-433f-b3ac-9e72adbf4931,57,,"[102.5, 63.0]",3825884,0,,,,,-1.8533512,,Right Foot,,,"[95.3, 38.2]",,Ground Pass,,25.82402,,,Incomplete,,,,,,,,,1,From Kick Off,Joaquín Sánchez Rodríguez,6651.0,Center Attacking Midfield,2,Real Betis,218,['5b0da199-6916-4f76-a617-171e62ecda90'],39,,,,,,,,,,,,,,,,Real Betis,218,00:00:39.334,Pass,
,,,,,,,,,,,,,,,2.835697,,,,,,,,,,,,,f6f041e9-fad0-413b-affc-78bed375f3db,60,,"[32.8, 49.0]",3825884,0,,,,,1.235472,,Left Foot,,,"[42.0, 75.4]",,Ground Pass,,27.95711,,,,,Mariano Ferreira Filho,21210.0,,,,,,1,Regular Play,Daniel Filipe Martins Carriço,6825.0,Right Center Back,3,Sevilla,213,['d974741b-66ec-4e06-8de2-22db02917e13'],42,,,,,,,,,,,,,,,,Sevilla,213,00:00:42.697,Pass,
,,,,,,,,,,,,,,,2.432117,,,,,,,,,,,,,b6212de9-aa76-4a55-b851-043072e84fcf,63,,"[75.2, 68.6]",3825884,0,,,,,-0.032436997,,Right Foot,,,"[109.1, 67.5]",,Ground Pass,,33.917843,,,,,Kevin Gameiro,6401.0,,,,,,1,Regular Play,Mariano Ferreira Filho,21210.0,Right Back,3,Sevilla,213,['807c001a-cd7e-40ee-9fcc-ecd2e49aaae5'],50,,,,,,,,,,,,,,,,Sevilla,213,00:00:50.154,Pass,
,,,,,,,,,,,,,,,1.413487,,,,,,,,,,,,,b943b5eb-2b0d-4a36-99e2-96110a53cc55,69,,"[108.5, 80.0]",3825884,1,,,,,-1.4148673,,,,,"[112.1, 57.1]",,High Pass,,23.181242,,,,,Steven N''Kemboanza Mike Christopher Nzonzi,5737.0,,,,,Throw-in,1,From Throw In,Mariano Ferreira Filho,21210.0,Right Back,4,Sevilla,213,['95a0c383-5162-4c63-a0a9-6c8cb794f1d9'],26,,,,,,,,,,,,,,,,Sevilla,213,00:01:26.756,Pass,
,,,,,,,,,,,,,,,0.808373,,,,,,,,,,,,,23322b0c-faf4-439d-9639-28aa4218c465,72,,"[111.9, 56.8]",3825884,1,,,,True,-1.3397057,,,True,,"[114.3, 46.6]",,Low Pass,,10.47855,,,Incomplete,,,,,,,,,1,From Throw In,Steven N''Kemboanza Mike Christopher Nzonzi,5737.0,Left Defensive Midfield,4,Sevilla,213,"['17771a78-9db0-42b2-895d-277e2f17f4df', '93efad92-aa78-4140-8d5b-062fc2d5b077']",28,,,,,,,,,,,,,,,,Sevilla,213,00:01:28.210,Pass,True
,,,,,,,,,,,,,,,1.867943,,,,,,,,,,,,,a4952ab9-2cde-4bc8-9fb4-ab45637aaed5,75,,"[7.1, 10.0]",3825884,1,,,,,0.84028804,,Head,,,"[15.7, 19.6]",,High Pass,,12.888755,,,,,Martín Montoya Torralbo,6593.0,,,,,Recovery,1,From Throw In,Daniel Ceballos Fernández,6697.0,Left Wing,4,Sevilla,213,"['4c23f681-530f-48aa-ab4e-6501ccc6ddb4', '87dd6939-d21d-41bd-b75a-25466432e069']",31,,,,,,,,,,,,,,,,Real Betis,218,00:01:31.003,Pass,True
,,,,,,,,,,,,,,,1.106877,,,,,,,,,,,,,4fa10959-6398-42aa-abdb-679fd4daaf7e,77,,"[16.3, 19.7]",3825884,1,,,,True,0.13992468,,,,,"[23.4, 20.7]",,Low Pass,,7.170077,,,Incomplete,,,,,,,,,1,From Throw In,Martín Montoya Torralbo,6593.0,Left Back,4,Sevilla,213,"['a3a61709-72f9-496e-adce-0eaf4d11edb6', 'a71aff44-e388-4360-b13d-6f4bfefa5838']",32,,,,,,,,,,,,,,,,Real Betis,218,00:01:32.871,Pass,True
,,,,,,,,,,,,,,,0.27796,,,,,,,,,,,,,038167ec-8c1b-4a6f-b58e-807ea33a17d3,81,,"[97.6, 62.4]",3825884,1,,,,,0.37298772,,Right Foot,,,"[99.9, 63.3]",,Ground Pass,,2.4698179,,,Incomplete,,Steven N''Kemboanza Mike Christopher Nzonzi,5737.0,,,,,,1,From Throw In,Éver Maximiliano David Banega,5504.0,Center Attacking Midfield,4,Sevilla,213,"['dfd98ff1-4185-4f93-a85f-84607e660857', 'f861158f-4d64-446b-a4a6-4011837ddcd0']",35,,,,,,,,,,,,,,,,Sevilla,213,00:01:35.031,Pass,
,,,,,,,,,,,,,,,0.969236,,,,,,,,,,,,,7d3b4cca-daca-422a-b0ff-b5fbc5783be4,84,,"[34.1, 2.7]",3825884,1,,True,,,2.9195108,,Right Foot,,,"[27.9, 4.1]",,Ground Pass,,6.3560996,,,,,Petros Matheus dos Santos Araújo,27346.0,,,,,Recovery,1,Regular Play,Rubén Castro Martín,6832.0,Center Forward,5,Real Betis,218,['f704eca4-7a5c-4f58-9a9f-b83206be9c78'],36,,,,,,,,,,,,,,,,Real Betis,218,00:01:36.091,Pass,
,,,,,,,,,,,,,,,5.035649,,,,,,,,,,,,,887201c5-1303-4f55-bd86-28981c90d0b2,90,,"[29.9, 9.4]",3825884,2,,,,,0.28917068,,Left Foot,,,"[106.2, 32.1]",,High Pass,,79.60515,,,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Antonio Adán Garrido,6654.0,Goalkeeper,6,Real Betis,218,['7e89ce32-1543-4dcb-8875-533acbd767c4'],23,,,,,,,,,,,,,,,,Real Betis,218,00:02:23.421,Pass,
,,,,,,,,,,,,,,,1.558252,,,,,,,,,,,,,3906e9ad-a409-4dae-8f60-8dcf82ec84a0,93,,"[11.9, 44.5]",3825884,2,,,,,-1.5135672,,Keeper Arm,,,"[13.0, 25.3]",,Ground Pass,,19.231485,,,,,Timothée Kolodziejczak,10476.0,,,,,,1,Regular Play,Sergio Rico González,6823.0,Goalkeeper,7,Sevilla,213,['54e8a95d-ff4c-480c-af4f-425e9f9683f5'],31,,,,,,,,,,,,,,,,Sevilla,213,00:02:31.341,Pass,
,,,,,,,,,,,,,,,1.36948,,,,,,,,,,,,,7af89c2b-dce5-43af-9f3b-7f184234779a,96,,"[13.9, 22.3]",3825884,2,,,,,-1.0897213,,Left Foot,,,"[23.4, 4.1]",,Ground Pass,,20.530222,,,,,Sergio Escudero Palomo,6718.0,,,,,,1,Regular Play,Timothée Kolodziejczak,10476.0,Left Center Back,7,Sevilla,213,['359ae968-2a73-479c-8f7d-c523a05da2d9'],33,,,,,,,,,,,,,,,,Sevilla,213,00:02:33.827,Pass,
,,,,,,,,,,,,,,,1.240261,,,,,,,,,,,,,1bdec684-2f74-4659-b159-f3de9dd22091,99,,"[26.1, 4.1]",3825884,2,,,,,2.8180468,,Left Foot,,,"[9.4, 9.7]",,Ground Pass,,17.613914,,,,,Timothée Kolodziejczak,10476.0,,,,,,1,Regular Play,Sergio Escudero Palomo,6718.0,Left Back,7,Sevilla,213,['6144eae3-058b-4e04-85fa-5174d2b41d6a'],35,,,,,,,,,,,,,,,,Sevilla,213,00:02:35.853,Pass,
,,,,,,,,,,,,,,,3.071317,,,,,,,,,,,,,52eaa0e4-50fb-4439-bde6-941d3a3fed39,102,,"[8.8, 10.9]",3825884,2,,,,,-0.0346182,,Left Foot,,,"[55.0, 9.3]",,High Pass,,46.227695,,,Incomplete,,Éver Maximiliano David Banega,5504.0,,,,,,1,Regular Play,Timothée Kolodziejczak,10476.0,Left Center Back,7,Sevilla,213,"['5df3e144-32f9-4a45-8227-8e09e217bdbe', '7ab1e2fb-118e-4140-a60d-2bede306b026']",37,,,,,,,,,,,,,,,,Sevilla,213,00:02:37.173,Pass,
,,,,,,,,,,,,,,,1.97789,,,,,,,,,,,,,5df3e144-32f9-4a45-8227-8e09e217bdbe,104,,"[65.1, 70.8]",3825884,2,,,,True,-0.9838678,,,,,"[79.4, 49.3]",,High Pass,,25.821308,,,Incomplete,,,,,,,,Recovery,1,Regular Play,Bruno González Cabrera,6872.0,Right Back,7,Sevilla,213,"['2f31f89e-f63a-4283-9dc5-e8b8770cbc9d', '52eaa0e4-50fb-4439-bde6-941d3a3fed39', '81040c6e-2ab2-432b-a7b3-2d0f170c5406']",40,,,,,,,,,,,,,,,,Real Betis,218,00:02:40.244,Pass,True
,,,,,,,,,,,,,,,1.166075,,,,,,,,,,,,,81040c6e-2ab2-432b-a7b3-2d0f170c5406,106,,"[40.7, 30.8]",3825884,2,,,,,-2.6115775,,Right Foot,,,"[27.9, 23.3]",,Ground Pass,,14.83543,,,,,Timothée Kolodziejczak,10476.0,,,,,Recovery,1,Regular Play,Steven N''Kemboanza Mike Christopher Nzonzi,5737.0,Left Defensive Midfield,7,Sevilla,213,"['5df3e144-32f9-4a45-8227-8e09e217bdbe', 'fae9892a-7e93-4cdc-9c7f-c3f4c340ec69']",42,,,,,,,,,,,,,,,,Sevilla,213,00:02:42.222,Pass,
,,,,,,,,,,,,,,,0.680114,,,,,,,,,,,,,64725cb9-54e1-427c-a5c5-d4145d99e73e,109,,"[26.6, 22.0]",3825884,2,,,,,-2.6487563,,Right Foot,,,"[21.2, 19.1]",,Ground Pass,,6.129437,,,,,Sergio Escudero Palomo,6718.0,,,,,,1,Regular Play,Timothée Kolodziejczak,10476.0,Left Center Back,7,Sevilla,213,['461cb401-57c4-4deb-9b99-15e5f18975ed'],44,,,,,,,,,,,,,,,,Sevilla,213,00:02:44.021,Pass,
,,,,,,,,,,,,,,,1.668259,,,,,,,,,,,,,bc63caf0-18b4-4970-bcde-413c619a727e,112,,"[19.8, 19.1]",3825884,2,,,,,2.3022785,,Left Foot,,,"[4.9, 35.7]",,Ground Pass,,22.306276,,,,,Sergio Rico González,6823.0,,,,,,1,Regular Play,Sergio Escudero Palomo,6718.0,Left Back,7,Sevilla,213,['6ec3cdaf-5df5-4a4c-8e63-090c77ec3856'],44,,,,,,,,,,,,,,,,Sevilla,213,00:02:44.741,Pass,
,,,,,,,,,,,,,,,1.393507,,,,,,,,,,,,,dc1e93dc-aa64-445b-a202-96c2d5d892e6,115,,"[4.5, 37.7]",3825884,2,,,,,-1.4167747,,Right Foot,,,"[7.9, 15.8]",,Ground Pass,,22.162355,,,,,Timothée Kolodziejczak,10476.0,,,,,,1,Regular Play,Sergio Rico González,6823.0,Goalkeeper,7,Sevilla,213,['21729c80-f37b-403d-bdf9-6c2de8e01340'],47,,,,,,,,,,,,,,,,Sevilla,213,00:02:47.414,Pass,
,,,,,,,,,,,,,,,1.860631,,,,,,,,,,,,,1c2ce40b-b418-4d63-88ab-f2508b82ec61,118,,"[10.1, 15.2]",3825884,2,,,,,0.16514868,,Left Foot,,,"[44.9, 21.0]",,High Pass,,35.28002,,,,,Éver Maximiliano David Banega,5504.0,,,,,,1,Regular Play,Timothée Kolodziejczak,10476.0,Left Center Back,7,Sevilla,213,['036d0289-00e0-406f-9b54-485c8f9e27dd'],50,,,,,,,,,,,,,,,,Sevilla,213,00:02:50.174,Pass,
,,,,,,,,,,,,,,,2.12687,,,,,,,,,,,,,82b5f27e-3b52-4d96-a23d-d656ed2d27c0,125,,"[33.1, 25.9]",3825884,2,,,,,1.7624449,,Right Foot,,,"[26.6, 59.4]",,Ground Pass,,34.12477,,,,,Daniel Filipe Martins Carriço,6825.0,,,,,,1,Regular Play,Éver Maximiliano David Banega,5504.0,Center Attacking Midfield,7,Sevilla,213,['02390513-dd7c-4cb7-9f16-a516980f4c4c'],56,,,,,,,,,,,,,,,,Sevilla,213,00:02:56.585,Pass,
,,,,,,,,,,,,,,,1.437122,,,,,,,,,,,,,00b818ca-1936-4208-9cd7-8cb2377230e6,128,,"[27.7, 61.1]",3825884,2,,,,,0.6135169,,Right Foot,,,"[51.7, 78.0]",,Ground Pass,,29.353193,,,,,Mariano Ferreira Filho,21210.0,,,,,,1,Regular Play,Daniel Filipe Martins Carriço,6825.0,Right Center Back,7,Sevilla,213,['3cb92b48-6a62-4af6-94d9-7f9176b45303'],59,,,,,,,,,,,,,,,,Sevilla,213,00:02:59.774,Pass,
,,,,,,,,,,,,,,,1.828764,,,,,,,,,,,,,6f3edca7-fffc-46e3-96b8-98e1a556458c,132,,"[48.4, 77.4]",3825884,3,,,,,-2.685244,,Right Foot,,,"[31.9, 69.3]",,Ground Pass,,18.380968,,,,,Daniel Filipe Martins Carriço,6825.0,,,,,,1,Regular Play,Mariano Ferreira Filho,21210.0,Right Back,7,Sevilla,213,['6a412804-9673-4bc7-9c0d-ca8e166debe4'],2,,,,,,,,,,,,,,,,Sevilla,213,00:03:02.190,Pass,
,,,,,,,,,,,,,,,1.965688,,,,,,,,,,,,,76fe47f8-b7f0-4f23-8732-427f390be8c7,135,,"[35.9, 67.6]",3825884,3,,,,,-1.695871,,Right Foot,,,"[31.6, 33.4]",,Ground Pass,,34.46926,,,,,Grzegorz Krychowiak,3637.0,,,,,,1,Regular Play,Daniel Filipe Martins Carriço,6825.0,Right Center Back,7,Sevilla,213,['c6287b78-6329-4f0d-890d-fd1f60d627d9'],8,,,,,,,,,,,,,,,,Sevilla,213,00:03:08.451,Pass,
