50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,812017d7-12e8-456c-b6e0-e58e937c06eb,1,,,3825731,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Las Palmas,208,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 26753, 'name': 'Javier Varas Herrera'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 7906, 'name': 'David Simón Rodríguez Santana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 8440, 'name': 'Aythami Artiles Oliva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 26448, 'name': 'Javier Garrido Behovide'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 6932, 'name': 'Dani Castellano Betancor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 3610, 'name': 'Roque Mesa Quevedo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 6929, 'name': 'José Vicente Gómez Umpiérrez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6608, 'name': 'Nabil El Zhar'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 6928, 'name': 'Pedro Taunausú Domínguez Placeres'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 24}, {'player': {'id': 10755, 'name': 'Jonathan Viera Ramos'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 8167, 'name': 'Sergio Ezequiel Araújo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Las Palmas,208,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c3970e50-d921-42fe-a02b-2b7e21b4cb08,2,,,3825731,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Las Palmas,208,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 26103, 'name': 'Idriss Carlos Kameni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6569, 'name': 'Roberto José Rosales Altuve'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 6727, 'name': 'Raúl Albentosa Redal'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 26669, 'name': 'Weligton Róbson Pena de Oliveira'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 27335, 'name': 'Arthur Etienne Boka'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 8234, 'name': 'Ignacio Camacho Barnola'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6580, 'name': 'José Luis García del Pozo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6563, 'name': 'Juan Pablo Añor Acosta'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 28}, {'player': {'id': 6740, 'name': 'Gonzalo Castro Irizábal'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 5}, {'player': {'id': 8419, 'name': 'Duje Čop'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 26783, 'name': 'Roque Luis Santa Cruz Cantero'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 24}]}",Málaga,223,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8a032c3b-58fa-44a3-b4b7-27469b677384,3,,,3825731,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Las Palmas,208,['008dde7d-0fc2-460c-8b07-9e0b172ed5dd'],0,,,,,,,,,,,,,,,,,Málaga,223,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,008dde7d-0fc2-460c-8b07-9e0b172ed5dd,4,,,3825731,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Las Palmas,208,['8a032c3b-58fa-44a3-b4b7-27469b677384'],0,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a1513b33-c77a-4667-93e2-98feb24265a1,1806,,,3825731,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,98,Las Palmas,208,['45a7e102-3685-494b-8638-fbeda9dc74eb'],0,,,,,,,,,,,,,,,,,Málaga,223,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,45a7e102-3685-494b-8638-fbeda9dc74eb,1807,,,3825731,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,98,Las Palmas,208,['a1513b33-c77a-4667-93e2-98feb24265a1'],0,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.585619,,,,,,,,,,,,,5ad67a59-2704-4fb4-9e7a-1d92b2d87669,5,,"[61.0, 40.1]",3825731,0,,True,,,1.8438051,,Right Foot,,,,"[60.3, 42.6]",,Ground Pass,,2.596151,,,,,Roque Luis Santa Cruz Cantero,26783.0,,,,,Kick Off,1,From Kick Off,Duje Čop,8419.0,Right Center Forward,2,Málaga,223,['b3d7bce2-8a44-4c91-a7d5-85d94ab543f0'],0,,,,,,,,,,,,,,,,,Málaga,223,00:00:00.146,Pass,
,,,,,,,,,,,,,,,,,1.975458,,,,,,,,,,,,,e78d2c3f-64d3-4912-bdf2-db4cceac7e5b,7,,"[60.4, 42.3]",3825731,0,,,,,-2.6110349,,Right Foot,,,,"[37.9, 29.1]",,Ground Pass,,26.086203,,,,,Weligton Róbson Pena de Oliveira,26669.0,,,,,,1,From Kick Off,Roque Luis Santa Cruz Cantero,26783.0,Left Center Forward,2,Málaga,223,['30511a59-35f8-40c8-a30c-897a43fce35f'],0,,,,,,,,,,,,,,,,,Málaga,223,00:00:00.798,Pass,
,,,,,,,,,,,,,,,,,2.861638,,,,,,,,,,,,,e501a265-c6a9-45ef-8035-2082ef14c63d,10,,"[36.6, 29.1]",3825731,0,,,,,0.45460925,,Left Foot,,,,"[85.5, 53.0]",,High Pass,,54.428116,,,Incomplete,,Duje Čop,8419.0,,,,,,1,From Kick Off,Weligton Róbson Pena de Oliveira,26669.0,Left Center Back,2,Málaga,223,"['1167c0cb-4251-44ab-a499-c158e93971b0', '81b9a5a5-19f5-46e1-9952-6f009a073322']",3,,,,,,,,,,,,,,,,,Málaga,223,00:00:03.696,Pass,
,,,,,,,,,,,,,,,,,1.349145,,,,,,,,,,,,,1167c0cb-4251-44ab-a499-c158e93971b0,12,,"[34.6, 27.1]",3825731,0,,,,,2.389998,,Head,,,,"[23.9, 37.1]",,Low Pass,,14.645477,,,,,Aythami Artiles Oliva,8440.0,,,,,Recovery,1,Regular Play,José Vicente Gómez Umpiérrez,6929.0,Left Defensive Midfield,3,Las Palmas,208,"['6b9c6b43-dbd9-44ac-8bb9-7c0e08fd1689', 'e501a265-c6a9-45ef-8035-2082ef14c63d']",6,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:06.558,Pass,
