bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,b6d35800-b811-4055-82e4-17cb1c82e4fb,1,,,,3825678,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eibar,322,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 10763, 'name': 'Asier Riesgo Unamuno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 7}, {'player': {'id': 6837, 'name': 'Mauro Javier Dos Santos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 27239, 'name': 'Aleksandar Pantić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 6776, 'name': 'David Juncà Reñé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 6775, 'name': 'Daniel García Carrillo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6712, 'name': 'Gonzalo Escalante'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 6557, 'name': 'Adrián González Morales'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 24070, 'name': 'Saúl Berjón Pérez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 21}, {'player': {'id': 5687, 'name': 'Takashi Inui'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 6700, 'name': 'Sergio Enrich Ametller'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Eibar,322,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,79e66703-697f-47ed-9d4c-2c4c2814d2ff,2,,,,3825678,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eibar,322,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 5597, 'name': 'Keylor Navas Gamboa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5721, 'name': 'Daniel Carvajal Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 20016, 'name': 'Kléper Laveran Lima Ferreira'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 5202, 'name': 'José Ignacio Fernández Iglesias'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3063, 'name': 'Danilo Luiz da Silva'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 5574, 'name': 'Toni Kroos'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 5695, 'name': 'James David Rodríguez Rubio'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 5456, 'name': 'Mateo Kovačić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 16}, {'player': {'id': 6399, 'name': 'Gareth Frank Bale'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 11}, {'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Real Madrid,220,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,412f9b4e-bb75-45e3-a122-ce198df351ac,3,,,,3825678,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eibar,322,['85522a91-19d6-4abe-9264-26cef4e7edcd'],0,,,,,,,,,,,,,,,,,,Eibar,322,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,85522a91-19d6-4abe-9264-26cef4e7edcd,4,,,,3825678,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eibar,322,['412f9b4e-bb75-45e3-a122-ce198df351ac'],0,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,25a46351-5c54-4be9-bdfd-012e1840a3c8,1803,,,,3825678,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,115,Eibar,322,['70f2f058-a406-460f-9de2-74f3c236ecb6'],0,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,70f2f058-a406-460f-9de2-74f3c236ecb6,1804,,,,3825678,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,115,Eibar,322,['25a46351-5c54-4be9-bdfd-012e1840a3c8'],0,,,,,,,,,,,,,,,,,,Eibar,322,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.732962,,,,,,,,,,,,,,,81b7f730-a879-4f82-99cc-0d73d20861dd,5,,,"[60.0, 40.0]",3825678,0,,,,,-2.3217254,,Left Foot,,,"[57.2, 37.0]",,Ground Pass,4.103657,,,,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,Kick Off,1,From Kick Off,Gareth Frank Bale,6399.0,Right Center Forward,2,Real Madrid,220,['c81bcf45-f828-4f57-b4de-5259c3283656'],0,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.819,Pass,
,,,,,,,,,,,,,,,,,1.619691,,,,,,,,,,,,,,,24144fe3-a292-4589-8a4d-827e76bb2a6f,7,,,"[55.7, 37.7]",3825678,0,,,,,2.4387136,,Right Foot,,,"[48.5, 43.8]",,Ground Pass,9.436631,,,,,Luka Modrić,5463.0,,,,,,,1,From Kick Off,Cristiano Ronaldo dos Santos Aveiro,5207.0,Left Center Forward,2,Real Madrid,220,['693b1404-0e78-45a1-be6a-97fd9f2a0cec'],1,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:01.552,Pass,
,,,,,,,,,,,,,,,,,1.73195,,,,,,,,,,,,,,,62c7b324-ffc7-4299-a1f7-6192ef1b073d,10,,,"[47.5, 41.9]",3825678,0,,,,,-1.8746206,,Right Foot,,,"[38.0, 11.6]",,Ground Pass,31.75437,,,,,Danilo Luiz da Silva,3063.0,,,,,,,1,From Kick Off,Luka Modrić,5463.0,Right Defensive Midfield,2,Real Madrid,220,['19204608-7a40-49af-9d22-5865c297b1dd'],3,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:03.212,Pass,
,,,,,,,,,,,,,,,,,2.662953,,,,,,,,,,,,,,,e9e01063-f335-4cdd-8c53-d463b143d8fb,13,,,"[36.1, 15.2]",3825678,0,,,,,2.0822163,,Right Foot,,,"[14.1, 54.4]",,Ground Pass,44.95153,,,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,,1,From Kick Off,Danilo Luiz da Silva,3063.0,Left Back,2,Real Madrid,220,['36bb2f50-2fa3-4de5-8eaa-ecbb1226ea38'],6,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:06.004,Pass,
