ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,32ed98c7-adb2-49f8-8a04-94ef85401554,1,,,3825649,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sporting Gijón,1041,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6610, 'name': 'Iván Cuéllar Sacristán'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 26633, 'name': 'Alberto Lora Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 6561, 'name': 'Luis Hernández Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 6573, 'name': 'Bernardo José Espinosa Zúñiga'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 24263, 'name': 'Ismael López Blanco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 13107, 'name': 'Sergio Álvarez Díaz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 18398, 'name': 'Omar Mascarell González'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 23838, 'name': 'Pablo Pérez Rodríguez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 6926, 'name': 'Alen Halilović'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 25}, {'player': {'id': 6581, 'name': 'Jonathan Rodríguez Menéndez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 6602, 'name': 'Miguel Ángel Guerrero Martín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Sporting Gijón,1041,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,bdad161b-2fd4-4faf-af7f-d72b4617c8b3,2,,,3825649,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sporting Gijón,1041,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 26103, 'name': 'Idriss Carlos Kameni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6569, 'name': 'Roberto José Rosales Altuve'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 6727, 'name': 'Raúl Albentosa Redal'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 26669, 'name': 'Weligton Róbson Pena de Oliveira'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 27335, 'name': 'Arthur Etienne Boka'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 6580, 'name': 'José Luis García del Pozo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 8234, 'name': 'Ignacio Camacho Barnola'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6764, 'name': 'Pablo Fornals Malla'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 31}, {'player': {'id': 8264, 'name': 'Adnane Tighadouini'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 22}, {'player': {'id': 6559, 'name': 'Juan Carlos Pérez López'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 6707, 'name': 'Charles Días Barbosa de Oliveira'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Málaga,223,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e1539cd6-e792-41a6-82ec-2f6cb8528097,3,,,3825649,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sporting Gijón,1041,['5a98d812-6ef0-431d-9bb4-4fe7d7cbb744'],0,,,,,,,,,,,,,,,,,,Málaga,223,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5a98d812-6ef0-431d-9bb4-4fe7d7cbb744,4,,,3825649,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sporting Gijón,1041,['e1539cd6-e792-41a6-82ec-2f6cb8528097'],0,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,596730ea-c1d1-4ce1-8cea-9ac613cbbd79,1631,,,3825649,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,93,Sporting Gijón,1041,['f8643d92-aabd-4565-a8c5-9af36e105225'],0,,,,,,,,,,,,,,,,,,Málaga,223,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f8643d92-aabd-4565-a8c5-9af36e105225,1632,,,3825649,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,93,Sporting Gijón,1041,['596730ea-c1d1-4ce1-8cea-9ac613cbbd79'],0,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.192765,,,,,,,,,,,,,11585ee9-dcae-4014-8ec0-66eb5249fc5a,5,,"[61.0, 40.1]",3825649,0,,True,,,2.9141903,,Right Foot,,,"[48.9, 42.9]",,Ground Pass,,12.419743,,,,José Luis García del Pozo,6580.0,,,,,,Kick Off,1,From Kick Off,Charles Días Barbosa de Oliveira,6707.0,Center Forward,2,Málaga,223,['b97fd6e9-dfaf-4be5-88c7-a67c2cd53000'],0,,,,,,,,,,,,,,,,,,Málaga,223,00:00:00.847,Pass,
,,,,,,,,,,,,,,,,1.738724,,,,,,,,,,,,,ad301359-7108-479e-81bb-fc4769d4bfd7,7,,"[45.6, 41.2]",3825649,0,,,,,-1.8357999,,Right Foot,,,"[36.4, 7.3]",,Ground Pass,,35.1262,,,,Arthur Etienne Boka,27335.0,,,,,,,1,From Kick Off,José Luis García del Pozo,6580.0,Right Defensive Midfield,2,Málaga,223,['d6572413-962a-4ee5-bf04-61c32beb89b9'],3,,,,,,,,,,,,,,,,,,Málaga,223,00:00:03.141,Pass,
,,,,,,,,,,,,,,,,1.598907,,,,,,,,,,,,,0db7d58d-0ed3-43b0-b301-54b28750452b,11,,"[36.2, 6.0]",3825649,0,,,,,0.28088745,,Left Foot,,,"[71.9, 16.3]",,Ground Pass,,37.15616,,,,Juan Carlos Pérez López,6559.0,,,,,,,1,From Kick Off,Arthur Etienne Boka,27335.0,Left Back,2,Málaga,223,"['57201654-abed-45f0-8128-87f825228c42', 'a3c7aa38-b740-4d52-8e6a-030179490261']",6,,,,,,,,,,,,,,,,,,Málaga,223,00:00:06.945,Pass,True
,,,,,,,,,,,,,,,,1.694444,,,,,,,,,,,,,1acad2e4-acb7-4128-9b17-74880ff3def1,18,,"[51.5, 65.2]",3825649,0,,,,,1.8224863,,Right Foot,,,"[49.7, 72.2]",,Ground Pass,,7.2277246,,,,Alberto Lora Ramos,26633.0,,,,,,Recovery,1,Regular Play,Sergio Álvarez Díaz,13107.0,Right Defensive Midfield,3,Sporting Gijón,1041,"['4cd7f14f-e69c-497a-980f-5ffaf892d7f7', 'bf3d68bd-add1-4781-9023-7a17387e8f2d']",9,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:09.647,Pass,True
