50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,99e2bc12-b858-44db-8875-d9f8e13c69e1,1,,,3825767,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Espanyol,214,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 31904, 'name': 'Giedrius Arlauskis'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6791, 'name': 'Javier López Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 16}, {'player': {'id': 6762, 'name': 'Álvaro González Soberón'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 15297, 'name': 'Mickaël Ciani'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 4741, 'name': 'Juan Rafael Fuentes Hernández'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 6867, 'name': 'Papa Kouly Diop'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 6701, 'name': 'Joan Jordán Moreno'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 6838, 'name': 'Hernán Arsenio Pérez González'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 5719, 'name': 'Marco Asensio Willemsen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 25}, {'player': {'id': 27241, 'name': 'Víctor Guillermo Álvarez Delgado'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 5}, {'player': {'id': 6766, 'name': 'Gerard Moreno Balaguero'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Espanyol,214,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,1a24f0f2-826b-458b-a93d-71b744e4d082,2,,,3825767,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Espanyol,214,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 6694, 'name': 'Gerónimo Rulli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6605, 'name': 'Joseba Zaldúa Bengoetxea'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 16622, 'name': 'Mikel González de Martín Martínez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 6665, 'name': 'Íñigo Martínez Berridi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 10754, 'name': 'Héctor Hernández Ortega'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 16539, 'name': 'Diego Antonio Reyes Rosales'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 5560, 'name': 'Carlos Alberto Vela Garrido'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 6671, 'name': 'Asier Illarramendi Andonegi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 6899, 'name': 'Rubén Pardo Gutiérrez'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 6685, 'name': 'Mikel Oyarzabal Ugarte'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 28}, {'player': {'id': 8584, 'name': 'Jonathas Cristian de Jesus'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Real Sociedad,210,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,8249c1dd-04a4-4108-b277-ed9a6f7a4700,3,,,3825767,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Espanyol,214,['4e32f5c6-eaa4-40e2-9cd7-6a359cb2840d'],0,,,,,,,,,,,,,,,,,Espanyol,214,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,4e32f5c6-eaa4-40e2-9cd7-6a359cb2840d,4,,,3825767,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Espanyol,214,['8249c1dd-04a4-4108-b277-ed9a6f7a4700'],0,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,880a7a05-b170-4972-a310-02ddab3acdbc,1683,,,3825767,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,100,Espanyol,214,['20f341cf-c58c-4607-b9dd-e9adaf9d7b2d'],0,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,20f341cf-c58c-4607-b9dd-e9adaf9d7b2d,1684,,,3825767,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,100,Espanyol,214,['880a7a05-b170-4972-a310-02ddab3acdbc'],0,,,,,,,,,,,,,,,,,Espanyol,214,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.838633,,,,,,,,,,,bd3c8466-bffc-4c87-b9f7-0ea8088eb3a5,5,,"[61.0, 40.1]",3825767,0,,True,,,1.9936502,,Right Foot,,"[59.2, 44.1]",,Ground Pass,,4.3863425,,,,Asier Illarramendi Andonegi,6671.0,,,,,Kick Off,1,From Kick Off,Jonathas Cristian de Jesus,8584.0,Center Forward,2,Real Sociedad,210,['580c6537-f06d-4f23-9b52-e5d085e25c79'],0,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.953,Pass,
,,,,,,,,,,,,,,,,,3.881458,,,,,,,,,,,6596f53b-1fac-44e3-97b2-e2d0cd4a17b6,7,,"[59.0, 45.1]",3825767,0,,,,,-0.25236404,,Right Foot,,"[106.7, 32.8]",,High Pass,,49.26033,,Incomplete,,Jonathas Cristian de Jesus,8584.0,,,,,,1,From Kick Off,Asier Illarramendi Andonegi,6671.0,Right Center Midfield,2,Real Sociedad,210,"['ce30e71d-1f2f-4f75-97b2-aed6657a0209', 'dd00efb8-7f3c-41d1-8369-5f3adc5a2523']",2,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:02.872,Pass,
,,,,,,,,,,,,,,,,,2.799996,,,,,,,,,,,75b4bb58-a3ae-4d16-af49-24568ef06504,11,,"[14.9, 50.7]",3825767,0,,,,,-1.4818596,,Keeper Arm,,"[17.7, 19.3]",,Low Pass,,31.524593,,,,Mickaël Ciani,15297.0,,,,,,1,Regular Play,Giedrius Arlauskis,31904.0,Goalkeeper,3,Espanyol,214,['4aecec48-a350-45ed-9c0a-0e5222d052fc'],9,,,,,,,,,,,,,,,,,Espanyol,214,00:00:09.241,Pass,
,,,,,,,,,,,,,,,,,2.484882,,,,,,,,,,,0d358e86-792c-4a90-8512-01c58f9968e2,14,,"[30.6, 5.9]",3825767,0,,,,,0.12308596,,Left Foot,,"[79.1, 11.9]",,High Pass,,48.869724,,,,Gerard Moreno Balaguero,6766.0,,,,,,1,Regular Play,Mickaël Ciani,15297.0,Left Center Back,3,Espanyol,214,['42d5d089-4fa5-4112-a421-f0c563ccd347'],18,,,,,,,,,,,,,,,,,Espanyol,214,00:00:18.032,Pass,
