50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.502626,,,,,,,,,,,,,b91bb8a6-8b8b-4710-b4dc-c5c9dcf73555,13,,"[63.0, 51.0]",3825733,0,,,,,0.4277349,,Head,,,"[76.6, 57.2]",,Low Pass,,14.946571,,,,,Nordin Amrabat,3302.0,,,,,Recovery,1,From Kick Off,José Luis García del Pozo,6580.0,Left Defensive Midfield,2,Málaga,223,"['a975ee69-cc67-4750-aa1f-048309303825', 'fb4c7306-1ff2-4bd1-94c2-b364229e9c47']",8,,,,,,,,,,,,,,,,Málaga,223,00:00:08.546,Pass,
,,,,,,,,,,,,,,,,,1.094963,,,,,,,,,,,,,37a766d8-7449-45fc-be21-40fe90d4c06e,16,,"[76.9, 57.5]",3825733,0,,,,,-0.30893075,,Right Foot,,,"[86.3, 54.5]",,High Pass,,9.867117,,,,,Charles Días Barbosa de Oliveira,6707.0,,,,,,1,From Kick Off,Nordin Amrabat,3302.0,Right Midfield,2,Málaga,223,['23605eb8-1ff4-43d4-ad7f-8a4eea339dd0'],10,,,,,,,,,,,,,,,,Málaga,223,00:00:10.082,Pass,
,,,,,,,,,,,,,,,,,1.377659,,,,,,,,,,,,,c725075b-5923-4f25-98ad-206f85fb49c0,19,,"[85.3, 54.8]",3825733,0,,,,True,1.0666304,,,,,"[90.1, 63.5]",,High Pass,,9.936297,,,,,Nordin Amrabat,3302.0,,,,,,1,From Kick Off,Charles Días Barbosa de Oliveira,6707.0,Right Center Forward,2,Málaga,223,"['1c0a26a6-4b62-4aa8-ab72-67fe2fb5972d', 'ecce6e45-2f53-45c9-b204-1bed5a957fe9']",11,,,,,,,,,,,,,,,,Málaga,223,00:00:11.236,Pass,True
,,,,,,,,,,,,,,,,,0.799015,,,,,,,,,,,,,3a71ccb9-1d92-49bc-b50d-0342bf68836a,24,,"[92.3, 65.9]",3825733,0,,,,,-2.48751,,Right Foot,,,"[86.3, 61.3]",,Ground Pass,,7.5604234,,,,,Ignacio Camacho Barnola,8234.0,,,,,,1,From Kick Off,Nordin Amrabat,3302.0,Right Midfield,2,Málaga,223,"['292145fd-45eb-4d29-b788-b037d79f2f74', '9d26628d-4c33-4411-97df-f1c6ada42e44']",14,,,,,,,,,,,,,,,,Málaga,223,00:00:14.443,Pass,True
,,,,,,,,,,,,,,,,,2.475871,,,,,,,,,,,,,62eb1286-da4d-4ab5-a7ea-18cbf99fc7c6,26,,"[86.9, 61.5]",3825733,0,,,,,-0.4622815,,Right Foot,,,"[116.2, 46.9]",,Ground Pass,,32.736065,,,Incomplete,,Charles Días Barbosa de Oliveira,6707.0,,,,,,1,From Kick Off,Ignacio Camacho Barnola,8234.0,Right Defensive Midfield,2,Málaga,223,"['11b9fb95-2ca0-423d-b3fe-48f4dbeae13b', '762f5d5f-f4e4-4b61-822e-0271c9bbbd7b']",15,,,,,,,,,,,,,,,,Málaga,223,00:00:15.242,Pass,
,,,,,,,,,,,,,,,,,2.054274,,,,,,,,,,,,,95d55772-cede-4f08-9f35-3a0827a472f3,30,,"[5.6, 32.6]",3825733,0,,,,,-1.4169416,,Right Foot,,,"[8.5, 13.9]",,Ground Pass,,18.92353,,,,,Adil Rami,3253.0,,,,,,1,Regular Play,Sergio Rico González,6823.0,Goalkeeper,3,Sevilla,213,['c44fda5f-ae50-4312-94a8-23e3c0bbc8b6'],24,,,,,,,,,,,,,,,,Sevilla,213,00:00:24.605,Pass,
,,,,,,,,,,,,,,,,,1.501398,,,,,,,,,,,,,b7b774f3-d19c-464e-9ca5-6545cd63251a,33,,"[19.3, 17.7]",3825733,0,,,,,1.796814,,Right Foot,,,"[15.0, 36.4]",,Ground Pass,,19.188017,,,,,Grzegorz Krychowiak,3637.0,,,,,,1,Regular Play,Adil Rami,3253.0,Left Center Back,3,Sevilla,213,['c8f68cdc-a0c1-466f-99d9-f586ceb6c85f'],30,,,,,,,,,,,,,,,,Sevilla,213,00:00:30.859,Pass,
,,,,,,,,,,,,,,,,,1.161963,,,,,,,,,,,,,a910ee53-020c-4615-96b4-10e3c20066a6,37,,"[12.6, 35.4]",3825733,0,,,,,3.0344772,,Right Foot,,,"[3.3, 36.4]",,Ground Pass,,9.353609,,,,,Sergio Rico González,6823.0,,,,,,1,Regular Play,Grzegorz Krychowiak,3637.0,Right Defensive Midfield,3,Sevilla,213,"['23a99d1a-f95f-4fef-b5a3-d35d6f8885ad', '47a48ce9-1f94-4350-890f-558a0fa6b02e']",33,,,,,,,,,,,,,,,,Sevilla,213,00:00:33.727,Pass,True
,,,,,,,,,,,,,,,,,2.308035,,,,,,,,,,,,,b256372b-8106-4c87-998d-7b755f54dab5,41,,"[4.4, 35.4]",3825733,0,,,,,0.27263495,,Left Foot,,,"[44.1, 46.5]",,High Pass,,41.22257,,,Incomplete,,,,,,,,,1,Regular Play,Sergio Rico González,6823.0,Goalkeeper,3,Sevilla,213,['fce2cf47-f12c-4b0f-ba71-77d78ff4c0cd'],34,,,,,,,,,,,,,,,,Sevilla,213,00:00:34.978,Pass,
,,,,,,,,,,,,,,,,,2.28252,,,,,,,,,,,,,fce2cf47-f12c-4b0f-ba71-77d78ff4c0cd,42,,"[76.0, 33.6]",3825733,0,,,,,-0.86964273,,Head,,,"[86.3, 21.4]",,High Pass,,15.966528,,,,,Gonzalo Castro Irizábal,6740.0,,,,,Recovery,1,Regular Play,José Luis García del Pozo,6580.0,Left Defensive Midfield,3,Sevilla,213,"['36af436e-230b-49d6-b791-b0b6ceafc878', 'b256372b-8106-4c87-998d-7b755f54dab5']",37,,,,,,,,,,,,,,,,Málaga,223,00:00:37.287,Pass,
,,,,,,,,,,,,,,,,,0.453525,,,,,,,,,,,,,df3ea15f-eb2d-472f-9f87-1bf48b144e43,50,,"[37.6, 61.1]",3825733,0,,,,,-1.0400229,,Right Foot,,,"[40.3, 56.5]",,Ground Pass,,5.333854,,,,,Michael Krohn-Dehli,6356.0,,,,,,1,Regular Play,Víctor Machín Pérez,6841.0,Right Wing,3,Sevilla,213,['02aa0d6c-606b-4edb-9c09-dcd1ad538127'],41,,,,,,,,,,,,,,,,Sevilla,213,00:00:41.202,Pass,
,,,,,,,,,,,,,,,,,1.896514,,,,,,,,,,,,,1de5db3d-2d51-4300-a51a-30fcd0fbb818,56,,"[39.4, 55.2]",3825733,0,,True,,,-1.1531867,,Right Foot,,,"[52.8, 25.0]",,Ground Pass,,33.03937,,,,,Éver Maximiliano David Banega,5504.0,,,,,Free Kick,1,From Free Kick,Daniel Filipe Martins Carriço,6825.0,Right Center Back,4,Sevilla,213,['5e6f3fa0-1391-474a-8eb2-b3a0cd320340'],55,,,,,,,,,,,,,,,,Sevilla,213,00:00:55.113,Pass,
,,,,,,,,,,,,,,,,,2.254095,,,,,,,,,,,,,3ccbe1f6-3f36-4876-858a-222e02c0695b,61,,"[56.0, 25.6]",3825733,1,,True,,,-1.1402106,,Right Foot,,,"[65.6, 4.7]",,Ground Pass,,22.999348,,,,,Benoît Trémoulinas,27483.0,,,,,Free Kick,1,From Free Kick,Éver Maximiliano David Banega,5504.0,Center Attacking Midfield,5,Sevilla,213,['7a39f0cb-8c49-4669-868e-a3732c29082e'],7,,,,,,,,,,,,,,,,Sevilla,213,00:01:07.972,Pass,
,,,,,,,,,,,,,,,,,2.387407,,,,,,,,,,,,,6549b3c9-0766-40c7-b36a-a96b266aefe8,63,,"[65.6, 4.7]",3825733,1,,,,,2.6942039,,Left Foot,,,"[40.8, 16.6]",,Ground Pass,,27.50727,,,,,Adil Rami,3253.0,,,,,,1,From Free Kick,Benoît Trémoulinas,27483.0,Left Back,5,Sevilla,213,['beb06d18-e5f6-4c6b-ae02-f9f407c25b98'],11,,,,,,,,,,,,,,,,Sevilla,213,00:01:11.904,Pass,
,,,,,,,,,,,,,,,,,2.611958,,,,,,,,,,,,,0c2efa88-c251-4bc9-aeab-9244d0411a9b,66,,"[49.3, 31.6]",3825733,1,,,,,1.601955,,Right Foot,,,"[48.1, 70.1]",,Ground Pass,,38.518696,,,,,Jorge Andújar Moreno,6672.0,,,,,,1,From Free Kick,Adil Rami,3253.0,Left Center Back,5,Sevilla,213,['3c91e567-ca39-463a-a097-7bd455f75b85'],18,,,,,,,,,,,,,,,,Sevilla,213,00:01:18.635,Pass,
,,,,,,,,,,,,,,,,,1.987274,,,,,,,,,,,,,4de8591f-2a40-440f-b52c-068420828591,69,,"[48.1, 70.1]",3825733,1,,,,,-2.5869806,,Right Foot,,,"[36.8, 63.1]",,Ground Pass,,13.2924795,,,,,Daniel Filipe Martins Carriço,6825.0,,,,,,1,From Free Kick,Jorge Andújar Moreno,6672.0,Right Back,5,Sevilla,213,['d888e073-fd0c-46e3-9771-4c7a0fe78fa6'],23,,,,,,,,,,,,,,,,Sevilla,213,00:01:23.315,Pass,
,,,,,,,,,,,,,,,,,1.518496,,,,,,,,,,,,,e69dd6b5-a320-49c1-a595-6f4dcd46a68e,72,,"[36.5, 62.5]",3825733,1,,,,,-1.0643855,,Right Foot,,,"[50.2, 37.8]",,Ground Pass,,28.244999,,,,,Sebastián Carlos Cristóforo Pepe,7154.0,,,,,,1,From Free Kick,Daniel Filipe Martins Carriço,6825.0,Right Center Back,5,Sevilla,213,['8d65216e-0ccd-4a1f-8ef8-b3446a9a2f73'],27,,,,,,,,,,,,,,,,Sevilla,213,00:01:27.802,Pass,
,,,,,,,,,,,,,,,,,1.767731,,,,,,,,,,,,,63292de1-4435-4f8d-9ed2-3ba8b4e18f0e,75,,"[50.5, 37.8]",3825733,1,,,,,1.6293231,,Right Foot,,,"[49.0, 63.4]",,Ground Pass,,25.643908,,,,,Jorge Andújar Moreno,6672.0,,,,,,1,From Free Kick,Sebastián Carlos Cristóforo Pepe,7154.0,Left Defensive Midfield,5,Sevilla,213,['3cfcd453-8e42-443c-b57d-0315685d1853'],31,,,,,,,,,,,,,,,,Sevilla,213,00:01:31.391,Pass,
,,,,,,,,,,,,,,,,,1.636307,,,,,,,,,,,,,6fc2b7d7-4f17-4a40-89c8-af6b79e6074a,78,,"[49.0, 63.4]",3825733,1,,,,,0.5574702,,Right Foot,,,"[72.9, 78.3]",,Ground Pass,,28.164162,,,,,Víctor Machín Pérez,6841.0,,,,,,1,From Free Kick,Jorge Andújar Moreno,6672.0,Right Back,5,Sevilla,213,['70fd261f-5016-45d0-aad6-d893fcb9be42'],34,,,,,,,,,,,,,,,,Sevilla,213,00:01:34.482,Pass,
,,,,,,,,,,,,,,,,,3.575711,,,,,,,,,,,,,2c6d34e7-b313-4146-aaf5-c543ddd1619b,81,,"[84.2, 79.1]",3825733,1,,,,,-0.5900242,,Right Foot,,,"[118.4, 56.2]",,Ground Pass,,41.15884,,,Incomplete,,,,,,,,,1,From Free Kick,Víctor Machín Pérez,6841.0,Right Wing,5,Sevilla,213,['815601f6-58ea-4964-843c-8be6ae532b2f'],37,,,,,,,,,,,,,,,,Sevilla,213,00:01:37.741,Pass,
,,,,,,,,,,,,,,,,,0.191568,,,,,,,,,,,,,2a26ad14-3fb1-4928-addf-ab7ddfb82ba7,83,,"[1.4, 24.3]",3825733,1,,True,,,0.8632302,,Right Foot,,,"[28.0, 55.4]",,Ground Pass,,40.923954,,,,,Roberto José Rosales Altuve,6569.0,,,,,,1,Regular Play,Idriss Carlos Kameni,26103.0,Goalkeeper,6,Málaga,223,['4a672a7d-05aa-453c-b0b0-77e38eb46e4b'],54,,,,,,,,,,,,,,,,Málaga,223,00:01:54.650,Pass,
,,,,,,,,,,,,,,,,,1.767774,,,,,,,,,,,,,3d8841c3-e830-4f7d-ae1e-304decde0502,85,,"[28.0, 55.4]",3825733,1,,,,,2.8329418,,Right Foot,,,"[14.2, 59.8]",,Ground Pass,,14.484474,,,,,Raúl Albentosa Redal,6727.0,,,,,,1,Regular Play,Roberto José Rosales Altuve,6569.0,Right Back,6,Málaga,223,['b77237d6-8a63-4ab7-9f89-c6a128340ad8'],55,,,,,,,,,,,,,,,,Málaga,223,00:01:55.047,Pass,
,,,,,,,,,,,,,,,,,0.927795,,,,,,,,,,,,,91bc37d6-e2f7-4a61-897b-04619628e210,89,,"[13.1, 58.9]",3825733,1,,,,,0.898487,,Right Foot,,,"[29.1, 79.0]",,Low Pass,,25.69066,,,Out,,,,,,,,,1,Regular Play,Raúl Albentosa Redal,6727.0,Right Center Back,6,Málaga,223,,56,,,,,,,,,,,,,,,,Málaga,223,00:01:56.903,Pass,
,,,,,,,,,,,,,,,,,0.585205,,,,,,,,,,,,,9b939f5c-fb2d-40d1-bc8c-18ac42751bb2,90,,"[91.8, 0.1]",3825733,2,,,,,0.6685243,,,,,"[105.6, 11.0]",,Low Pass,,17.585505,,,,,Michael Krohn-Dehli,6356.0,,,,,Throw-in,1,From Throw In,Benoît Trémoulinas,27483.0,Left Back,7,Sevilla,213,['d08afaa6-6f2e-4ad0-b1e9-ac71273bb849'],3,,,,,,,,,,,,,,,,Sevilla,213,00:02:03.898,Pass,
,,,,,,,,,,,,,,,,,1.47675,,,,,,,,,,,,,014069e1-5fe4-4dcd-a1e3-7616b29ded92,94,,"[111.6, 8.7]",3825733,2,,,,,2.178241,,Left Foot,,,"[105.9, 16.9]",,Ground Pass,,9.986491,,,,,Kevin Gameiro,6401.0,,,,,,1,From Throw In,Michael Krohn-Dehli,6356.0,Left Wing,7,Sevilla,213,['422a5f20-7e64-4995-ba39-ec442e0e9ad8'],5,,,,,,,,,,,,,,,,Sevilla,213,00:02:05.621,Pass,
,,,,,,,,,,,,,,,,,2.199728,,,,,,,,,,,,,1df87c22-7029-46c1-a93d-64cb90782d75,98,,"[106.2, 16.9]",3825733,2,,,,,2.3594308,,Right Foot,,True,"[90.7, 32.3]",,Ground Pass,,21.849714,,,,,Éver Maximiliano David Banega,5504.0,,,,,,1,From Throw In,Kevin Gameiro,6401.0,Center Forward,7,Sevilla,213,"['27789ef8-645f-4287-b7d5-9287cd3f6189', '6ded8b9a-92ab-4140-b094-1c0d4b473208']",7,,,,,,,,,,,,,,,,Sevilla,213,00:02:07.135,Pass,True
,,,,,,,,,,,,,,,,,1.458027,,,,,,,,,,,,,8e5ece4c-77c0-427a-aa3f-a951082ba6d4,110,,"[77.9, 38.4]",3825733,2,,,,,2.7475047,,Right Foot,,,"[57.7, 46.8]",,Ground Pass,,21.876928,,,,,Daniel Filipe Martins Carriço,6825.0,,,,,Recovery,1,From Throw In,Grzegorz Krychowiak,3637.0,Right Defensive Midfield,7,Sevilla,213,['8c3c8ae2-3f1b-4d1f-869b-61cae5d2f4f8'],13,,,,,,,,,,,,,,,,Sevilla,213,00:02:13.710,Pass,
,,,,,,,,,,,,,,,,,2.086559,,,,,,,,,,,,,1fbf1d66-6364-47f5-bf3d-457e01e239fc,113,,"[57.7, 46.8]",3825733,2,,,,,-1.5095522,,Right Foot,,,"[59.0, 25.6]",,Ground Pass,,21.23982,,,,,Adil Rami,3253.0,,,,,,1,From Throw In,Daniel Filipe Martins Carriço,6825.0,Right Center Back,7,Sevilla,213,['0e7f9be0-d4d0-4aaa-92d8-72ae3b78474e'],16,,,,,,,,,,,,,,,,Sevilla,213,00:02:16.241,Pass,
,,,,,,,,,,,,,,,,,3.54428,,,,,,,,,,,,,51276323-e0a3-46ac-8709-84a7adde219c,116,,"[59.0, 25.6]",3825733,2,,,,,0.3027655,,Right Foot,,,"[106.7, 40.5]",,Ground Pass,,49.972992,,,Incomplete,,,,,,,,,1,From Throw In,Adil Rami,3253.0,Left Center Back,7,Sevilla,213,['af45e5b3-959f-43ff-9406-c12c0428d872'],18,,,,,,,,,,,,,,,,Sevilla,213,00:02:18.408,Pass,
,,,,,,,,,,,,,,,,,2.941928,,,,,,,,,,,,,a5352f09-660a-4f1a-8b3a-5066311eedc1,119,,"[13.4, 39.6]",3825733,2,,,,,0.28080404,,Drop Kick,,,"[66.1, 54.8]",,High Pass,,54.848244,,,,,Charles Días Barbosa de Oliveira,6707.0,,,,,,1,From Throw In,Idriss Carlos Kameni,26103.0,Goalkeeper,7,Sevilla,213,['4a04beaa-ea5f-4be3-baa5-d0bfd28a22bd'],35,,,,,,,,,,,,,,,,Málaga,223,00:02:35.367,Pass,
,,,,,,,,,,,,,,,,,0.85429,,,,,,,,,,,,,65c71e90-2a0f-4b55-a29b-5adb7ffc357a,123,,"[69.6, 56.3]",3825733,2,,,,,-0.5738859,,Right Foot,,,"[79.5, 49.9]",,Low Pass,,11.788554,,,Incomplete,,Nordin Amrabat,3302.0,,,,,,1,From Throw In,Charles Días Barbosa de Oliveira,6707.0,Right Center Forward,7,Sevilla,213,"['6dad8abf-7373-4625-9c0c-b5767a0b8a1d', '6f9d3caa-81b8-49f2-a765-f82ecef9bedf', '910f1d45-2e3d-45e5-8d89-6e06dc6d155b']",39,,,,,,,,,,,,,,,,Málaga,223,00:02:39.178,Pass,True
,,,,,,,,,,,,,,,,,0.665847,,,,,,,,,,,,,242142fb-3e51-45cc-9942-2c8a1a4c6d52,128,,"[41.4, 29.1]",3825733,2,,,,,0.24795485,,Right Foot,,,"[49.3, 31.1]",,Ground Pass,,8.149233,,,,,Sebastián Carlos Cristóforo Pepe,7154.0,,,,,,1,From Throw In,Adil Rami,3253.0,Left Center Back,7,Sevilla,213,"['48811270-9611-4e94-932c-57ac7fe44711', '4c6e9247-d801-47de-aae6-77b8f7d4d818']",41,,,,,,,,,,,,,,,,Sevilla,213,00:02:41.457,Pass,True
