50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.056377,,,,,,,,,,,,,5e6f01dd-8ccb-4b96-9375-6ccfc4019509,31,,,"[54.8, 49.0]",3825759,0,,,,,-1.7300577,,Right Foot,,,,"[51.7, 29.7]",,Ground Pass,,19.547379,,,,Miguel Torres Gómez,6878.0,,,,,,1,From Kick Off,Egor Filipenko,16723.0,Right Center Back,2,Málaga,223,['c5a4b6ff-b3a8-471d-a838-c2123f5c9769'],15,,,,,,,,,,,,,,,,,,Málaga,223,00:00:15.832,Pass,
,,,,,,,,,,,,,,,,,1.305143,,,,,,,,,,,,,096c640c-39dd-4cf9-8142-f19a218f1415,34,,,"[49.7, 26.8]",3825759,0,,,,,-0.9263022,,Right Foot,,,,"[61.8, 10.7]",,Ground Pass,,20.14001,,,,Arthur Etienne Boka,27335.0,,,,,,1,From Kick Off,Miguel Torres Gómez,6878.0,Left Center Back,2,Málaga,223,['da300ef4-c3e0-4021-b418-ef328938d1d7'],18,,,,,,,,,,,,,,,,,,Málaga,223,00:00:18.439,Pass,
,,,,,,,,,,,,,,,,,1.231522,,,,,,,,,,,,,9cddaf92-9799-486d-9710-743364583561,38,,,"[57.7, 10.9]",3825759,0,,,,,3.0226598,,Left Foot,,,,"[41.8, 12.8]",,Ground Pass,,16.013119,,,,Miguel Torres Gómez,6878.0,,,,,,1,From Kick Off,Arthur Etienne Boka,27335.0,Left Back,2,Málaga,223,"['e096f781-7276-47fa-89aa-c11741ab57e1', 'fe52ff38-2b53-4e18-afba-127d08c57516']",21,,,,,,,,,,,,,,,,,,Málaga,223,00:00:21.174,Pass,True
,,,,,,,,,,,,,,,,,1.755762,,,,,,,,,,,,,c004a12b-803e-4a1f-8331-3f5eeb6b2d41,41,,,"[37.2, 18.9]",3825759,0,,,,,1.7226243,,Right Foot,,,,"[31.6, 55.5]",,Ground Pass,,37.025936,,,,Egor Filipenko,16723.0,,,,,,1,From Kick Off,Miguel Torres Gómez,6878.0,Left Center Back,2,Málaga,223,['a4f4d66e-182e-450c-9515-b0b736e3352b'],24,,,,,,,,,,,,,,,,,,Málaga,223,00:00:24.062,Pass,
,,,,,,,,,,,,,,,,,1.291293,,,,,,,,,,,,,58d2d159-d010-48c9-baeb-13eaf6f85f1f,44,,,"[31.6, 56.0]",3825759,0,,,,,-1.5537525,,Right Foot,,,,"[31.9, 38.4]",,Ground Pass,,17.602556,,,,Miguel Torres Gómez,6878.0,,,,,,1,From Kick Off,Egor Filipenko,16723.0,Right Center Back,2,Málaga,223,['f5d9a6ee-388c-4cc4-8ce2-31f94c3b52f1'],28,,,,,,,,,,,,,,,,,,Málaga,223,00:00:28.174,Pass,
,,,,,,,,,,,,,,,,,1.088437,,,,,,,,,,,,,ba676354-2443-41a1-a5a0-c86a4eae617c,47,,,"[30.9, 24.2]",3825759,0,,,,,-0.98909086,,Left Foot,,,,"[43.0, 5.8]",,Ground Pass,,22.022034,,,,Arthur Etienne Boka,27335.0,,,,,,1,From Kick Off,Miguel Torres Gómez,6878.0,Left Center Back,2,Málaga,223,['7ac9ca8f-aa84-4304-95d9-46a7c6fa5354'],31,,,,,,,,,,,,,,,,,,Málaga,223,00:00:31.086,Pass,
,,,,,,,,,,,,,,,,,0.092727,,,,,,,,,,,,,e8241064-964e-4cf5-9495-f1385e57aa27,51,,,"[43.0, 4.1]",3825759,0,,,,,-0.104876935,,Left Foot,,,,"[46.8, 3.7]",,Low Pass,,3.8209946,,Incomplete,,Duje Čop,8419.0,,,,,,1,From Kick Off,Arthur Etienne Boka,27335.0,Left Back,2,Málaga,223,"['05ea07f3-7045-4cb3-a3c3-d3be4ca24576', '72afca75-d91d-407b-8b59-27a48a3399c7', 'e0d5e64a-24b2-4f5c-82fe-2125195663aa']",33,,,,,,,,,,,,,,,,,,Málaga,223,00:00:33.496,Pass,True
,,,,,,,,,,,,,,,,,1.182541,,,,,,,,,,,,,086475ba-36b8-4eab-a481-1a50d87e4c63,54,,,"[51.7, 0.1]",3825759,0,,,,,0.3503142,,,,,,"[67.3, 5.8]",,High Pass,,16.608732,,,,Duje Čop,8419.0,,,,,Throw-in,1,From Throw In,Arthur Etienne Boka,27335.0,Left Back,3,Málaga,223,['784a2da9-396f-4f3b-96c3-9e86ea92b4b3'],41,,,,,,,,,,,,,,,,,,Málaga,223,00:00:41.464,Pass,
,,,,,,,,,,,,,,,,,0.982149,,,,,,,,,,,,,0c94a419-71b2-49e6-b709-b28af1bee089,58,,,"[66.4, 6.1]",3825759,0,,,,,1.2018368,,Right Foot,,,,"[69.3, 13.6]",,Ground Pass,,8.041144,,Incomplete,,Christian Atsu Twasam,3084.0,,,,,,1,From Throw In,Duje Čop,8419.0,Right Center Forward,3,Málaga,223,"['0df86db1-4065-4b26-b668-84de5453fb05', '6baf7ca6-20ae-49c9-b1f6-41589d2628ad', '76266180-8fd1-4347-8db4-2815bc778437']",42,,,,,,,,,,,,,,,,,,Málaga,223,00:00:42.740,Pass,True
,,,,,,,,,,True,,,,,,,1.009963,,,,,,,,,,,,,76266180-8fd1-4347-8db4-2815bc778437,60,,,"[50.8, 66.5]",3825759,0,,,,,-3.047908,,Right Foot,,,,"[35.9, 65.1]",,Low Pass,,14.965628,,,,Santiago Vergini,27403.0,,,,,Interception,1,Regular Play,Juan Antonio Rodríguez Villamuela,25881.0,Right Defensive Midfield,4,Getafe,216,"['0c94a419-71b2-49e6-b709-b28af1bee089', 'ac670ae6-7242-4e75-93f9-4c8691b06b3f']",43,,,,,,,,,,,,,,,,,,Getafe,216,00:00:43.722,Pass,
,,,,,,,,,,,,,,,,,2.69685,,,,,,,,,,,,,efb0c1fe-442b-49f7-b995-3f9bea4e5da6,63,,,"[29.6, 63.2]",3825759,0,,,,,-2.668771,,Right Foot,,,,"[7.9, 52.1]",,Ground Pass,,24.374166,,,,Vicente Guaita Panadero,6625.0,,,,,,1,Regular Play,Santiago Vergini,27403.0,Right Center Back,4,Getafe,216,['b0b6ca30-c31d-4da6-af8e-f6e32b0f4bdd'],46,,,,,,,,,,,,,,,,,,Getafe,216,00:00:46.578,Pass,
,,,,,,,,,,,,,,,,,2.566933,,,,,,,,,,,,,47e7c8ca-3564-4ab8-b5d4-f42db3de1316,65,,,"[7.4, 50.1]",3825759,0,,,,,-0.4150462,,Right Foot,,,,"[57.1, 28.2]",,High Pass,,54.311142,,Incomplete,,Moisés Gómez Bordonado,11675.0,,,,,,1,Regular Play,Vicente Guaita Panadero,6625.0,Goalkeeper,4,Getafe,216,"['3ee35a8b-2fc8-4f61-85ec-682173fad318', 'd33e97a6-8e2d-4640-bfd5-85c53c3044dc']",49,,,,,,,,,,,,,,,,,,Getafe,216,00:00:49.275,Pass,
,,,,,,,,,,,,,,,,,0.719199,,,,,,,,,,,,,d33e97a6-8e2d-4640-bfd5-85c53c3044dc,67,,,"[63.0, 51.9]",3825759,0,,,,,-1.6142472,,Head,,,,"[62.8, 47.3]",,Low Pass,,4.604346,,,,Ignacio Camacho Barnola,8234.0,,,,,Recovery,1,Regular Play,Roberto José Rosales Altuve,6569.0,Right Back,5,Málaga,223,"['15567347-eb8a-4794-a219-7afc6afb622a', '47e7c8ca-3564-4ab8-b5d4-f42db3de1316']",51,,,,,,,,,,,,,,,,,,Málaga,223,00:00:51.842,Pass,
,,,,,,,,,,,,,,,,,0.89183,,,,,,,,,,,,,142dc787-23ae-423f-b4fa-c41fa35b86f8,70,,,"[62.8, 47.3]",3825759,0,,,,,0.8318763,,Right Foot,,,,"[71.0, 56.3]",,Ground Pass,,12.175385,,,,Juan Pablo Añor Acosta,6563.0,,,,,,1,Regular Play,Ignacio Camacho Barnola,8234.0,Right Defensive Midfield,5,Málaga,223,['da1aa539-412b-4f61-b4a4-475934cd1339'],53,,,,,,,,,,,,,,,,,,Málaga,223,00:00:53.335,Pass,
,,,,,,,,,,,,,,,,,1.318952,,,,,,,,,,,,,5d177da8-4006-4887-a5f6-9c14a910ca77,73,,,"[71.0, 56.3]",3825759,0,,,,,1.6826866,,Left Foot,,,,"[69.0, 74.1]",,Ground Pass,,17.912006,,,,Roberto José Rosales Altuve,6569.0,,,,,,1,Regular Play,Juan Pablo Añor Acosta,6563.0,Right Midfield,5,Málaga,223,['d6af156d-6e7b-46d6-a0f7-2ff8974f52d9'],54,,,,,,,,,,,,,,,,,,Málaga,223,00:00:54.300,Pass,
,,,,,,,,,,,,,,,,,1.354565,,,,,,,,,,,,,cfe19000-55c3-4efc-a660-17412818276f,76,,,"[71.9, 75.6]",3825759,0,,,,,-0.6435011,,Right Foot,,,,"[95.1, 58.2]",,Low Pass,,29.0,,Incomplete,,Charles Días Barbosa de Oliveira,6707.0,,,,,,1,Regular Play,Roberto José Rosales Altuve,6569.0,Right Back,5,Málaga,223,"['2942b498-e41b-4ea8-aa19-b2d95894c2bf', 'fc8a067f-88d7-48a0-a5ab-695a2ce698e4']",56,,,,,,,,,,,,,,,,,,Málaga,223,00:00:56.262,Pass,
,,,,,,,,,,,,,,,,,1.915689,,,,,,,,,,,,,fc8a067f-88d7-48a0-a5ab-695a2ce698e4,78,,,"[25.0, 21.9]",3825759,0,,,,,0.54204285,,Left Foot,,,,"[43.1, 32.8]",,Ground Pass,,21.128654,,Incomplete,,,,,,,,Recovery,1,Regular Play,Emiliano Daniel Velázquez Maldonado,17054.0,Left Center Back,5,Málaga,223,"['5a90edf9-904b-4d50-b48a-48222f84cfab', 'cfe19000-55c3-4efc-a660-17412818276f']",57,,,,,,,,,,,,,,,,,,Getafe,216,00:00:57.617,Pass,
,,,,,,,,,,,,,,,,,1.953367,,,,,,,,,,,,,48f3f56f-ecc6-4ec9-beff-cc9f802fe2a0,82,,,"[77.5, 43.2]",3825759,1,,,,,-1.8030165,,Right Foot,,,,"[70.5, 13.6]",,Ground Pass,,30.416443,,,,Arthur Etienne Boka,27335.0,,,,,,1,Regular Play,José Luis García del Pozo,6580.0,Left Defensive Midfield,5,Málaga,223,"['71a03b7a-5969-46ea-b58e-8781ed30656a', 'e961002c-5a27-4696-a6f7-ee88a987ae57']",0,,,,,,,,,,,,,,,,,,Málaga,223,00:01:00.615,Pass,True
,,,,,,,,,,,,,,,,,0.7996,,,,,,,,,,,,,67468cda-3140-4e66-aa86-42339aa7eef8,85,,,"[74.8, 9.0]",3825759,1,,,,,-0.9641912,,Left Foot,,,,"[78.2, 4.1]",,Ground Pass,,5.964059,,,,Christian Atsu Twasam,3084.0,,,,,,1,Regular Play,Arthur Etienne Boka,27335.0,Left Back,5,Málaga,223,['c74c81f3-b97f-4a2d-a446-d8840703d144'],4,,,,,,,,,,,,,,,,,,Málaga,223,00:01:04.985,Pass,
,,,,,,,,,,,,,,,,,3.47207,,,,,,,,,,,,,8642eb4c-085c-494b-b397-36f74e8ec3f4,95,,,"[56.1, 74.3]",3825759,1,,,,,-3.1050792,,Right Foot,,,,"[34.2, 73.5]",,Ground Pass,,21.914606,,,,Pedro León Sánchez Gil,6907.0,,,,,Recovery,1,Regular Play,Stefan Šćepović,23416.0,Center Forward,6,Getafe,216,['ff92279a-6114-413c-870f-764793919a6d'],10,,,,,,,,,,,,,,,,,,Getafe,216,00:01:10.235,Pass,
,,,,,,,,,,,,,,,,,1.887314,,,,,,,,,,,,,8c7d053b-48a7-440e-9827-3fcb4bc70015,99,,,"[28.1, 75.2]",3825759,1,,,,,-0.49431285,,Right Foot,,,,"[60.2, 57.9]",,High Pass,,36.465054,,Incomplete,,,,,,,,,1,Regular Play,Pedro León Sánchez Gil,6907.0,Right Wing,6,Getafe,216,['5d272373-6834-4405-9d77-cd8ac3f88562'],14,,,,,,,,,,,,,,,,,,Getafe,216,00:01:14.987,Pass,
,,,,,,,,,,,,,,,,,0.994701,,,,,,,,,,,,,02eb7ec6-a9c0-48f9-b8b8-337173ab8c48,107,,,"[57.1, 69.0]",3825759,1,,,,,-1.9818609,,Left Foot,,,,"[53.7, 61.2]",,Ground Pass,,8.508819,,,,Juan Antonio Rodríguez Villamuela,25881.0,,,,,Recovery,1,Regular Play,Stefan Šćepović,23416.0,Center Forward,6,Getafe,216,['1887ad25-dee8-4d68-a2e3-1bfa97a0b224'],20,,,,,,,,,,,,,,,,,,Getafe,216,00:01:20.375,Pass,
,,,,,,,,,,,,,,,,,2.216798,,,,,,,,,,,,,d6927362-0e64-4102-be74-bf71b46ace21,110,,,"[47.2, 54.5]",3825759,1,,,,,-1.8595526,,Right Foot,,,,"[37.1, 20.5]",,Ground Pass,,35.468437,,,,Carlos Martín Vigaray,6856.0,,,,,,1,Regular Play,Juan Antonio Rodríguez Villamuela,25881.0,Right Defensive Midfield,6,Getafe,216,['2707181e-4dee-44c0-afc0-bbb82e154a50'],23,,,,,,,,,,,,,,,,,,Getafe,216,00:01:23.199,Pass,
,,,,,,,,,,,,,,,,,1.413865,,,,,,,,,,,,,9c54a7ec-80b1-4e5e-a0ab-f9e3fc42d154,113,,,"[49.6, 7.4]",3825759,1,,,,,-0.7114591,,Right Foot,,,,"[55.4, 2.4]",,Ground Pass,,7.6576757,,,,Moisés Gómez Bordonado,11675.0,,,,,,1,Regular Play,Carlos Martín Vigaray,6856.0,Left Back,6,Getafe,216,['a6f230ca-0256-4aa8-8471-d68731c6799c'],27,,,,,,,,,,,,,,,,,,Getafe,216,00:01:27.670,Pass,
,,,,,,,,,,,,,,,,,0.854049,,,,,,,,,,,,,f2391535-b555-4a3e-8d6d-656aca9c6d26,116,,,"[57.3, 5.0]",3825759,1,,,,,2.3494833,,Right Foot,,,,"[49.9, 12.5]",,Ground Pass,,10.536128,,,,Mehdi Lacen,6745.0,,,,,,1,Regular Play,Moisés Gómez Bordonado,11675.0,Left Wing,6,Getafe,216,['b6ba5c96-e684-4e17-8484-f93ed85493af'],31,,,,,,,,,,,,,,,,,,Getafe,216,00:01:31.216,Pass,
,,,,,,,,,,,,,,,,,0.822049,,,,,,,,,,,,,6284a167-a594-4a3b-b0af-c361f5c5bd3d,119,,,"[49.9, 12.5]",3825759,1,,,,,-1.2937088,,Left Foot,,,,"[53.0, 1.6]",,Ground Pass,,11.332254,,,,Carlos Martín Vigaray,6856.0,,,,,,1,Regular Play,Mehdi Lacen,6745.0,Left Defensive Midfield,6,Getafe,216,['e83fe89b-35f4-4793-92e3-936f4efbb1bd'],32,,,,,,,,,,,,,,,,,,Getafe,216,00:01:32.760,Pass,
,,,,,,,,,,,,,,,,,1.585901,,,,,,,,,,,,,92f680a4-583f-44f1-ba3e-cbdffe156923,122,,,"[52.8, 1.9]",3825759,1,,,,,2.4545603,,Right Foot,,,,"[36.1, 15.6]",,Ground Pass,,21.600464,,,,Emiliano Daniel Velázquez Maldonado,17054.0,,,,,,1,Regular Play,Carlos Martín Vigaray,6856.0,Left Back,6,Getafe,216,['32c9c2c9-bc29-4116-ac57-a26c33309438'],34,,,,,,,,,,,,,,,,,,Getafe,216,00:01:34.338,Pass,
,,,,,,,,,,,,,,,,,2.700623,,,,,,,,,,,,,1c2ad119-8cc3-45ef-87ed-0e4514867bc2,125,,,"[33.2, 22.6]",3825759,1,,,,,1.6403044,,Right Foot,,,,"[31.0, 54.2]",,Ground Pass,,31.676489,,,,Santiago Vergini,27403.0,,,,,,1,Regular Play,Emiliano Daniel Velázquez Maldonado,17054.0,Left Center Back,6,Getafe,216,['67f8bda1-52e9-4ab9-885f-bb50780f7396'],37,,,,,,,,,,,,,,,,,,Getafe,216,00:01:37.865,Pass,
,,,,,,,,,,,,,,,,,1.453581,,,,,,,,,,,,,0bdc40b0-96e2-4acd-aa22-0a5eab4fb7eb,128,,,"[33.2, 57.1]",3825759,1,,,,,1.3258177,,Right Foot,,,,"[37.8, 75.5]",,Ground Pass,,18.966286,,,,Damián Nicolás Suárez Suárez,6627.0,,,,,,1,Regular Play,Santiago Vergini,27403.0,Right Center Back,6,Getafe,216,['f423fc40-7d88-494f-ae30-722b06bfa60e'],41,,,,,,,,,,,,,,,,,,Getafe,216,00:01:41.357,Pass,
