bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,a55d3ce5-5aea-46b3-9383-c5fd52a1ed31,1,,,3825647,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Valencia,207,,0,,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 6898, 'name': 'Jaume Doménech Sánchez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 24}, {'player': {'id': 7005, 'name': 'João Pedro Cavaco Cancelo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 27482, 'name': 'Aderllan Leandro de Jesus Santos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 6592, 'name': 'Rúben Miguel Nunes Vezo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 6596, 'name': 'José Luis Gayà Peña'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 6751, 'name': 'Javier Fuego Martínez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 5741, 'name': 'Enzo Nicolás Pérez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 18724, 'name': 'Sofiane Feghouli'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 6763, 'name': 'Pablo Daniel Piatti'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 6402, 'name': 'Francisco Alcácer García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Valencia,207,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7df61b51-7333-423b-9cd3-ae04c787ace9,2,,,3825647,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Valencia,207,,0,,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 6730, 'name': 'Rubén Iván Martínez Andrade'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6787, 'name': 'Pedro López Muñoz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 26012, 'name': 'David Navarro Pedrós'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 26023, 'name': 'Juan Francisco García García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 27122, 'name': 'Simão Mate'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 6659, 'name': 'Víctor Camarasa Ferrando'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 6668, 'name': 'José Luis Morales Nogales'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 23943, 'name': 'Rubén García Santos'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 6684, 'name': 'Roger Martí Salvador'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Levante UD,221,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d566a65d-f74c-4503-b5b6-05b57ff79879,3,,,3825647,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Valencia,207,['393c522c-13e2-47b8-b5c4-176a631354d9'],0,,,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,393c522c-13e2-47b8-b5c4-176a631354d9,4,,,3825647,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Valencia,207,['d566a65d-f74c-4503-b5b6-05b57ff79879'],0,,,,,,,,,,,,,,,,,,,,Valencia,207,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ae2ab8d2-5a20-4c4a-8cad-b705c2ee911c,1368,,,3825647,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,115,Levante UD,221,['4ebac615-1682-4e11-9d67-df00494388cb'],0,,,,,,,,,,,,,,,,,,,,Valencia,207,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4ebac615-1682-4e11-9d67-df00494388cb,1369,,,3825647,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,115,Levante UD,221,['ae2ab8d2-5a20-4c4a-8cad-b705c2ee911c'],0,,,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,2.431973,,,,,,,,,,,,e7774b18-1cb5-4343-ac08-ad026ef9063a,5,,"[60.0, 40.0]",3825647,0,,True,,,-2.6701326,,Right Foot,,,"[34.5, 27.0]",,Ground Pass,,28.622543,,,,Juan Francisco García García,26023.0,,,,Kick Off,1,From Kick Off,Roger Martí Salvador,6684.0,Center Forward,2,Levante UD,221,['aa792be1-3cd3-42ea-b38a-f83e69794085'],0,,,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.852,Pass,
,,,,,,,,,,,,,,,,,0.950962,,,,,,,,,,,,304b3866-93fb-4b46-9f8e-2353ca3f5683,7,,"[35.9, 25.8]",3825647,0,,,,,1.5707964,,Left Foot,,,"[35.9, 44.5]",,Ground Pass,,18.7,,,,David Navarro Pedrós,26012.0,,,,,1,From Kick Off,Juan Francisco García García,26023.0,Left Center Back,2,Levante UD,221,['5ed897e4-63b7-4b1f-8498-b889e5603a57'],4,,,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:04.443,Pass,
,,,,,,,,,,,,,,,,,1.364994,,,,,,,,,,,,65f94a3d-bb35-4635-a94e-5fce2cfeca28,10,,"[36.4, 44.7]",3825647,0,,,,,-1.531269,,Right Foot,,,"[37.1, 27.0]",,Ground Pass,,17.713837,,,,Juan Francisco García García,26023.0,,,,,1,From Kick Off,David Navarro Pedrós,26012.0,Right Center Back,2,Levante UD,221,['17a8ddbb-dfd8-4cea-ad7e-45212689785a'],5,,,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:05.423,Pass,
,,,,,,,,,,,,,,,,,1.654453,,,,,,,,,,,,996699d6-2a81-461e-91d4-1ae3eb296c23,13,,"[50.3, 14.0]",3825647,0,,,,,0.0,,Left Foot,,,"[78.1, 14.0]",,High Pass,,27.8,,Incomplete,,Rubén García Santos,23943.0,,,,,1,From Kick Off,Juan Francisco García García,26023.0,Left Center Back,2,Levante UD,221,"['0062fe13-bde2-4c29-804d-95f5648522ed', 'f37b134e-b0f8-4117-9db6-c3c8492bb3e3']",10,,,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:10.454,Pass,
