bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,player_off_permanent,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,"[90.1, 17.6]",,,,,,,,,,,,,1.324126,,,,,,,,,,,,,54090757-eb30-4dbe-ab91-021ef5ea8064,1750,,"[84.4, 13.9]",3825781,55,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Pablo Hernández Domínguez,4711.0,,Left Midfield,131,Rayo Vallecano,360,"['4a6cdaef-1f94-40a2-b54a-b3305e0097d6', '9528ff36-0282-4f01-b564-44f23db5cc09']",28,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:10:28.649,Carry,
,,,"[102.3, 26.8]",,,,,,,,,,,,,1.381402,,,,,,,,,,,,,f1cc9d9a-f0b7-47fc-b58d-6b70ea1ebf69,1753,,"[98.5, 27.2]",3825781,55,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jozabed Sánchez Ruiz,6852.0,,Left Defensive Midfield,131,Rayo Vallecano,360,"['33eb784c-a322-470f-9cf9-28eb4c54f7f2', '553bf872-daa6-43d5-a615-0f319372b88f', '711c4b57-89d2-4289-addd-ffc0b1b9eb23']",31,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:10:31.139,Carry,True
,,,"[112.3, 26.8]",,,,,,,,,,,,,0.113075,,,,,,,,,,,,,029b1a5d-8ffe-4ad3-9ddb-1c06659f66fe,1757,,"[112.9, 28.2]",3825781,55,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Nicolás Ladislao Fedor Flores,26685.0,,Right Center Forward,131,Rayo Vallecano,360,"['532a03ee-5853-4631-8647-c2ee2f8bda10', '6cbdcad3-2cdc-4a47-8e1c-a87dfc14f138', '73801270-0f9d-4072-b56d-f1787ea734fc']",33,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:10:33.341,Carry,True
,,,"[115.7, 31.4]",,,,,,,,,,,,,1.008184,,,,,,,,,,,,,36d9d0a3-c370-4c2f-81a9-79118cb3b6fa,1760,,"[112.3, 26.8]",3825781,55,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Nicolás Ladislao Fedor Flores,26685.0,,Right Center Forward,131,Rayo Vallecano,360,"['12563d78-ea59-4fc8-a618-349520632bda', '6cbdcad3-2cdc-4a47-8e1c-a87dfc14f138', '73801270-0f9d-4072-b56d-f1787ea734fc', 'c1e651ff-c19a-4c37-9b42-1507b1343a99']",33,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:10:33.454,Carry,True
,,,"[67.2, 42.1]",,,,,,,,,,,,,0.096407,,,,,,,,,,,,,efd5d1f9-0bc1-4390-a8ab-fa407ab03364,1772,,"[67.2, 42.1]",3825781,56,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alberto Mateus Contreiras Gonçalves,26690.0,,Left Center Forward,134,Rayo Vallecano,360,"['5026ea69-c31a-4adf-a615-2f813cbb562a', '7335d431-7fad-498a-84d1-11fb5cab8bca']",24,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:11:24.060,Carry,
,,,"[36.8, 14.8]",,,,,,,,,,,,,0.942077,,,,,,,,,,,,,32b050bf-9297-47ea-aed9-7007416bb93b,1778,,"[37.2, 13.9]",3825781,56,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Pablo Hernández Domínguez,4711.0,,Left Midfield,134,Rayo Vallecano,360,"['34412d92-34f8-4f01-97df-389ff403f39f', '37ab936f-0dee-41c6-92e4-6fb8122412f6']",29,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:11:29.739,Carry,
,,,"[38.2, 22.2]",,,,,,,,,,,,,0.699565,,,,,,,,,,,,,03436a70-0509-4010-9d0d-43db8c912e22,1781,,"[41.2, 22.2]",3825781,56,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Roberto Trashorras Gayoso,26848.0,,Right Defensive Midfield,134,Rayo Vallecano,360,"['23f25139-1208-480c-9783-9d6390042e42', 'e362c8a8-1f6c-43ac-923a-049dc1dc4b1f']",31,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:11:31.049,Carry,
,,,"[45.1, 4.0]",,,,,,,,,,,,,1.100271,,,,,,,,,,,,,fb276d95-fbc1-4a95-baca-78c23e2e5d83,1784,,"[39.9, 6.0]",3825781,56,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Pablo Hernández Domínguez,4711.0,,Left Midfield,134,Rayo Vallecano,360,"['6d1a088e-bee3-4742-833c-ed2251e53464', 'ffe53a39-fa79-46cc-b5ad-b65df5ec0d8b']",33,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:11:33.392,Carry,
,,,"[71.9, 6.6]",,,,,,,,,,,,,0.603578,,,,,,,,,,,,,75e360f5-7078-4674-9478-705b2341e569,1787,,"[71.9, 6.6]",3825781,56,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Nicolás Ladislao Fedor Flores,26685.0,,Right Center Forward,134,Rayo Vallecano,360,"['55604c6b-44e8-4ca6-ad24-84fc756c3cdb', 'f5576065-c455-4bec-9ead-884602eee3c8']",35,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:11:35.647,Carry,
,,,"[71.2, 12.1]",,,,,,,,,,,,,0.312122,,,,,,,,,,,,,8c0b1306-acaf-4adb-a6ff-a8f70a4ff781,1790,,"[68.1, 13.4]",3825781,56,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Adrián Embarba Blázquez,11539.0,,Right Midfield,134,Rayo Vallecano,360,"['0c4475eb-16db-494f-b8d2-519335d60c4b', '0d8060e6-dd18-4880-8106-5595977ff2aa']",36,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:11:36.651,Carry,
,,,"[45.6, 67.3]",,,,,,,,,,,,,1.875533,,,,,,,,,,,,,e2c3ab50-a1dc-4182-a1ae-51eeffdb38e9,1794,,"[41.7, 64.1]",3825781,56,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Steven N''Kemboanza Mike Christopher Nzonzi,5737.0,,Left Defensive Midfield,135,Sevilla,213,"['181583c8-c567-4944-bf04-4a31e9017279', '4f846d41-cf7b-4d49-b0d1-6f2fb200451c', '53727db5-ec8c-40f5-90f8-a2b5c28d41fc', '7f66cf52-530c-40f3-9090-c439a15bca83']",38,,,,,,,,,,,,,,,,,Sevilla,213,00:11:38.153,Carry,True
,,,"[87.0, 27.8]",,,,,,,,,,,,,4.316134,,,,,,,,,,,,,f674e346-03c7-4b64-98e4-b958c20761d0,1816,,"[69.4, 56.0]",3825781,58,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Pablo Hernández Domínguez,4711.0,,Left Midfield,138,Rayo Vallecano,360,"['6b65b9c1-ab16-4d17-8ade-4ba10a281037', 'bdcf59c8-054f-4bd2-a205-a23774841e26', 'c5341a61-d58a-4de3-979a-56f715e756ea']",8,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:13:08.238,Carry,True
,,,"[83.4, 6.4]",,,,,,,,,,,,,0.182858,,,,,,,,,,,,,8b02261e-affc-43f5-b7a8-33677cad32c7,1821,,"[76.7, 6.0]",3825781,58,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Diego Javier Llorente Ríos,6713.0,,Left Center Back,138,Rayo Vallecano,360,"['d280f43a-f6d3-4ed3-a0bc-e4e57b560eaf', 'fb716b45-72f8-42da-bf9f-4abbad37bfba']",14,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:13:14.346,Carry,
,,,"[96.2, 9.1]",,,,,,,,,,,,,0.185431,,,,,,,,,,,,,b1f03fd3-e69b-40c6-8a93-ef5df51ea066,1825,,"[94.4, 8.7]",3825781,58,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Pablo Hernández Domínguez,4711.0,,Left Midfield,138,Rayo Vallecano,360,"['429d4adc-d316-4cb2-a7bf-297e0edc7948', 'c307bdd4-2b9f-42d7-88dd-fc0e8d13ee20', 'c575051e-67ac-4d48-8f01-42cf16db10f1', 'f6b2f7f8-3345-486f-a632-777b988e40fc']",15,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:13:15.487,Carry,True
,,,"[97.3, 29.8]",,,,,,,,,,,,,1.41129,,,,,,,,,,,,,8b0e1491-e735-42ad-a65a-6cc576401c03,1839,,"[97.3, 25.4]",3825781,59,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Pablo Hernández Domínguez,4711.0,,Left Midfield,140,Rayo Vallecano,360,"['9b8bd674-b515-46fd-9174-e8bb4b3334d3', 'd9195d38-d6b3-4fd1-9f6c-52c69f1ca0e1']",32,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:14:32.080,Carry,
,,,"[49.1, 69.0]",,,,,,,,,,,,,0.044988003,,,,,,,,,,,,,84d14784-eab7-4154-8db9-24e2eac46fc3,1850,,"[50.2, 71.6]",3825781,60,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Diego Javier Llorente Ríos,6713.0,,Left Center Back,141,Sevilla,213,"['2dfd68fc-9e44-46ba-9d1a-67093e65057b', 'e7b8cfdf-32c0-41cd-8f93-f3febf4608b8']",6,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:15:06.491,Carry,
,,,"[70.3, 7.1]",,,,,,,,,,,,,0.494557,,,,,,,,,,,,,9aa59c23-a317-4f2d-9521-97922cf6c988,1853,,"[68.6, 6.4]",3825781,60,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Benoît Trémoulinas,27483.0,,Left Back,141,Sevilla,213,"['165618cd-6717-4be0-8ce6-a8798c381d37', 'e536609d-89aa-4331-bdc0-a8ea7b426cee', 'ea24c8d9-ee1a-4d08-92df-e1d494d2e9cc']",6,,,,,,,,,,,,,,,,,Sevilla,213,00:15:06.915,Carry,True
,,,"[100.2, 1.0]",,,,,,,,,,,,,5.610361,,,,,,,,,,,,,1e70ebf3-2448-4e65-a18c-73a72fe8a7d3,1857,,"[70.3, 7.1]",3825781,60,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Benoît Trémoulinas,27483.0,,Left Back,141,Sevilla,213,"['165618cd-6717-4be0-8ce6-a8798c381d37', '8e06224f-ee90-44f5-8580-a7287b2cb954', 'ea24c8d9-ee1a-4d08-92df-e1d494d2e9cc', 'ea94e812-de06-4d68-a2e9-998f7e27d329', 'f377408a-a57e-4c3b-a730-79b0699fd729']",7,,,,,,,,,,,,,,,,,Sevilla,213,00:15:07.410,Carry,True
,,,"[100.4, 2.3]",,,,,,,,,,,,,0.118377,,,,,,,,,,,,,1df48ca9-3957-4347-ba04-645dff9b0233,1861,,"[100.2, 1.0]",3825781,60,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Benoît Trémoulinas,27483.0,,Left Back,141,Sevilla,213,"['0bd51e0c-0557-4796-af75-c67317c499c7', '149cf767-32af-48bf-af5e-2fbf63568935', '8e06224f-ee90-44f5-8580-a7287b2cb954', 'ea94e812-de06-4d68-a2e9-998f7e27d329']",13,,,,,,,,,,,,,,,,,Sevilla,213,00:15:13.020,Carry,True
,,,"[93.9, 8.2]",,,,,,,,,,,,,0.747996,,,,,,,,,,,,,f64352f4-5da5-4390-baba-ea6fd8362050,1864,,"[90.5, 6.6]",3825781,60,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Steven N''Kemboanza Mike Christopher Nzonzi,5737.0,,Left Defensive Midfield,141,Sevilla,213,"['7c512b40-9b0f-410c-a75b-384c0b441177', 'a12bffb1-c849-488c-90f7-b8ad89014c1c', 'da3f951c-2174-449f-8b0c-e226e75698f1']",14,,,,,,,,,,,,,,,,,Sevilla,213,00:15:14.335,Carry,True
,,,"[97.7, 7.2]",,,,,,,,,,,,,0.733581,,,,,,,,,,,,,2a36679a-c6d6-49df-ade3-24d557dd0bd5,1868,,"[93.9, 8.2]",3825781,60,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Steven N''Kemboanza Mike Christopher Nzonzi,5737.0,,Left Defensive Midfield,141,Sevilla,213,"['1fd1be5b-1341-4b59-b3da-4bd5ddbfe986', '7598f6c7-ab2f-4827-8dc1-f3cb936b3592', '7c512b40-9b0f-410c-a75b-384c0b441177', 'a12bffb1-c849-488c-90f7-b8ad89014c1c']",15,,,,,,,,,,,,,,,,,Sevilla,213,00:15:15.083,Carry,True
,,,"[15.9, 77.6]",,,,,,,,,,,,,1.797393,,,,,,,,,,,,,98045f38-59c3-4fc5-bab5-756376c9ca89,1873,,"[15.9, 76.7]",3825781,60,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,José Eduardo Rosa Vale de Castro,26222.0,,Right Center Back,142,Rayo Vallecano,360,"['048b211a-7899-43aa-9167-01e47a059b26', 'e5c7367b-f084-424d-9d6d-1ae209ede012', 'e92404bb-d411-4dc3-8334-4d87c1efbf54']",21,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:15:21.125,Carry,True
,,,"[84.5, 41.9]",,,,,,,,,,,,,0.867221,,,,,,,,,,,,,254fe979-0fe7-458a-ae2d-8925ca0a4296,1885,,"[85.0, 42.1]",3825781,60,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jozabed Sánchez Ruiz,6852.0,,Left Defensive Midfield,143,Rayo Vallecano,360,"['4561f025-8fe1-4527-8bd5-1f1e8395d323', '9434837c-8862-4af2-bf54-593c8800a5c4']",52,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:15:52.213,Carry,
,,,"[111.0, 20.7]",,,,,,,,,,,,,4.15062,,,,,,,,,,,,,ea45e567-fb43-4d96-b31d-f37bd193e7e9,1888,,"[93.7, 22.6]",3825781,60,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Pablo Hernández Domínguez,4711.0,,Left Midfield,143,Rayo Vallecano,360,"['cb4bbe4d-3be2-4896-8fcd-8993547bdb93', 'e93a77f5-a010-4821-a4ca-826989a08525']",54,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:15:54.019,Carry,
,,,"[5.3, 58.7]",,,,,,,,,,,,,1.590354,,,,,,,,,,,,,1723a56d-3939-47c8-b94b-053f7dbd3874,1891,,"[9.1, 59.4]",3825781,60,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jorge Andújar Moreno,6672.0,,Right Back,143,Rayo Vallecano,360,"['8f0f75c8-d06e-46ef-a4ed-cb0de421e032', 'd81d5601-3b02-4c4b-a57d-80a23155d502', 'f6ffea67-aaec-427a-b857-4d5fb73ae213']",58,,,,,,,,,,,,,,,,,Sevilla,213,00:15:58.170,Carry,True
,,,"[6.4, 69.8]",,,,,,,,,,,,,3.309735,,,,,,,,,,,,,893afc07-5d1c-4763-86e2-016e3215ccb4,1894,,"[5.3, 58.7]",3825781,60,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jorge Andújar Moreno,6672.0,,Right Back,143,Rayo Vallecano,360,"['59780a64-97fe-47e7-9196-eada6ea66c51', '8f0f75c8-d06e-46ef-a4ed-cb0de421e032', 'd2cb2e75-d6c5-4859-a018-7a7e5b794d67', 'f6ffea67-aaec-427a-b857-4d5fb73ae213']",59,,,,,,,,,,,,,,,,,Sevilla,213,00:15:59.760,Carry,True
,,,"[74.1, 6.4]",,,,,,,,,,,,,0.651705,,,,,,,,,,,,,4cba8666-bb8d-4d07-b1a3-1209044a4ba0,1901,,"[79.7, 6.4]",3825781,61,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Roberto Trashorras Gayoso,26848.0,,Right Defensive Midfield,144,Rayo Vallecano,360,"['38d665f0-7ce0-438a-aae5-e8c91b39e58f', 'b3e179a6-b3f1-4730-95b0-6a5a268dc7b1']",10,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:16:10.322,Carry,
,,,"[57.4, 7.7]",,,,,,,,,,,,,0.835582,,,,,,,,,,,,,61711a71-98fe-45a1-b545-f3c88a1278ee,1904,,"[62.6, 5.2]",3825781,61,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Tiago Manuel Dias Correia,7900.0,,Left Back,144,Rayo Vallecano,360,"['75f20c67-c6ad-43b5-b8c4-e65e62c8e15c', '80c222a2-1934-4dab-bc1a-d925a1f14cba']",11,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:16:11.925,Carry,
,,,"[69.8, 33.7]",,,,,,,,,,,,,0.744455,,,,,,,,,,,,,3701cf39-6101-4435-9e65-4831d70e93de,1907,,"[69.4, 35.1]",3825781,61,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Adrián Embarba Blázquez,11539.0,,Right Midfield,144,Rayo Vallecano,360,"['01cc9b48-8522-437e-bf52-0ec67cf50e03', '6cdf0748-196c-4ccb-8264-6bd99f2a84f1', 'c959d9a2-d571-4434-8ee7-6b23bd1c06e2']",14,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:16:14.348,Carry,True
,,,"[49.8, 52.3]",,,,,,,,,,,,,2.444197,,,,,,,,,,,,,36df19ba-1477-4e2c-b715-261944259d5d,1916,,"[41.7, 47.2]",3825781,61,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,José Eduardo Rosa Vale de Castro,26222.0,,Right Center Back,144,Rayo Vallecano,360,"['dd06e734-dd01-4e5c-a746-e8aed5966ef5', 'e19d959b-a1d6-40cd-a38b-83daf33debb4']",18,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:16:18.636,Carry,
,,,"[93.0, 73.5]",,,,,,,,,,,,,4.07189,,,,,,,,,,,,,cecd4ee0-405f-4113-b233-4d578b417e22,1919,,"[66.2, 75.3]",3825781,61,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Diego Javier Llorente Ríos,6713.0,,Left Center Back,144,Rayo Vallecano,360,"['b8262a49-e807-44f5-88a6-9893e67b8a4b', 'e88c9cdd-c1d7-4e33-aa4f-54de466823b9']",22,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:16:22.630,Carry,
,,,"[38.6, 46.0]",,,,,,,,,,,,,0.792261,,,,,,,,,,,,,ac6fa01b-d496-47fd-afe0-650bea1ea9d2,1928,,"[38.6, 46.0]",3825781,62,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Adil Rami,3253.0,,Right Center Back,145,Sevilla,213,"['3a4f52a5-c834-43a3-9d01-e04bf68dc7ee', 'ec630516-dec7-488b-819a-531ae722c00b']",27,,,,,,,,,,,,,,,,,Sevilla,213,00:17:27.695,Carry,
,,,"[15.4, 48.5]",,,,,,,,,,,,,11.166237,,,,,,,,,,,,,a2a3bf94-0a21-4650-8647-5536e928c348,1936,,"[10.0, 47.5]",3825781,62,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Juan Carlos Martín Corral,24255.0,,Goalkeeper,145,Sevilla,213,"['5e0c66c8-8ac5-421d-91c1-9716d622e309', '6e818dfe-d2a5-41f5-a6cc-4c40dec54bd8']",34,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:17:34.146,Carry,
,,,"[11.8, 50.1]",,,,,,,,,,,,,4.418781,,,,,,,,,,,,,fe9faa68-3fd0-4de3-9551-f6afad23f6df,1939,,"[3.2, 48.5]",3825781,62,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Sergio Rico González,6823.0,,Goalkeeper,145,Sevilla,213,"['272344ff-efa5-4ea5-b372-5b77e1139c62', '33a77878-6823-45eb-917a-67e6bd9e19d6']",50,,,,,,,,,,,,,,,,,Sevilla,213,00:17:50.025,Carry,
,,,"[67.3, 61.8]",,,,,,,,,,,,,0.33783,,,,,,,,,,,,,07150d5d-ed3a-4b38-b3df-58d2a1529b7d,1946,,"[66.7, 62.3]",3825781,63,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Tiago Manuel Dias Correia,7900.0,,Left Back,145,Sevilla,213,"['41234fb5-9ca0-43b8-bde9-e2869c6033e5', '70cc1da1-5577-43f6-999d-84823d6b7f95', 'e4c652c6-98bd-4fe9-aeaf-b7ddf2bf2f02']",0,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:18:00.491,Carry,True
,,,"[24.9, 52.1]",,,,,,,,,,,,,0.428009,,,,,,,,,,,,,78cf97ee-1625-44d4-9637-adcfe88a5830,1952,,"[24.7, 52.1]",3825781,63,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Vicente Iborra De La Fuente,3497.0,,Center Attacking Midfield,147,Sevilla,213,"['3d362ac9-6e7d-412f-b3fb-2ebe44a54aa8', '963e6e07-b31a-488b-a565-2fe3a7745601']",37,,,,,,,,,,,,,,,,,Sevilla,213,00:18:37.917,Carry,
,,,"[43.4, 72.4]",,,,,,,,,,,,,1.864818,,,,,,,,,,,,,047094ac-d5b7-425a-8bbc-5f4679fa56fd,1956,,"[25.6, 70.8]",3825781,63,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Víctor Machín Pérez,6841.0,,Right Wing,147,Sevilla,213,"['395ca980-d821-46c5-9187-47ed6146b324', 'a45bd3e3-2780-4f93-8dad-261cbf59b1a3', 'bb038fa7-ce36-4776-acb2-2cbfdaa8d425', 'f6b8608e-7ad5-4126-a7f4-a23b6398eee8']",39,,,,,,,,,,,,,,,,,Sevilla,213,00:18:39.955,Carry,True
,,,"[56.6, 43.7]",,,,,,,,,,,,,2.075202,,,,,,,,,,,,,cf4ef0bd-e91e-4136-a5b7-e8795d721aed,1962,,"[52.5, 42.2]",3825781,64,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Federico Julián Fazio,6349.0,,Left Center Back,148,Sevilla,213,"['123f9775-c04a-4f10-8cdb-c664ed4a3e2b', 'ca4a8124-2a01-4f28-b906-158c2b256dea']",19,,,,,,,,,,,,,,,,,Sevilla,213,00:19:19.543,Carry,
,,,"[59.9, 24.4]",,,,,,,,,,,,,0.04,,,,,,,,,,,,,02ff1aee-a8ab-4234-b4e2-cbd8d1f51f74,1972,,"[59.9, 24.4]",3825781,64,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jozabed Sánchez Ruiz,6852.0,,Left Defensive Midfield,149,Rayo Vallecano,360,"['0e8f5f56-9441-464c-8b4d-294dcf73f8cd', 'db21acc4-2cfe-4fbd-b21f-0c85ecacfc9c']",49,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:19:49.246,Carry,
,,,"[54.9, 22.2]",,,,,,,,,,,,,2.660499,,,,,,,,,,,,,8ed41631-031b-47f4-a7b6-d58925512ea7,1975,,"[56.0, 28.7]",3825781,64,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Roberto Trashorras Gayoso,26848.0,,Right Defensive Midfield,149,Rayo Vallecano,360,"['b74b252a-3015-4b2a-bc82-5de2c96bd9c5', 'bb72ce2b-4be0-4150-af8c-e67ef8f47c60']",50,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:19:50.131,Carry,
,,,"[47.8, 6.0]",,,,,,,,,,,,,2.315417,,,,,,,,,,,,,97066729-0aba-49cf-8060-aa6a3dbb1a90,1978,,"[55.7, 5.0]",3825781,64,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Diego Javier Llorente Ríos,6713.0,,Left Center Back,149,Rayo Vallecano,360,"['27cd359f-11c7-47cb-a84f-587c0f231f63', '42154d7e-2dc0-400e-a066-d5cbc5b2801e', 'ca41cff3-4f51-408b-8955-d7e453e46c4f']",53,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:19:53.848,Carry,True
,,,"[34.3, 37.7]",,,,,,,,,,,,,0.96718,,,,,,,,,,,,,24720dc9-3d3b-453d-991c-d3b97c0751cd,1988,,"[34.1, 43.6]",3825781,65,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Federico Julián Fazio,6349.0,,Left Center Back,150,Sevilla,213,"['b1e480cf-a344-4b48-877b-d47908911bb4', 'd4b4d6d2-79f2-4e0f-945a-99c4d93ae2a5', 'dcf6aa79-0d7f-42b1-a633-bde1b68d1168']",33,,,,,,,,,,,,,,,,,Sevilla,213,00:20:33.337,Carry,True
,,,"[104.7, 57.6]",,,,,,,,,,,,,1.846838,,,,,,,,,,,,,31670080-f5be-4472-9bfa-e279891f1aaa,1992,,"[87.9, 68.0]",3825781,65,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Víctor Machín Pérez,6841.0,,Right Wing,150,Sevilla,213,"['8f85a0a3-af3b-49fc-beb7-2e28d82aaafd', 'bc4904be-2f52-4628-8a3f-60a287399554']",37,,,,,,,,,,,,,,,,,Sevilla,213,00:20:37.927,Carry,
,,,"[109.2, 24.4]",,,,,,,,,,,,,2.424533,,,,,,,,,,,,,4cd4c119-6f06-44dd-bc80-12973aa42528,2005,,"[113.0, 23.9]",3825781,66,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Pablo Hernández Domínguez,4711.0,,Left Midfield,151,Rayo Vallecano,360,"['4f7c7f89-e451-48a0-981d-9ca863a3549c', 'bc5dab3d-c26d-4122-a214-1fce0cab0ab3']",23,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:21:23.720,Carry,
,,,"[57.1, 65.1]",,,,,,,,,,,,,0.08,,,,,,,,,,,,,0d294a95-6d7f-4ca2-911a-6cb48d5817b5,2017,,"[57.1, 65.1]",3825781,67,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Adrián Embarba Blázquez,11539.0,,Right Midfield,153,Rayo Vallecano,360,"['25cdac58-636b-439e-805a-aa280ac3519c', 'cbe28134-8d72-4d45-8ccc-a2297a292c53']",9,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:22:09.895,Carry,
,,,"[49.2, 70.6]",,,,,,,,,,,,,1.058638,,,,,,,,,,,,,60ac4be6-46dc-45a9-b98a-3a160ccd29e8,2020,,"[50.2, 70.2]",3825781,67,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Roberto Trashorras Gayoso,26848.0,,Right Defensive Midfield,153,Rayo Vallecano,360,"['1d101c8b-9b25-4ba3-961b-edca07075b52', 'c08709ba-2de5-442a-b397-b07c1320a795']",10,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:22:10.816,Carry,
