bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,dc77a5e5-4a6e-4eef-bf0b-6edaf5e974e0,1,,,3825607,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Villarreal,222,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3379, 'name': 'Alphonse Areola'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6772, 'name': 'Mario Gaspar Pérez Martínez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3324, 'name': 'Eric Bertrand Bailly'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 6752, 'name': 'Víctor Ruíz Torre'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 6828, 'name': 'Jaume Vicent Costa Jordá'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 6771, 'name': 'Manuel Trigueros Muñoz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 22819, 'name': 'Bruno Soriano Llido'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 6357, 'name': 'Jonathan dos Santos Ramírez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 6829, 'name': 'Samuel Castillejo Azuaga'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 6761, 'name': 'Leonardo Carrilho Baptistão'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 26009, 'name': 'Roberto Soldado Rillo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Villarreal,222,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,659a4efa-d478-4501-8f7c-691d1756aa6a,2,,,3825607,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Villarreal,222,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 6378, 'name': 'Jan Oblak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 4788, 'name': 'Jesús Gámez Duarte'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 5259, 'name': 'José María Giménez de Vargas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 5249, 'name': 'Diego Roberto Godín Leal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 6320, 'name': 'Filipe Luís Kasmirski'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6384, 'name': 'Gabriel Fernández Arenas'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 20669, 'name': 'Tiago Cardoso Mendes'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 12021, 'name': 'Óliver Torres Muñoz'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 6381, 'name': 'Saúl Ñíguez Esclapez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 17}, {'player': {'id': 17622, 'name': 'Jackson Arley Martínez Valencia'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 11}, {'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Atlético Madrid,212,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,43ce3eb3-6683-43f8-ba2d-174156a8b388,3,,,3825607,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Villarreal,222,['50f8e501-9061-4f51-8021-a7fa395436fe'],0,,,,,,,,,,,,,,,,Villarreal,222,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,50f8e501-9061-4f51-8021-a7fa395436fe,4,,,3825607,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Villarreal,222,['43ce3eb3-6683-43f8-ba2d-174156a8b388'],0,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,a67ba98c-2f29-4559-84a8-71bd1c09ebf7,1959,,,3825607,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,99,Villarreal,222,['62362e9a-76d8-46d4-a2cd-ca2ebfea8a0a'],0,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,62362e9a-76d8-46d4-a2cd-ca2ebfea8a0a,1960,,,3825607,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,99,Villarreal,222,['a67ba98c-2f29-4559-84a8-71bd1c09ebf7'],0,,,,,,,,,,,,,,,,Villarreal,222,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,1.467067,,,,,,,,,,,,,,863570aa-953b-49da-b9e7-3b86105bdb8a,5,,"[60.0, 40.0]",3825607,0,,,,,-2.8674252,,Left Foot,,,,"[40.8, 34.6]",,Ground Pass,,19.944923,,,,,Tiago Cardoso Mendes,20669.0,,,,,Kick Off,1,From Kick Off,Antoine Griezmann,5487.0,Left Center Forward,2,Atlético Madrid,212,['deff37d5-2f24-4a06-aabd-3b332f586d1c'],0,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.020,Pass,
,,,,,,,,,,,,,,,1.84084,,,,,,,,,,,,,,646fee1c-af7b-47d6-8ddd-a44230aaa54e,9,,"[42.4, 34.8]",3825607,0,,,,,1.6103015,,Right Foot,,,,"[41.4, 60.1]",,Ground Pass,,25.319756,,,,,Gabriel Fernández Arenas,6384.0,,,,,,1,From Kick Off,Tiago Cardoso Mendes,20669.0,Left Defensive Midfield,2,Atlético Madrid,212,"['be3ffa23-e448-41a6-a57d-fb5bbed408c6', 'dd2d2d1d-e08e-4b12-9c2d-8adea39dabc3']",2,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:02.141,Pass,True
,,,,,,,,,,,,,,,2.027783,,,,,,,,,,,,,,fee3b67b-1b27-4c53-8423-329938699dec,13,,"[48.0, 72.3]",3825607,0,,,,,-0.16556552,,Right Foot,,,,"[86.9, 65.8]",,High Pass,,39.43932,,,Incomplete,,Antoine Griezmann,5487.0,,,,,,1,From Kick Off,Gabriel Fernández Arenas,6384.0,Right Defensive Midfield,2,Atlético Madrid,212,"['2843587b-92c9-4b71-90d9-970d6d97023b', '6280acfc-583b-4626-9c02-88e7a8d9c30d', '8eb788a0-1138-47d4-ad03-bf1bd979e5c1']",5,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:05.643,Pass,True
,,,,,,,,,,,,,,,1.124393,,,,,,,,,,,,,,14d7610a-9bd4-4d7d-bde7-53f9c84b8459,17,,"[36.6, 23.9]",3825607,0,,,,,-0.608325,,Head,,,,"[42.2, 20.0]",,Low Pass,,6.8242216,,,Incomplete,,Samuel Castillejo Azuaga,6829.0,,,,,Recovery,1,From Kick Off,Bruno Soriano Llido,22819.0,Left Defensive Midfield,2,Atlético Madrid,212,"['78324cf4-8eeb-4a10-8adb-34ea55d20bd1', 'a1876a7a-8b45-41bf-8db8-044d908252e6']",9,,,,,,,,,,,,,,,,Villarreal,222,00:00:09.788,Pass,
