ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,25662b68-c883-4183-9f39-f8f70a14d17d,1,,,3825730,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 6694, 'name': 'Gerónimo Rulli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8724, 'name': 'Carlos Martínez Díez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6679, 'name': 'Aritz Elustondo Irribaria'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 30}, {'player': {'id': 6665, 'name': 'Íñigo Martínez Berridi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3023, 'name': 'Yuri Berchiche Izeta'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 6633, 'name': 'Markel Bergara Larrañaga'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6690, 'name': 'Xabier Prieto Argarate'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 6899, 'name': 'Rubén Pardo Gutiérrez'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 5560, 'name': 'Carlos Alberto Vela Garrido'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 8522, 'name': 'Armindo Tué Na Bangna'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 8584, 'name': 'Jonathas Cristian de Jesus'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Real Sociedad,210,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ef2386e1-750b-4107-bd3c-c60f55db9ee7,2,,,3825730,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 6898, 'name': 'Jaume Doménech Sánchez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 24}, {'player': {'id': 6663, 'name': 'Antonio Barragán Fernández'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 3638, 'name': 'Shkodran Mustafi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 4406, 'name': 'Aymen Abdennour'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 7005, 'name': 'João Pedro Cavaco Cancelo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 6595, 'name': 'Daniel Parejo Muñoz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 5741, 'name': 'Enzo Nicolás Pérez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 6594, 'name': 'Santiago Mina Lorenzo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 22}, {'player': {'id': 7797, 'name': 'Rodrigo Javier De Paul'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 20}, {'player': {'id': 5718, 'name': 'Rodrigo Moreno Machado'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 17}, {'player': {'id': 6402, 'name': 'Francisco Alcácer García'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Valencia,207,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fe2e2cdd-7e25-45e9-a04b-85c3e89d8803,3,,,3825730,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,['bd1182e6-88a3-4e49-92d5-6203dc76f3b2'],0,,,,,,,,,,,,,,,,,,Valencia,207,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,bd1182e6-88a3-4e49-92d5-6203dc76f3b2,4,,,3825730,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,['fe2e2cdd-7e25-45e9-a04b-85c3e89d8803'],0,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,28671d1f-6260-4367-b23c-99556b476898,1829,,,3825730,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,112,Real Sociedad,210,['a0889ea8-71d1-4328-9ae3-8e544415414b'],0,,,,,,,,,,,,,,,,,,Valencia,207,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a0889ea8-71d1-4328-9ae3-8e544415414b,1830,,,3825730,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,112,Real Sociedad,210,['28671d1f-6260-4367-b23c-99556b476898'],0,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.335777,,,,,,,,,,,,,c0484bf9-356b-427d-8be9-95a1336215ea,5,,"[60.0, 40.0]",3825730,0,,,,,1.6001996,,Right Foot,,,,"[59.9, 43.4]",,Ground Pass,,3.4014702,,,,,Francisco Alcácer García,6402.0,,,,,Kick Off,1,From Kick Off,Rodrigo Moreno Machado,5718.0,Right Center Forward,2,Valencia,207,['ebcbb33c-f348-4b3d-8a7a-9cc7631efb1a'],0,,,,,,,,,,,,,,,,,,Valencia,207,00:00:00.429,Pass,
,,,,,,,,,,,,,,,,0.826343,,,,,,,,,,,,,4501b7ff-a457-455a-ace4-7e0c92130727,8,,"[58.7, 41.1]",3825730,0,,,,,-3.0488362,,Right Foot,,,,"[45.8, 39.9]",,Ground Pass,,12.955694,,,,,Daniel Parejo Muñoz,6595.0,,,,,,1,From Kick Off,Francisco Alcácer García,6402.0,Left Center Forward,2,Valencia,207,['5295f0b6-1504-481c-9a9b-f9fd4aa6b3bc'],0,,,,,,,,,,,,,,,,,,Valencia,207,00:00:00.885,Pass,
,,,,,,,,,,,,,,,,2.017301,,,,,,,,,,,,,2e503de7-e9c2-4ded-abf1-a5557643b4fb,11,,"[45.2, 38.2]",3825730,0,,,,,-2.4775465,,Right Foot,,,,"[31.4, 27.4]",,Ground Pass,,17.523699,,,,,Aymen Abdennour,4406.0,,,,,,1,From Kick Off,Daniel Parejo Muñoz,6595.0,Right Defensive Midfield,2,Valencia,207,['b632e836-b9cb-4193-8bc1-deb68bae4c32'],4,,,,,,,,,,,,,,,,,,Valencia,207,00:00:04.259,Pass,
,,,,,,,,,,,,,,,,0.707607,,,,,,,,,,,,,ff5bf68c-9b12-4fb3-a623-d402e4e9c4c6,14,,"[38.1, 12.0]",3825730,0,,,,,-1.3210216,,Left Foot,,,,"[40.6, 2.2]",,Ground Pass,,10.113852,,,,,João Pedro Cavaco Cancelo,7005.0,,,,,,1,From Kick Off,Aymen Abdennour,4406.0,Left Center Back,2,Valencia,207,['077a49db-a0f6-4cff-a051-6746afc3d6d8'],7,,,,,,,,,,,,,,,,,,Valencia,207,00:00:07.767,Pass,
