50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.421276,,,,,,,,,,,,,f0fa64d7-991c-4659-801d-63d61ce0f644,3223,,,"[62.9, 57.0]",3825682,78,,,,,0.622032,,Right Foot,,,,"[78.8, 68.4]",,Ground Pass,,19.564508,,,,,Robert Ibáñez Castro,18721.0,,,,,,2,From Throw In,Dimitri Foulquier,4546.0,Right Back,160,Granada,1049,['28f1a951-f4df-42ff-bf2d-6b83ea6bd775'],15,,,,,,,,,,,,,,,,,Granada,1049,00:33:15.968,Pass,
,,,,,,,,,,,,,,,,,1.672354,,,,,,,,,,,,,b098ced2-0fa0-49e6-b1df-fa9736b4abb4,3226,,,"[79.4, 70.9]",3825682,78,,,,,-0.45471928,,Right Foot,,,,"[92.9, 64.3]",,Ground Pass,,15.026976,,,,,Francisco Medina Luna,26797.0,,,,,,2,From Throw In,Robert Ibáñez Castro,18721.0,Right Wing,160,Granada,1049,['9cfdb965-d502-4867-98fb-ab31c158eecc'],17,,,,,,,,,,,,,,,,,Granada,1049,00:33:17.469,Pass,
,,,,,,,,,,,,,,,,,0.991244,,,,,,,,,,,,,4cff66d8-b6ea-4685-9050-767f2dd70f18,3229,,,"[94.0, 63.9]",3825682,78,,,,,-2.6523097,,Left Foot,,,,"[86.3, 59.8]",,Ground Pass,,8.723532,,,,,Robert Ibáñez Castro,18721.0,,,,,,2,From Throw In,Francisco Medina Luna,26797.0,Center Defensive Midfield,160,Granada,1049,"['15ae5e9c-90ff-4e61-94ee-b8e1f5f34855', '7eee6eaa-7375-4847-a0b7-2c0f535dfc83']",19,,,,,,,,,,,,,,,,,Granada,1049,00:33:19.142,Pass,True
,,,,,,,,,,,,,,,,,1.870419,,,,,,,,,,,,,7d06a0ed-bab2-45d7-8512-0d0ac1f2bbfa,3237,,,"[44.5, 31.0]",3825682,78,,,True,,-1.172718,,Right Foot,,,,"[57.2, 0.8]",,High Pass,,32.761715,,,Injury Clearance,,,,,,,,,2,From Throw In,Gabriel Fernández Arenas,6384.0,Right Center Midfield,160,Granada,1049,,27,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:33:27.272,Pass,
,,,,,,,,,,,,,,,,,0.726947,,,,,,,,,,,,,78adf126-4916-4cfc-b64f-cfb2b39836fd,3241,,,"[63.4, 80.0]",3825682,79,,,,,-1.82812,,,,,,"[61.4, 72.4]",,Low Pass,,7.858753,,,,,Rubén Rochina Naixes,6680.0,,,,,Throw-in,2,From Throw In,Dimitri Foulquier,4546.0,Right Back,161,Granada,1049,['b680fb5c-97dd-401b-b47a-564b835acfef'],40,,,,,,,,,,,,,,,,,Granada,1049,00:34:40.622,Pass,
,,,,,,,,,,,,,,,,,3.131824,,,,,,,,,,,,,7dd72373-2338-4811-b414-9082d64d26db,3244,,,"[64.4, 69.5]",3825682,79,,,,,-0.2885059,,Left Foot,,,,"[117.3, 53.8]",,Ground Pass,,55.18061,,,Injury Clearance,,,,,,,,,2,From Throw In,Rubén Rochina Naixes,6680.0,Right Center Midfield,161,Granada,1049,,43,,,,,,,,,,,,,,,,,Granada,1049,00:34:43.423,Pass,
,,,,,,,,,,,,,,,,,2.548448,,,,,,,,,,,,,62e3d4e5-ca26-411d-90ff-f975ddd8dab7,3248,,,"[13.1, 37.2]",3825682,79,,True,,,0.27589664,,Drop Kick,,,,"[51.6, 48.1]",,High Pass,,40.01325,,,,,Thomas Teye Partey,6383.0,,,,,,2,Regular Play,Jan Oblak,6378.0,Goalkeeper,162,Atlético Madrid,212,['a5938513-848b-48e5-8fc7-91e8cca0ceee'],57,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:34:57.698,Pass,
,,,,,,,,,,,,,,,,,0.72309,,,,,,,,,,,,,d8ffedfa-8b3c-40cf-8a17-6ff54b85f8ac,3251,,,"[53.5, 51.9]",3825682,80,,,,,0.85252404,,Right Foot,,,,"[64.6, 64.6]",,Low Pass,,16.867128,,,,,Óliver Torres Muñoz,12021.0,,,,,,2,Regular Play,Thomas Teye Partey,6383.0,Left Wing,162,Atlético Madrid,212,"['9bfaca1e-8eaf-44a1-a032-8de32e5d99fc', 'd767d839-2e0f-496c-a428-2bcedb9e392e']",2,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:35:02.187,Pass,True
,,,,,,,,,,,,,,,,,2.016051,,,,,,,,,,,,,87d11bd0-3689-403a-b7da-f30bd3d10f5b,3253,,,"[64.6, 64.6]",3825682,80,,,,,2.2298,,Right Foot,,,,"[56.7, 74.8]",,Ground Pass,,12.90155,,,,,Juan Francisco Torres Belén,6375.0,,,,,,2,Regular Play,Óliver Torres Muñoz,12021.0,Center Defensive Midfield,162,Atlético Madrid,212,['3dcfde58-71d6-484b-b2cf-d9f1546e1162'],2,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:35:02.910,Pass,
,,,,,,,,,,,,,,,,,0.58101,,,,,,,,,,,,,c00ec680-0d50-4017-b686-c31fd09c43c2,3256,,,"[58.4, 74.0]",3825682,80,,,,,-0.75207716,,Right Foot,,,,"[64.6, 68.2]",,Ground Pass,,8.489994,,,,,Thomas Teye Partey,6383.0,,,,,,2,Regular Play,Juan Francisco Torres Belén,6375.0,Right Back,162,Atlético Madrid,212,['c2a991c3-7fff-4aec-9c63-493c50fd6564'],5,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:35:05.119,Pass,
,,,,,,,,,,,,,,,,,0.732323,,,,,,,,,,,,,01ae8d7f-92ab-4cd2-891e-7080639d38e2,3259,,,"[64.6, 68.2]",3825682,80,,,,,-0.021049522,,Right Foot,,,,"[74.1, 68.0]",,Ground Pass,,9.502105,,,,,Óliver Torres Muñoz,12021.0,,,,,,2,Regular Play,Thomas Teye Partey,6383.0,Left Wing,162,Atlético Madrid,212,['3980d489-1979-4365-a8e0-5f6663c3d038'],5,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:35:05.889,Pass,
,,,,,,,,,,,,,,,,,1.096201,,,,,,,,,,,,,f2b64eaa-7f3d-40c1-8a3d-932308966e2d,3263,,,"[77.7, 69.0]",3825682,80,,,,,1.0018132,,Right Foot,,,,"[83.2, 77.6]",,Ground Pass,,10.20833,,,,,Juan Francisco Torres Belén,6375.0,,,,,,2,Regular Play,Óliver Torres Muñoz,12021.0,Center Defensive Midfield,162,Atlético Madrid,212,['8dfe3a4a-3752-4a27-a77c-68e30a69724f'],10,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:35:10.678,Pass,
,,,,,,,,,,,,,,,,,1.066221,,,,,,,,,,,,,790c5b14-e42a-4ea8-80f0-920ee26a6d5e,3266,,,"[84.1, 78.0]",3825682,80,,,,,-1.310982,,Right Foot,,,,"[86.2, 70.1]",,Ground Pass,,8.17435,,,,,Fernando José Torres Sanz,6382.0,,,,,,2,Regular Play,Juan Francisco Torres Belén,6375.0,Right Back,162,Atlético Madrid,212,['95d0888d-83d1-45b5-900f-23a76ebf5b83'],12,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:35:12.953,Pass,
,,,,,,,,,,,,,,,,,1.429542,,,,,,,,,,,,,89519aa1-9962-453c-a4a6-50c4a01aed2e,3269,,,"[86.2, 70.1]",3825682,80,,,,,2.6471856,,Right Foot,,,,"[73.4, 77.0]",,Ground Pass,,14.541321,,,,,Thomas Teye Partey,6383.0,,,,,,2,Regular Play,Fernando José Torres Sanz,6382.0,Center Forward,162,Atlético Madrid,212,['ca747cec-5c61-4b80-bd0f-828ca55e9b82'],14,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:35:14.033,Pass,
,,,,,,,,,,,,,,,,,2.647468,,,,,,,,,,,,,c2a8b241-f503-4669-881f-d60c78403c7d,3276,,,"[82.2, 74.6]",3825682,80,,,,,0.14747226,,Right Foot,,,,"[109.8, 78.7]",,Ground Pass,,27.902866,,,,,Juan Francisco Torres Belén,6375.0,,,,,,2,Regular Play,Thomas Teye Partey,6383.0,Left Wing,162,Atlético Madrid,212,['d4b83b70-c7fc-4dc6-a0cc-c4112d410802'],18,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:35:18.749,Pass,
,,,,,,,,,,,,,,,,,4.707291,,,,,,,,,,,,,34887106-fafd-4e3c-8b1c-86fb9f90dc95,3279,,,"[116.4, 77.6]",3825682,80,,,,,-1.597702,,Right Foot,True,,,"[114.5, 7.0]",,High Pass,,70.625565,,,,,Filipe Luís Kasmirski,6320.0,,,True,,,2,Regular Play,Juan Francisco Torres Belén,6375.0,Right Back,162,Atlético Madrid,212,['8962068e-b179-4adb-8eef-e9c61bc1a77d'],22,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:35:22.634,Pass,
,,,,,,,,,,,,,,,,,0.154786,,,,,,,,,,,,,6d62424a-13f2-44af-b70a-ac9432756085,3282,,,"[115.3, 8.9]",3825682,80,,,,,1.340892,,Left Foot,,,,"[116.4, 13.6]",,Low Pass,,4.8270073,,,Incomplete,,,,,,,,,2,Regular Play,Filipe Luís Kasmirski,6320.0,Left Back,162,Atlético Madrid,212,['078719b4-2ac7-4da5-a0cb-d2fb9020407b'],29,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:35:29.270,Pass,
,,,,,,,,,,,,,,,,,1.636098,,,,,,,,,,,,,d181a34a-2e91-4413-bb2a-f4eac8607864,3284,,,"[3.7, 66.5]",3825682,80,,,,,-0.23270097,,Left Foot,,,,"[21.0, 62.4]",,Low Pass,,17.779202,,,Incomplete,,,,,,,,Recovery,2,Regular Play,Robert Ibáñez Castro,18721.0,Right Wing,162,Atlético Madrid,212,['2ef256ec-a5ba-42e6-a90a-307c92bbd1c2'],32,,,,,,,,,,,,,,,,,Granada,1049,00:35:32.095,Pass,
,,,,,,,,,,,,,,,,,0.968291,,,,,,,,,,,,,b31d9e86-cbee-4700-a72d-6081e58424c9,3287,,,"[98.0, 22.4]",3825682,80,,,,,1.8720219,,Right Foot,,,,"[94.8, 32.7]",,Ground Pass,,10.785639,,,,,Thomas Teye Partey,6383.0,,,,,,2,Regular Play,Jorge Resurrección Merodio,5199.0,Left Center Midfield,162,Atlético Madrid,212,['281dbc06-42e2-474e-83ae-e9c965cbfa52'],34,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:35:34.850,Pass,
,,,,,,,,,,,,,,,,,0.824924,,,,,,,,,,,,,97ac18d1-680e-4c79-ba88-1f0c9b8d550b,3291,,,"[96.7, 32.3]",3825682,80,,,,,1.0398746,,Right Foot,,,,"[103.1, 43.2]",,Ground Pass,,12.640016,,,,,Fernando José Torres Sanz,6382.0,,,,,,2,Regular Play,Thomas Teye Partey,6383.0,Left Wing,162,Atlético Madrid,212,"['ee80cfde-96db-4888-8431-a592e9ee6de9', 'f2ffe75d-c401-4b41-9d74-092431674713']",35,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:35:35.918,Pass,True
,,,,,,,,,,,,,,,,,0.57085,,,,,,,,,,,,,dc2c228c-fe6d-46ec-83d0-835d99e33dc9,3294,,,"[102.1, 42.7]",3825682,80,,,,,-2.9023612,1e33b044-e361-476d-b963-c873a7c06c20,Left Foot,,,,"[98.0, 41.7]",,Ground Pass,,4.2201896,,,,,Thomas Teye Partey,6383.0,True,,,,,2,Regular Play,Fernando José Torres Sanz,6382.0,Center Forward,162,Atlético Madrid,212,['a1b68ab9-a1cf-4b9a-a30c-9541253010e0'],36,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:35:36.743,Pass,
,,,,,,,,,,,,,,,,,3.509955,,,,,,,,,,,,,d5f8e952-c469-4a92-8fc7-19b384ac5faf,3298,,,"[6.0, 44.0]",3825682,80,,True,,,0.84781694,,Right Foot,,,,"[34.5, 76.3]",,Ground Pass,,43.07598,,,,,Rubén Salvador Pérez Del Mármol,6599.0,,,,,Goal Kick,2,From Goal Kick,Andrés Eduardo Fernández Moreno,8697.0,Goalkeeper,163,Granada,1049,['fedef9bd-950c-4b27-946c-880efa3ff8bb'],57,,,,,,,,,,,,,,,,,Granada,1049,00:35:57.146,Pass,
,,,,,,,,,,,,,,,,,0.733908,,,,,,,,,,,,,23ee2b35-816c-4eac-985c-6684f3234303,3300,,,"[37.7, 72.7]",3825682,81,,,,,-0.6127167,,Left Foot,,,,"[47.8, 65.6]",,Ground Pass,,12.345849,,,,,Rubén Rochina Naixes,6680.0,,,,,,2,From Goal Kick,Rubén Salvador Pérez Del Mármol,6599.0,Left Center Midfield,163,Granada,1049,['dfcb247f-fca9-4d0f-852b-785aa6c73757'],4,,,,,,,,,,,,,,,,,Granada,1049,00:36:04.260,Pass,
,,,,,,,,,,,,,,,,,0.488698,,,,,,,,,,,,,a07a9e28-9c9d-4afc-86d7-6309b5cbab9c,3304,,,"[50.8, 70.7]",3825682,81,,,,,1.1600794,,Left Foot,,,,"[53.5, 76.9]",,Ground Pass,,6.762396,,,,,Dimitri Foulquier,4546.0,,,,,,2,From Goal Kick,Rubén Rochina Naixes,6680.0,Right Center Midfield,163,Granada,1049,['324c65da-62c4-4022-9352-7905a45f2ea9'],7,,,,,,,,,,,,,,,,,Granada,1049,00:36:07.266,Pass,
,,,,,,,,,,,,,,,,,0.618241,,,,,,,,,,,,,fe1c5995-9d2d-4f3b-8476-ab1602ec5c81,3306,,,"[53.5, 76.9]",3825682,81,,,,,-1.5948881,,Right Foot,,,,"[53.3, 68.6]",,Low Pass,,8.302409,,,Incomplete,,Nicolás Federico López Alonso,25126.0,,,,,,2,From Goal Kick,Dimitri Foulquier,4546.0,Right Back,163,Granada,1049,"['b7f09ba6-e047-4611-8cc9-65d6c244cbc9', 'dac277f2-05fc-411a-a141-00f48ff3af7b']",7,,,,,,,,,,,,,,,,,Granada,1049,00:36:07.754,Pass,
,,,,,,,,,,,True,,,,,,1.77347,,,,,,,,,,,,,b7f09ba6-e047-4611-8cc9-65d6c244cbc9,3308,,,"[66.8, 11.5]",3825682,81,,,,,2.5294402,,Left Foot,,,,"[57.4, 18.1]",,Low Pass,,11.485643,,,,,Filipe Luís Kasmirski,6320.0,,,,,Interception,2,Regular Play,Antoine Griezmann,5487.0,Right Wing,164,Atlético Madrid,212,"['90913306-bdc0-4949-ad67-a3bd5515170c', 'fe1c5995-9d2d-4f3b-8476-ab1602ec5c81']",8,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:36:08.372,Pass,
,,,,,,,,,,,,,,,,,1.086238,,,,,,,,,,,,,c488ac98-7709-426e-a847-523c2f3e43a1,3311,,,"[57.2, 18.6]",3825682,81,,,,,1.4809488,,Left Foot,,,,"[58.2, 29.7]",,Ground Pass,,11.144954,,,,,Thomas Teye Partey,6383.0,,,,,,2,Regular Play,Filipe Luís Kasmirski,6320.0,Left Back,164,Atlético Madrid,212,['d01f59ee-8c5c-4bb8-bac4-8a7c85d6d51a'],10,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:36:10.227,Pass,
,,,,,,,,,,,,,,,,,1.764614,,,,,,,,,,,,,2c63ca44-ab13-4bd2-bc22-2a0a0efc7c6f,3314,,,"[55.2, 45.3]",3825682,81,,,,,1.6678927,,Right Foot,,,,"[52.2, 76.1]",,Ground Pass,,30.945759,,,,,Juan Francisco Torres Belén,6375.0,,,,,,2,Regular Play,Thomas Teye Partey,6383.0,Left Wing,164,Atlético Madrid,212,['310e9784-63d9-4271-bf50-8b9c9a060b25'],14,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:36:14.558,Pass,
,,,,,,,,,,,,,,,,,1.544025,,,,,,,,,,,,,8ebd278f-7d97-460f-a538-d8f2bfaa012b,3317,,,"[52.2, 76.1]",3825682,81,,,,,-2.2455373,,Right Foot,,,,"[41.8, 63.1]",,Ground Pass,,16.648123,,,,,Gabriel Fernández Arenas,6384.0,,,,,,2,Regular Play,Juan Francisco Torres Belén,6375.0,Right Back,164,Atlético Madrid,212,['d5d0cac8-646c-47ed-b409-c41984ff886e'],17,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:36:17.713,Pass,
,,,,,,,,,,,,,,,,,1.970687,,,,,,,,,,,,,957b9773-91bd-472d-9627-25ba3cb9f759,3320,,,"[41.8, 63.1]",3825682,81,,,,,-1.7996883,,Right Foot,,,,"[35.3, 35.2]",,Ground Pass,,28.647163,,,,,Diego Roberto Godín Leal,5249.0,,,,,,2,Regular Play,Gabriel Fernández Arenas,6384.0,Right Center Midfield,164,Atlético Madrid,212,['ce7da9c1-a503-4536-832e-58a10b9914b1'],20,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:36:20.648,Pass,
,,,,,,,,,,,,,,,,,1.052424,,,,,,,,,,,,,1b09c7c5-2d88-450c-bd99-8fa0b5dd5818,3323,,,"[43.2, 26.5]",3825682,81,,,,,-0.28422552,,Right Foot,,,,"[61.0, 21.3]",,Ground Pass,,18.544003,,,,,Antoine Griezmann,5487.0,,,,,,2,Regular Play,Diego Roberto Godín Leal,5249.0,Left Center Back,164,Atlético Madrid,212,['f00980fb-d35b-45e8-8766-6a5f8168d341'],24,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:36:24.354,Pass,
,,,,,,,,,,,,,,,,,1.092871,,,,,,,,,,,,,5b4f4aa5-2d3d-4c80-b5fe-be42ead23613,3325,,,"[61.0, 21.3]",3825682,81,,,,,2.228066,,Right Foot,,,,"[53.9, 30.5]",,Ground Pass,,11.621101,,,,,Jorge Resurrección Merodio,5199.0,,,,,,2,Regular Play,Antoine Griezmann,5487.0,Right Wing,164,Atlético Madrid,212,['facbbda6-f82f-443e-8f98-dcbeed8cd809'],25,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:36:25.406,Pass,
,,,,,,,,,,,,,,,,,3.191518,,,,,,,,,,,,,e462ecbc-e84a-459a-8956-2d069957a301,3327,,,"[53.9, 30.5]",3825682,81,,,,,-0.528225,,Right Foot,,,,"[95.2, 6.4]",,Low Pass,,47.81736,,,,,Filipe Luís Kasmirski,6320.0,,,,,,2,Regular Play,Jorge Resurrección Merodio,5199.0,Left Center Midfield,164,Atlético Madrid,212,['e26bd4db-be36-41ba-bb6d-d629e76504a2'],26,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:36:26.499,Pass,
,,,,,,,,,,,,,,,,,1.493257,,,,,,,,,,,,,a5d0f169-4505-4d62-b9ec-1fc7490cd3d3,3330,,,"[101.9, 8.5]",3825682,81,,,,,0.8734055,,Left Foot,,,,"[114.3, 23.3]",,Ground Pass,,19.30803,,,,,Antoine Griezmann,5487.0,,,,,,2,Regular Play,Filipe Luís Kasmirski,6320.0,Left Back,164,Atlético Madrid,212,['f41abbc7-9a32-4b4b-bc91-172c725bbec2'],32,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:36:32.011,Pass,
,,,,,,,,,,,,,,,,,0.99059,,,,,,,,,,,,,44ebcaae-4f1b-4c38-a6be-1bb3033a2523,3333,,,"[114.9, 17.9]",3825682,81,,,,,-2.0210218,,Left Foot,,,,"[109.1, 5.9]",,Ground Pass,,13.328166,,,,,Filipe Luís Kasmirski,6320.0,,,,,,2,Regular Play,Antoine Griezmann,5487.0,Right Wing,164,Atlético Madrid,212,['18173edf-ce3c-422b-b205-618bfd1c0ccc'],34,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:36:34.379,Pass,
,,,,,,,,,,,,,,,,,0.842975,,,,,,,,,,,,,ec12cedb-c22d-41e5-ab49-54c901b6c939,3336,,,"[102.7, 6.2]",3825682,81,,,,,2.0344439,,Left Foot,,,,"[98.0, 15.6]",,Ground Pass,,10.50952,,,,,Jorge Resurrección Merodio,5199.0,,,,,,2,Regular Play,Filipe Luís Kasmirski,6320.0,Left Back,164,Atlético Madrid,212,['38a4bbb6-8897-4f3d-b9bb-550192a995d9'],37,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:36:37.398,Pass,
,,,,,,,,,,,,,,,,,1.602858,,,,,,,,,,,,,0ae3a6dd-6d67-4ca9-955a-4e1011fb44fa,3339,,,"[98.0, 15.6]",3825682,81,,,,,0.7936624,,Right Foot,,,,"[110.0, 27.8]",,Low Pass,,17.112568,,,,,Óliver Torres Muñoz,12021.0,,,,,,2,Regular Play,Jorge Resurrección Merodio,5199.0,Left Center Midfield,164,Atlético Madrid,212,['da7149c9-deae-455b-9103-e10060df15c0'],38,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:36:38.820,Pass,
,,,,,,,,,,,,,,,,,0.964985,,,,,,,,,,,,,0d7074a9-ec7e-4d2e-951c-e4bc4b073cb5,3343,,,"[104.4, 11.7]",3825682,81,,,,,2.783463,,Right Foot,,,,"[87.3, 18.1]",,Ground Pass,,18.258423,,,,,Gabriel Fernández Arenas,6384.0,,,,,,2,Regular Play,Óliver Torres Muñoz,12021.0,Center Defensive Midfield,164,Atlético Madrid,212,['50aa295d-93e8-43b8-8115-58929bbe6b7c'],44,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:36:44.302,Pass,
,,,,,,,,,,,,,,,,,0.948222,,,,,,,,,,,,,d5a6544a-1b91-4fac-8b0f-148c515d1044,3346,,,"[87.3, 18.1]",3825682,81,,,,,0.67350787,,Right Foot,,,,"[97.2, 26.0]",,Ground Pass,,12.665702,,,,,Filipe Luís Kasmirski,6320.0,,,,,,2,Regular Play,Gabriel Fernández Arenas,6384.0,Right Center Midfield,164,Atlético Madrid,212,['2c085893-fb54-489e-88fe-c08cfd4c9419'],46,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:36:46.228,Pass,
,,,,,,,,,,,,,,,,,0.444505,,,,,,,,,,,,,adfa4b6a-a169-471c-99e0-3f1af6fd3a75,3353,,,"[17.0, 51.5]",3825682,81,,,,,-0.45066133,,Right Foot,,,,"[23.2, 48.5]",,Ground Pass,,6.88767,,,,,Rubén Salvador Pérez Del Mármol,6599.0,,,,,Recovery,2,Regular Play,Dimitri Foulquier,4546.0,Right Back,165,Granada,1049,['63746663-9303-4b49-b9e1-030dca09e526'],50,,,,,,,,,,,,,,,,,Granada,1049,00:36:50.928,Pass,
,,,,,,,,,,,,,,,,,0.954803,,,,,,,,,,,,,2292ed21-c6ca-42d7-a659-02ae0986e97d,3357,,,"[22.3, 48.9]",3825682,81,,,,,1.2255514,,Right Foot,,,,"[26.4, 60.3]",,Ground Pass,,12.114867,,,,,Robert Ibáñez Castro,18721.0,,,,,,2,Regular Play,Rubén Salvador Pérez Del Mármol,6599.0,Left Center Midfield,165,Granada,1049,"['08883fff-5ec8-4a73-a709-04b45ee60f11', '22558b55-c11e-4a71-96c3-1d719f8f92d1']",51,,,,,,,,,,,,,,,,,Granada,1049,00:36:51.702,Pass,True
,,,,,,,,,,,,,,,,,1.905785,,,,,,,,,,,,,18b08a90-38e3-47ec-af6d-c0ed158894a9,3360,,,"[40.1, 47.8]",3825682,81,,,,,-1.4697334,,Left Foot,,,,"[43.7, 12.3]",,Ground Pass,,35.682068,,,,,Cristiano Biraghi,7158.0,,,,,,2,Regular Play,Robert Ibáñez Castro,18721.0,Right Wing,165,Granada,1049,['0fb09c88-28f2-45e4-9914-1b6b815997ab'],55,,,,,,,,,,,,,,,,,Granada,1049,00:36:55.493,Pass,
,,,,,,,,,,,,,,,,,1.276668,,,,,,,,,,,,,a9485315-1913-44e4-82ef-a623b07e5f65,3363,,,"[78.8, 10.6]",3825682,82,,,,,-0.20583418,,Left Foot,,,,"[97.0, 6.8]",,Ground Pass,,18.592472,,,,,Nicolás Federico López Alonso,25126.0,,,,,,2,Regular Play,Cristiano Biraghi,7158.0,Left Back,165,Granada,1049,['4fb92a0e-579e-495b-8381-f1b8434d52d0'],2,,,,,,,,,,,,,,,,,Granada,1049,00:37:02.225,Pass,
,,,,,,,,,,,,,,,,,1.210063,,,,,,,,,,,,,d0baa11d-a00f-4f3d-84fb-504e95c79000,3370,,,"[16.3, 78.7]",3825682,82,,,,,-0.27434084,,Right Foot,,,,"[33.0, 74.0]",,Ground Pass,,17.348776,,,,,Óliver Torres Muñoz,12021.0,,,,,,2,Regular Play,Juan Francisco Torres Belén,6375.0,Right Back,166,Atlético Madrid,212,['971ef5da-6281-453a-aba1-b805d14daf3f'],7,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:37:07.592,Pass,
,,,,,,,,,,,,,,,,,1.043082,,,,,,,,,,,,,637179fe-c1fc-4ba1-8fbc-5487c178a0f2,3373,,,"[45.8, 67.1]",3825682,82,,,,,-1.4894944,,Right Foot,,,,"[46.9, 53.6]",,Ground Pass,,13.544741,,,,,Jorge Resurrección Merodio,5199.0,,,,,,2,Regular Play,Óliver Torres Muñoz,12021.0,Center Defensive Midfield,166,Atlético Madrid,212,['7aa51fea-a65f-4261-9613-6c9891768ae0'],11,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:37:11.504,Pass,
,,,,,,,,,,,,,,,,,0.842063,,,,,,,,,,,,,57d79274-2171-418c-be4c-68855ed388c2,3376,,,"[56.7, 48.1]",3825682,82,,,,,1.2924967,,Right Foot,,,,"[62.5, 68.4]",,Ground Pass,,21.112318,,,,,Óliver Torres Muñoz,12021.0,,,,,,2,Regular Play,Jorge Resurrección Merodio,5199.0,Left Center Midfield,166,Atlético Madrid,212,['dcced35a-9241-4189-9ff1-b36933f0f30e'],15,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:37:15.070,Pass,
,,,,,,,,,,,,,,,,,0.61591,,,,,,,,,,,,,a9b921af-23be-4cbd-84ce-151598907dad,3379,,,"[66.4, 64.1]",3825682,82,,,,,-0.92374915,,Right Foot,,,,"[73.2, 55.1]",,Ground Pass,,11.280071,,,,,Fernando José Torres Sanz,6382.0,,,,,,2,Regular Play,Óliver Torres Muñoz,12021.0,Center Defensive Midfield,166,Atlético Madrid,212,['9fa866c7-57de-41c1-a147-e63eb2b19652'],18,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:37:18.291,Pass,
,,,,,,,,,,,,,,,,,0.33727,,,,,,,,,,,,,f1c7d250-839a-4b87-b939-a340fbc2035b,3383,,,"[69.1, 62.0]",3825682,82,,,,,-2.714965,,Right Foot,,,,"[62.5, 59.0]",,Ground Pass,,7.2498274,,,,,Jorge Resurrección Merodio,5199.0,,,,,,2,Regular Play,Fernando José Torres Sanz,6382.0,Center Forward,166,Atlético Madrid,212,['5ce50e98-233e-46d7-bc59-48be5912e375'],20,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:37:20.790,Pass,
