50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f91a896a-c437-401b-8671-ea195cda80f8,1,,,3825705,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eibar,322,,0,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 10763, 'name': 'Asier Riesgo Unamuno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 7}, {'player': {'id': 6837, 'name': 'Mauro Javier Dos Santos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 6778, 'name': 'Iván Ramis Barrios'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 24508, 'name': 'Manuel Castellano Castro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 16}, {'player': {'id': 6712, 'name': 'Gonzalo Escalante'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6775, 'name': 'Daniel García Carrillo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6742, 'name': 'Sergio Gontán Gallardo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 7170, 'name': 'Simone Verdi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 2}, {'player': {'id': 24070, 'name': 'Saúl Berjón Pérez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 21}, {'player': {'id': 6566, 'name': 'Borja González Tomás'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Eibar,322,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,1aebcbbc-81fa-4849-bcd6-d8cdd97fba86,2,,,3825705,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eibar,322,,0,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6610, 'name': 'Iván Cuéllar Sacristán'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 26633, 'name': 'Alberto Lora Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 24318, 'name': 'Alberto Guitián Ceballos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 8818, 'name': 'Jorge Meré Pérez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 28}, {'player': {'id': 23994, 'name': 'Alejandro Menéndez Díez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 18398, 'name': 'Omar Mascarell González'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 27526, 'name': 'Rachid Aït-Atmane'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 6926, 'name': 'Alen Halilović'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 40822, 'name': ""Daniel Arnaud N''Di\t""}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 33}, {'player': {'id': 6581, 'name': 'Jonathan Rodríguez Menéndez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 6880, 'name': 'Arnaldo Antonio Sanabria Ayala'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Sporting Gijón,1041,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,8dab5304-f8e4-454b-8fc2-fcbac0d363a5,3,,,3825705,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eibar,322,['2269901b-7fe9-4cb8-9f62-5421cf8a458b'],0,,,,,,,,,,,,,,,Eibar,322,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2269901b-7fe9-4cb8-9f62-5421cf8a458b,4,,,3825705,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eibar,322,['8dab5304-f8e4-454b-8fc2-fcbac0d363a5'],0,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ec25b120-5e95-47a1-8e77-5557defb3ced,1390,,,3825705,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,110,Eibar,322,['f80943ea-e5c0-40df-aa6f-4c7b02081ef8'],0,,,,,,,,,,,,,,,Eibar,322,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f80943ea-e5c0-40df-aa6f-4c7b02081ef8,1391,,,3825705,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,110,Eibar,322,['ec25b120-5e95-47a1-8e77-5557defb3ced'],0,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,1.104695,,,,,,,,,,,,,,0cd5e044-8021-4c4d-9405-55b9fbead54a,5,,"[60.0, 40.0]",3825705,0,,,,,3.0426798,,Left Foot,,,"[46.9, 41.3]",,Ground Pass,,13.164346,,,,,Omar Mascarell González,18398.0,,,,,,Kick Off,1,From Kick Off,Arnaldo Antonio Sanabria Ayala,6880.0,Center Forward,2,Sporting Gijón,1041,['2943ee08-c012-4223-aac8-bfff4061a16d'],0,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:00.732,Pass,
,,,,,,,,,,,,,,,,,,2.690408,,,,,,,,,,,,,,92e3f0d7-dc1b-4a71-8375-49084c7ed87b,8,,"[46.0, 42.3]",3825705,0,,,,,-0.9106235,,Right Foot,,,"[76.9, 2.5]",,High Pass,,50.387,,,,,Jonathan Rodríguez Menéndez,6581.0,,,,,,,1,From Kick Off,Omar Mascarell González,18398.0,Right Defensive Midfield,2,Sporting Gijón,1041,['8eeda02e-3989-4746-8247-455543ed485c'],1,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:01.951,Pass,
,,,,,,,,,,,,,,,,,,0.716491,,,,,,,,,,,,,,a5cf39ed-fae0-4738-adb4-060fad75fa44,10,,"[77.1, 2.5]",3825705,0,,,,,0.32175055,,Head,,,"[86.4, 5.6]",,Low Pass,,9.803061,,,,,Daniel Arnaud N''Di	,40822.0,,,,,,,1,From Kick Off,Jonathan Rodríguez Menéndez,6581.0,Left Wing,2,Sporting Gijón,1041,['6c880726-be8a-483f-977d-5a903e1fa3a5'],4,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:04.681,Pass,
,,,,,,,,,,,,,,,,,,2.957858,,,,,,,,,,,,,,8c4e9bcc-4088-462e-8f60-6dace128e614,14,,"[25.1, 72.4]",3825705,0,,,,,-0.06101741,,Right Foot,,,"[56.2, 70.5]",,High Pass,,31.157984,,,Incomplete,,Simone Verdi,7170.0,,,,,,Recovery,1,From Kick Off,Mauro Javier Dos Santos,6837.0,Right Center Back,2,Sporting Gijón,1041,"['1275c55e-fea4-483b-ad8e-ea1b66e98f34', '68d3e8e5-9ab6-4b5f-8cba-82f2f1b4ec94']",6,,,,,,,,,,,,,,,Eibar,322,00:00:06.781,Pass,
