50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.842494,,,,,,,,,,,,0ecae667-25d8-4954-9354-15c746a22ec4,16,,"[46.5, 12.4]",3825564,0,,,,,1.9847953,,Right Foot,,,"[40.7, 25.6]",Ground Pass,,14.418044,,,,Pedro Mosquera Parada,6733.0,,,,,,1,Regular Play,Rubén Gracia Calmache,25921.0,Left Wing,3,RC Deportivo La Coruña,219,"['67381656-f43f-4926-b9f4-24b400b252e3', '913c8912-01f5-4e36-8d7b-3122283fe924']",7,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:07.761,Pass,True
,,,,,,,,,,,,,,,,1.103524,,,,,,,,,,,,43f03778-93b8-4ad4-bcc6-877f9b8d145a,19,,"[40.5, 24.3]",3825564,0,,,,,-0.6959366,,Left Foot,,,"[56.9, 10.6]",Ground Pass,,21.369371,,,,Fayçal Fajr,5724.0,,,,,,1,Regular Play,Pedro Mosquera Parada,6733.0,Right Defensive Midfield,3,RC Deportivo La Coruña,219,['587c8c9a-6fa4-4cf6-a5e2-db52c66a1ef8'],9,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:09.309,Pass,
,,,,,,,,,,,,,,,,0.635021,,,,,,,,,,,,65c5e54c-dfbf-44c9-b602-a6c8018b55dc,29,,"[64.2, 16.0]",3825564,0,,,,,2.6642473,,Left Foot,,,"[58.4, 19.0]",Ground Pass,,6.529931,,,,Pedro Mosquera Parada,6733.0,,,,,Free Kick,1,From Free Kick,Fernando Navarro i Corbacho,6913.0,Left Back,4,RC Deportivo La Coruña,219,['1bcccd81-da99-42d1-840c-8a3bc70536ff'],22,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:22.317,Pass,
,,,,,,,,,,,,,,,,1.178626,,,,,,,,,,,,4afd951a-2456-422c-a19d-d88bc3a73569,32,,"[57.4, 21.1]",3825564,0,,,,,2.639379,,Left Foot,,,"[45.2, 27.8]",Ground Pass,,13.918693,,,,Sidnei Rechel da Silva Júnior,6777.0,,,,,,1,From Free Kick,Pedro Mosquera Parada,6733.0,Right Defensive Midfield,4,RC Deportivo La Coruña,219,['5c62b904-85a8-4c17-9e87-dbfac4207867'],23,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:23.542,Pass,
,,,,,,,,,,,,,,,,2.225299,,,,,,,,,,,,5d2574e3-9bfd-4549-879b-ae6367e5abae,35,,"[45.6, 33.1]",3825564,0,,,,,1.7344291,,Right Foot,,,"[40.3, 65.2]",Ground Pass,,32.534595,,,,Alberto Lopo García,26107.0,,,,,,1,From Free Kick,Sidnei Rechel da Silva Júnior,6777.0,Left Center Back,4,RC Deportivo La Coruña,219,['fc1dd62a-e074-43b3-91df-6bc0fe2b61c2'],25,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:25.751,Pass,
,,,,,,,,,,,,,,,,2.572296,,,,,,,,,,,,5901e19e-a8fa-43bd-9355-35f879a423d9,38,,"[40.7, 68.0]",3825564,0,,,,,-1.56655,,Right Foot,,,"[40.9, 20.9]",Ground Pass,,47.100426,,,,Sidnei Rechel da Silva Júnior,6777.0,,True,,,,1,From Free Kick,Alberto Lopo García,26107.0,Right Center Back,4,RC Deportivo La Coruña,219,['e8270beb-9f2a-48c6-82cc-1436512f25bd'],28,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:28.870,Pass,
,,,,,,,,,,,,,,,,1.843133,,,,,,,,,,,,520b6292-211e-4683-838d-ab23a512855f,41,,"[41.1, 28.4]",3825564,0,,,,,1.541933,,Right Foot,,,"[42.2, 66.5]",Ground Pass,,38.115875,,,,Alberto Lopo García,26107.0,,,,,,1,From Free Kick,Sidnei Rechel da Silva Júnior,6777.0,Left Center Back,4,RC Deportivo La Coruña,219,['640f03c6-48ff-4cdb-891a-1b03b723f5a7'],34,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:34.901,Pass,
,,,,,,,,,,,,,,,,4.113239,,,,,,,,,,,,afb7462f-7615-4aad-9f8e-1816662c1653,44,,"[45.2, 72.0]",3825564,0,,,,,0.011058001,,Right Foot,,,"[108.5, 72.7]",High Pass,,63.30387,,Incomplete,,Lucas Pérez Martínez,6732.0,,,,,,1,From Free Kick,Alberto Lopo García,26107.0,Right Center Back,4,RC Deportivo La Coruña,219,"['45ba08bd-d7f3-4d16-a278-603b6a8ce1f7', 'd073fba0-b549-4c6f-bbe6-63759b45cc1e']",38,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:38.917,Pass,
,,,,,,,,,,,,,,,,2.921718,,,,,,,,,,,,d073fba0-b549-4c6f-bbe6-63759b45cc1e,46,,"[11.6, 7.4]",3825564,0,,True,,,-0.20280676,,Left Foot,,,"[47.1, 0.1]",High Pass,,36.242794,,Out,,,,,,,,Recovery,1,From Free Kick,Íñigo Martínez Berridi,6665.0,Left Center Back,4,RC Deportivo La Coruña,219,['afb7462f-7615-4aad-9f8e-1816662c1653'],43,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:43.031,Pass,
,,,,,,,,,,,,,,,,1.554495,,,,,,,,,,,,64b0b055-9dfd-4d6c-8e68-974d27c02518,47,,"[71.1, 80.0]",3825564,0,,True,,,-0.50569403,,,,,"[83.2, 73.3]",Low Pass,,13.831124,,,,Celso Borges Mora,5582.0,,,,,Throw-in,1,From Throw In,Laureano Sanabria Ruiz,23800.0,Right Back,5,RC Deportivo La Coruña,219,['199f3ab8-8b41-4223-b13f-ddafdee9a2bb'],47,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:47.889,Pass,
,,,,,,,,,,,,,,,,3.452162,,,,,,,,,,,,67429f41-8d18-4de9-9302-32a115612013,49,,"[84.7, 69.9]",3825564,0,,,,,-2.6671927,,Right Foot,,,"[51.4, 52.8]",Ground Pass,,37.43394,,,,Sidnei Rechel da Silva Júnior,6777.0,,,,,,1,From Throw In,Celso Borges Mora,5582.0,Left Defensive Midfield,5,RC Deportivo La Coruña,219,['8883464f-f66c-463a-95f3-6b3139c13fd3'],54,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:54.319,Pass,
,,,,,,,,,,,,,,,,1.02451,,,,,,,,,,,,3ebee80b-e50d-48fd-b94e-6dad418c6a2f,53,,"[52.9, 54.9]",3825564,1,,,,,-0.030179514,,Right Foot,,,"[79.4, 54.1]",High Pass,,26.512074,,,,Lucas Pérez Martínez,6732.0,,,,,,1,From Throw In,Sidnei Rechel da Silva Júnior,6777.0,Left Center Back,5,RC Deportivo La Coruña,219,['fa2c24f3-301c-4ae5-acda-6e2301d19675'],0,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:00.565,Pass,
,,,,,,,,,,,,,,,,1.322653,,,,,,,,,,,,0205805c-c249-46fa-b64f-333c84d59789,59,,"[43.9, 14.1]",3825564,1,,,,,2.5407908,,Left Foot,,,"[29.6, 23.9]",Ground Pass,,17.3358,,,,Íñigo Martínez Berridi,6665.0,,,,,,1,Regular Play,Armindo Tué Na Bangna,8522.0,Left Midfield,6,Real Sociedad,210,['94b51019-79b1-4473-a5eb-caf4b31e9fc2'],3,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:03.331,Pass,
,,,,,,,,,,,,,,,,1.265857,,,,,,,,,,,,e0ea74a2-e719-4f82-b838-547850ec8722,61,,"[29.2, 23.9]",3825564,1,,,,,-1.5885459,,Left Foot,,,"[28.9, 7.0]",Ground Pass,,16.902662,,,,Alberto De La Bella Madureño,6674.0,,,,,,1,Regular Play,Íñigo Martínez Berridi,6665.0,Left Center Back,6,Real Sociedad,210,['675ad626-6a40-4fd5-a68c-f0ec981eab79'],4,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:04.654,Pass,
,,,,,,,,,,,,,,,,2.2641,,,,,,,,,,,,ee830529-f774-4df4-a01c-8ea1f99fe7cb,65,,"[30.4, 3.1]",3825564,1,,,,,0.10214328,,Left Foot,,,"[70.4, 7.2]",High Pass,,40.209576,,Incomplete,,Jonathas Cristian de Jesus,8584.0,,,,,,1,Regular Play,Alberto De La Bella Madureño,6674.0,Left Back,6,Real Sociedad,210,"['000840e9-4677-48ac-8c6b-079f7a7eccea', '1ae56d54-e30f-4d34-9295-d86ee1f31d07', '3d88cfc2-91db-4dd3-8337-48a29c3843dd']",7,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:07.059,Pass,True
,,,,,,,,,,,,,,,,1.777046,,,,,,,,,,,,000840e9-4677-48ac-8c6b-079f7a7eccea,67,,"[49.7, 72.9]",3825564,1,,,,,-0.29706421,,Head,,,"[59.5, 69.9]",High Pass,,10.248902,,,,Celso Borges Mora,5582.0,,,,,Recovery,1,Regular Play,Alberto Lopo García,26107.0,Right Center Back,7,RC Deportivo La Coruña,219,"['11e59e97-f4e4-431f-a505-99d47ac78478', 'ee830529-f774-4df4-a01c-8ea1f99fe7cb']",9,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:09.323,Pass,
,,,,,,,,,,,,,,,,1.034833,,,,,,,,,,,,a45fc305-884e-4071-b6c0-c1a56f1c15be,70,,"[59.5, 70.5]",3825564,1,,,,,2.158799,,Right Foot,,,"[55.9, 75.9]",High Pass,,6.489992,,,,Laureano Sanabria Ruiz,23800.0,,,,,,1,Regular Play,Celso Borges Mora,5582.0,Left Defensive Midfield,7,RC Deportivo La Coruña,219,['5ded85c4-6886-43ce-85a7-009265a91aed'],11,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:11.618,Pass,
,,,,,,,,,,,,,,,,3.892185,,,,,,,,,,,,e26052cc-ad67-4aa0-8343-089919df93e0,73,,"[55.4, 75.9]",3825564,1,,,,,0.20723777,,Right Foot,,,"[74.9, 80.0]",High Pass,,19.926365,,Out,,Lucas Pérez Martínez,6732.0,,,,,,1,Regular Play,Laureano Sanabria Ruiz,23800.0,Right Back,7,RC Deportivo La Coruña,219,['7dfe189d-4eff-4fca-9e0a-fe2cd937d2ea'],12,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:12.693,Pass,
,,,,,,,,,,,,,,,,1.664843,,,,,,,,,,,,d3695bcc-4c21-41bc-b53e-38dc49c77ced,75,,"[42.0, 0.1]",3825564,1,,,,,2.9261224,,,,,"[15.5, 5.9]",Low Pass,,27.127293,,,,Íñigo Martínez Berridi,6665.0,,,,,Throw-in,1,From Throw In,Alberto De La Bella Madureño,6674.0,Left Back,8,Real Sociedad,210,['af9bfead-1c66-4a46-992b-078545ce2e5a'],23,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:23.720,Pass,
,,,,,,,,,,,,,,,,1.180322,,,,,,,,,,,,69096cd6-5cbb-483d-b24c-ae9c4ce8fb8e,78,,"[17.0, 4.9]",3825564,1,,,,,-0.07448879,,Left Foot,,,"[37.1, 3.4]",Ground Pass,,20.155893,,,,Alberto De La Bella Madureño,6674.0,,,,,,1,From Throw In,Íñigo Martínez Berridi,6665.0,Left Center Back,8,Real Sociedad,210,['1ec80644-f0e9-4834-aa14-6435d5cf18f7'],27,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:27.509,Pass,
,,,,,,,,,,,,,,,,2.765736,,,,,,,,,,,,ba5c7301-00f0-4ee8-9ee5-bbc2b23ab813,81,,"[37.9, 3.8]",3825564,1,,,,,2.4571393,,Left Foot,,,"[8.0, 28.2]",Ground Pass,,38.592358,,,,Gerónimo Rulli,6694.0,,,,,,1,From Throw In,Alberto De La Bella Madureño,6674.0,Left Back,8,Real Sociedad,210,['93689e22-1d29-4ed6-917b-8db85ba58547'],29,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:29.651,Pass,
,,,,,,,,,,,,,,,,2.507887,,,,,,,,,,,,97c1320a-b292-4fac-9ddb-a06d605fe326,84,,"[15.9, 36.3]",3825564,1,,,,,0.99247086,,Left Foot,,,"[30.0, 57.9]",Ground Pass,,25.794767,,,,Diego Antonio Reyes Rosales,16539.0,,,,,,1,From Throw In,Gerónimo Rulli,6694.0,Goalkeeper,8,Real Sociedad,210,['367fab16-4263-4a5f-8a3f-ed8bf6c11d24'],39,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:39.843,Pass,
,,,,,,,,,,,,,,,,2.200746,,,,,,,,,,,,16af8237-0ab1-40fc-8eec-59535b4c10d6,86,,"[30.9, 59.2]",3825564,1,,,,,-2.5604486,,Right Foot,,,"[14.0, 48.1]",Ground Pass,,20.219297,,,,Gerónimo Rulli,6694.0,,,,,,1,From Throw In,Diego Antonio Reyes Rosales,16539.0,Right Center Back,8,Real Sociedad,210,['120bf959-7992-4a1a-b070-3ba04cf352cf'],42,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:42.351,Pass,
,,,,,,,,,,,,,,,,3.829167,,,,,,,,,,,,4a84663d-ac96-4461-86d0-bf84dd987727,89,,"[15.9, 47.2]",3825564,1,,,,,0.3152147,,Right Foot,,,"[71.1, 65.2]",High Pass,,58.060658,,Incomplete,,Xabier Prieto Argarate,6690.0,,,,,,1,From Throw In,Gerónimo Rulli,6694.0,Goalkeeper,8,Real Sociedad,210,"['79086db2-af2d-4dbe-abbe-c9bb267424e0', '8a351ce8-83b0-48b8-b45b-967be06d15d2', 'b23207b9-de0f-4f0f-8761-61ca575844b7']",44,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:44.552,Pass,True
,,,,,,,,,,,,,,,,1.235611,,,,,,,,,,,,8a351ce8-83b0-48b8-b45b-967be06d15d2,91,,"[49.0, 14.9]",3825564,1,,,,,0.21336864,,Head,,,"[67.0, 18.8]",Low Pass,,18.417654,,,,Fayçal Fajr,5724.0,,,,,Recovery,1,Regular Play,Fernando Navarro i Corbacho,6913.0,Left Back,9,RC Deportivo La Coruña,219,"['4a84663d-ac96-4461-86d0-bf84dd987727', '8e1138a9-9483-4897-9ed9-d63635de6722']",48,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:48.381,Pass,
,,,,,,,,,,,,,,,,1.715439,,,,,,,,,,,,3eb2c652-ef1c-4fe7-8e30-28b9b8661e76,94,,"[66.8, 19.2]",3825564,1,,,,,2.2688596,,Right Foot,,,"[56.9, 31.0]",Low Pass,,15.402922,,,,Celso Borges Mora,5582.0,,,,,,1,Regular Play,Fayçal Fajr,5724.0,Center Attacking Midfield,9,RC Deportivo La Coruña,219,['3891ed14-7740-4b2f-a218-62840680b42d'],50,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:50.138,Pass,
,,,,,,,,,,,,,,,,0.993981,,,,,,,,,,,,ab4194ea-113a-453e-8a42-dee7fba2c1ca,98,,"[58.0, 35.0]",3825564,1,,,,,0.82502496,,Right Foot,,,"[68.9, 46.8]",Ground Pass,,16.063934,,,,Juan Francisco Moreno Fuertes,6738.0,,,,,,1,Regular Play,Celso Borges Mora,5582.0,Left Defensive Midfield,9,RC Deportivo La Coruña,219,"['61ec9d7d-5057-4da6-b0a6-f282d661de26', 'c025d5d8-8132-4e6a-a29f-0f66b35cf1b7']",53,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:53.002,Pass,True
,,,,,,,,,,,,,,,,2.669752,,,,,,,,,,,,ff6930eb-e0b2-4aa3-af30-a68f712f1b6c,101,,"[70.8, 49.6]",3825564,1,,,,,1.103005,,Right Foot,,,"[85.4, 78.5]",Low Pass,,32.378544,,,,Laureano Sanabria Ruiz,23800.0,,,,,,1,Regular Play,Juan Francisco Moreno Fuertes,6738.0,Right Wing,9,RC Deportivo La Coruña,219,['b326f5df-c3b4-4265-b849-4aa2cc0bd827'],54,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:54.860,Pass,
,,,,,,,,,,,,,,,,1.02825,,,,,,,,,,,,a2d483f3-e8c1-482b-86ba-1e8b8fc40709,104,,"[110.0, 73.5]",3825564,2,,,,,3.0041666,,Right Foot,,,"[100.6, 74.8]",Ground Pass,,9.489468,,,,Juan Francisco Moreno Fuertes,6738.0,,,,,,1,Regular Play,Laureano Sanabria Ruiz,23800.0,Right Back,9,RC Deportivo La Coruña,219,['6f3a5c24-1303-48ff-aeed-be480748498c'],1,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:02:01.651,Pass,
,,,,,,,,,,,,,,,,1.154243,,,,,,,,,,,,7379fb35-3fb5-4322-ad61-ac3ff6c13004,107,,"[102.7, 73.1]",3825564,2,,,,,-1.3241496,,Right Foot,True,,"[109.8, 44.9]",High Pass,,29.080061,,Incomplete,,Lucas Pérez Martínez,6732.0,,,,,,1,Regular Play,Juan Francisco Moreno Fuertes,6738.0,Right Wing,9,RC Deportivo La Coruña,219,"['97853cc6-8d79-4810-9add-11c8d1e27f34', 'e40e32e4-67ab-4d09-ba84-88298515fbd7']",2,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:02:02.760,Pass,
,,,,,,,,,,,,,,,,2.839041,,,,,,,,,,,,06ca3cf5-bf08-47ff-aed1-f1184ce5000a,112,,"[12.9, 19.0]",3825564,2,,,,,0.28780133,,Right Foot,,,"[53.1, 30.9]",High Pass,,41.924335,,Incomplete,,Jonathas Cristian de Jesus,8584.0,,,,,,1,Regular Play,Alberto De La Bella Madureño,6674.0,Left Back,9,RC Deportivo La Coruña,219,"['200a8103-b8b9-4403-beeb-e483bc1221d8', '3530b28c-9446-4f08-a3ec-1f74ae819428']",5,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:05.930,Pass,
