50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,3.36415,,,,,,,,,,,,,0fd9de5a-f51f-4f67-b764-1752ab379403,1191,,"[15.1, 23.4]",3825831,31,,,,-0.20340893,,Left Foot,,,"[69.4, 12.2]",,High Pass,,55.443035,,,Unknown,,,,,,,,,1,From Goal Kick,Federico Julián Fazio,6349.0,Left Center Back,71,Sevilla,213,['7b7fbfd6-fee3-46a4-ada8-019ddd948dbd'],24,,,,,,,,,,,,,,,,,,Sevilla,213,00:31:24.285,Pass,True
,,,,,,,,,,,,,,,,,3.244367,,,,,,,,,,,,,d9c02570-e507-426d-8a75-b0ea6680a605,1194,,"[69.1, 12.1]",3825831,32,,,,0.74571675,52aa01d1-1d7b-4688-9f84-210cfea309cf,Right Foot,,,"[111.0, 50.8]",,High Pass,,57.03771,,,,,Jorge Andújar Moreno,6672.0,True,,,,Free Kick,1,From Free Kick,Éver Maximiliano David Banega,5504.0,Center Attacking Midfield,72,Sevilla,213,['452ab09a-2ec5-4b92-9885-cf36ff0980d7'],13,,,,,,,,,,,,,,,,,,Sevilla,213,00:32:13.362,Pass,
,,,,,,,,,,,,,,,,,2.054037,,,,,,,,,,,,,e1a9a13c-1d52-49dd-ba4e-69a97aebc099,1200,,"[47.0, 40.1]",3825831,32,,,,0.4619294,,Head,,,"[70.3, 51.7]",,High Pass,,26.02787,,,,,Grzegorz Krychowiak,3637.0,,,,,Interception,1,From Free Kick,Sebastián Carlos Cristóforo Pepe,7154.0,Left Defensive Midfield,72,Sevilla,213,['7fe361aa-4b2d-4cbc-b0f7-80d6c46e1ebc'],22,,,,,,,,,,,,,,,,,,Sevilla,213,00:32:22.595,Pass,
,,,,,,,,,,,,,,,,,1.28,,,,,,,,,,,,,57e514fd-a757-47cf-8aa0-5429a863899f,1202,,"[69.8, 52.1]",3825831,32,,,,2.3769383,,Head,,,"[57.5, 63.9]",,Low Pass,,17.04494,,,,,Jorge Andújar Moreno,6672.0,,,,,,1,From Free Kick,Grzegorz Krychowiak,3637.0,Right Defensive Midfield,72,Sevilla,213,['1cafaf69-a600-41e9-9ef6-61e7dfe5f472'],24,,,,,,,,,,,,,,,,,,Sevilla,213,00:32:24.889,Pass,
,,,,,,,,,,,,,,,,,2.07354,,,,,,,,,,,,,0bf76f66-bba4-44d7-bcb4-573313e2089d,1206,,"[58.7, 63.9]",3825831,32,,,,0.12800907,,Right Foot,,,"[89.0, 67.8]",,Low Pass,,30.54996,,,Injury Clearance,,,,,,,,,1,From Free Kick,Jorge Andújar Moreno,6672.0,Right Back,72,Sevilla,213,,26,,,,,,,,,,,,,,,,,,Sevilla,213,00:32:26.490,Pass,
,,,,,,,,,,,,,,,,,2.740355,,,,,,,,,,,,,ad838aee-9b4e-42cc-ba7e-59980cca9965,1213,,"[54.4, 23.7]",3825831,33,,,,0.11935265,,Right Foot,,,"[106.1, 29.9]",,Low Pass,,52.070435,,,Injury Clearance,,,,,,,,,1,Other,André Filipe Tavares Gomes,10802.0,Left Center Midfield,74,Sevilla,213,,21,,,,,,,,,,,,,,,,,,Valencia,207,00:33:21.449,Pass,
,,,,,,,,,,,,,,,,,5.324663,,,,,,,,,,,,,d825ef4c-c700-421c-8269-2b1f1ad1cad4,1216,,"[14.4, 51.2]",3825831,33,,,,-0.3191282,,Drop Kick,,,"[83.1, 28.5]",,High Pass,,72.353165,,,,,Fernando Llorente Torres,3486.0,,,,,,1,Other,Sergio Rico González,6823.0,Goalkeeper,74,Sevilla,213,['073285ac-cdbb-4381-a0a1-5c5b74469a4d'],32,,,,,,,,,,,,,,,,,,Sevilla,213,00:33:32.714,Pass,
,,,,,,,,,,,,,,,,,1.271621,,,,,,,,,,,,,d17bf193-724a-4b79-a54d-3d90ca4fddbd,1220,,"[83.1, 28.5]",3825831,33,,,True,-0.13613896,,,,,"[90.4, 27.5]",,High Pass,,7.368175,,,Incomplete,,Éver Maximiliano David Banega,5504.0,,,,,,1,Other,Fernando Llorente Torres,3486.0,Center Forward,74,Sevilla,213,"['3c90fe32-2a79-42e7-b6cc-25d0562f7365', 'b03f30fa-bb36-4414-a2e5-da871abae46f', 'c430c9b6-1a07-4d88-97b4-6ebbb7218b4f']",38,,,,,,,,,,,,,,,,,,Sevilla,213,00:33:38.199,Pass,True
,,,,,,,,,,,,,,,,,2.047212,,,,,,,,,,,,,b03f30fa-bb36-4414-a2e5-da871abae46f,1222,,"[29.7, 52.6]",3825831,33,,,,0.7512651,,Right Foot,,,"[40.3, 62.5]",,High Pass,,14.504137,,,,,Daniel Parejo Muñoz,6595.0,,,,,Recovery,1,Regular Play,Antonio Barragán Fernández,6663.0,Right Back,75,Valencia,207,"['d17bf193-724a-4b79-a54d-3d90ca4fddbd', 'dd186887-1ae3-412f-89fa-283346e3782f']",39,,,,,,,,,,,,,,,,,,Valencia,207,00:33:39.471,Pass,
,,,,,,,,,,,,,,,,,1.280591,,,,,,,,,,,,,91925b8d-3d06-4050-8370-7f9dcb70bb7f,1225,,"[43.4, 72.5]",3825831,33,,,,-0.19092315,,Right Foot,,,"[55.3, 70.2]",,Ground Pass,,12.120231,,,,,Rodrigo Moreno Machado,5718.0,,,,,,1,Regular Play,Daniel Parejo Muñoz,6595.0,Right Center Midfield,75,Valencia,207,['8e5283bf-ca2d-44db-bff9-1197d52a712a'],42,,,,,,,,,,,,,,,,,,Valencia,207,00:33:42.095,Pass,
,,,,,,,,,,,,,,,,,1.688906,,,,,,,,,,,,,87eda00e-a8f7-43cf-99e6-ab9805e016be,1229,,"[56.0, 70.2]",3825831,33,,,,-0.7428706,,Left Foot,,,"[65.8, 61.2]",,Ground Pass,,13.305638,,,Incomplete,,Daniel Parejo Muñoz,6595.0,,,,,,1,Regular Play,Rodrigo Moreno Machado,5718.0,Right Wing,75,Valencia,207,"['1864ccdb-7cd6-4871-961f-cdeb3a54a3b3', '6acfff28-da6a-433b-9a92-94cb0f589f7d', 'bed9db14-4e1a-4fb9-801b-9dbc7ead70cd']",44,,,,,,,,,,,,,,,,,,Valencia,207,00:33:44.230,Pass,True
,,,,,,,,,,,,,,,,,0.911008,,,,,,,,,,,,,52ce2418-0ce8-4218-b5b4-1a363a68dac6,1233,,"[58.3, 17.2]",3825831,33,,,,-0.79474366,,Right Foot,,,"[63.6, 11.8]",,Ground Pass,,7.566373,,,,,Michael Krohn-Dehli,6356.0,,,,,,1,Regular Play,Federico Julián Fazio,6349.0,Left Center Back,76,Sevilla,213,['ddd1a3d1-cf98-47bf-8a5b-ac3b5bfab52c'],46,,,,,,,,,,,,,,,,,,Sevilla,213,00:33:46.762,Pass,
,,,,,,,,,,,,,,,,,1.132749,,,,,,,,,,,,,cc723be9-ac37-4750-9319-213598ec39ae,1237,,"[64.6, 17.9]",3825831,33,,,,0.6175022,,Right Foot,,,"[78.4, 27.7]",,Ground Pass,,16.92572,,,,,Juan Muñoz Muñoz,23802.0,,,,,,1,Regular Play,Michael Krohn-Dehli,6356.0,Left Wing,76,Sevilla,213,['c94927b8-1740-480f-8815-d6007a4f5de1'],48,,,,,,,,,,,,,,,,,,Sevilla,213,00:33:48.922,Pass,
,,,,,,,,,,,,,,,,,1.689807,,,,,,,,,,,,,2194979b-7307-4dc2-b39f-ae79e3e34f14,1244,,"[86.0, 22.4]",3825831,33,,,,-1.041454,,Right Foot,,,"[94.6, 7.7]",,Ground Pass,,17.030855,,,,,Santiago Mina Lorenzo,6594.0,,,,,,1,Regular Play,André Filipe Tavares Gomes,10802.0,Left Center Midfield,77,Valencia,207,['9581a478-aeab-4ad6-b9c4-2db0d15ae514'],56,,,,,,,,,,,,,,,,,,Valencia,207,00:33:56.501,Pass,
,,,,,,,,,,,,,,,,,0.616301,,,,,,,,,,,,,9eef2d11-03fd-466c-8a24-50f997922249,1247,,"[105.9, 19.1]",3825831,34,,,,2.7159703,,Right Foot,,,"[98.4, 22.5]",,Ground Pass,,8.234683,,,,,André Filipe Tavares Gomes,10802.0,,,,,,1,Regular Play,Santiago Mina Lorenzo,6594.0,Left Wing,77,Valencia,207,['34bf9009-2754-45cd-9d62-2e222dc18327'],0,,,,,,,,,,,,,,,,,,Valencia,207,00:34:00.490,Pass,
,,,,,,,,,,,,,,,,,0.730057,,,,,,,,,,,,,209e8a55-a61c-4e73-b024-cc199d35653f,1250,,"[101.8, 22.8]",3825831,34,,,,-0.6066051,,Left Foot,,,"[106.7, 19.4]",,Ground Pass,,5.964059,,,,,Santiago Mina Lorenzo,6594.0,,,,,,1,Regular Play,André Filipe Tavares Gomes,10802.0,Left Center Midfield,77,Valencia,207,['0e48dd34-c818-4470-a108-1413fff9dc09'],3,,,,,,,,,,,,,,,,,,Valencia,207,00:34:03.137,Pass,
,,,,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,aadd6611-3abe-4b27-9787-fa218fe501fd,1258,,"[12.9, 59.2]",3825831,34,,,,0.8801704,,Right Foot,,,"[24.8, 73.6]",,Ground Pass,,18.680738,,,,,Jorge Andújar Moreno,6672.0,,,,,,1,Regular Play,Sebastián Carlos Cristóforo Pepe,7154.0,Left Defensive Midfield,78,Sevilla,213,['d51350fa-7cb9-4a41-b387-65a7b722ce11'],8,,,,,,,,,,,,,,,,,,Sevilla,213,00:34:08.985,Pass,
,,,,,,,,,,,,,,,,,0.879999,,,,,,,,,,,,,2e02a741-8e1f-47dd-a8c8-1a1a5a2c7aa2,1261,,"[35.3, 74.0]",3825831,34,,,,-1.5093354,,Right Foot,,,"[35.7, 67.5]",,Ground Pass,,6.512296,,,,,Sebastián Carlos Cristóforo Pepe,7154.0,,,,,,1,Regular Play,Jorge Andújar Moreno,6672.0,Right Back,78,Sevilla,213,['bb30d393-be3c-4df4-984a-aafa1d3c8c5e'],11,,,,,,,,,,,,,,,,,,Sevilla,213,00:34:11.649,Pass,
,,,,,,,,,,,,,,,,,0.84,,,,,,,,,,,,,bd3cfabf-2b61-45fe-8e7b-34cfd510e6ee,1265,,"[45.7, 63.9]",3825831,34,,,,-0.9920283,,Right Foot,,,"[57.2, 46.3]",,Ground Pass,,21.024035,,,,,Éver Maximiliano David Banega,5504.0,,,,,,1,Regular Play,Sebastián Carlos Cristóforo Pepe,7154.0,Left Defensive Midfield,78,Sevilla,213,"['bfd83477-32f7-4439-abd0-5dc6c85301cb', 'fb6306b9-8602-43f7-b9a9-f5abbffa0ad9']",14,,,,,,,,,,,,,,,,,,Sevilla,213,00:34:14.289,Pass,True
,,,,,,,,,,,,,,,,,2.464152,,,,,,,,,,,,,e06398e1-b8ba-461b-8edc-4611f484e0bb,1268,,"[66.6, 41.9]",3825831,34,,,,-1.1402692,,Right Foot,,,"[79.0, 14.9]",,Ground Pass,,29.711277,,,,,Sergio Escudero Palomo,6718.0,,,,,,1,Regular Play,Éver Maximiliano David Banega,5504.0,Center Attacking Midfield,78,Sevilla,213,['f7c8032e-29e9-4fe2-9748-1acdc526a12e'],16,,,,,,,,,,,,,,,,,,Sevilla,213,00:34:16.975,Pass,
,,,,,,,,,,,,,,,,,0.691709,,,,,,,,,,,,,63be0548-7c3c-4184-8a69-bc43ec81aaf9,1271,,"[90.9, 18.0]",3825831,34,,,,0.9232738,,Left Foot,,,"[99.9, 29.9]",,Ground Pass,,14.92012,,,Incomplete,,Éver Maximiliano David Banega,5504.0,,,,,,1,Regular Play,Sergio Escudero Palomo,6718.0,Left Back,78,Sevilla,213,"['50dccc46-3607-4aa4-af2b-f0dd31acd8ca', 'a8d8dca8-5688-4c31-8a13-cd92e548d2ae']",21,,,,,,,,,,,,,,,,,,Sevilla,213,00:34:21.559,Pass,
,,,,,,,,,,,True,,,,,,2.024753,,,,,,,,,,,,,50dccc46-3607-4aa4-af2b-f0dd31acd8ca,1273,,"[20.2, 50.2]",3825831,34,,,,0.12169778,,Right Foot,,,"[34.1, 51.9]",,Ground Pass,,14.003571,,,,,Javier Fuego Martínez,6751.0,,,,,Interception,1,Regular Play,Shkodran Mustafi,3638.0,Right Center Back,79,Valencia,207,"['63be0548-7c3c-4184-8a69-bc43ec81aaf9', '6a4367f4-205e-4535-9230-9280fca4a179']",22,,,,,,,,,,,,,,,,,,Valencia,207,00:34:22.251,Pass,
,,,,,,,,,,,,,,,,,1.238061,,,,,,,,,,,,,da116fd9-97c7-41bc-b39d-670c46c40571,1276,,"[35.0, 49.9]",3825831,34,,,,-0.9383785,,Right Foot,,,"[44.6, 36.8]",,Ground Pass,,16.240997,,,,,Daniel Parejo Muñoz,6595.0,,,,,,1,Regular Play,Javier Fuego Martínez,6751.0,Center Defensive Midfield,79,Valencia,207,['fe980ccc-a35b-4560-878f-6d11aac3ee90'],24,,,,,,,,,,,,,,,,,,Valencia,207,00:34:24.636,Pass,
,,,,,,,,,,,,,,,,,2.18399,,,,,,,,,,,,,29beb99b-e00b-4238-be0c-915e476ec0b5,1279,,"[56.3, 36.8]",3825831,34,,,,-1.2550577,,Right Foot,,,"[66.1, 6.8]",,Ground Pass,,31.5601,,,,,Santiago Mina Lorenzo,6594.0,,,,,,1,Regular Play,Daniel Parejo Muñoz,6595.0,Right Center Midfield,79,Valencia,207,['6ff62481-0bff-4b72-b1f4-236c6c9de633'],27,,,,,,,,,,,,,,,,,,Valencia,207,00:34:27.811,Pass,
,,,,,,,,,,,,,,,,,0.969412,,,,,,,,,,,,,87d4081a-089c-42c4-a570-ca021010fb8f,1284,,"[97.5, 21.5]",3825831,34,,,,1.670465,,Right Foot,,,"[96.7, 29.5]",,Ground Pass,,8.039901,,,,,Francisco Alcácer García,6402.0,,,,,,1,Regular Play,Santiago Mina Lorenzo,6594.0,Left Wing,79,Valencia,207,"['47bf90ad-68ee-42fd-81d3-3dc7af429673', 'c15ca4db-53b4-4f63-a46c-a16caf163497', 'd56223f6-01f3-47fe-8d04-d0d82725206b']",34,,,,,,,,,,,,,,,,,,Valencia,207,00:34:34.949,Pass,True
,,,,,,,,,,,,,,,,,2.235614,,,,,,,,,,,,,3e5e3b1e-4bbd-4c98-b4fa-ae3a9d2cc859,1286,,"[99.2, 29.9]",3825831,34,,,,-0.4192324,,Left Foot,,,"[108.4, 25.8]",,Ground Pass,,10.072239,,,,,Santiago Mina Lorenzo,6594.0,,,,,,1,Regular Play,Francisco Alcácer García,6402.0,Center Forward,79,Valencia,207,['54dcbadc-ff2f-4ddb-9600-47f434e17f92'],35,,,,,,,,,,,,,,,,,,Valencia,207,00:34:35.918,Pass,
,,,,,,,,,,,,,,,,,4.317566,,,,,,,,,,,,,ac16d1ec-1ee8-4977-a62b-6b989da60a5e,1290,,"[110.1, 24.4]",3825831,34,,,,1.3892429,,Left Foot,,,"[117.7, 65.8]",,High Pass,,42.091805,,,Incomplete,,Rodrigo Moreno Machado,5718.0,,True,,,,1,Regular Play,Santiago Mina Lorenzo,6594.0,Left Wing,79,Valencia,207,"['89435fcd-8c7a-418b-8741-ee371da301ed', '8ea14db1-ab6b-4bb3-ba06-02ef36e974f5', 'e56990b6-ed88-4e89-a7fc-acb8f6212df6']",38,,,,,,,,,,,,,,,,,,Valencia,207,00:34:38.428,Pass,True
,,,,,,,,,,,,,,,,,1.679998,,,,,,,,,,,,,a455d9cf-7d38-4bcd-a8e4-21371e5fd96a,1295,,"[3.9, 13.0]",3825831,34,,,,1.5220544,,Right Foot,,,"[5.1, 37.6]",,Ground Pass,,24.629251,,,,,Sergio Rico González,6823.0,,,,,,1,Regular Play,Sergio Escudero Palomo,6718.0,Left Back,79,Valencia,207,"['3e646b73-10b3-4a42-be4d-019a9bf0ab54', '7b865400-d138-4a9d-b8ba-7b99756dff9d']",49,,,,,,,,,,,,,,,,,,Sevilla,213,00:34:49.364,Pass,True
,,,,,,,,,,,,,,,,,3.772693,,,,,,,,,,,,,169848dc-f9df-4b9e-8eb8-955f08657429,1298,,"[5.7, 36.2]",3825831,34,,,,-0.012280084,,Right Foot,,,"[62.7, 35.5]",,High Pass,,57.0043,,,Incomplete,,Fernando Llorente Torres,3486.0,,,,,,1,Regular Play,Sergio Rico González,6823.0,Goalkeeper,79,Valencia,207,"['b57709e4-18c3-414f-8e75-5d799991226e', 'ed40913a-74e2-4157-8107-e883609e72cd']",53,,,,,,,,,,,,,,,,,,Sevilla,213,00:34:53.223,Pass,
,,,,,,,,,,,,,,,,,1.559356,,,,,,,,,,,,,ed40913a-74e2-4157-8107-e883609e72cd,1301,,"[57.4, 44.6]",3825831,34,,,True,-0.6399361,,,,,"[66.4, 37.9]",,High Pass,,11.220071,,,,,André Filipe Tavares Gomes,10802.0,,,,,Recovery,1,Regular Play,Shkodran Mustafi,3638.0,Right Center Back,79,Valencia,207,"['00f22988-9072-4d84-8575-0f2042fe4fae', '169848dc-f9df-4b9e-8eb8-955f08657429', '1dfda1b2-10c7-4cd6-9d9a-93b57d1e6a95']",56,,,,,,,,,,,,,,,,,,Valencia,207,00:34:56.996,Pass,True
,,,,,,,,,,,,,,,,,1.978979,,,,,,,,,,,,,fe630156-6a6e-443d-b8f0-4d2794c92d5c,1304,,"[62.4, 35.7]",3825831,34,,,,-1.867641,,Left Foot,,,"[57.2, 18.7]",,Ground Pass,,17.777514,,,,,Guilherme Magdalena Siqueira,26780.0,,,,,,1,Regular Play,André Filipe Tavares Gomes,10802.0,Left Center Midfield,79,Valencia,207,['5dd83897-18b0-4061-943e-12b2f68842d1'],59,,,,,,,,,,,,,,,,,,Valencia,207,00:34:59.565,Pass,
,,,,,,,,,,,,,,,,,1.179434,,,,,,,,,,,,,13a74ce0-b418-452f-a733-81bad40d8dbf,1306,,"[64.0, 17.1]",3825831,35,True,,,1.6339307,,Left Foot,,,"[62.9, 34.5]",,Ground Pass,,17.434736,,,,,Javier Fuego Martínez,6751.0,,,,,,1,Regular Play,Guilherme Magdalena Siqueira,26780.0,Left Back,79,Valencia,207,['3372cbb1-5ed1-40fe-b3f2-5d4ffc0bbf4e'],4,,,,,,,,,,,,,,,,,,Valencia,207,00:35:04.529,Pass,
,,,,,,,,,,,,,,,,,1.49276,,,,,,,,,,,,,60f91fff-8630-4654-93f1-289ea55f66e8,1308,,"[63.8, 34.1]",3825831,35,True,,,-1.5820953,,Right Foot,,,"[63.6, 16.4]",,Ground Pass,,17.70113,,,,,Guilherme Magdalena Siqueira,26780.0,,,,,,1,Regular Play,Javier Fuego Martínez,6751.0,Center Defensive Midfield,79,Valencia,207,['4b822d14-9a54-44d5-bb2e-034997299e6e'],5,,,,,,,,,,,,,,,,,,Valencia,207,00:35:05.748,Pass,
,,,,,,,,,,,,,,,,,1.388441,,,,,,,,,,,,,adfb4d73-bfc6-4ac9-973f-1f3c107896c9,1310,,"[77.5, 8.4]",3825831,35,,,,-0.69473827,,Left Foot,,,"[85.3, 1.9]",,Ground Pass,,10.153324,,,,,André Filipe Tavares Gomes,10802.0,,,,,,1,Regular Play,Guilherme Magdalena Siqueira,26780.0,Left Back,79,Valencia,207,['0bd194f4-f6d7-4bb1-9dfb-ff7b69fb40ab'],9,,,,,,,,,,,,,,,,,,Valencia,207,00:35:09.380,Pass,
,,,,,,,,,,,,,,,,,4.650683,,,,,,,,,,,,,f51c4713-65e4-4d05-a98d-9e4f5a19923f,1318,,"[7.0, 44.1]",3825831,36,,,,0.022659011,,Right Foot,,,"[77.6, 45.7]",,High Pass,,70.618126,,,,,Fernando Llorente Torres,3486.0,,,,,Goal Kick,1,From Goal Kick,Sergio Rico González,6823.0,Goalkeeper,81,Sevilla,213,['1d3cdb34-dc99-40a0-b885-5d209a6c1d17'],35,,,,,,,,,,,,,,,,,,Sevilla,213,00:36:35.355,Pass,
,,,,,,,,,,,,,,,,,3.511821,,,,,,,,,,,,,df13c092-1d25-4185-8915-397e29025a94,1321,,"[83.7, 43.5]",3825831,36,,,True,3.1308403,,,,,"[65.1, 43.7]",,High Pass,,18.601076,,,Incomplete,,Sebastián Carlos Cristóforo Pepe,7154.0,,,,,,1,From Goal Kick,Fernando Llorente Torres,3486.0,Center Forward,81,Sevilla,213,"['88569852-6fb8-474f-9c06-4f8ece41516f', 'e4f5947c-fa3d-4287-bbc5-21d9dbe17588', 'e98c0364-301b-4806-803b-d3d35a316a9f']",40,,,,,,,,,,,,,,,,,,Sevilla,213,00:36:40.126,Pass,True
,,,,,,,,,,,,,,,,,1.019855,,,,,,,,,,,,,e98c0364-301b-4806-803b-d3d35a316a9f,1324,,"[55.0, 36.4]",3825831,36,,,True,-3.0890095,,,,,"[51.2, 36.2]",,Low Pass,,3.8052595,,,Incomplete,,Javier Fuego Martínez,6751.0,,,,,Recovery,1,From Goal Kick,André Filipe Tavares Gomes,10802.0,Left Center Midfield,81,Sevilla,213,"['2e8ce641-8267-498f-9d05-35ee6c21d7eb', '4eab32f7-947d-42e3-a122-125f0986d34e', '5cd3982b-fde5-4c55-988d-54f030814a2b', 'df13c092-1d25-4185-8915-397e29025a94']",43,,,,,,,,,,,,,,,,,,Valencia,207,00:36:43.637,Pass,True
,,,,,,,,,,,,,,,,,0.714515,,,,,,,,,,,,,da277c79-78e6-4469-9bdf-13b515445ad3,1332,,"[57.4, 21.8]",3825831,36,,,,0.02438541,,Right Foot,,,"[69.7, 22.1]",,Ground Pass,,12.303658,,,,,André Filipe Tavares Gomes,10802.0,,,,,,1,From Goal Kick,Daniel Parejo Muñoz,6595.0,Right Center Midfield,81,Sevilla,213,['e4894c74-c19c-44d5-8dd3-26f12b46513c'],47,,,,,,,,,,,,,,,,,,Valencia,207,00:36:47.560,Pass,
,,,,,,,,,,,,,,,,,1.64,,,,,,,,,,,,,b58c924b-eae1-4330-8581-9b0e89403a98,1339,,"[14.9, 54.3]",3825831,36,,,,-2.4552073,,Head,,,"[6.6, 47.5]",,High Pass,,10.729865,,,,,Sergio Rico González,6823.0,,,,,Recovery,1,From Goal Kick,Adil Rami,3253.0,Right Center Back,81,Sevilla,213,['2bc0ea10-2bf6-4f3b-9e53-1eb670ab1b2c'],52,,,,,,,,,,,,,,,,,,Sevilla,213,00:36:52.448,Pass,
,,,,,,,,,,,,,,,,,3.691488,,,,,,,,,,,,,043b6446-d47c-4c1e-a161-1ebc556f2d7f,1342,,"[6.1, 46.7]",3825831,37,,,,-0.23568915,,Drop Kick,,,"[84.8, 27.8]",,High Pass,,80.93763,,,Incomplete,,Fernando Llorente Torres,3486.0,,,,,,1,From Goal Kick,Sergio Rico González,6823.0,Goalkeeper,81,Sevilla,213,"['8ff15a7f-3a8b-48ba-8ca5-fed9a17e6a5b', 'e552a3d9-bdab-4caf-9191-c564dea82855']",7,,,,,,,,,,,,,,,,,,Sevilla,213,00:37:07.206,Pass,
,,,,,,,,,,,,,,,,,1.097881,,,,,,,,,,,,,72e6ef77-7a1b-4dc6-abf9-ed3297c645a5,1348,,"[72.5, 43.3]",3825831,37,,,,-2.4001913,,Right Foot,,,"[64.2, 35.7]",,Ground Pass,,11.253888,,,,,Grzegorz Krychowiak,3637.0,,,,,,1,From Goal Kick,Michael Krohn-Dehli,6356.0,Left Wing,81,Sevilla,213,"['2a2fe586-6741-4cb5-89af-64f9428ec680', 'c4c86433-e688-41ab-b69a-b30adc6a60e9']",14,,,,,,,,,,,,,,,,,,Sevilla,213,00:37:14.365,Pass,True
,,,,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,10028ae0-32f1-47c3-b8cd-7a9cb4530913,1351,,"[62.9, 35.3]",3825831,37,,,,-1.013672,,Right Foot,,,"[78.1, 10.9]",,Ground Pass,,28.747173,,,,,Éver Maximiliano David Banega,5504.0,,,,,,1,From Goal Kick,Grzegorz Krychowiak,3637.0,Right Defensive Midfield,81,Sevilla,213,['41069e99-7a4e-401a-8e12-0dcaa01c781c'],15,,,,,,,,,,,,,,,,,,Sevilla,213,00:37:15.559,Pass,
,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,448dd6ca-f194-42b7-ba58-4f0a179f4417,1354,,"[74.9, 9.3]",3825831,37,,,,2.8780289,,Right Foot,,,"[62.3, 12.7]",,Ground Pass,,13.050671,,,,,Sergio Escudero Palomo,6718.0,,,,,,1,From Goal Kick,Éver Maximiliano David Banega,5504.0,Center Attacking Midfield,81,Sevilla,213,['95868f1a-01ac-4ccf-b805-ae05cb1304e4'],16,,,,,,,,,,,,,,,,,,Sevilla,213,00:37:16.959,Pass,
,,,,,,,,,,,,,,,,,1.2582,,,,,,,,,,,,,7ad23c1b-c5a2-4861-a06d-dd283735b908,1357,,"[62.2, 13.8]",3825831,37,,,,0.89106375,,Left Foot,,,"[68.1, 21.1]",,Ground Pass,,9.38616,,,,,Sebastián Carlos Cristóforo Pepe,7154.0,,,,,,1,From Goal Kick,Sergio Escudero Palomo,6718.0,Left Back,81,Sevilla,213,['ede8eddc-ce5e-4f8b-9520-20d2efc2c18b'],18,,,,,,,,,,,,,,,,,,Sevilla,213,00:37:18.706,Pass,
,,,,,,,,,,,,,,,,,1.349044,,,,,,,,,,,,,a646a859-f7cd-4769-a1ba-d241478e8530,1361,,"[69.8, 18.5]",3825831,37,,,,-2.109018,,Right Foot,,,"[61.8, 5.1]",,Ground Pass,,15.606409,,,,,Sergio Escudero Palomo,6718.0,,,,,,1,From Goal Kick,Sebastián Carlos Cristóforo Pepe,7154.0,Left Defensive Midfield,81,Sevilla,213,"['d5d08b48-642f-476e-8a8e-321ed0cec891', 'f5128189-4e08-4801-b0a2-c0715a4bf4f2']",20,,,,,,,,,,,,,,,,,,Sevilla,213,00:37:20.033,Pass,True
,,,,,,,,,,,,,,,,,0.627361,,,,,,,,,,,,,1f1773d6-6a83-45fc-baaf-b992031c5ec7,1364,,"[62.7, 12.2]",3825831,37,,,,-0.4160645,,Left Foot,,,"[71.3, 8.4]",,Ground Pass,,9.402127,,,,,Éver Maximiliano David Banega,5504.0,,,,,,1,From Goal Kick,Sergio Escudero Palomo,6718.0,Left Back,81,Sevilla,213,['70d9ef10-013e-40af-89fe-e8e1f8b89b2b'],21,,,,,,,,,,,,,,,,,,Sevilla,213,00:37:21.683,Pass,
,,,,,,,,,,,,,,,,,0.500226,,,,,,,,,,,,,e0c7295c-af39-43d6-93fd-0671100d4227,1368,,"[70.0, 9.3]",3825831,37,,,,1.2924967,,Right Foot,,,"[71.8, 15.6]",,Ground Pass,,6.5520988,,,,,Sebastián Carlos Cristóforo Pepe,7154.0,,,,,,1,From Goal Kick,Éver Maximiliano David Banega,5504.0,Center Attacking Midfield,81,Sevilla,213,"['422b5de1-4994-4807-8c1c-3ea3766ce564', 'e45d6cf5-23a0-4573-aa99-80446d36e020']",22,,,,,,,,,,,,,,,,,,Sevilla,213,00:37:22.532,Pass,True
