bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,af8bbac2-ac1f-4e61-90e4-3b13b317b6b8,16,,"[45.8, 22.4]",3825723,0,,,,-2.2772224,,Right Foot,,,,"[39.4, 14.9]",,Ground Pass,,9.859513,,,José Antonio Dorado Ramírez,11543.0,,,,,,1,From Kick Off,Jozabed Sánchez Ruiz,6852.0,Left Defensive Midfield,2,Rayo Vallecano,360,['a6c111fb-3696-4839-a719-68fef44e321b'],5,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:05.664,Pass,
,,,,,,,,,,,,,,,1.174847,,,,,,,,,,,,,,,88bf39e6-ee28-4d96-b6b0-ed6f2cdebdaa,20,,"[36.7, 16.0]",3825723,0,,,,-0.77479786,,Left Foot,,,,"[51.0, 2.0]",,Ground Pass,,20.012247,,,José Ignacio Martínez García,11298.0,,,,,,1,From Kick Off,José Antonio Dorado Ramírez,11543.0,Left Center Back,2,Rayo Vallecano,360,"['4686b96a-d741-4de9-b118-8ce9508f35e1', 'c096bb7e-34c6-4bc3-bc25-96e36241cf0e']",7,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:07.664,Pass,True
,,,,,,,,,,,,,,,1.429437,,,,,,,,,,,,,,,e9d70204-a6ce-4687-a262-b7777ac9f7f0,26,,"[56.6, 0.1]",3825723,0,,,,0.6721592,,,,,,"[70.8, 11.4]",,High Pass,,18.147451,,,Nicolás Ladislao Fedor Flores,26685.0,,,,,Throw-in,1,From Throw In,José Ignacio Martínez García,11298.0,Left Back,3,Rayo Vallecano,360,['d8b4705e-3a48-42fc-9513-008bd5366542'],19,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:19.400,Pass,
,,,,,,,,,,,,,,,0.528782,,,,,,,,,,,,,,,2c8aa607-8877-4a66-a208-949ad6672637,29,,"[70.8, 11.4]",3825723,0,,,,-3.082139,,Right Foot,,,,"[62.4, 10.9]",,Ground Pass,,8.414867,,,Pablo Hernández Domínguez,4711.0,,,,,,1,From Throw In,Nicolás Ladislao Fedor Flores,26685.0,Left Center Forward,3,Rayo Vallecano,360,['2b8b7d1b-e189-4dcb-8463-e358f3243bdb'],20,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:20.929,Pass,
,,,,,,,,,,,,,,,0.414439,,,,,,,,,,,,,,,99184698-9eae-482e-aaa3-b8819bc2c8a2,32,,"[62.4, 10.9]",3825723,0,,,,0.34061623,,Right Foot,,,,"[70.3, 13.7]",,Ground Pass,,8.381527,Incomplete,,Javier Guerra Rodríguez,11542.0,,,,,,1,From Throw In,Pablo Hernández Domínguez,4711.0,Left Midfield,3,Rayo Vallecano,360,"['81d3b181-4d8c-421b-be90-bdd368ec2fe0', '9c43917a-25d8-495b-a33f-78fb6ff21be6']",21,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:21.580,Pass,
,,,,,,,,,,,,,,,2.040197,,,,,,,,,,,,,,,d475c3c3-4d9a-4cea-a1b6-7daa4ec7aa79,36,,"[48.9, 64.7]",3825723,0,,,,-0.19788988,,Right Foot,,,,"[87.8, 56.9]",,Ground Pass,,39.674297,Pass Offside,,Nabil Ghilas,27250.0,,,Through Ball,True,,1,Regular Play,José Antonio García Rabasco,24149.0,Left Center Midfield,4,Levante UD,221,['a42e35ad-aba6-47ba-b18e-22cc49dcdb88'],22,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:22.994,Pass,
,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,b3ce6036-751b-4914-a234-effdcbc8b944,38,,"[16.0, 30.0]",3825723,0,True,,,-0.52183425,,Right Foot,,,,"[68.0, 0.1]",,High Pass,,59.983414,Out,,,,,,,,Free Kick,1,From Free Kick,Yoel Rodríguez Oterino,10612.0,Goalkeeper,5,Rayo Vallecano,360,,38,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:38.112,Pass,
,,,,,,,,,,,,,,,0.839996,,,,,,,,,,,,,,,06e8a41d-dba1-472e-8e05-1a123e52db4e,39,,"[51.3, 80.0]",3825723,0,,,,-1.3057535,,,,,,"[53.2, 73.0]",,Low Pass,,7.253275,,,Simão Mate,27122.0,,,,,Throw-in,1,From Throw In,Pedro López Muñoz,6787.0,Right Back,6,Levante UD,221,['315b9c61-d2a6-4fe3-b23e-7838c7fdf63f'],49,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:49.185,Pass,
,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,f3333b5f-0ba0-4605-a463-79ca0776eaea,42,,"[53.2, 73.0]",3825723,0,,,,1.9780521,,Right Foot,,,,"[51.0, 78.1]",,Ground Pass,,5.5542774,,,Pedro López Muñoz,6787.0,,,,,,1,From Throw In,Simão Mate,27122.0,Center Defensive Midfield,6,Levante UD,221,['625e341d-6402-4b64-a805-0d2d54080b6b'],50,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:50.225,Pass,
,,,,,,,,,,,,,,,2.239999,,,,,,,,,,,,,,,688d307e-f6ab-4bf6-b5ff-cfbb2a0780b4,45,,"[48.9, 77.5]",3825723,0,,,,-2.2320998,,Right Foot,,,,"[28.2, 50.9]",,Ground Pass,,33.70534,,,Zouhair Feddal,6647.0,,,,,,1,From Throw In,Pedro López Muñoz,6787.0,Right Back,6,Levante UD,221,['7d4cce6f-f744-458c-b210-cfa296166e5c'],51,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:51.265,Pass,
,,,,,,,,,,,,,,,3.599992,,,,,,,,,,,,,,,095e5aaa-d132-48f5-9080-70f7b421700b,48,,"[34.7, 41.3]",3825723,0,,,,-0.5510621,,Left Foot,,,,"[100.6, 0.8]",,High Pass,,77.35024,Out,,José Luis Morales Nogales,6668.0,,True,,,,1,From Throw In,Zouhair Feddal,6647.0,Left Center Back,6,Levante UD,221,['2c3839bd-8466-4de6-8dfa-e6bbc687b49b'],56,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:56.025,Pass,
,,,,,,,,,,,,,,,1.731261,,,,,,,,,,,,,,,c6d0f512-44b4-42a6-bba1-90a103c149bf,50,,"[31.0, 80.0]",3825723,1,,,,-0.33692646,,,,,,"[48.7, 73.8]",,High Pass,,18.754467,,,Javier Guerra Rodríguez,11542.0,,,,,Throw-in,1,From Throw In,Joaquín José Marín Ruiz,24138.0,Right Back,7,Rayo Vallecano,360,['947035f2-2285-4947-852e-79194fc691de'],12,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:12.900,Pass,
,,,,,,,,,,,,,,,0.84,,,,,,,,,,,,,,,f7480cea-7d40-412f-a01d-dfa4bef9beb4,58,,"[63.2, 7.2]",3825723,1,,,,2.1216538,,Left Foot,,,,"[58.9, 14.2]",,Ground Pass,,8.21523,,,José Antonio García Rabasco,24149.0,,,,,,1,Regular Play,Antonio García Aranda,6784.0,Left Back,8,Levante UD,221,['ffc8f9ba-da8a-4d98-b324-9a725bfff69b'],18,,,,,,,,,,,,,,,,,,Levante UD,221,00:01:18.553,Pass,
,,,,,,,,,,,,,,,0.44,,,,,,,,,,,,,,,a3c4bd5b-66e3-44cb-b050-ba9f6f5300ef,62,,"[57.2, 14.2]",3825723,1,,,,-0.9221539,,Right Foot,,,,"[61.9, 8.0]",,Ground Pass,,7.7801027,,,Antonio García Aranda,6784.0,,,,,,1,Regular Play,José Antonio García Rabasco,24149.0,Left Center Midfield,8,Levante UD,221,"['92a106f1-f6d9-4270-a629-96f041e4ce30', 'df167e68-8f4a-4f4f-ad7b-bcd3e61bd4ec']",19,,,,,,,,,,,,,,,,,,Levante UD,221,00:01:19.633,Pass,True
,,,,,,,,,,,,,,,2.000197,,,,,,,,,,,,,,,aebde9cf-d306-4de8-bd89-ece012af66b8,66,,"[59.1, 6.8]",3825723,1,,,,2.0661793,,Left Foot,,,,"[45.7, 31.6]",,Ground Pass,,28.18865,Incomplete,,David Navarro Pedrós,26012.0,,,,,,1,Regular Play,Antonio García Aranda,6784.0,Left Back,8,Levante UD,221,"['36ce70da-7bf6-478a-83b1-4865606b84fd', 'be336db9-2894-418b-aa95-d9413ededadf']",20,,,,,,,,,,,,,,,,,,Levante UD,221,00:01:20.713,Pass,
,,,,,,,,,,,,,,,5.04,,,,,,,,,,,,,,,1f48c716-1098-45ce-bc24-82d4eeb1145c,73,,"[38.7, 55.6]",3825723,1,,,,0.20784815,,Right Foot,,,,"[110.3, 70.7]",,High Pass,,73.17493,,,Jefferson Andrés Lerma Solís,5678.0,,,,,Recovery,1,Regular Play,Pedro López Muñoz,6787.0,Right Back,8,Levante UD,221,['0651ab7d-6369-4d45-8d36-82547209dab4'],26,,,,,,,,,,,,,,,,,,Levante UD,221,00:01:26.632,Pass,
,,,,,,,,,,,,,,,0.999994,,,,,,,,,,,,,,,7aa25b7f-cc20-4a93-b02c-a31d35a91cfb,79,,"[107.8, 80.0]",3825723,1,,,,-0.4164386,,,,,,"[118.2, 75.4]",,Low Pass,,11.371895,,,Simão Mate,27122.0,,,,,Throw-in,1,From Throw In,Pedro López Muñoz,6787.0,Right Back,9,Levante UD,221,['7b4cc04d-e808-4629-bed7-98f441f627a1'],53,,,,,,,,,,,,,,,,,,Levante UD,221,00:01:53.312,Pass,
,,,,,,,,,,,,,,,2.765159,,,,,,,,,,,,,,,bf89dd61-2f3c-4cd4-9101-2e0ccec5f6fe,84,,"[74.3, 80.0]",3825723,2,,,,-0.18998829,,,,,,"[102.9, 74.5]",,High Pass,,29.124044,Incomplete,,Jefferson Andrés Lerma Solís,5678.0,,,,,Throw-in,1,From Throw In,Pedro López Muñoz,6787.0,Right Back,10,Levante UD,221,"['aa37ed80-3b08-4593-9267-ad48b0639a72', 'f12e1c77-f590-467f-be77-b9782b5ae9ba']",6,,,,,,,,,,,,,,,,,,Levante UD,221,00:02:06.640,Pass,
,,,,,,,,,,,,,,,1.657344,,,,,,,,,,,,,,,aa37ed80-3b08-4593-9267-ad48b0639a72,86,,"[17.2, 5.6]",3825723,2,,,,-0.023805026,,Left Foot,,,,"[34.0, 5.2]",,High Pass,,16.804762,,,Pablo Hernández Domínguez,4711.0,,,,,Interception,1,Regular Play,José Antonio Dorado Ramírez,11543.0,Left Center Back,11,Rayo Vallecano,360,"['59d1b1c5-26c0-4998-8fa9-11d5e0dbd750', 'bf89dd61-2f3c-4cd4-9101-2e0ccec5f6fe']",9,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:09.406,Pass,
,,,,,,,,,,,,,,,1.182568,,,,,,,,,,,,,,,1b35cc4e-cc86-438f-a69a-ca87b9296b4a,89,,"[34.0, 5.2]",3825723,2,,,,1.9559538,,Other,,,,"[31.0, 12.6]",,Low Pass,,7.984986,,,Jozabed Sánchez Ruiz,6852.0,,,,,,1,Regular Play,Pablo Hernández Domínguez,4711.0,Left Midfield,11,Rayo Vallecano,360,['418ed6c0-5a89-47df-98d3-9e4e3af7a08c'],11,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:11.247,Pass,
,,,,,,,,,,,,,,,1.689216,,,,,,,,,,,,,,,09de006c-1818-40ee-bfac-0905214a3c84,92,,"[32.1, 21.1]",3825723,2,,,,2.477292,,Right Foot,,,,"[21.5, 29.4]",,Ground Pass,,13.462912,,,Roberto Román Triguero,6914.0,,,,,,1,Regular Play,Jozabed Sánchez Ruiz,6852.0,Left Defensive Midfield,11,Rayo Vallecano,360,['fc328edf-fdcc-49ff-8fec-920c40544463'],13,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:13.399,Pass,
,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,8ea1d9c1-9506-40c3-b090-a0f19fae27d1,95,,"[22.1, 33.2]",3825723,2,,,,1.5367186,,Right Foot,,,,"[22.7, 50.8]",,Ground Pass,,17.610224,,,Joaquín José Marín Ruiz,24138.0,,,,,,1,Regular Play,Roberto Román Triguero,6914.0,Right Center Back,11,Rayo Vallecano,360,['3fdf204f-1a1b-4eb7-ab53-e1b6d73e9dc1'],15,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:15.888,Pass,
,,,,,,,,,,,,,,,2.799998,,,,,,,,,,,,,,,973028d3-43f0-4952-926f-9a9c51d43576,98,,"[24.2, 53.2]",3825723,2,,,,0.59465307,,Right Foot,,,,"[62.2, 78.9]",,High Pass,,45.87472,Out,,,,,,,,,1,Regular Play,Joaquín José Marín Ruiz,24138.0,Right Back,11,Rayo Vallecano,360,,18,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:18.288,Pass,
,,,,,,,,,,,,,,,3.428438,,,,,,,,,,,,,,,edc53cdd-d3fc-4d19-b5a3-3771b11a40cd,99,,"[57.9, 0.1]",3825723,2,True,,,0.5344632,,,,,,"[80.2, 13.3]",,High Pass,,25.913897,Incomplete,,,,,,,,Throw-in,1,From Throw In,Antonio García Aranda,6784.0,Left Back,12,Levante UD,221,['2405c20a-15fd-432a-870e-d7ac6af3c3e1'],29,,,,,,,,,,,,,,,,,,Levante UD,221,00:02:29.152,Pass,
,,,,,,,,,,,,,,,1.569734,,,,,,,,,,,,,,,2405c20a-15fd-432a-870e-d7ac6af3c3e1,100,,"[39.9, 66.8]",3825723,2,,,,-0.20258762,,Head,,,,"[58.4, 63.0]",,High Pass,,18.886238,Incomplete,,Nicolás Ladislao Fedor Flores,26685.0,,,,,Recovery,1,From Throw In,Joaquín José Marín Ruiz,24138.0,Right Back,12,Levante UD,221,"['4a6ec741-a42d-4e2b-94f8-5a0b59acd007', '9025cf24-2ea6-4590-aa00-3586f4e6cf03', 'edc53cdd-d3fc-4d19-b5a3-3771b11a40cd']",32,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:32.580,Pass,
,,,,,,,,,,,,,,,1.159998,,,,,,,,,,,,,,,9025cf24-2ea6-4590-aa00-3586f4e6cf03,102,,"[61.7, 17.1]",3825723,2,,,,-2.0500069,,Head,,,,"[56.4, 6.9]",,Low Pass,,11.4947815,,,Antonio García Aranda,6784.0,,,,,Recovery,1,From Throw In,Simão Mate,27122.0,Center Defensive Midfield,12,Levante UD,221,"['0a1a8fa3-654c-47c2-aa09-eb67f1505e12', '2405c20a-15fd-432a-870e-d7ac6af3c3e1']",34,,,,,,,,,,,,,,,,,,Levante UD,221,00:02:34.150,Pass,
,,,,,,,,,,,,,,,1.740458,,,,,,,,,,,,,,,bfa9cef1-dcbf-4589-a8b4-72edf0a1a95e,108,,"[68.8, 80.0]",3825723,2,,,,-0.25452036,,,,,,"[93.4, 73.6]",,High Pass,,25.41889,Unknown,,Adrián Embarba Blázquez,11539.0,,,,,Throw-in,1,From Throw In,Joaquín José Marín Ruiz,24138.0,Right Back,13,Rayo Vallecano,360,['27e14d4b-f427-419c-8191-e847b8d104aa'],56,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:56.007,Pass,
,,,,,,,,,,,,,,,1.64,,,,,,,,,,,,,,,3cf205e8-2270-44c5-be9f-32b560b2752d,112,,"[21.2, 13.8]",3825723,3,,,,2.3081965,,Left Foot,,,,"[10.3, 25.8]",,Ground Pass,,16.211416,,,Diego Mariño Villar,23843.0,,,,,Free Kick,1,From Free Kick,Zouhair Feddal,6647.0,Left Center Back,14,Levante UD,221,['00c1bc33-3a9a-4f46-9e15-406ce8bd1912'],9,,,,,,,,,,,,,,,,,,Levante UD,221,00:03:09.022,Pass,
,,,,,,,,,,,,,,,2.453337,,,,,,,,,,,,,,,9075c3ff-3f87-495b-8b3f-3935ac0fe6e7,115,,"[15.4, 26.9]",3825723,3,,,,-0.36136854,,Right Foot,,,,"[74.4, 4.6]",,High Pass,,63.07369,Incomplete,,,,,,,,,1,From Free Kick,Diego Mariño Villar,23843.0,Goalkeeper,14,Levante UD,221,['9a8c7646-1700-4b94-8f2b-09976505ff05'],15,,,,,,,,,,,,,,,,,,Levante UD,221,00:03:15.622,Pass,
,,,,,,,,,,,,,,,1.546656,,,,,,,,,,,,,,,9a8c7646-1700-4b94-8f2b-09976505ff05,116,,"[45.7, 75.5]",3825723,3,,,,-0.14010173,,Head,,,,"[61.3, 73.3]",,High Pass,,15.754364,Incomplete,,Adrián Embarba Blázquez,11539.0,,,,,Interception,1,From Free Kick,Joaquín José Marín Ruiz,24138.0,Right Back,14,Levante UD,221,"['32094146-592b-4cec-ba99-6d9d39c48428', '9075c3ff-3f87-495b-8b3f-3935ac0fe6e7', 'e16fea7f-31b1-42be-a246-5ef0282100c4']",18,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:03:18.075,Pass,
,,,,,,,,,,,,,,,4.061878,,,,,,,,,,,,,,,e16fea7f-31b1-42be-a246-5ef0282100c4,118,,"[58.8, 6.8]",3825723,3,,,,0.4636476,,Head,,,,"[98.0, 26.4]",,High Pass,,43.82693,Incomplete,,Nabil Ghilas,27250.0,,,,,Recovery,1,From Free Kick,Antonio García Aranda,6784.0,Left Back,14,Levante UD,221,"['7472ae0b-9fbe-4d3d-8793-00e5f079a0e1', '9a8c7646-1700-4b94-8f2b-09976505ff05', 'b483cf55-9325-4411-a83f-e0a718721b34']",19,,,,,,,,,,,,,,,,,,Levante UD,221,00:03:19.622,Pass,
