bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,2.487747,,,,,,,,,,,,,be4e75e3-0209-4b6b-956f-78f3a19d684c,17,,"[24.3, 15.6]",3825809,0,,,,,1.5971061,,Left Foot,,,,"[23.2, 57.4]",,Ground Pass,,41.814472,,,,Germán Alejandro Pezzella,7161.0,,,True,,,Free Kick,1,From Free Kick,Antonio Adán Garrido,6654.0,Goalkeeper,4,Real Betis,218,['1fe09b00-b032-4450-b659-01931ff9eed9'],56,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:56.024,Pass,
,,,,,,,,,,,,,,,,1.128934,,,,,,,,,,,,,c172e285-a3f8-403b-9832-faf5c1450d4b,20,,"[22.5, 56.0]",3825809,0,,,,,0.98539114,,Right Foot,,,,"[34.3, 73.8]",,Ground Pass,,21.35603,,,,Martín Montoya Torralbo,6593.0,,,,,,,1,From Free Kick,Germán Alejandro Pezzella,7161.0,Right Center Back,4,Real Betis,218,['db24a127-e218-463f-8038-8638f71ec956'],59,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:59.580,Pass,
,,,,,,,,,,,,,,,,1.612088,,,,,,,,,,,,,a7866913-ca2e-4fa0-89af-5105f1ae55d7,23,,"[34.5, 73.3]",3825809,1,,,,,-1.8507462,,Right Foot,,,,"[32.2, 65.3]",,Ground Pass,,8.324061,,,,Daniel Ceballos Fernández,6697.0,,,,,,,1,From Free Kick,Martín Montoya Torralbo,6593.0,Right Back,4,Real Betis,218,['44c3ed6c-7bf8-47d5-a8c3-9e854bb020a8'],0,,,,,,,,,,,,,,,,,,Real Betis,218,00:01:00.896,Pass,
,,,,,,,,,,,,,,,,0.373152,,,,,,,,,,,,,8805f287-4182-4719-9d38-a16c3a3a0183,27,,"[40.4, 69.1]",3825809,1,,,,,0.12062367,,Right Foot,,,,"[43.7, 69.5]",,Low Pass,,3.3241541,,Incomplete,,,,,,,,,,1,From Free Kick,Daniel Ceballos Fernández,6697.0,Right Defensive Midfield,4,Real Betis,218,"['7101c7ee-f09b-4cf5-8313-a553ab883d6d', 'eec705ac-3d33-4fe1-b8ae-5117ac2fba79']",3,,,,,,,,,,,,,,,,,,Real Betis,218,00:01:03.486,Pass,True
,,,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,137b3336-3114-466a-b7a7-a290c9daa7ef,32,,"[105.4, 7.8]",3825809,1,,,,,2.17054,172517f8-ad08-4256-8fde-3100ca2ee5a1,Right Foot,,,,"[97.4, 19.5]",,Low Pass,,14.173567,,,,Isaac Ajayi Success,6918.0,True,,,,,,1,Regular Play,Adalberto Peñaranda Maestre,6847.0,Right Center Forward,5,Granada,1049,"['35424c32-9417-4676-8992-52b7b7112b3a', 'fbbb8d70-d9e1-4215-97d9-efac4e06b784']",8,,,,,,,,,,,,,,,,,,Granada,1049,00:01:08.368,Pass,True
,,,,,,,,,,,,,,,,2.860939,,,,,,,,,,,,,09cb10ce-1cc5-4775-93ad-9f460230dbc6,39,,"[7.1, 38.3]",3825809,1,,True,,,0.8718488,,Right Foot,,,,"[20.8, 54.6]",,Ground Pass,,21.292723,,,,Martín Montoya Torralbo,6593.0,,,,,,,1,From Keeper,Antonio Adán Garrido,6654.0,Goalkeeper,7,Real Betis,218,['3531739e-611f-4f2f-9eb7-561070f52838'],23,,,,,,,,,,,,,,,,,,Real Betis,218,00:01:23.717,Pass,
,,,,,,,,,,,,,,,,2.389185,,,,,,,,,,,,,0d63c575-0165-4985-9410-c7349b08757f,41,,"[36.7, 72.8]",3825809,1,,,,,-2.337007,,Right Foot,,,,"[13.7, 48.9]",,Ground Pass,,33.169415,,,,Germán Alejandro Pezzella,7161.0,,,,,,,1,Regular Play,Martín Montoya Torralbo,6593.0,Right Back,8,Real Betis,218,['25cda216-d859-40b4-a907-26d17d9234e7'],27,,,,,,,,,,,,,,,,,,Real Betis,218,00:01:27.774,Pass,
,,,,,,,,,,,,,,,,2.16324,,,,,,,,,,,,,2b0a77f8-b915-4dd8-8246-c7146e91c93b,43,,"[13.5, 47.8]",3825809,1,,,,,-1.3667784,,Left Foot,,,,"[18.9, 21.7]",,Ground Pass,,26.652767,,,,Bruno González Cabrera,6872.0,,,,,,,1,Regular Play,Germán Alejandro Pezzella,7161.0,Right Center Back,9,Real Betis,218,['a86ad6bb-0c26-4c1f-bbaf-79e724730d0d'],30,,,,,,,,,,,,,,,,,,Real Betis,218,00:01:30.163,Pass,
,,,,,,,,,,,,,,,,1.718259,,,,,,,,,,,,,5ffa135c-a4ca-49ee-bca0-efc17d188f4a,46,,"[22.7, 18.7]",3825809,1,,,,,-0.91841096,,Right Foot,,,,"[35.0, 2.6]",,Ground Pass,,20.2608,,,,Juan Manuel Vargas Risco,27347.0,,,,,,,1,Regular Play,Bruno González Cabrera,6872.0,Left Center Back,10,Real Betis,218,['c554ee42-97d3-444b-8c8e-088d4ede311f'],33,,,,,,,,,,,,,,,,,,Real Betis,218,00:01:33.375,Pass,
,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,d0fc1700-860d-415a-9f51-b6c764954ff4,49,,"[42.5, 3.3]",3825809,1,,,,,2.4798841,,Left Foot,,,,"[32.1, 11.4]",,Ground Pass,,13.182185,,,,Bruno González Cabrera,6872.0,,,,,,,1,Regular Play,Juan Manuel Vargas Risco,27347.0,Left Back,11,Real Betis,218,['f141fa8c-409e-4ada-8fa3-8050abec24e5'],36,,,,,,,,,,,,,,,,,,Real Betis,218,00:01:36.383,Pass,
,,,,,,,,,,,,,,,,2.412344,,,,,,,,,,,,,dedd4d42-6c50-4a4e-ae1c-8d7a5e772346,52,,"[29.3, 12.8]",3825809,1,,,,,1.6424965,,Right Foot,,,,"[26.7, 49.0]",,Ground Pass,,36.29325,,,,Germán Alejandro Pezzella,7161.0,,,,,,,1,Regular Play,Bruno González Cabrera,6872.0,Left Center Back,12,Real Betis,218,['51fe34ec-c41c-4f0a-8e7b-e25b3b0b4c4d'],39,,,,,,,,,,,,,,,,,,Real Betis,218,00:01:39.710,Pass,
,,,,,,,,,,,,,,,,1.212496,,,,,,,,,,,,,24da1645-0dc6-4fab-9349-fde181640a5b,55,,"[29.8, 53.4]",3825809,1,,,,,1.0197227,,Right Foot,,,,"[41.6, 72.6]",,Ground Pass,,22.536194,,,,Martín Montoya Torralbo,6593.0,,,,,,,1,Regular Play,Germán Alejandro Pezzella,7161.0,Right Center Back,13,Real Betis,218,['736554f0-ab67-46ec-9bb1-49ef72c6c81c'],42,,,,,,,,,,,,,,,,,,Real Betis,218,00:01:42.694,Pass,
,,,,,,,,,,,,,,,,2.830793,,,,,,,,,,,,,b152052a-d03e-4508-bcac-2f6b5463c54c,61,,"[40.9, 67.6]",3825809,1,,,,,-1.8494081,,Right Foot,,,,"[28.8, 25.3]",,Ground Pass,,43.99659,,,,Bruno González Cabrera,6872.0,,,True,,,Free Kick,1,From Free Kick,Martín Montoya Torralbo,6593.0,Right Back,14,Real Betis,218,['2f48fab6-a749-4dcc-9ac4-8817a484787c'],57,,,,,,,,,,,,,,,,,,Real Betis,218,00:01:57.312,Pass,
,,,,,,,,,,,,,,,,1.409237,,,,,,,,,,,,,c8bd0dac-587d-4f31-9b83-ac88a604e2c6,64,,"[29.1, 23.7]",3825809,2,,,,,-0.49440715,,Right Foot,,,,"[41.9, 16.8]",,Ground Pass,,14.541321,,,,Alfred John Momar N''Diaye,5671.0,,,,,,,1,From Free Kick,Bruno González Cabrera,6872.0,Left Center Back,14,Real Betis,218,['522507ea-f74b-49b1-8516-98e0f66245dd'],0,,,,,,,,,,,,,,,,,,Real Betis,218,00:02:00.853,Pass,
,,,,,,,,,,,,,,,,1.419346,,,,,,,,,,,,,75f949b4-a37b-44a0-a357-8488b806fd92,67,,"[41.9, 16.8]",3825809,2,,,,,2.5946004,,Right Foot,,,,"[26.3, 26.3]",,Ground Pass,,18.264994,,,,Bruno González Cabrera,6872.0,,,,,,,1,From Free Kick,Alfred John Momar N''Diaye,5671.0,Left Defensive Midfield,14,Real Betis,218,['7cc234f2-34bf-4b68-90cd-9e4c47fa680b'],2,,,,,,,,,,,,,,,,,,Real Betis,218,00:02:02.399,Pass,
,,,,,,,,,,,,,,,,1.771775,,,,,,,,,,,,,cf4af099-8db3-41b9-a1ba-cc516fa9b2cb,70,,"[23.7, 33.8]",3825809,2,,,,,1.3222481,,Right Foot,,,,"[35.4, 79.9]",,Ground Pass,,47.56154,,Out,,Martín Montoya Torralbo,6593.0,,,True,,,,1,From Free Kick,Bruno González Cabrera,6872.0,Left Center Back,14,Real Betis,218,['a32305af-008d-4bf2-bdef-4200465e91e1'],5,,,,,,,,,,,,,,,,,,Real Betis,218,00:02:05.259,Pass,
,,,,,,,,,,,,,,,,0.677359,,,,,,,,,,,,,127cb766-9b15-45ac-923f-69e35f9d0f3d,72,,"[86.1, 0.1]",3825809,2,,True,,,2.5583632,,,,,,"[76.4, 6.5]",,Low Pass,,11.621101,,,,Abdoulaye Doucouré,3292.0,,,,,,Throw-in,1,From Throw In,Cristiano Biraghi,7158.0,Left Back,15,Granada,1049,['918ef547-c016-4e37-b253-c08deccedbdc'],21,,,,,,,,,,,,,,,,,,Granada,1049,00:02:21.961,Pass,
,,,,,,,,,,,,,,,,0.4587,,,,,,,,,,,,,588f3976-e43b-4085-b502-c9964968cef2,74,,"[75.7, 7.8]",3825809,2,,,,,-0.72297937,,Right Foot,,,,"[80.8, 3.3]",,Ground Pass,,6.8014703,,,,Cristiano Biraghi,7158.0,,,,,,,1,From Throw In,Abdoulaye Doucouré,3292.0,Left Defensive Midfield,15,Granada,1049,['14a6ac77-2026-49ed-bf91-f2fb3a71f759'],22,,,,,,,,,,,,,,,,,,Granada,1049,00:02:22.746,Pass,
,,,,,,,,,,,,,,,,1.159006,,,,,,,,,,,,,02434ad1-6e54-485a-98e9-4d7cc6ce07b1,76,,"[79.2, 4.7]",3825809,2,,,,,0.7467078,,Right Foot,,,,"[95.3, 19.6]",,High Pass,,21.936728,,,,Adalberto Peñaranda Maestre,6847.0,,,,,,,1,From Throw In,Cristiano Biraghi,7158.0,Left Back,15,Granada,1049,['0eb4f347-49c4-44d9-b033-a112094d4603'],23,,,,,,,,,,,,,,,,,,Granada,1049,00:02:23.205,Pass,
,,,,,,,,,,,,,,,,3.725759,,,,,,,,,,,,,a8d620bd-a1d8-4cf7-9735-8270f6bba114,78,,"[95.3, 19.6]",3825809,2,,,,,0.008096989,,Head,,,,"[120.0, 19.8]",,Low Pass,,24.70081,,Out,,Youssef El-Arabi,27109.0,,,,,,,1,From Throw In,Adalberto Peñaranda Maestre,6847.0,Right Center Forward,15,Granada,1049,['a36a325f-2157-4faf-8a3c-99c67f0e96ca'],24,,,,,,,,,,,,,,,,,,Granada,1049,00:02:24.404,Pass,
,,,,,,,,,,,,,,,,3.361239,,,,,,,,,,,,,de71825a-9b52-4faa-9ff7-6d8d1d824727,80,,"[6.0, 44.0]",3825809,2,,,,,0.37010765,,Left Foot,,,,"[67.6, 67.9]",,High Pass,,66.073975,,,,Fabián Ruiz Peña,6655.0,,,,,,Goal Kick,1,From Goal Kick,Antonio Adán Garrido,6654.0,Goalkeeper,16,Real Betis,218,['719d44f1-ac67-45c8-adae-e04e8704b8a5'],54,,,,,,,,,,,,,,,,,,Real Betis,218,00:02:54.175,Pass,
,,,,,,,,,,,,,,,,1.319692,,,,,,,,,,,,,1e109986-92d0-457b-82a8-dedc1af9b04c,83,,"[67.6, 67.9]",3825809,2,,,,True,0.09134812,,,,,,"[80.7, 69.1]",,High Pass,,13.154847,,Incomplete,,Daniel Ceballos Fernández,6697.0,,,,,,,1,From Goal Kick,Fabián Ruiz Peña,6655.0,Center Attacking Midfield,16,Real Betis,218,"['81be18a0-8505-49b1-82c2-81507ae7ece2', 'c4bd2c58-e0a7-4d89-be19-a9aa731a25e3', 'dd761fbb-d2d9-4d0f-a849-35b521959cfb']",57,,,,,,,,,,,,,,,,,,Real Betis,218,00:02:57.536,Pass,True
,,,,,,,,,,,,,,,,1.642709,,,,,,,,,,,,,c4bd2c58-e0a7-4d89-be19-a9aa731a25e3,85,,"[39.4, 11.0]",3825809,2,,,,,0.17699023,,Head,,,,"[51.7, 13.2]",,High Pass,,12.495199,,,,Isaac Ajayi Success,6918.0,,,,,,Recovery,1,Regular Play,Cristiano Biraghi,7158.0,Left Back,17,Granada,1049,"['1e109986-92d0-457b-82a8-dedc1af9b04c', '88a3aba3-4f6b-415d-8cf1-0f02663c065e']",58,,,,,,,,,,,,,,,,,,Granada,1049,00:02:58.856,Pass,
,,,,,,,,,,,,,,,,0.686113,,,,,,,,,,,,,7e10115d-ef54-4da4-b43f-dc5976f5208f,88,,"[51.5, 13.2]",3825809,3,,,,True,0.20846522,,,,,,"[56.7, 14.3]",,Low Pass,,5.315073,,,,Rubén Salvador Pérez Del Mármol,6599.0,,,,,,,1,Regular Play,Isaac Ajayi Success,6918.0,Left Midfield,17,Granada,1049,"['1834562b-a491-488a-8daa-340545a2cd05', '6889f8e5-cf81-4c2a-86e5-fe40bdd0fcee']",0,,,,,,,,,,,,,,,,,,Granada,1049,00:03:00.579,Pass,True
,,,,,,,,,,,,,,,,2.445327,,,,,,,,,,,,,48d8eda0-5424-49ca-a798-411571ba5e05,92,,"[55.3, 10.4]",3825809,3,,,,,0.41430497,,Right Foot,,,,"[71.9, 17.7]",,High Pass,,18.134222,,Incomplete,,,,,,,,,,1,Regular Play,Rubén Salvador Pérez Del Mármol,6599.0,Right Defensive Midfield,17,Granada,1049,['ad509211-f5fb-498e-ba42-d52f90d83867'],2,,,,,,,,,,,,,,,,,,Granada,1049,00:03:02.076,Pass,
,,,,,,,,,,,,,,,,1.545633,,,,,,,,,,,,,ad509211-f5fb-498e-ba42-d52f90d83867,93,,"[48.2, 62.4]",3825809,3,,,,,0.08673834,,Head,,,,"[62.0, 63.6]",,High Pass,,13.852076,,Incomplete,,,,,,,,,Recovery,1,Regular Play,Germán Alejandro Pezzella,7161.0,Right Center Back,17,Granada,1049,"['1d51e6e9-955d-407f-97d7-c1b62ad7e6b3', '48d8eda0-5424-49ca-a798-411571ba5e05']",4,,,,,,,,,,,,,,,,,,Real Betis,218,00:03:04.521,Pass,
,,,,,,,,,,,,,,,,1.810569,,,,,,,,,,,,,1d51e6e9-955d-407f-97d7-c1b62ad7e6b3,94,,"[58.1, 16.5]",3825809,3,,,,,-2.4213197,,Head,,,,"[53.2, 12.2]",,High Pass,,6.519202,,,,Cristiano Biraghi,7158.0,,,,,,Recovery,1,Regular Play,Abdoulaye Doucouré,3292.0,Left Defensive Midfield,17,Granada,1049,"['80f97710-d93b-4b6e-96d3-8b0ffc136ea5', 'ad509211-f5fb-498e-ba42-d52f90d83867']",6,,,,,,,,,,,,,,,,,,Granada,1049,00:03:06.067,Pass,
,,,,,,,,,,,,,,,,2.433939,,,,,,,,,,,,,5101817d-78a8-4723-9d3e-dda81f9791d2,96,,"[50.1, 12.5]",3825809,3,,,,,-0.12290677,,Head,,,,"[67.1, 10.4]",,High Pass,,17.129215,,,,Isaac Ajayi Success,6918.0,,,,,,,1,Regular Play,Cristiano Biraghi,7158.0,Left Back,17,Granada,1049,['c06ee993-44eb-482d-9c86-eafcd34223c6'],7,,,,,,,,,,,,,,,,,,Granada,1049,00:03:07.957,Pass,
,,,,,,,,,,,,,,,,2.426785,,,,,,,,,,,,,223ae12b-4585-45ae-869b-7cdbe7319fca,99,,"[70.9, 6.3]",3825809,3,,,,,0.22659597,,Right Foot,,,,"[106.9, 14.6]",,Ground Pass,,36.944416,,Unknown,,Adalberto Peñaranda Maestre,6847.0,,,,,,,1,Regular Play,Isaac Ajayi Success,6918.0,Left Midfield,17,Granada,1049,['464adfcb-5c67-4ec9-9a4e-08fbf5f8227e'],12,,,,,,,,,,,,,,,,,,Granada,1049,00:03:12.029,Pass,
,,,,,,,,,,,,,,,,3.344431,,,,,,,,,,,,,90fabdf7-0461-4efe-8150-6188b639db59,103,,"[14.7, 68.4]",3825809,3,,,,,-0.19431001,,Left Foot,,,,"[83.3, 54.9]",,High Pass,,69.91573,,Incomplete,,Fabián Ruiz Peña,6655.0,,,,,,Free Kick,1,From Free Kick,Antonio Adán Garrido,6654.0,Goalkeeper,18,Real Betis,218,"['bcf48718-b5af-48eb-b126-756fc5fb54f8', 'e34918e1-201e-49f6-b834-b92b637bbbb8']",41,,,,,,,,,,,,,,,,,,Real Betis,218,00:03:41.695,Pass,
,,,,,,,,,,,,,,,,2.357342,,,,,,,,,,,,,e34918e1-201e-49f6-b834-b92b637bbbb8,105,,"[36.8, 25.2]",3825809,3,,,,,0.1583275,,Head,,,,"[48.7, 27.1]",,High Pass,,12.050726,,Incomplete,,Youssef El-Arabi,27109.0,,,,,,Recovery,1,From Free Kick,Rubén Salvador Pérez Del Mármol,6599.0,Right Defensive Midfield,18,Real Betis,218,"['90fabdf7-0461-4efe-8150-6188b639db59', 'b1bb7e6e-8ddc-4b8c-b780-097a8f0bcf71', 'd69f599e-2070-4337-9c24-8727e687e8d6']",45,,,,,,,,,,,,,,,,,,Granada,1049,00:03:45.039,Pass,
