50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.87416,,,,,,,,,,,,,,9296a088-7691-41c1-8331-14572b764f10,16,,"[44.4, 72.5]",3825586,0,,,,,-2.4946668,,Right Foot,,,,"[21.1, 54.9]",Ground Pass,,29.20017,,,,Raúl Albentosa Redal,6727.0,,,,,,,1,From Kick Off,Roberto José Rosales Altuve,6569.0,Right Back,2,Málaga,223,['6988a597-885a-4185-ba5a-2ad9be8d74df'],10,,,,,,,,,,,,,,,,Málaga,223,00:00:10.215,Pass,
,,,,,,,,,,,,,,,,,1.767236,,,,,,,,,,,,,,a0e93b9e-67fc-4db1-8cbc-79e6ae567550,19,,"[28.5, 47.5]",3825586,0,,,,,-1.6500999,,Right Foot,,,,"[26.1, 17.3]",Ground Pass,,30.295214,,,,Marcos Alberto Angeleri,27184.0,,,,,,,1,From Kick Off,Raúl Albentosa Redal,6727.0,Right Center Back,2,Málaga,223,['e9a5ba1e-c813-4614-b654-64befbf49dbf'],15,,,,,,,,,,,,,,,,Málaga,223,00:00:15.803,Pass,
,,,,,,,,,,,,,,,,,2.410681,,,,,,,,,,,,,,4f16e29a-fde6-4fa2-8a7a-7578ce6bf200,22,,"[26.1, 17.3]",3825586,0,,,,,1.6690298,,Left Foot,,,,"[22.7, 51.8]",Ground Pass,,34.66713,,,,Raúl Albentosa Redal,6727.0,,,,,,,1,From Kick Off,Marcos Alberto Angeleri,27184.0,Left Center Back,2,Málaga,223,['01a90232-eb52-4b2e-a894-4564b45858a0'],19,,,,,,,,,,,,,,,,Málaga,223,00:00:19.224,Pass,
,,,,,,,,,,,,,,,,,2.040423,,,,,,,,,,,,,,ed0d9d8f-1102-4fbb-833d-4ec6dc483462,25,,"[30.7, 56.2]",3825586,0,,,,,0.119428925,,Right Foot,,,,"[75.7, 61.6]",High Pass,,45.32284,,Incomplete,,,,,,,,,,1,From Kick Off,Raúl Albentosa Redal,6727.0,Right Center Back,2,Málaga,223,['9579ebde-71af-4e43-ab41-df5257bb2fcd'],25,,,,,,,,,,,,,,,,Málaga,223,00:00:25.743,Pass,
,,,,,,,,,,,,,,,,,0.817016,,,,,,,,,,,,,,9579ebde-71af-4e43-ab41-df5257bb2fcd,26,,"[44.4, 18.5]",3825586,0,,,,,-1.0543133,,Head,,,,"[49.0, 10.4]",High Pass,,9.315042,,,,Saúl Berjón Pérez,24070.0,,,,,,Recovery,1,From Kick Off,Daniel García Carrillo,6775.0,Left Defensive Midfield,2,Málaga,223,"['bdf12f2b-ac6e-452f-9982-047c65944202', 'ed0d9d8f-1102-4fbb-833d-4ec6dc483462']",27,,,,,,,,,,,,,,,,Eibar,322,00:00:27.784,Pass,
,,,,,,,,,,,,,,,,,2.40197,,,,,,,,,,,,,,d7333e73-5e67-4878-ae22-2dda234ba29b,28,,"[49.0, 10.4]",3825586,0,,,,,-0.015383402,,Right Foot,,,,"[75.0, 10.0]",High Pass,,26.003077,,Incomplete,,Adrián González Morales,6557.0,,,,,,,1,From Kick Off,Saúl Berjón Pérez,24070.0,Left Wing,2,Málaga,223,"['aec6751e-b895-4a96-920c-38adc2fa38db', 'edb50c20-36dd-4dc1-b4e2-f6df3699d3d4']",28,,,,,,,,,,,,,,,,Eibar,322,00:00:28.601,Pass,
,,,,,,,,,,,,,,,,,2.329406,,,,,,,,,,,,,,15cee425-68f1-43d1-ad6d-00197847ae82,33,,"[38.5, 71.8]",3825586,0,,,,,-2.4375193,,Left Foot,,,,"[4.0, 42.5]",Ground Pass,,45.26301,,,,Idriss Carlos Kameni,26103.0,,,,,,,1,From Kick Off,José Luis García del Pozo,6580.0,Right Defensive Midfield,2,Málaga,223,['c9bbee10-d4bc-4dc1-8ee3-3407e7922826'],32,,,,,,,,,,,,,,,,Málaga,223,00:00:32.548,Pass,
,,,,,,,,,,,,,,,,,1.388033,,,,,,,,,,,,,,8af90af3-1cdf-4599-9256-5d5fa1d2a944,36,,"[4.8, 42.7]",3825586,0,,,,,-1.1550825,,Right Foot,,,,"[14.6, 20.5]",Ground Pass,,24.26685,,,,Marcos Alberto Angeleri,27184.0,,,,,,,1,From Kick Off,Idriss Carlos Kameni,26103.0,Goalkeeper,2,Málaga,223,['768e1db9-73db-4f9e-8c73-413171b2a14a'],35,,,,,,,,,,,,,,,,Málaga,223,00:00:35.878,Pass,
,,,,,,,,,,,,,,,,,3.537725,,,,,,,,,,,,,,13b4e16f-0ac6-4194-9474-59871db26a70,39,,"[14.0, 12.7]",3825586,0,,,,,0.0152342785,,Left Foot,,,,"[86.2, 13.8]",High Pass,,72.20838,,Incomplete,,,,,,,,,,1,From Kick Off,Marcos Alberto Angeleri,27184.0,Left Center Back,2,Málaga,223,['c424c693-bcd3-4aff-b7e7-2e65cdb40104'],41,,,,,,,,,,,,,,,,Málaga,223,00:00:41.201,Pass,
,,,,,,,,,,,,,,,,,2.986868,,,,,,,,,,,,,,7ddf6c1c-cabf-4a27-8a0e-221face0dae4,42,,"[47.2, 78.3]",3825586,0,,,,,-0.3196364,,Right Foot,,,,"[89.8, 64.2]",High Pass,,44.87282,,Incomplete,,Saúl Berjón Pérez,24070.0,,,,,,,1,From Kick Off,Mauro Javier Dos Santos,6837.0,Right Center Back,2,Málaga,223,"['2f545209-214c-4ebf-94c1-6daa8c593de2', '7012b3da-e757-467d-9872-3f7af6451f50']",48,,,,,,,,,,,,,,,,Eibar,322,00:00:48.399,Pass,
,,,,,,,,,,,,,,,,,1.40235,,,,,,,,,,,,,,2f545209-214c-4ebf-94c1-6daa8c593de2,44,,"[30.3, 15.9]",3825586,0,,,,,0.65145326,,Head,,,,"[38.3, 22.0]",Low Pass,,10.060318,,,,Fernando Damián Tissone,19431.0,,,,,,Recovery,1,From Kick Off,Raúl Albentosa Redal,6727.0,Right Center Back,2,Málaga,223,"['7ddf6c1c-cabf-4a27-8a0e-221face0dae4', 'baeae451-ce9d-4dbd-8a7f-8f85d6322004']",51,,,,,,,,,,,,,,,,Málaga,223,00:00:51.386,Pass,
,,,,,,,,,,,,,,,,,3.146305,,,,,,,,,,,,,,33324bd6-9bd6-4952-ac6f-c7754fce43b1,47,,"[32.4, 27.9]",3825586,0,,,,,1.3347162,,Right Foot,,,,"[42.6, 70.3]",Ground Pass,,43.60963,,,,Roberto José Rosales Altuve,6569.0,,,True,,,,1,From Kick Off,Fernando Damián Tissone,19431.0,Left Defensive Midfield,2,Málaga,223,['7f32e64b-8464-4631-a8fe-02cd09b16728'],54,,,,,,,,,,,,,,,,Málaga,223,00:00:54.404,Pass,
,,,,,,,,,,,,,,,,,3.326941,,,,,,,,,,,,,,615d1832-3cc7-41dc-9e0e-36e5045f6a39,51,,"[55.9, 74.9]",3825586,0,,,,,-0.3503419,,Right Foot,,,,"[117.2, 52.5]",High Pass,,65.264465,,Incomplete,,Ricardo Jorge Luz Horta,10868.0,,,,,,,1,From Kick Off,Roberto José Rosales Altuve,6569.0,Right Back,2,Málaga,223,"['393b5d63-4beb-4eb0-9146-d9c26f68818c', 'a195778a-f98e-4f59-93e3-4cb022bda440', 'cf9eb49a-ab35-4ab3-8577-33a1f984627c']",59,,,,,,,,,,,,,,,,Málaga,223,00:00:59.688,Pass,True
,,,,,,,,,,,,,,,,,3.810226,,,,,,,,,,,,,,390454aa-f364-404f-8f9d-d81b9d0fafae,54,,"[18.7, 37.4]",3825586,1,,True,,,-0.4238136,,Drop Kick,,,,"[75.0, 12.0]",High Pass,,61.764473,,,,Adrián González Morales,6557.0,,,,,,,1,Regular Play,Asier Riesgo Unamuno,10763.0,Goalkeeper,3,Eibar,322,['ed22e687-e41c-4669-967c-a8a806a9dc66'],17,,,,,,,,,,,,,,,,Eibar,322,00:01:17.873,Pass,
,,,,,,,,,,,,,,,,,1.186855,,,,,,,,,,,,,,d46ff32d-ade6-4c0c-891d-aa474eca0530,57,,"[75.0, 12.8]",3825586,1,,,,,-2.3104746,,Left Foot,,,,"[67.7, 4.8]",High Pass,,10.83005,,,,Antonio Manuel Luna Rodríguez,6675.0,,,,,,,1,Regular Play,Adrián González Morales,6557.0,Center Attacking Midfield,3,Eibar,322,"['93672afb-6b4e-4a23-bab4-831d5000f6a3', 'a7de2350-0749-4b62-9233-a7b1cc2636d0']",22,,,,,,,,,,,,,,,,Eibar,322,00:01:22.499,Pass,True
,,,,,,,,,,,,,,,,,2.355925,,,,,,,,,,,,,,7e4f8ab9-5e83-45c3-98a8-0b89134652d4,60,,"[69.6, 5.9]",3825586,1,,,,,0.52256423,,Left Foot,,,True,"[97.9, 22.2]",High Pass,,32.658535,,,,Sergio Enrich Ametller,6700.0,,,,,,,1,Regular Play,Antonio Manuel Luna Rodríguez,6675.0,Left Back,3,Eibar,322,['af2289b9-098d-4624-ad01-41bd7125fb95'],24,,,,,,,,,,,,,,,,Eibar,322,00:01:24.947,Pass,
,,,,,,,,,,,,,,,,,3.197883,,,,,,,,,,,,,,ffa7bf0e-7118-4be6-bddf-22f9db1d7df2,67,,"[13.3, 75.6]",3825586,1,,,,,-0.16058862,,Right Foot,,,,"[73.8, 65.8]",High Pass,,61.288578,,Incomplete,,,,,,,,,,1,Regular Play,Marcos Alberto Angeleri,27184.0,Left Center Back,4,Málaga,223,['a244acbb-4239-4650-b27c-7382c703c840'],34,,,,,,,,,,,,,,,,Málaga,223,00:01:34.610,Pass,
,,,,,,,,,,,,,,,,,1.235833,,,,,,,,,,,,,,a244acbb-4239-4650-b27c-7382c703c840,69,,"[46.3, 14.3]",3825586,1,,,,True,-1.413825,,,,,,"[48.5, 0.4]",Low Pass,,14.073024,,Out,,,,,,,,,Recovery,1,Regular Play,Mauro Javier Dos Santos,6837.0,Right Center Back,4,Málaga,223,"['8e8767f5-6420-4e8a-86b1-9493574e4bf9', 'ffa7bf0e-7118-4be6-bddf-22f9db1d7df2']",37,,,,,,,,,,,,,,,,Eibar,322,00:01:37.808,Pass,True
,,,,,,,,,,,,,,,,,0.836345,,,,,,,,,,,,,,a03f7a4d-c028-48ee-8659-e5b5233a9b4d,70,,"[70.5, 80.0]",3825586,1,,True,,,-0.8145161,,,,,,"[75.5, 74.7]",Low Pass,,7.2862883,,,,Ricardo Jorge Luz Horta,10868.0,,,,,,Throw-in,1,From Throw In,Roberto José Rosales Altuve,6569.0,Right Back,5,Málaga,223,['7c3f7e0b-8ecc-4728-9dd9-6ec5e2207379'],42,,,,,,,,,,,,,,,,Málaga,223,00:01:42.524,Pass,
,,,,,,,,,,,,,,,,,1.255538,,,,,,,,,,,,,,05ac4778-5e4e-4e31-a3e8-dbcb214067e7,72,,"[75.5, 74.7]",3825586,1,,True,,,-1.8879945,,Left Foot,,,,"[69.0, 54.9]",Low Pass,,20.839626,,,,José Luis García del Pozo,6580.0,,,,,,,1,From Throw In,Ricardo Jorge Luz Horta,10868.0,Right Wing,5,Málaga,223,['98a9936d-fc80-411b-af83-8c023767c92e'],43,,,,,,,,,,,,,,,,Málaga,223,00:01:43.361,Pass,
,,,,,,,,,,,,,,,,,1.14654,,,,,,,,,,,,,,f1a42dc5-dd9c-40a8-a38a-921b6f25f573,74,,"[69.0, 54.9]",3825586,1,,,,,1.1095759,,Right Foot,,,,"[77.2, 71.4]",Ground Pass,,18.425255,,,,Ricardo Jorge Luz Horta,10868.0,,,,,,,1,From Throw In,José Luis García del Pozo,6580.0,Right Defensive Midfield,5,Málaga,223,['2f31996b-11db-4553-a46d-f2b6df09773e'],44,,,,,,,,,,,,,,,,Málaga,223,00:01:44.622,Pass,
,,,,,,,,,,,,,,,,,0.738363,,,,,,,,,,,,,,43a277f1-f5af-4a72-92cc-377701c44976,78,,"[74.6, 72.9]",3825586,1,,,,,2.5332677,,Right Foot,,,,"[69.0, 76.8]",Ground Pass,,6.8242216,,,,Roberto José Rosales Altuve,6569.0,,,,,,,1,From Throw In,Ricardo Jorge Luz Horta,10868.0,Right Wing,5,Málaga,223,['e62b77d1-bfbb-4636-8745-a420552d31a0'],46,,,,,,,,,,,,,,,,Málaga,223,00:01:46.754,Pass,
,,,,,,,,,,,,,,,,,0.955779,,,,,,,,,,,,,,746551ea-b0f1-49dc-a4ed-77f632ed1c4f,81,,"[69.0, 76.8]",3825586,1,,,,,-1.8863164,,Right Foot,,,,"[62.7, 57.5]",Ground Pass,,20.302217,,,,Fernando Damián Tissone,19431.0,,,,,,,1,From Throw In,Roberto José Rosales Altuve,6569.0,Right Back,5,Málaga,223,['eccc63d9-46f0-4b62-9a9b-3ad3b73707cd'],48,,,,,,,,,,,,,,,,Málaga,223,00:01:48.003,Pass,
,,,,,,,,,,,,,,,,,1.797888,,,,,,,,,,,,,,fa08836c-073a-4c57-9c63-19a726fddc60,84,,"[62.7, 57.3]",3825586,1,,,,,-1.7964387,,Right Foot,,,,"[54.0, 19.4]",Ground Pass,,38.88573,,,,Arthur Etienne Boka,27335.0,,,,,,,1,From Throw In,Fernando Damián Tissone,19431.0,Left Defensive Midfield,5,Málaga,223,['41415734-8f1d-4f81-90e2-d0dc9c513097'],50,,,,,,,,,,,,,,,,Málaga,223,00:01:50.063,Pass,
,,,,,,,,,,,,,,,,,1.112517,,,,,,,,,,,,,,f320b76b-0c95-4d28-a5bb-bb36e61d9f9c,87,,"[54.0, 19.4]",3825586,1,,,,,-0.67543346,,Left Foot,,,,"[71.6, 5.3]",Ground Pass,,22.551497,,,,Juan Carlos Pérez López,6559.0,,,,,,,1,From Throw In,Arthur Etienne Boka,27335.0,Left Back,5,Málaga,223,['9babbbef-480c-4946-9da5-cb0d8168a893'],53,,,,,,,,,,,,,,,,Málaga,223,00:01:53.458,Pass,
,,,,,,,,,,,,,,,,,1.851902,,,,,,,,,,,,,,40e00460-f07f-4d9d-9306-75c165a5081b,94,,"[71.1, 9.4]",3825586,1,,,,,-0.4871727,,Left Foot,,,,"[87.9, 0.5]",Ground Pass,,19.011839,,,,Arthur Etienne Boka,27335.0,,,,,,,1,From Throw In,Juan Carlos Pérez López,6559.0,Left Wing,5,Málaga,223,"['079f2c1c-71ad-4a76-8212-8a75527fbd0f', 'a7d8bed0-f0a6-4270-b4ab-dabe5af55fc4']",57,,,,,,,,,,,,,,,,Málaga,223,00:01:57.007,Pass,True
,,,,,,,,,,,,,,,,,0.608093,,,,,,,,,,,,,,1009708f-85d4-4ce9-8415-5fa7c1e2162d,101,,"[16.6, 67.2]",3825586,2,,,,,0.84028804,,Right Foot,,,,"[20.9, 72.0]",Ground Pass,,6.4443774,,,,Sergio Gontán Gallardo,6742.0,,,,,,Recovery,1,Regular Play,Gonzalo Escalante,6712.0,Right Defensive Midfield,6,Eibar,322,"['424ab86c-e1e7-4568-a896-1c6e46012f2c', '90cbb4ca-52e7-4710-aa74-960f53ee49f2']",2,,,,,,,,,,,,,,,,Eibar,322,00:02:02.499,Pass,True
,,,,,,,,,,,,,,,,,0.687785,,,,,,,,,,,,,,f1cbb2a4-19ea-40eb-97b7-8f5308326617,104,,"[20.9, 72.0]",3825586,2,,,,,-1.7807698,,Right Foot,,,,"[19.6, 65.9]",Ground Pass,,6.2369866,,,,Gonzalo Escalante,6712.0,,,,,,,1,Regular Play,Sergio Gontán Gallardo,6742.0,Right Wing,6,Eibar,322,['f9dc8789-bba3-4a41-b6c3-4bc85e99ba79'],3,,,,,,,,,,,,,,,,Eibar,322,00:02:03.210,Pass,
,,,,,,,,,,,,,,,,,1.135919,,,,,,,,,,,,,,292ca3a7-a4f7-46c0-8ad7-01ab7df89fd8,108,,"[32.2, 63.9]",3825586,2,,,,,-1.4625257,,Right Foot,,,,"[35.2, 36.3]",Ground Pass,,27.762566,,,,Adrián González Morales,6557.0,,,,,,,1,Regular Play,Gonzalo Escalante,6712.0,Right Defensive Midfield,6,Eibar,322,"['874231f9-c142-483b-843a-42752ebd546a', 'ec40536f-f5b7-4feb-adbe-a3137bc9be63']",6,,,,,,,,,,,,,,,,Eibar,322,00:02:06.005,Pass,True
,,,,,,,,,,,,,,,,,1.782727,,,,,,,,,,,,,,9bb469c2-691f-42da-b7ad-07f457c2ee02,111,,"[38.7, 33.0]",3825586,2,,,,,-1.1492631,,Left Foot,,,,"[50.0, 7.8]",Ground Pass,,27.617567,,,,Saúl Berjón Pérez,24070.0,,,,,,,1,Regular Play,Adrián González Morales,6557.0,Center Attacking Midfield,6,Eibar,322,['567ddf48-ac81-42e7-b7c8-c5badf8aa643'],8,,,,,,,,,,,,,,,,Eibar,322,00:02:08.141,Pass,
,,,,,,,,,,,,,,,,,2.862925,,,,,,,,,,,,,,ab005d05-5ab5-4d7f-ab38-82df5262527e,115,,"[50.7, 18.3]",3825586,2,,,,,0.98874605,,Right Foot,,,,"[84.0, 68.9]",High Pass,,60.574333,,Incomplete,,Sergio Gontán Gallardo,6742.0,,,True,,,,1,Regular Play,Saúl Berjón Pérez,24070.0,Left Wing,6,Eibar,322,"['73b08ab4-b959-4bbd-8a51-69f9e3079f82', '7762530e-3605-4bff-a389-ab20ecbc4265', '9dc6371f-9f8e-4e00-b3d4-fdccd85159ea']",12,,,,,,,,,,,,,,,,Eibar,322,00:02:12.628,Pass,True
,,,,,,,,,,,,,,,,,1.225436,,,,,,,,,,,,,,4c912079-bacb-4d3a-b869-19f646ee47bc,119,,"[85.1, 6.8]",3825586,2,,,,,0.51110536,,Left Foot,,,,"[99.9, 15.1]",Ground Pass,,16.9685,,Incomplete,,Nordin Amrabat,3302.0,,,,,,,1,Regular Play,Juan Carlos Pérez López,6559.0,Left Wing,6,Eibar,322,"['622ba178-f6ce-4f04-bd9a-b5e2d2eed4f0', '7639d6ea-b1b2-42c7-80f9-56f23af42a54']",23,,,,,,,,,,,,,,,,Málaga,223,00:02:23.889,Pass,
