bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.575585,,,,,,,,,,,,,,3acbd2ee-9c44-4d46-b236-f24ff3446e5f,18,,"[34.0, 13.9]",3825595,0,,,,,-1.1071488,,Left Foot,,"[36.8, 8.3]",,Ground Pass,,6.26099,,,,Jaume Vicent Costa Jordá,6828.0,,,,,,1,From Throw In,Bruno Soriano Llido,22819.0,Left Defensive Midfield,3,Villarreal,222,"['216f8ec6-8565-476a-9d95-2df1f116de83', '649823b5-6f17-43a5-98a9-f1303c8f5489']",14,,,,,,,,,,,,,,,,,Villarreal,222,00:00:14.471,Pass,True
,,,,,,,,,,,,,,,,,0.726086,,,,,,,,,,,,,,3c220d7a-11d8-4834-a4c2-43d46c159482,22,,"[40.2, 6.5]",3825595,0,,,,,0.7543522,,Left Foot,,"[48.5, 14.3]",,Ground Pass,,11.389908,,,,Samuel Castillejo Azuaga,6829.0,,,,,,1,From Throw In,Jaume Vicent Costa Jordá,6828.0,Left Back,3,Villarreal,222,"['35a00578-d65f-4c4a-922e-598cc4d6b889', 'fa08a4b6-1151-422f-b185-2318b1f5dc46']",15,,,,,,,,,,,,,,,,,Villarreal,222,00:00:15.539,Pass,True
,,,,,,,,,,,,,,,,,2.750323,,,,,,,,,,,,,,26b4d802-82fb-4560-be12-43e30586ea27,26,,"[40.5, 23.0]",3825595,0,,,,,2.8862097,,Left Foot,,"[20.2, 28.3]",,Ground Pass,,20.980467,,,,Víctor Ruíz Torre,6752.0,,,,,,1,From Throw In,Samuel Castillejo Azuaga,6829.0,Left Midfield,3,Villarreal,222,['3202a166-8fde-4909-9b90-3af153fca6fc'],17,,,,,,,,,,,,,,,,,Villarreal,222,00:00:17.318,Pass,
,,,,,,,,,,,,,,,,,1.756207,,,,,,,,,,,,,,70866fb1-af25-4033-86bb-5bc9e2b70043,29,,"[19.8, 30.6]",3825595,0,,,,,1.4487642,,Right Foot,,"[22.4, 51.8]",,Ground Pass,,21.358839,,,,Eric Bertrand Bailly,3324.0,,,,,,1,From Throw In,Víctor Ruíz Torre,6752.0,Left Center Back,3,Villarreal,222,['c431588a-2f10-4a81-8aeb-546f7c2f4dc8'],20,,,,,,,,,,,,,,,,,Villarreal,222,00:00:20.346,Pass,
,,,,,,,,,,,,,,,,,1.905554,,,,,,,,,,,,,,fd41b3e9-fd1d-4453-b937-2dbf9671e12a,32,,"[39.8, 65.9]",3825595,0,,,,,-0.20010264,,Right Foot,,"[75.3, 58.7]",,High Pass,,36.222782,,,,Roberto Soldado Rillo,26009.0,,,,,,1,From Throw In,Eric Bertrand Bailly,3324.0,Right Center Back,3,Villarreal,222,['9eaf8b24-7745-465e-9736-633c5adb2d38'],26,,,,,,,,,,,,,,,,,Villarreal,222,00:00:26.578,Pass,
,,,,,,,,,,,,,,,,,0.780693,,,,,,,,,,,,,,6a50720c-9bd6-4c97-803d-c6b11146dfed,34,,"[75.1, 58.3]",3825595,0,,,,,-0.92483824,,Head,,"[80.0, 51.8]",,Low Pass,,8.140024,,Incomplete,,Cédric Bakambu,6862.0,,,,,,1,From Throw In,Roberto Soldado Rillo,26009.0,Right Center Forward,3,Villarreal,222,"['262cc466-2f2c-44bf-baf4-cab87abd4e78', '440f5354-fdf1-404b-af36-220566c6ae38']",28,,,,,,,,,,,,,,,,,Villarreal,222,00:00:28.524,Pass,
,,,,,,,,,,,,,,,,,1.411226,,,,,,,,,,,,,,689a0070-8515-450a-b527-64d93c0ff999,38,,"[43.3, 36.2]",3825595,0,,,,,1.1987897,,Right Foot,,"[56.8, 70.8]",,Ground Pass,,37.140408,,,,Sabin Merino Zuloaga,6666.0,,,,,,1,From Throw In,Aymeric Laporte,4353.0,Left Center Back,3,Villarreal,222,['cc657354-b3b3-45e6-946d-75a3b27248a4'],30,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:30.669,Pass,
,,,,,,,,,,,,,,,,,1.000997,,,,,,,,,,,,,,7b8d3d02-3eb8-44eb-9489-c83886580fb3,45,,"[52.7, 14.1]",3825595,0,,,,,1.6667573,,Left Foot,,"[50.9, 32.8]",,Ground Pass,,18.78643,,,,Bruno Soriano Llido,22819.0,,,,,,1,From Throw In,Jaume Vicent Costa Jordá,6828.0,Left Back,3,Villarreal,222,['d55fdc49-aed3-49c8-9419-b569c04cde07'],36,,,,,,,,,,,,,,,,,Villarreal,222,00:00:36.190,Pass,
,,,,,,,,,,,,,,,,,1.000045,,,,,,,,,,,,,,f00f61d2-95c7-4ffd-9927-e41b9e22f3f8,49,,"[51.6, 33.1]",3825595,0,,,,,-0.57811826,,Left Foot,,"[65.7, 23.9]",,Ground Pass,,16.835974,,,,Cédric Bakambu,6862.0,,,,,,1,From Throw In,Bruno Soriano Llido,22819.0,Left Defensive Midfield,3,Villarreal,222,"['4ab32ec5-115d-47fd-962d-b93d47261c8f', '6bdbd6d4-dec9-4b7c-97ee-79803765d4f7']",37,,,,,,,,,,,,,,,,,Villarreal,222,00:00:37.262,Pass,True
,,,,,,,,,,,,,,,,,0.861317,,,,,,,,,,,,,,55b7baa6-3a94-4139-ba0e-5fa0768b3241,52,,"[65.7, 21.9]",3825595,0,,,,,1.068494,,Right Foot,,"[73.5, 36.1]",,Low Pass,,16.201235,,,,Roberto Soldado Rillo,26009.0,,,,,,1,From Throw In,Cédric Bakambu,6862.0,Left Center Forward,3,Villarreal,222,['0805f2a8-2be4-4b92-82e8-2391f0ad0c4a'],38,,,,,,,,,,,,,,,,,Villarreal,222,00:00:38.342,Pass,
,,,,,,,,,,,,,,,,,1.316949,,,,,,,,,,,,,,c94c55cd-b133-4719-8119-bf6e033590de,56,,"[71.8, 34.1]",3825595,0,,,,,2.546523,,Right Foot,,"[65.3, 38.5]",,Ground Pass,,7.8492036,,Unknown,,,,,,,,,1,From Throw In,Roberto Soldado Rillo,26009.0,Right Center Forward,3,Villarreal,222,,39,,,,,,,,,,,,,,,,,Villarreal,222,00:00:39.772,Pass,
,,,,,,,,,,,,,,,,,1.148222,,,,,,,,,,,,,,f6bf1182-361e-41cf-a050-0ac7824920cd,60,,"[57.7, 44.9]",3825595,0,,,,,2.43482,,Left Foot,,"[48.8, 52.5]",,Ground Pass,,11.703419,,,,Carlos Gurpegi Nausia,26087.0,,,,,Free Kick,1,From Free Kick,Mikel San José Domínguez,6389.0,Right Defensive Midfield,4,Athletic Club,215,['f9780eeb-9f40-4758-b278-d871c6797fcf'],50,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:50.295,Pass,
,,,,,,,,,,,,,,,,,1.125494,,,,,,,,,,,,,,be11cb84-7592-49c1-9ad1-cb2d67040e4e,62,,"[48.8, 53.4]",3825595,0,,,,,-1.7739626,,Right Foot,,"[44.0, 30.1]",,Ground Pass,,23.789284,,,,Aymeric Laporte,4353.0,,,,,,1,From Free Kick,Carlos Gurpegi Nausia,26087.0,Right Center Back,4,Athletic Club,215,['15b26d47-529b-448b-887f-f965c1d80ace'],51,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:51.443,Pass,
,,,,,,,,,,,,,,,,,1.06543,,,,,,,,,,,,,,b25c4066-b8b5-4b99-886e-c3a767ff3a66,65,,"[44.4, 25.7]",3825595,0,,,,,0.21866895,,Right Foot,,"[52.5, 27.5]",,Ground Pass,,8.29759,,,,Mikel San José Domínguez,6389.0,,,,,,1,From Free Kick,Aymeric Laporte,4353.0,Left Center Back,4,Athletic Club,215,['51b65ab1-471e-4a79-b56e-c08ddca96276'],54,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:54.686,Pass,
,,,,,,,,,,,,,,,,,1.621789,,,,,,,,,,,,,,05e4ec59-a81a-4e95-9ee6-9cfd62f9c7d4,68,,"[52.2, 23.1]",3825595,0,,,,,-1.3693767,,Left Foot,,"[56.1, 4.0]",,Ground Pass,,19.494102,,,,Mikel Balenziaga Oruesagasti,6789.0,,,,,,1,From Free Kick,Mikel San José Domínguez,6389.0,Right Defensive Midfield,4,Athletic Club,215,['3f7e0715-62f5-49b4-985a-79ad1c7b0370'],56,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:56.463,Pass,
,,,,,,,,,,,,,,,,,1.126319,,,,,,,,,,,,,,7bcd6399-c1f4-49fe-bd19-3fff6dae7ff4,71,,"[58.1, 5.3]",3825595,0,,,,,0.035699114,,Left Foot,,"[74.9, 5.9]",,Ground Pass,,16.81071,,Incomplete,,Javier Eraso Goñi,6606.0,,,,,,1,From Free Kick,Mikel Balenziaga Oruesagasti,6789.0,Left Back,4,Athletic Club,215,"['0ed527c0-391f-4d67-9f9d-88ce63fb0b00', '6da89623-1a8c-423b-a86d-4de34aa0cc52']",58,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:58.273,Pass,
,,,,,,,,,,,,,,,,,1.65276,,,,,,,,,,,,,,0ed527c0-391f-4d67-9f9d-88ce63fb0b00,73,,"[45.2, 74.2]",3825595,0,,,,,-0.28921765,,Left Foot,,"[65.7, 68.1]",,Low Pass,,21.388315,,Incomplete,,Roberto Soldado Rillo,26009.0,,,,,Recovery,1,From Free Kick,Mario Gaspar Pérez Martínez,6772.0,Right Back,4,Athletic Club,215,"['66122aa5-b9b2-4ef0-8d8b-558c2be288ef', '7bcd6399-c1f4-49fe-bd19-3fff6dae7ff4', '9fe945ee-1b24-4684-8aa2-4e849ac6ca1a']",59,,,,,,,,,,,,,,,,,Villarreal,222,00:00:59.399,Pass,
,,,,,,,,,,,,,,,,,0.627205,,,,,,,,,,,,,,66122aa5-b9b2-4ef0-8d8b-558c2be288ef,75,,"[54.4, 12.0]",3825595,1,,,,,-0.20065288,,Head,,"[66.2, 9.6]",,Low Pass,,12.0415945,,,,Javier Eraso Goñi,6606.0,,,,,Recovery,1,From Free Kick,Mikel San José Domínguez,6389.0,Right Defensive Midfield,4,Athletic Club,215,"['0ed527c0-391f-4d67-9f9d-88ce63fb0b00', 'cfcf4ec2-b21f-4c8d-80dd-8150a2bde74c']",1,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:01.052,Pass,
,,,,,,,,,,,,,,,,,1.753393,,,,,,,,,,,,,,50ce5c25-f2f4-4232-8110-a8513310b847,77,,"[66.2, 11.2]",3825595,1,,,,,-1.2169712,,Head,,"[70.3, 0.1]",,High Pass,,11.833005,,Out,,Ager Aketxe Barrutia,6845.0,,,,,,1,From Free Kick,Javier Eraso Goñi,6606.0,Center Attacking Midfield,4,Athletic Club,215,['5f60e125-6fde-4a52-86eb-7fe1a31e4193'],1,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:01.679,Pass,
,,,,,,,,,,,,,,,,,2.192255,,,,,,,,,,,,,,1ccf336d-c47d-4158-8e15-5ddbd40b5e67,79,,"[52.4, 80.0]",3825595,1,,,,,-0.11906604,,,,"[85.0, 76.1]",,High Pass,,32.832455,,Incomplete,,,,,,,,Throw-in,1,From Throw In,Mario Gaspar Pérez Martínez,6772.0,Right Back,5,Villarreal,222,['1ee2e593-07bd-4d0d-a45b-29326ed01ec9'],14,,,,,,,,,,,,,,,,,Villarreal,222,00:01:14.067,Pass,
,,,,,,,,,,,,,,,,,2.166074,,,,,,,,,,,,,,1ee2e593-07bd-4d0d-a45b-29326ed01ec9,80,,"[35.1, 4.0]",3825595,1,,,,,0.021049522,,Other,,"[44.6, 4.2]",,High Pass,,9.502105,,Incomplete,,Mikel Balenziaga Oruesagasti,6789.0,,,,,Recovery,1,From Throw In,Aymeric Laporte,4353.0,Left Center Back,5,Villarreal,222,"['1ccf336d-c47d-4158-8e15-5ddbd40b5e67', '1d7a2941-f80f-43be-a7f9-50cff8f0244d', 'c64686e1-df35-41b1-856a-ebdd79f1ba9e']",16,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:16.259,Pass,
,,,,,,,,,,,,,,,,,0.689009,,,,,,,,,,,,,,c64686e1-df35-41b1-856a-ebdd79f1ba9e,83,,"[75.5, 75.9]",3825595,1,,,,True,-0.06548002,,,,"[81.6, 75.5]",,Low Pass,,6.1131005,,,,Roberto Soldado Rillo,26009.0,,,,,Recovery,1,From Throw In,Matías Nahuel Leiva Esquivel,18867.0,Right Midfield,5,Villarreal,222,"['1ee2e593-07bd-4d0d-a45b-29326ed01ec9', '2a6ccfeb-d3f0-401d-b879-1f8a2ea4591c', '80c43fdd-df0d-4912-9d8d-44b2cbcd7f81']",18,,,,,,,,,,,,,,,,,Villarreal,222,00:01:18.426,Pass,True
,,,,,,,,,,,,,,,,,1.556438,,,,,,,,,,,,,,da98fadd-e85c-4bae-aa11-151e102f85a6,89,,"[85.1, 80.0]",3825595,1,,True,,,-1.5232133,,,,"[85.5, 71.6]",,Low Pass,,8.409518,,,,Matías Nahuel Leiva Esquivel,18867.0,,,,,Throw-in,1,From Throw In,Mario Gaspar Pérez Martínez,6772.0,Right Back,6,Villarreal,222,['cccdcb2a-c047-428f-9998-23d1009f1a35'],24,,,,,,,,,,,,,,,,,Villarreal,222,00:01:24.438,Pass,
,,,,,,,,,,,,,,,,,1.10545,,,,,,,,,,,,,,ca1dc065-cd1e-4b4a-875f-82ff67b9ecc3,93,,"[82.9, 75.0]",3825595,1,,,,,-2.5879114,,Right Foot,,"[77.4, 71.6]",,Ground Pass,,6.4660654,,,,Tomás Pina Isla,6622.0,,,,,,1,From Throw In,Matías Nahuel Leiva Esquivel,18867.0,Right Midfield,6,Villarreal,222,['9c797d1b-d71c-4186-a8af-7b06f2a89396'],27,,,,,,,,,,,,,,,,,Villarreal,222,00:01:27.195,Pass,
,,,,,,,,,,,,,,,,,2.2487,,,,,,,,,,,,,,2efff322-a739-4a23-87c5-246afab50e54,96,,"[77.5, 69.8]",3825595,1,,,,,-2.2736754,,Left Foot,,"[65.3, 55.4]",,Ground Pass,,18.873262,,,,Víctor Ruíz Torre,6752.0,,,,,,1,From Throw In,Tomás Pina Isla,6622.0,Right Defensive Midfield,6,Villarreal,222,['5b90bab8-9146-4c72-9c15-cb622c4de155'],28,,,,,,,,,,,,,,,,,Villarreal,222,00:01:28.829,Pass,
,,,,,,,,,,,,,,,,,1.235604,,,,,,,,,,,,,,d641c1df-6e3b-4f20-a525-329c00e3ce1c,100,,"[65.3, 47.2]",3825595,1,,,,,-1.4690468,,Right Foot,,"[68.7, 13.9]",,Ground Pass,,33.47312,,,,Jaume Vicent Costa Jordá,6828.0,,,,,,1,From Throw In,Víctor Ruíz Torre,6752.0,Left Center Back,6,Villarreal,222,['e538da0f-e6f3-410b-a585-2131211bbf59'],32,,,,,,,,,,,,,,,,,Villarreal,222,00:01:32.013,Pass,
,,,,,,,,,,,,,,,,,1.73644,,,,,,,,,,,,,,782398ed-3151-414c-a8d0-043a785384f5,103,,"[73.1, 12.0]",3825595,1,,,,,-0.5404195,,Left Foot,,"[81.1, 7.2]",,Ground Pass,,9.329523,,,,Samuel Castillejo Azuaga,6829.0,,,,,,1,From Throw In,Jaume Vicent Costa Jordá,6828.0,Left Back,6,Villarreal,222,['64e6ffb9-646a-4775-9bc9-70f039b5b311'],33,,,,,,,,,,,,,,,,,Villarreal,222,00:01:33.891,Pass,
,,,,,,,,,,,,,,,,,1.823453,,,,,,,,,,,,,,b9202ff5-b164-4ec9-87a1-314f8fe80173,106,,"[81.3, 5.2]",3825595,1,,,,,0.1740988,,Left Foot,,"[101.2, 8.7]",,Ground Pass,,20.205444,,,,Cédric Bakambu,6862.0,,,,,,1,From Throw In,Samuel Castillejo Azuaga,6829.0,Left Midfield,6,Villarreal,222,['955bf53a-2992-49d7-a80f-f4596047838f'],35,,,,,,,,,,,,,,,,,Villarreal,222,00:01:35.677,Pass,
,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,e7e6389e-acfd-4f1e-aebb-b3db62af6ab6,109,,"[102.9, 5.9]",3825595,1,,,,,1.359284,,Right Foot,,"[106.4, 22.2]",,Ground Pass,,16.671532,,,,Jaume Vicent Costa Jordá,6828.0,,,,,,1,From Throw In,Cédric Bakambu,6862.0,Left Center Forward,6,Villarreal,222,"['5cab6a2d-d8b4-4223-be74-6faa0862599c', 'fdac577e-ee43-4f04-a0fe-81f4206b03b8']",37,,,,,,,,,,,,,,,,,Villarreal,222,00:01:37.501,Pass,True
,,,,,,,,,,,,,,,,,0.088457,,,,,,,,,,,,,,8eda198c-2de7-4620-b90f-d8bcd39b5433,117,,"[115.5, 23.3]",3825595,1,,,,,1.5707964,,Left Foot,,"[115.5, 26.5]",,Ground Pass,,3.2,,Incomplete,,,,,,,,,1,From Throw In,Jaume Vicent Costa Jordá,6828.0,Left Back,6,Villarreal,222,['b7b2ca04-4ca3-4798-a9c8-a72ad4ac7d87'],40,,,,,,,,,,,,,,,,,Villarreal,222,00:01:40.174,Pass,
,,,,,,,,,,,,,,,,,0.92393,,,,,,,,,,,,,,08fea806-da5a-4cc6-afa9-50b37ef4821e,119,,"[120.0, 0.1]",3825595,2,,,,,2.4344656,,Left Foot,,"[109.0, 9.5]",,Ground Pass,,14.469277,,,,Jaume Vicent Costa Jordá,6828.0,,,,,Corner,1,From Corner,Samuel Castillejo Azuaga,6829.0,Left Midfield,7,Villarreal,222,['4a48c68f-4992-49af-b6ec-32e3b0fbbfd5'],4,,,,,,,,,,,,,,,,,Villarreal,222,00:02:04.612,Pass,
,,,,,,,,,,,,,,,,,1.913881,,,,,,,,,,,,,,d9a0f1af-1eca-4b80-be72-3e6b9af3174a,122,,"[109.0, 7.2]",3825595,2,,,,,0.81871915,,Left Foot,,"[117.7, 16.5]",,Ground Pass,,12.734991,,,,Samuel Castillejo Azuaga,6829.0,,,,,,1,From Corner,Jaume Vicent Costa Jordá,6828.0,Left Back,7,Villarreal,222,['a5379249-d45a-4def-b237-ffc7b5c98a35'],7,,,,,,,,,,,,,,,,,Villarreal,222,00:02:07.020,Pass,
