bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,96218b8b-6992-4d78-99c7-66c39aca4de0,1,,,3825661,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6823, 'name': 'Sergio Rico González'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 21210, 'name': 'Mariano Ferreira Filho'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 3253, 'name': 'Adil Rami'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 7948, 'name': 'Marco Andreolli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 27483, 'name': 'Benoît Trémoulinas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 5737, 'name': ""Steven N''Kemboanza Mike Christopher Nzonzi""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 6841, 'name': 'Víctor Machín Pérez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 5504, 'name': 'Éver Maximiliano David Banega'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 8523, 'name': 'Yevhen Konoplyanka'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 7788, 'name': 'Ciro Immobile'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Sevilla,213,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5f28aa1b-1f7e-4875-b895-081a987d9a38,2,,,3825661,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 6706, 'name': 'Francisco Casilla Cortés'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 3063, 'name': 'Danilo Luiz da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 20016, 'name': 'Kléper Laveran Lima Ferreira'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 5202, 'name': 'José Ignacio Fernández Iglesias'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 5539, 'name': 'Carlos Henrique Casimiro'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 5574, 'name': 'Toni Kroos'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 4926, 'name': 'Francisco Román Alarcón Suárez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 6399, 'name': 'Gareth Frank Bale'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Real Madrid,220,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,99ecf6a8-540a-40f2-8baa-aeb6f76d7bc9,3,,,3825661,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,['c4157b82-cf08-4060-8547-e4eb5e4d9180'],0,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c4157b82-cf08-4060-8547-e4eb5e4d9180,4,,,3825661,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,['99ecf6a8-540a-40f2-8baa-aeb6f76d7bc9'],0,,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,101bcdb6-2762-4a69-842b-293f5a4b5e40,1909,,,3825661,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,97,Real Madrid,220,['a9618ced-e348-4f14-a065-a5adbdbbf6bb'],0,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,a9618ced-e348-4f14-a065-a5adbdbbf6bb,1910,,,3825661,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,97,Real Madrid,220,['101bcdb6-2762-4a69-842b-293f5a4b5e40'],0,,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.873709,,,,,,,,,,,,,,889c1db2-9fc0-4313-9f96-33ce03f0157a,5,,"[61.0, 40.1]",3825661,0,,,,,1.9040406,,Right Foot,,,,"[60.1, 42.7]",,Ground Pass,,2.7513633,,,,,Francisco Román Alarcón Suárez,4926.0,,,,,Kick Off,1,From Kick Off,Gareth Frank Bale,6399.0,Center Forward,2,Real Madrid,220,['662270ba-5851-4565-b945-6f5ae2f0de13'],5,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:05.375,Pass,
,,,,,,,,,,,,,,,,1.786201,,,,,,,,,,,,,,f1cce954-1f92-43d4-93ab-a1b7176b7755,8,,"[60.4, 40.6]",3825661,0,,,,,2.8777173,,Right Foot,,,,"[31.9, 48.3]",,Ground Pass,,29.521856,,,,,Sergio Ramos García,5201.0,,,,,,1,From Kick Off,Francisco Román Alarcón Suárez,4926.0,Right Wing,2,Real Madrid,220,['732ed3a4-5396-4e4c-9a45-8c42021df1ad'],6,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:06.288,Pass,
,,,,,,,,,,,,,,,,3.591048,,,,,,,,,,,,,,be52102b-8fe3-49e5-a326-e4115bb9d93e,11,,"[34.7, 49.4]",3825661,0,,,,,-0.5969111,,Right Foot,,,,"[96.5, 7.4]",,High Pass,,74.721085,,,Incomplete,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,True,,,1,From Kick Off,Sergio Ramos García,5201.0,Left Center Back,2,Real Madrid,220,"['01170994-4c83-4325-8fe3-77c954b721ee', '9d861c40-637d-4309-a521-476ef0e1cea5']",9,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:09.381,Pass,
,,,,,,,,,,,,,,,,3.341649,,,,,,,,,,,,,,71fbdb89-aff9-4da0-b78e-e89424382b34,17,,"[30.9, 73.9]",3825661,0,,,,,-0.07865513,,Right Foot,,,,"[71.5, 70.7]",,High Pass,,40.725914,,,Incomplete,,,,,,,,,1,From Kick Off,Víctor Machín Pérez,6841.0,Right Wing,2,Real Madrid,220,['ec4d56a0-c40e-4cfe-9fa3-ec84b348f1c8'],14,,,,,,,,,,,,,,,,,Sevilla,213,00:00:14.907,Pass,
