bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.299205,,,,,,,,,,,,,,353b6ad0-f8ee-46ac-9f58-feb08d0aefda,413,,"[57.6, 33.1]",3825615,8,,,,,2.762434,,Left Foot,,,,"[44.8, 38.2]",,Ground Pass,,13.778606,,,,,Luis Hernández Rodríguez,6561.0,,,,,,1,From Throw In,Sergio Álvarez Díaz,13107.0,Right Defensive Midfield,15,Sporting Gijón,1041,['9cbc7e39-db00-4199-acdb-1976db341775'],8,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:08:08.626,Pass,
,,,,,,,,,,,,,,,,1.555375,,,,,,,,,,,,,,dca8bbe7-a978-4928-99f2-a8bef76492b4,416,,"[44.8, 38.0]",3825615,8,,,,,-1.2768164,,Right Foot,,,,"[51.4, 16.2]",,Ground Pass,,22.777182,,,,,Bernardo José Espinosa Zúñiga,6573.0,,,,,,1,From Throw In,Luis Hernández Rodríguez,6561.0,Right Center Back,15,Sporting Gijón,1041,['24195b04-2151-44c8-b0a1-ef63a28468df'],9,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:08:09.965,Pass,
,,,,,,,,,,,,,,,,1.289792,,,,,,,,,,,,,,f79d1e12-e752-4c81-acc6-3eca6ed8320f,419,,"[52.7, 12.6]",3825615,8,,,,,-0.41704923,,Left Foot,,,,"[76.4, 2.1]",,High Pass,,25.921806,,,,,Roberto Canella Suárez,24686.0,,,,,,1,From Throw In,Bernardo José Espinosa Zúñiga,6573.0,Left Center Back,15,Sporting Gijón,1041,['7567a313-57be-4439-af56-3e72fde9e2f0'],13,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:08:13.681,Pass,
,,,,,,,,,,,,,,,,3.356996,,,,,,,,,,,,,,b80ecfca-529a-4e52-8b15-ed82737f3820,426,,"[71.5, 3.6]",3825615,8,,,,,3.0488362,,Left Foot,,,,"[37.1, 6.8]",,Ground Pass,,34.548515,,,,,Bernardo José Espinosa Zúñiga,6573.0,,,,,,1,From Throw In,Roberto Canella Suárez,24686.0,Left Back,15,Sporting Gijón,1041,['74ac61b1-12e5-4958-abfc-854091f3594e'],18,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:08:18.259,Pass,
,,,,,,,,,,,,,,,,1.07944,,,,,,,,,,,,,,b7af61af-9e6a-414e-af2c-a8c115a4c5a1,429,,"[33.2, 20.5]",3825615,8,,,,,-0.7542971,,Right Foot,,,,"[44.8, 9.6]",,Ground Pass,,15.917601,,,,,Roberto Canella Suárez,24686.0,,,,,,1,From Throw In,Bernardo José Espinosa Zúñiga,6573.0,Left Center Back,15,Sporting Gijón,1041,['1594c4a7-0437-4879-9f88-03817c70341a'],24,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:08:24.506,Pass,
,,,,,,,,,,,,,,,,2.275979,,,,,,,,,,,,,,739484ba-85b9-4d93-9dfb-5e92688b4e1a,432,,"[44.8, 9.6]",3825615,8,,,,,2.64517,,Left Foot,,,,"[23.2, 21.3]",,Ground Pass,,24.56522,,,,,Bernardo José Espinosa Zúñiga,6573.0,,,,,,1,From Throw In,Roberto Canella Suárez,24686.0,Left Back,15,Sporting Gijón,1041,['c8dfbb21-c8ea-4433-8da9-851f9bf8ff9e'],25,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:08:25.666,Pass,
,,,,,,,,,,,,,,,,2.979495,,,,,,,,,,,,,,df5a9db6-7d0a-4c54-a034-dbbd138ead98,435,,"[21.9, 21.1]",3825615,8,,,,,2.075495,,Left Foot,,,,"[8.2, 45.9]",,Ground Pass,,28.33249,,,,,Alberto García Cabrera,11537.0,,,,,,1,From Throw In,Bernardo José Espinosa Zúñiga,6573.0,Left Center Back,15,Sporting Gijón,1041,['3bb9e639-e26d-45c7-a7b4-4584f7e39a86'],28,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:08:28.012,Pass,
,,,,,,,,,,,,,,,,3.058164,,,,,,,,,,,,,,5c2bb3ee-3aba-4179-b901-c3ab06c18032,439,,"[8.6, 46.8]",3825615,8,,,,,-0.2980396,,Right Foot,,,,"[69.8, 28.0]",,High Pass,,64.0225,,,Incomplete,,Alejandro Menéndez Díez,23994.0,,,,,,1,From Throw In,Alberto García Cabrera,11537.0,Goalkeeper,15,Sporting Gijón,1041,"['40977bca-64ef-4a37-a76e-9ca7c88ac63f', '7e77d535-16fa-4544-9b1a-c7f253f14072', 'e35fab11-6bf0-425e-999b-a12e428b5f8e']",34,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:08:34.035,Pass,True
,,,,,,,,,,,,,,,,1.249923,,,,,,,,,,,,,,40977bca-64ef-4a37-a76e-9ca7c88ac63f,442,,"[50.3, 52.1]",3825615,8,,,,True,0.55729556,,,,,,"[57.2, 56.4]",,Low Pass,,8.130191,,,,,Víctor Sánchez Mata,6758.0,,,,,Recovery,1,Regular Play,Álvaro González Soberón,6762.0,Right Center Back,16,Espanyol,214,"['5c2bb3ee-3aba-4179-b901-c3ab06c18032', 'ea29e138-d94c-45ae-9a68-b65a895db167', 'fc31fb62-9691-4fd7-a061-6fdf19b67f81']",37,,,,,,,,,,,,,,,,,Espanyol,214,00:08:37.093,Pass,True
,,,,,,,,,,,,,,,,2.241597,,,,,,,,,,,,,,391c18ec-f5c5-4059-b25f-a65fc4dcb789,446,,"[57.8, 56.2]",3825615,8,,,,True,2.508844,,,,,,"[38.3, 70.5]",,Low Pass,,24.181398,,,,,Anaitz Arbilla Zabala,6709.0,,,,,,1,Regular Play,Víctor Sánchez Mata,6758.0,Right Defensive Midfield,16,Espanyol,214,"['26df3fad-7889-4de1-8022-9d43620ccd60', 'a5689de8-95c5-45e3-b39e-7c2da1d4ad20', 'db3f6187-01de-4fe4-a1a7-db8e28a977f6']",38,,,,,,,,,,,,,,,,,Espanyol,214,00:08:38.343,Pass,True
,,,,,,,,,,,,,,,,1.526053,,,,,,,,,,,,,,6740490c-d7e7-4e5b-aa07-9b44f4e1e877,449,,"[38.3, 71.0]",3825615,8,,,,,0.20152777,,Right Foot,,,,"[56.9, 74.8]",,Ground Pass,,18.984203,,,,,Hernán Arsenio Pérez González,6838.0,,,,,,1,Regular Play,Anaitz Arbilla Zabala,6709.0,Right Back,16,Espanyol,214,['dd79a498-d327-4a04-a74f-6efc9894c02a'],41,,,,,,,,,,,,,,,,,Espanyol,214,00:08:41.497,Pass,
,,,,,,,,,,,,,,,,0.532188,,,,,,,,,,,,,,7bd09257-f730-4bf7-82bd-ad1e71615023,453,,"[56.5, 74.8]",3825615,8,,,,,-1.1296169,,Right Foot,,,,"[58.2, 71.2]",,Ground Pass,,3.981206,,,,,Víctor Sánchez Mata,6758.0,,,,,,1,Regular Play,Hernán Arsenio Pérez González,6838.0,Right Wing,16,Espanyol,214,"['15db5283-9a21-43b6-90c7-e0f61c516bf6', '26a495c4-43b0-443e-828d-77283e6da8ee']",43,,,,,,,,,,,,,,,,,Espanyol,214,00:08:43.054,Pass,True
,,,,,,,,,,,,,,,,0.657632,,,,,,,,,,,,,,525a0515-cc3f-4e68-8c3d-8cfd7dcbd950,457,,"[64.0, 74.2]",3825615,8,,,,,-2.3561945,,Right Foot,,,,"[62.1, 72.3]",,Ground Pass,,2.6870058,,,Incomplete,,Hernán Arsenio Pérez González,6838.0,,,,,,1,Regular Play,Víctor Sánchez Mata,6758.0,Right Defensive Midfield,16,Espanyol,214,"['12aa1369-66e2-48c6-8410-9bf53c2af196', 'be96810f-9a55-40d6-b77d-724c343446c8']",45,,,,,,,,,,,,,,,,,Espanyol,214,00:08:45.379,Pass,
,,,,,,,,,,,,,,,,0.40009,,,,,,,,,,,,,,8f93d73d-7c3b-4706-a28f-17b49f1f1ee0,465,,"[70.4, 5.1]",3825615,8,,,,,-2.9629617,,Right Foot,,,,"[63.2, 3.8]",,Ground Pass,,7.31642,,,,,Roberto Canella Suárez,24686.0,,,,,,1,Regular Play,Sergio Álvarez Díaz,13107.0,Right Defensive Midfield,16,Espanyol,214,"['921868f8-6e34-4a68-894b-a1c2a2e1c21b', 'e8e0b99f-8cf4-436f-bdbe-d5c2945becb5']",50,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:08:50.691,Pass,True
,,,,,,,,,,,,,,,,1.431587,,,,,,,,,,,,,,e5f16d46-13a7-4bc1-ad65-8892cf97eb34,468,,"[62.7, 3.8]",3825615,8,,,,,0.53598493,,Left Foot,,,,"[76.0, 11.7]",,Low Pass,,15.469324,,,Incomplete,,Arnaldo Antonio Sanabria Ayala,6880.0,,,,,,1,Regular Play,Roberto Canella Suárez,24686.0,Left Back,16,Espanyol,214,"['1f824e1d-a175-4922-b539-00eb0ccc9db7', 'f3be3f59-4064-4786-a832-7503e0d94da6']",51,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:08:51.132,Pass,
,,,,,,,,,,,,,,,,2.351653,,,,,,,,,,,,,,7a36d0a6-bd6e-4e7f-84a0-404082b97bda,473,,"[40.5, 68.6]",3825615,8,,,,,-2.1145513,,Left Foot,,,,"[27.2, 46.6]",,Ground Pass,,25.70778,,,,,Enzo Pablo Roco Roco,16456.0,,,,,,1,Regular Play,Anaitz Arbilla Zabala,6709.0,Right Back,16,Espanyol,214,['150409aa-21a9-4d24-9f08-a935ac519a09'],54,,,,,,,,,,,,,,,,,Espanyol,214,00:08:54.524,Pass,
,,,,,,,,,,,,,,,,1.328504,,,,,,,,,,,,,,9e1f7ad0-3640-48cd-a47d-453f3756ca51,476,,"[27.0, 46.4]",3825615,8,,,,,-0.52340543,,Left Foot,,,,"[49.7, 33.3]",,Ground Pass,,26.208776,,,,,Víctor Guillermo Álvarez Delgado,27241.0,,,,,,1,Regular Play,Enzo Pablo Roco Roco,16456.0,Left Center Back,16,Espanyol,214,['fb010acd-afa7-4ed1-b779-7a4b5d064fc4'],58,,,,,,,,,,,,,,,,,Espanyol,214,00:08:58.430,Pass,
,,,,,,,,,,,,,,,,0.931849,,,,,,,,,,,,,,ad05ddd4-ee74-410e-9ba8-bb2e5a43b865,486,,"[61.0, 40.1]",3825615,9,,,,,-2.6571147,,Left Foot,,,,"[59.1, 39.1]",,Ground Pass,,2.1470912,,,,,Felipe Salvador Caicedo Corozo,7781.0,,,,,Kick Off,1,From Kick Off,Marco Asensio Willemsen,5719.0,Center Attacking Midfield,17,Espanyol,214,['5c5d88e6-ceac-4f95-9276-a2dce092621f'],56,,,,,,,,,,,,,,,,,Espanyol,214,00:09:56.474,Pass,
,,,,,,,,,,,,,,,,2.058021,,,,,,,,,,,,,,9ab9b420-19ca-45c0-b253-db0ddd67ce9c,489,,"[58.7, 38.7]",3825615,9,,,,,2.5584385,,Left Foot,,,,"[39.6, 51.3]",,Ground Pass,,22.881653,,,,,Álvaro González Soberón,6762.0,,,,,,1,From Kick Off,Felipe Salvador Caicedo Corozo,7781.0,Center Forward,17,Espanyol,214,['8848afb8-8318-4728-b3d5-e3493be61fcd'],57,,,,,,,,,,,,,,,,,Espanyol,214,00:09:57.461,Pass,
,,,,,,,,,,,,,,,,1.334709,,,,,,,,,,,,,,9551b8ad-c101-4991-8166-3c60d9e3ade3,492,,"[39.6, 51.3]",3825615,10,,,,,-1.8636357,,Right Foot,,,,"[33.6, 31.4]",,Ground Pass,,20.784851,,,,,Enzo Pablo Roco Roco,16456.0,,,,,,1,From Kick Off,Álvaro González Soberón,6762.0,Right Center Back,17,Espanyol,214,['f2fbbfce-3411-479f-ba29-5458e3276fe1'],1,,,,,,,,,,,,,,,,,Espanyol,214,00:10:01.418,Pass,
,,,,,,,,,,,,,,,,3.044069,,,,,,,,,,,,,,81ac2503-4fd9-44fc-8883-fc639c060b42,495,,"[32.6, 28.0]",3825615,10,,,,,-0.11502782,,Left Foot,,,,"[82.8, 22.2]",,High Pass,,50.53395,,,Incomplete,,Felipe Salvador Caicedo Corozo,7781.0,,,,,,1,From Kick Off,Enzo Pablo Roco Roco,16456.0,Left Center Back,17,Espanyol,214,"['0e0e8b18-6e4f-4676-8b13-c230f67cd803', '92a61f4d-c419-4139-bdc9-aae5691df86a']",4,,,,,,,,,,,,,,,,,Espanyol,214,00:10:04.750,Pass,
,,,,,,,,,,,,,,,,2.225019,,,,,,,,,,,,,,e99ab952-3058-43c8-a5a7-286d8270acee,499,,"[50.3, 31.6]",3825615,10,,True,,,1.5095522,,Left Foot,,,,"[51.6, 52.8]",,Ground Pass,,21.23982,,,,,Víctor Sánchez Mata,6758.0,,,,,Free Kick,1,From Free Kick,Álvaro González Soberón,6762.0,Right Center Back,18,Espanyol,214,['4511f949-5490-4ac6-ab2a-6b86c7914286'],17,,,,,,,,,,,,,,,,,Espanyol,214,00:10:17.538,Pass,
,,,,,,,,,,,,,,,,1.220759,,,,,,,,,,,,,,0c9c6cbd-08d0-428c-8a38-2850bca0e873,501,,"[51.6, 55.1]",3825615,10,,,,,1.0812924,,Right Foot,,,,"[63.8, 78.0]",,Ground Pass,,25.947062,,,,,Anaitz Arbilla Zabala,6709.0,,,,,,1,From Free Kick,Víctor Sánchez Mata,6758.0,Right Defensive Midfield,18,Espanyol,214,['319bdf04-d6ef-4dc6-b2c9-06b51f91745c'],21,,,,,,,,,,,,,,,,,Espanyol,214,00:10:21.005,Pass,
,,,,,,,,,,,,,,,,1.367574,,,,,,,,,,,,,,33ce4bb8-6e1e-4f07-83a8-4b6c32acd7a8,504,,"[63.8, 78.0]",3825615,10,,,,,-2.4196928,,Right Foot,,,,"[54.6, 69.9]",,Ground Pass,,12.25765,,,,,Víctor Sánchez Mata,6758.0,,,,,,1,From Free Kick,Anaitz Arbilla Zabala,6709.0,Right Back,18,Espanyol,214,['99082f4a-f125-4af4-b2ee-6de411988391'],22,,,,,,,,,,,,,,,,,Espanyol,214,00:10:22.266,Pass,
,,,,,,,,,,,,,,,,0.87962,,,,,,,,,,,,,,b1608d2a-c2ee-417e-a7f4-7a20bad8bd39,507,,"[64.4, 68.2]",3825615,10,,,,,-0.75701463,,Right Foot,,,,"[80.7, 52.8]",,Low Pass,,22.424316,,,Incomplete,,Felipe Salvador Caicedo Corozo,7781.0,,,,,,1,From Free Kick,Víctor Sánchez Mata,6758.0,Right Defensive Midfield,18,Espanyol,214,"['224799a9-8dc2-4930-9166-dc9d94b5c3dd', 'f17dca01-3b61-4c92-9cfe-7696450f0455']",26,,,,,,,,,,,,,,,,,Espanyol,214,00:10:26.478,Pass,
,,,,,,,,,,,,,,,,0.75715,,,,,,,,,,,,,,05a6f052-0813-43ae-a9fb-3dd955f65a1a,516,,"[51.8, 38.9]",3825615,10,,,,,-0.688145,,Left Foot,,,,"[69.8, 24.1]",,Ground Pass,,23.303219,,,,,Arnaldo Antonio Sanabria Ayala,6880.0,,,,,,1,Regular Play,Jonathan Rodríguez Menéndez,6581.0,Right Wing,19,Sporting Gijón,1041,['242917e2-15a3-4a00-83d6-89fc33f13dbf'],32,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:10:32.238,Pass,
,,,,,,,,,,,,,,,,2.971547,,,,,,,,,,,,,,a36431e0-a808-4fb6-b8f4-8b6d3117cd15,520,,"[40.9, 66.0]",3825615,10,,,,,-2.6137583,,Right Foot,,,,"[15.0, 50.9]",,Ground Pass,,29.980328,,,,,Pau López Sabata,6792.0,,,,,Recovery,1,Regular Play,Anaitz Arbilla Zabala,6709.0,Right Back,20,Espanyol,214,['8d063258-6bd2-43e0-87f1-cddddf991c6f'],34,,,,,,,,,,,,,,,,,Espanyol,214,00:10:34.281,Pass,
,,,,,,,,,,,,,,,,3.183463,,,,,,,,,,,,,,91d7bd93-5272-441e-966f-b116b086e333,523,,"[20.6, 40.6]",3825615,10,,,,,0.32756445,,Left Foot,,,,"[82.4, 61.6]",,High Pass,,65.270515,,,Incomplete,,Hernán Arsenio Pérez González,6838.0,,,,,,1,Regular Play,Pau López Sabata,6792.0,Goalkeeper,20,Espanyol,214,"['045973cb-ccd1-4d23-8b1b-b3c5a5472f84', '3337f66e-44a5-42db-94e5-c4538bbf77bb']",47,,,,,,,,,,,,,,,,,Espanyol,214,00:10:47.458,Pass,
,,,,,,,,,,,,,,,,2.544821,,,,,,,,,,,,,,045973cb-ccd1-4d23-8b1b-b3c5a5472f84,525,,"[37.7, 18.5]",3825615,10,,,,,0.071307465,,Head,,,,"[62.9, 20.3]",,High Pass,,25.264204,,,Incomplete,,,,,,,,Recovery,1,Regular Play,Bernardo José Espinosa Zúñiga,6573.0,Left Center Back,20,Espanyol,214,"['8a314824-5f53-476f-bce0-52058b580f54', '91d7bd93-5272-441e-966f-b116b086e333']",50,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:10:50.642,Pass,
,,,,,,,,,,,,,,,,2.065642,,,,,,,,,,,,,,8a314824-5f53-476f-bce0-52058b580f54,526,,"[57.2, 59.8]",3825615,10,,,,,-0.17311311,,Head,,,,"[75.5, 56.6]",,High Pass,,18.577675,,,Incomplete,,Marco Asensio Willemsen,5719.0,,,,,Recovery,1,Regular Play,Álvaro González Soberón,6762.0,Right Center Back,20,Espanyol,214,"['045973cb-ccd1-4d23-8b1b-b3c5a5472f84', '0fb5735a-c55e-4f3e-a2cf-6536abbe9644', '4fb9576e-4c56-48f0-a214-1f532fb23050']",53,,,,,,,,,,,,,,,,,Espanyol,214,00:10:53.187,Pass,
,,,,,,,,,,,,,,,,0.474075,,,,,,,,,,,,,,68eccac3-fe90-463b-b97d-f330d1077cee,530,,"[67.8, 57.5]",3825615,10,,,,,1.0214218,,Other,,,,"[70.8, 62.4]",,Low Pass,,5.745433,,,,,Hernán Arsenio Pérez González,6838.0,,,,,Recovery,1,Regular Play,Víctor Sánchez Mata,6758.0,Right Defensive Midfield,20,Espanyol,214,['07af8002-afb5-481b-92f3-9c770428273d'],57,,,,,,,,,,,,,,,,,Espanyol,214,00:10:57.045,Pass,
,,,,,,,,,,,,,,,,0.769415,,,,,,,,,,,,,,4a98836e-b3f2-4bd2-b0e6-d28cdf08a81c,538,,"[49.7, 18.1]",3825615,10,,,,,-1.5707964,,Left Foot,,,,"[49.7, 13.2]",,Ground Pass,,4.9,,,,,Alejandro Menéndez Díez,23994.0,,,,,,1,Regular Play,Ignacio Cases Mora,18925.0,Left Defensive Midfield,21,Sporting Gijón,1041,"['b7f13dbc-8f5a-4f7f-a21f-1043271a1ef3', 'c950a29a-8795-4144-b306-4bd92a7bcac2']",59,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:10:59.418,Pass,True
,,,,,,,,,,,,,,,,0.947915,,,,,,,,,,,,,,d86d5d8b-c87c-45c4-90a6-46a5b1a6544c,542,,"[49.7, 14.1]",3825615,11,,,,,-2.9849908,,Left Foot,,,,"[38.3, 12.3]",,Ground Pass,,11.54123,,,,,Roberto Canella Suárez,24686.0,,,,,,1,Regular Play,Alejandro Menéndez Díez,23994.0,Left Wing,21,Sporting Gijón,1041,"['aa45290f-1561-41e9-9359-467e22f25af1', 'd8200e1a-c2fd-4122-a6e4-c0811cff0126']",0,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:11:00.293,Pass,True
,,,,,,,,,,,,,,,,1.892196,,,,,,,,,,,,,,56b434fc-1b06-4a2e-b40c-a6ef8f71ed0c,545,,"[39.6, 11.7]",3825615,11,,,,,0.0,,Left Foot,,,,"[64.2, 11.7]",,High Pass,,24.6,,,Unknown,,Arnaldo Antonio Sanabria Ayala,6880.0,,,,,,1,Regular Play,Roberto Canella Suárez,24686.0,Left Back,21,Sporting Gijón,1041,['25ebb61d-d8ff-4dab-abb2-6c052d32d525'],2,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:11:02.569,Pass,
,,,,,,,,,,,,,,,,1.448174,,,,,,,,,,,,,,aafeee57-e52b-494f-9b6f-b721bf7e8fd0,549,,"[62.5, 9.6]",3825615,11,,,,,-3.007383,,Left Foot,,,,"[38.8, 6.4]",,Ground Pass,,23.915058,,,,,Bernardo José Espinosa Zúñiga,6573.0,,,,,Free Kick,1,From Free Kick,Roberto Canella Suárez,24686.0,Left Back,22,Sporting Gijón,1041,['8aaabc6a-3dc2-4209-9151-c9f5848b9a75'],23,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:11:23.944,Pass,
,,,,,,,,,,,,,,,,3.457426,,,,,,,,,,,,,,f86495b1-1d20-4ea9-ab7d-597e20a2cef9,552,,"[44.1, 5.7]",3825615,11,,,,,0.88810563,,Left Foot,,,,"[85.0, 56.0]",,High Pass,,64.82978,,,Incomplete,,Jonathan Rodríguez Menéndez,6581.0,,True,,,,1,From Free Kick,Bernardo José Espinosa Zúñiga,6573.0,Left Center Back,22,Sporting Gijón,1041,"['58e71cd8-004a-4fc7-94e3-e24d360bf8ea', '85701745-e4e2-4b3b-b365-b5a89588a864']",28,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:11:28.824,Pass,
,,,,,,,,,,,,,,,,1.34658,,,,,,,,,,,,,,85701745-e4e2-4b3b-b365-b5a89588a864,555,,"[35.1, 24.1]",3825615,11,,,,True,0.35621965,,,,,,"[43.7, 27.3]",,Low Pass,,9.176056,,,,,Víctor Guillermo Álvarez Delgado,27241.0,,,,,Recovery,1,From Free Kick,Rubén Duarte Sánchez,6612.0,Left Back,22,Sporting Gijón,1041,"['141b677d-e363-4e31-ae56-329504d36314', '9370fe43-7b3c-43d0-be43-68d9c3474ba3', 'f86495b1-1d20-4ea9-ab7d-597e20a2cef9']",32,,,,,,,,,,,,,,,,,Espanyol,214,00:11:32.282,Pass,True
,,,,,,,,,,,,,,,,2.793687,,,,,,,,,,,,,,6998e28b-5586-4323-b2f6-d2fe09df7487,559,,"[44.3, 27.1]",3825615,11,,,,,-0.29849893,,Left Foot,,,,"[65.1, 20.7]",,High Pass,,21.762352,,,Incomplete,,Marco Asensio Willemsen,5719.0,,,,,,1,From Free Kick,Víctor Guillermo Álvarez Delgado,27241.0,Left Wing,22,Sporting Gijón,1041,"['2edf7348-5016-4d4e-9420-f15bab5b9872', '7aecc046-cf01-49de-be60-256d19442019']",33,,,,,,,,,,,,,,,,,Espanyol,214,00:11:33.642,Pass,
,,,,,,,,,,,,,,,,1.170605,,,,,,,,,,,,,,7aecc046-cf01-49de-be60-256d19442019,561,,"[55.0, 59.4]",3825615,11,,,,,-1.1737169,,Head,,,,"[57.6, 53.2]",,High Pass,,6.7230945,,,,,Sergio Álvarez Díaz,13107.0,,,,,Recovery,1,From Free Kick,Luis Hernández Rodríguez,6561.0,Right Center Back,22,Sporting Gijón,1041,"['6998e28b-5586-4323-b2f6-d2fe09df7487', '6cf91f85-9d93-4a8e-9a10-22d321f30d21']",36,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:11:36.436,Pass,
,,,,,,,,,,,,,,,,0.321642,,,,,,,,,,,,,,c80186fc-6e69-41bc-82ec-258dc5977238,564,,"[57.6, 53.2]",3825615,11,,,,,-0.95449936,,Right Foot,,,,"[64.4, 43.6]",,Ground Pass,,11.764353,,,Incomplete,,Arnaldo Antonio Sanabria Ayala,6880.0,,,,,,1,From Free Kick,Sergio Álvarez Díaz,13107.0,Right Defensive Midfield,22,Sporting Gijón,1041,"['5151a263-ca48-406d-b3cc-e154a37cff26', 'f5be29c8-ba13-4134-aa8e-01c3566c82d0']",39,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:11:39.857,Pass,
,,,,,,,,,,,,,,,,0.722375,,,,,,,,,,,,,,7247cca2-bb16-4007-b5c8-98cb2670d27c,568,,"[44.1, 35.5]",3825615,11,,,,,0.56828684,,Right Foot,,,,"[52.4, 40.8]",,Ground Pass,,9.847842,,,,,Víctor Sánchez Mata,6758.0,,,,,Recovery,1,Regular Play,Enzo Pablo Roco Roco,16456.0,Left Center Back,23,Espanyol,214,['01d90eec-2d63-47f5-b296-30a4b7259096'],42,,,,,,,,,,,,,,,,,Espanyol,214,00:11:42.047,Pass,
,,,,,,,,,,,,,,,,0.956755,,,,,,,,,,,,,,3ace5fc1-0b58-44c0-b12c-c0adfc040ed1,570,,"[53.3, 39.3]",3825615,11,,,,,3.1235766,,Right Foot,,,,"[42.2, 39.5]",,Ground Pass,,11.101802,,,,,Álvaro González Soberón,6762.0,,,,,,1,Regular Play,Víctor Sánchez Mata,6758.0,Right Defensive Midfield,23,Espanyol,214,['01416a3d-f8a6-4dbd-87d6-abd3dc676cb3'],42,,,,,,,,,,,,,,,,,Espanyol,214,00:11:42.769,Pass,
,,,,,,,,,,,,,,,,0.694731,,,,,,,,,,,,,,17bfee18-123d-4a53-b71c-3c5a10620e5b,573,,"[42.2, 39.5]",3825615,11,,,,,0.86576164,,Right Foot,,,,"[55.9, 55.6]",,Ground Pass,,21.140009,,,,,Hernán Arsenio Pérez González,6838.0,,,,,,1,Regular Play,Álvaro González Soberón,6762.0,Right Center Back,23,Espanyol,214,['2e23c2ef-3157-4615-8f9a-eaab7d387e84'],44,,,,,,,,,,,,,,,,,Espanyol,214,00:11:44.641,Pass,
,,,,,,,,,,,,,,,,1.923722,,,,,,,,,,,,,,acd7303f-183a-4d0f-9eb8-c324a5dcdee7,579,,"[55.5, 26.2]",3825615,11,,,,,-0.35544565,7809eefd-6a68-4b28-be95-1b9c4a434f4d,Right Foot,,,,"[68.7, 21.3]",,High Pass,,14.080128,,,,,Alejandro Menéndez Díez,23994.0,True,,,,Recovery,1,From Counter,Sergio Álvarez Díaz,13107.0,Right Defensive Midfield,24,Sporting Gijón,1041,"['939753a9-657f-4852-9c40-d55e95afaa9c', 'aa1a4e10-88ca-4f4f-a1fe-de5574b63e56']",47,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:11:47.828,Pass,True
,,,,,,,,,,,,,,,,1.243486,,,,,,,,,,,,,,4787827a-8883-4914-95fd-3e870402d11f,586,,"[105.3, 0.1]",3825615,12,,,,,1.3589687,,,,,,"[111.3, 28.0]",,High Pass,,28.53787,,,Incomplete,,Sergio Álvarez Díaz,13107.0,,,,,Throw-in,1,From Throw In,Roberto Canella Suárez,24686.0,Left Back,25,Sporting Gijón,1041,"['2c4285af-3366-4111-a8ef-da9b7d033bba', '4eb699a9-deb1-4e80-a435-fb2fb99603dc']",27,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:12:27.382,Pass,
