50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,7.195632,,,,,,,,,,,,,,,1abdebd2-1851-4e44-bf5f-558999305074,18,,"[15.7, 47.9]",3825743,0,,,,,0.28579482,,Drop Kick,,,"[100.1, 72.7]",,High Pass,,87.96818,,Incomplete,,Dejan Dražić,27340.0,,,,,,1,From Kick Off,Sergio Álvarez Conde,6884.0,Goalkeeper,2,Celta Vigo,209,"['0ab5a9d0-d8a7-4041-bb48-6ccd6bfa6e4e', 'c77fac1f-0bee-4bd9-8eb5-09b5bb8cb41f']",21,,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:21.565,Pass,
,,,,,,,,,,,,,,,,,,2.035177,,,,,,,,,,,,,,,981eed25-a039-4518-819c-c47d5c9bd442,23,,"[69.1, 55.4]",3825743,0,,,,True,0.2739281,,,,,"[93.3, 62.2]",,High Pass,,25.137224,,Pass Offside,,Dejan Dražić,27340.0,,,,,Recovery,1,From Kick Off,David Goldar Gómez,75537.0,Right Center Back,2,Celta Vigo,209,"['a1787b78-1788-4daf-9db1-a565431d95f7', 'c95f6c74-c202-40d7-8595-2bd50f55a8dd']",31,,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:31.423,Pass,True
,,,,,,,,,,,,,,,,,,4.762579,,,,,,,,,,,,,,,afcfd9b6-6186-4e3d-bf82-e583f8ef667a,25,,"[27.2, 18.5]",3825743,1,,,,,0.18095604,,Right Foot,,,"[107.0, 33.1]",,High Pass,,81.124596,,Incomplete,,Nicolás Ladislao Fedor Flores,26685.0,,,,,Free Kick,1,From Free Kick,Juan Carlos Martín Corral,24255.0,Goalkeeper,3,Rayo Vallecano,360,"['1f8e19b5-515b-4707-bf5d-cc0d8f2f957f', '9e935743-15a0-409c-b69c-80554b002b7e']",9,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:09.907,Pass,
,,,,,,,,,,,,,,,,,,1.398884,,,,,,,,,,,,,,,0c5ed4d1-2ea2-486d-833b-a57c7b8f86fc,29,,"[56.7, 40.0]",3825743,1,,,,True,0.73023945,,,,,"[65.3, 47.7]",,Low Pass,,11.543396,,,,Dejan Dražić,27340.0,,,,,Recovery,1,Regular Play,Claudio Beauvue,6600.0,Center Forward,4,Celta Vigo,209,"['1f041bc4-034c-4673-b1be-2b8173b581df', '2c9cea0e-2793-4c66-939e-a6d3f258a2ac']",17,,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:17.955,Pass,True
,,,,,,,,,,,,,,,,,,0.416686,,,,,,,,,,,,,,,e87e1cd2-4704-4204-98b5-db3fab746a98,33,,"[65.3, 48.1]",3825743,1,,,,,1.9513026,,Right Foot,,,"[63.1, 53.6]",,Ground Pass,,5.9236813,,,,Claudio Beauvue,6600.0,,,,,,1,Regular Play,Dejan Dražić,27340.0,Right Wing,4,Celta Vigo,209,"['59299c8c-6f91-47c5-93cb-22f50b177ba9', '7ce4943f-b61c-483e-8a08-2527b3b52108']",20,,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:20.460,Pass,True
,,,,,,,,,,,,,,,,,,0.22999,,,,,,,,,,,,,,,42e4c34b-b1a2-4f7d-a307-7594d0df8c9d,36,,"[63.1, 53.6]",3825743,1,,,,,-0.95613337,,Right Foot,,,"[65.5, 50.2]",,Ground Pass,,4.1617303,,Incomplete,,Dejan Dražić,27340.0,,,,,,1,Regular Play,Claudio Beauvue,6600.0,Center Forward,4,Celta Vigo,209,"['25775003-1803-462a-a846-43cbf14223ed', 'be72cb74-3b61-417f-a5bb-ae03e0280518']",20,,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:20.904,Pass,
,,,,,,,,,,,,,,,,,,1.023079,,,,,,,,,,,,,,,973fe037-6957-47de-82a3-e63526bacdef,40,,"[61.7, 26.7]",3825743,1,,,,,-0.20726071,,Right Foot,,,"[83.1, 22.2]",,Ground Pass,,21.868013,,,,Nicolás Ladislao Fedor Flores,26685.0,,,,,Recovery,1,Regular Play,Roberto Trashorras Gayoso,26848.0,Left Defensive Midfield,4,Celta Vigo,209,"['57f5ab46-7580-4c4e-aca5-54515ebea94b', 'c50b9448-c776-4424-bda3-3010045839a5']",22,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:22.618,Pass,True
,,,,,,,,,,,,,,,,,,4.501787,,,,,,,,,,,,,,,99e40c81-5c73-46d3-b7a6-c27d065341a5,48,,"[49.5, 36.7]",3825743,1,,,,,-0.5554937,,Right Foot,,,"[95.9, 7.9]",,Low Pass,,54.611355,,Incomplete,,Josep Señé Escudero,27342.0,,,,,,1,Regular Play,Hugo Mallo Novegil,6805.0,Right Back,4,Celta Vigo,209,"['59b2e578-b10f-4a6c-bdce-50aada4336e8', '822245c1-a83f-4c9d-82f6-ad76c5b1a68f', '9d201b96-f9d2-4196-8339-c6cc12fd3ec5']",28,,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:28.093,Pass,True
,,,,,,,,,,,,,,,,,,1.93076,,,,,,,,,,,,,,,8d05a3f8-d6e3-49ea-bb0b-4b7ef76b3a0c,53,,"[17.6, 74.6]",3825743,1,,,,,-2.2314806,,Left Foot,,,"[2.6, 55.3]",,Ground Pass,,24.44361,,,,Juan Carlos Martín Corral,24255.0,,,,,,1,Regular Play,José Eduardo Rosa Vale de Castro,26222.0,Right Center Back,4,Celta Vigo,209,['33d99717-06ae-4e04-80f2-a490007e7edf'],33,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:33.844,Pass,
,,,,,,,,,,,,,,,,,,1.542491,,,,,,,,,,,,,,,1845aac3-a117-43f4-b08b-6d1f4570c04f,57,,"[3.9, 54.9]",3825743,1,,,,,1.153704,,Right Foot,,,"[14.8, 79.5]",,High Pass,,26.90669,,Out,,,,,,,,,1,Regular Play,Juan Carlos Martín Corral,24255.0,Goalkeeper,4,Celta Vigo,209,,35,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:35.855,Pass,
,,,,,,,,,,,,,,,,,,1.087265,,,,,,,,,,,,,,,3e5204eb-25bd-44c8-99e5-5cd5a8a3ed30,58,,"[102.5, 0.1]",3825743,1,,True,,,2.7600543,,,,,"[85.8, 6.8]",,Low Pass,,17.993887,,,,Borja Fernández Fernández,13552.0,,,,,Throw-in,1,From Throw In,Carles Planas Antolínez,7577.0,Left Back,5,Celta Vigo,209,['c95073e6-e18b-4d9a-a106-7998bdf7cc3c'],47,,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:47.336,Pass,
,,,,,,,,,,,,,,,,,,3.447486,,,,,,,,,,,,,,,6f971652-59c3-4668-80e8-f479d5bb3c4f,61,,"[79.6, 6.8]",3825743,1,,,,,2.2462397,,Right Foot,,,"[51.8, 41.5]",,Ground Pass,,44.46268,,,,David Goldar Gómez,75537.0,,,,,,1,From Throw In,Borja Fernández Fernández,13552.0,Right Defensive Midfield,5,Celta Vigo,209,"['7e1609eb-bad4-4e9c-b635-1e9a0e068869', 'be229324-a261-4853-a13c-1a4251e2de4b']",49,,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:49.862,Pass,True
,,,,,,,,,,,,,,,,,,2.036046,,,,,,,,,,,,,,,c273656c-49c6-4a25-af4e-0346d184a1d8,63,,"[51.8, 41.5]",3825743,1,,,,,1.3629065,,Right Foot,,,"[57.2, 67.1]",,Ground Pass,,26.163334,,,,Hugo Mallo Novegil,6805.0,,,,,,1,From Throw In,David Goldar Gómez,75537.0,Right Center Back,5,Celta Vigo,209,['9eba5ea9-c247-45c7-8962-15259ec4adbb'],53,,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:53.310,Pass,
,,,,,,,,,,,,,,,,,,0.261453,,,,,,,,,,,,,,,f5414f50-71d0-4b51-8b02-8cd0a10520bf,66,,"[57.2, 67.1]",3825743,1,,,,,0.12219517,,Right Foot,,,"[62.9, 67.8]",,Low Pass,,5.7428217,,Incomplete,,Dejan Dražić,27340.0,,,,,,1,From Throw In,Hugo Mallo Novegil,6805.0,Right Back,5,Celta Vigo,209,"['0dd5cd52-7865-491b-924d-9198d38ff71a', 'd60fa341-8eda-48a5-af35-671fdec27f02']",57,,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:57.141,Pass,
,,,,,,,,,,,,,,,,,,1.33148,,,,,,,,,,,,,,,fb5eebc7-9965-4c06-94cf-643c1d99b0f8,69,,"[40.3, 28.4]",3825743,1,,,,,-0.7419473,,Right Foot,,,"[55.9, 14.1]",,Ground Pass,,21.162466,,Incomplete,,Tiago Manuel Dias Correia,7900.0,,,,,Recovery,1,From Throw In,José Eduardo Rosa Vale de Castro,26222.0,Right Center Back,5,Celta Vigo,209,"['317c446d-3bb3-47e9-82c8-df55ebfa74b4', '6b586c9d-4674-4fcb-aa2a-1e64788c1939']",59,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:59.490,Pass,
,,,,,,,,,,,,,,,,,,1.806749,,,,,,,,,,,,,,,c9f49707-d163-423f-8011-c177700b9abe,72,,"[32.4, 0.1]",3825743,2,,,,,0.29106966,,,,,"[56.1, 7.2]",,High Pass,,24.740654,,,,Tiago Manuel Dias Correia,7900.0,,,,,Throw-in,1,From Throw In,José Ignacio Martínez García,11298.0,Left Back,6,Rayo Vallecano,360,['606d322a-409e-4b17-b056-cd9211460c7f'],15,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:15.512,Pass,
,,,,,,,,,,,,,,,,,,0.725779,,,,,,,,,,,,,,,912c8eb2-ca1f-4e14-a9d7-de97982269cd,85,,"[55.9, 63.5]",3825743,2,,,,,2.2881181,,Right Foot,,,"[51.8, 68.2]",,Ground Pass,,6.2369866,,,,Borja Fernández Fernández,13552.0,,,,,,1,Regular Play,Nemanja Radoja,6796.0,Left Defensive Midfield,7,Celta Vigo,209,['dfb54c0b-a485-42c8-b394-9724271aab83'],21,,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:21.969,Pass,
,,,,,,,,,,,,,,,,,,0.770844,,,,,,,,,,,,,,,01ab684c-eaa2-4349-984f-2f67dc0c83d1,87,,"[51.8, 68.2]",3825743,2,,,,,-0.43069252,,Right Foot,,,"[62.9, 63.1]",,Ground Pass,,12.215564,,,,Josep Señé Escudero,27342.0,,,,,,1,Regular Play,Borja Fernández Fernández,13552.0,Right Defensive Midfield,7,Celta Vigo,209,['397d06dd-1a2f-43cc-a216-7a5072f9501d'],22,,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:22.695,Pass,
,,,,,,,,,,,,,,,,,,0.59555,,,,,,,,,,,,,,,80088631-d6d2-4912-9266-7de24781bc7f,90,,"[61.9, 63.1]",3825743,2,,,,,1.1549846,,Right Foot,,,"[65.3, 70.8]",,Ground Pass,,8.417244,,,,Dejan Dražić,27340.0,,,,,,1,Regular Play,Josep Señé Escudero,27342.0,Center Attacking Midfield,7,Celta Vigo,209,"['60cd4186-5223-4a95-92e8-71f5ef3f1767', '82fb058f-8d3d-4f43-b75a-ec9f5045ad3c']",23,,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:23.466,Pass,True
,,,,,,,,,,,,,,,,,,0.479991,,,,,,,,,,,,,,,00bee0f3-f160-42c3-ba4d-72221c77926a,94,,"[64.0, 69.9]",3825743,2,,,,,-1.6680496,,Right Foot,,,"[63.6, 65.8]",,Ground Pass,,4.119466,,,,Josep Señé Escudero,27342.0,,,,,,1,Regular Play,Dejan Dražić,27340.0,Right Wing,7,Celta Vigo,209,"['182eda19-b899-4eed-a304-a231e81c4ec1', '6c1a0743-3c6f-4161-b626-8ab4c5c528bb']",24,,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:24.081,Pass,True
,,,,,,,,,,,,,,,,,,5.744758,,,,,,,,,,,,,,,bf6c106c-2369-4c94-b73b-9bd0f29d5bcf,105,,"[65.7, 72.0]",3825743,2,,True,,,-2.5895336,,Right Foot,,,"[10.5, 38.0]",,Ground Pass,,64.83086,,,,Sergio Álvarez Conde,6884.0,,,,,Free Kick,1,From Free Kick,Hugo Mallo Novegil,6805.0,Right Back,8,Celta Vigo,209,['541dff34-d768-4a98-90a4-f675dd599a2f'],42,,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:42.345,Pass,
,,,,,,,,,,,,,,,,,,3.253662,,,,,,,,,,,,,,,5e5a71ce-1233-4fbe-85b2-5c708cc1edcd,108,,"[12.4, 35.5]",3825743,2,,,,,-0.12457205,,Left Foot,,,"[69.1, 28.4]",,High Pass,,57.142803,,Incomplete,,Théo Bongonda Mbul''Ofeko Batombo,23785.0,,,,,,1,From Free Kick,Sergio Álvarez Conde,6884.0,Goalkeeper,8,Celta Vigo,209,"['ac710f3a-108f-42b2-9e74-6eec37eff06f', 'bd7df6f4-f683-4463-9c7a-32916ca47d9a', 'bfd7af31-376b-4144-9fde-d81c065e7217']",50,,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:50.817,Pass,True
,,,,,,,,,,,,,,,,,,1.77916,,,,,,,,,,,,,,,bd7df6f4-f683-4463-9c7a-32916ca47d9a,110,,"[51.0, 51.7]",3825743,2,,,,,-0.4893429,,Head,,,"[67.9, 42.7]",,High Pass,,19.147062,,Incomplete,,,,,,,,Recovery,1,From Free Kick,Joaquín José Marín Ruiz,24138.0,Right Back,8,Celta Vigo,209,"['5e5a71ce-1233-4fbe-85b2-5c708cc1edcd', 'ced67d8d-a23f-4a4b-b3ef-3d9d936e1f6d']",54,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:54.070,Pass,
,,,,,,,,,,,,,,,,,,1.902241,,,,,,,,,,,,,,,ced67d8d-a23f-4a4b-b3ef-3d9d936e1f6d,112,,"[52.2, 37.4]",3825743,2,,,,True,2.0816193,,,,,"[42.0, 55.6]",,Low Pass,,20.863365,,,,Hugo Mallo Novegil,6805.0,,,,,Recovery,1,From Free Kick,Borja Fernández Fernández,13552.0,Right Defensive Midfield,8,Celta Vigo,209,"['8ce00ac0-c0b0-4baa-8851-6da1c6cb0ee9', 'bd7df6f4-f683-4463-9c7a-32916ca47d9a', 'd0b0824e-cb53-4f74-90f1-21ececa8d830']",55,,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:55.850,Pass,True
,,,,,,,,,,,,,,,,,,1.923807,,,,,,,,,,,,,,,2f9170b8-1008-4c1e-9fe3-9d91db506582,115,,"[40.9, 65.0]",3825743,2,,,,,0.5076008,,Right Foot,,,"[57.8, 74.4]",,Ground Pass,,19.338305,,Incomplete,,Dejan Dražić,27340.0,,,,,,1,From Free Kick,Hugo Mallo Novegil,6805.0,Right Back,8,Celta Vigo,209,"['ac2bf48a-9ed7-4893-9666-84af877435a7', 'ee3e5a3e-41a6-4b52-b437-614dd0d06ce2']",59,,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:59.642,Pass,
,,,,,,,,,,,,,,,,,,1.755985,,,,,,,,,,,,,,,77595195-063f-474a-9bff-8cda02f37505,121,,"[105.9, 4.0]",3825743,3,,,,,1.5111656,,Left Foot,True,,"[108.3, 44.2]",,High Pass,,40.27158,,Incomplete,,Pablo Hernández Domínguez,4711.0,,True,,,,1,Regular Play,Tiago Manuel Dias Correia,7900.0,Left Wing,9,Rayo Vallecano,360,"['25597879-c264-443e-95b5-6cd398947425', 'd0484589-8db4-48e3-a3e3-b92f0f6a42ab']",7,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:03:07.159,Pass,
,,,,,,,,,,,,,,,,,,1.490326,,,,,,,,,,,,,,,4dd505c9-0f18-4665-866d-275d95344333,124,,"[86.5, 42.1]",3825743,3,,,,,0.09325392,,Head,,,"[100.4, 43.4]",,High Pass,,13.960659,,Incomplete,,,,,,,,Recovery,1,Regular Play,Joaquín José Marín Ruiz,24138.0,Right Back,9,Rayo Vallecano,360,['8b5f28d3-bcbd-4f06-9d88-5eb58801416d'],11,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:03:11.396,Pass,
,,,,,,,,,,,,,,,,,,1.846855,,,,,,,,,,,,,,,13b14970-b68c-465b-955c-d58c4d20232d,126,,"[61.7, 52.3]",3825743,3,,,,,-0.43833655,,Head,,,"[68.1, 49.3]",,High Pass,,7.0682387,,Incomplete,,,,,,,,Recovery,1,Regular Play,Joaquín José Marín Ruiz,24138.0,Right Back,9,Rayo Vallecano,360,['b6185233-8c2d-4cfc-a999-f1564dcf48ad'],16,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:03:16.477,Pass,
,,,,,,,,,,,,,,,,,,1.059502,,,,,,,,,,,,,,,63a0ea19-f8d7-4bd0-bf7a-dc372022a49b,128,,"[67.0, 41.2]",3825743,3,,,,,2.7504175,,Right Foot,,,"[49.3, 48.5]",,Ground Pass,,19.146278,,,,José Eduardo Rosa Vale de Castro,26222.0,,,,,Recovery,1,Regular Play,Roberto Trashorras Gayoso,26848.0,Left Defensive Midfield,9,Rayo Vallecano,360,['143c903c-3230-427b-8d50-c1ceecb4b35c'],20,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:03:20.023,Pass,
