ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.975984,,,,,,,,,,,,,,f4a3a12f-fca3-4828-a24a-02855e71b08d,15,,"[25.1, 33.7]",3825563,0,,,,,-0.6276294,,Other,,,,"[30.2, 30.0]",High Pass,,6.3007936,,,,Tiago Cardoso Mendes,20669.0,,,,Recovery,1,Regular Play,José María Giménez de Vargas,5259.0,Right Center Back,3,Atlético Madrid,212,"['7913641b-1912-4ad3-887f-2436549cfd0f', '82e26d12-dbc5-4da3-95b1-be528c17637c']",14,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:14.747,Pass,
,,,,,,,,,,,,,,,,2.136971,,,,,,,,,,,,,,457be0f0-579e-4ad4-8283-d2e5ce28237f,19,,"[30.6, 30.6]",3825563,0,,,,,0.26984915,,Right Foot,,,,"[63.5, 39.7]",High Pass,,34.13532,,Incomplete,,,,,,,,1,Regular Play,Tiago Cardoso Mendes,20669.0,Left Defensive Midfield,3,Atlético Madrid,212,"['2243920d-ce33-4e7d-9a88-38ac86398e12', '95a62710-1ec7-4ada-a52b-a8318e6ea0b6']",15,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:15.788,Pass,True
,,,,,,,,,,,,,,,,2.003103,,,,,,,,,,,,,,95a62710-1ec7-4ada-a52b-a8318e6ea0b6,20,,"[56.6, 40.4]",3825563,0,,,,,-0.2719384,,Head,,,,"[87.8, 31.7]",High Pass,,32.390278,,Incomplete,,Jonathan Viera Ramos,10755.0,,,,Recovery,1,Regular Play,Pedro Bigas Rigo,7907.0,Left Center Back,3,Atlético Madrid,212,"['457be0f0-579e-4ad4-8283-d2e5ce28237f', '50541213-2284-4a70-b35c-09edfa393214', 'ca8971e4-8bbb-4ad3-a2e6-67527241e480']",17,,,,,,,,,,,,,,,,Las Palmas,208,00:00:17.925,Pass,
,,,,,,,,,,,,,,,,2.632385,,,,,,,,,,,,,,50541213-2284-4a70-b35c-09edfa393214,23,,"[32.3, 48.4]",3825563,0,,,,True,2.1349623,,,,,,"[21.1, 66.1]",High Pass,,20.945883,,,,Juan Francisco Torres Belén,6375.0,,,,Recovery,1,Regular Play,José María Giménez de Vargas,5259.0,Right Center Back,3,Atlético Madrid,212,"['19b038a8-7807-4528-b0d2-dd0c809fe704', '8be7b1e0-baa0-4b2a-a4f7-739b54d1e70f', '95a62710-1ec7-4ada-a52b-a8318e6ea0b6']",19,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:19.928,Pass,True
,,,,,,,,,,,,,,,,5.08775,,,,,,,,,,,,,,3bb51743-9770-4f9f-9373-a7d5701f726f,27,,"[21.3, 65.5]",3825563,0,,,,,-0.20520431,,Right Foot,,,,"[63.1, 56.8]",High Pass,,42.695786,,Incomplete,,Jackson Arley Martínez Valencia,17622.0,,,,,1,Regular Play,Juan Francisco Torres Belén,6375.0,Right Back,3,Atlético Madrid,212,"['75909e8b-e3c5-44da-bb91-b141850a1632', 'c7e23a2a-b357-4ba0-be36-f1318e3ceac5', 'f7b26d68-9739-4af4-ad79-33ed7f0c2e3f']",22,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:22.565,Pass,True
,,,,,,,,,,,,,,,,1.637888,,,,,,,,,,,,,,75909e8b-e3c5-44da-bb91-b141850a1632,29,,"[57.0, 23.3]",3825563,0,,,,,0.5707133,,Head,,,,"[65.1, 28.5]",High Pass,,9.625487,,Incomplete,,Hernán Daniel Santana Trujillo,15805.0,,,,Recovery,1,Regular Play,Javi Castellano Betancor,7904.0,Left Center Midfield,3,Atlético Madrid,212,"['3bb51743-9770-4f9f-9373-a7d5701f726f', '48e60171-4f25-4aa0-983a-863bc88daf42', 'fd883a8c-9501-43a9-8013-3f09e7ce4cf2']",27,,,,,,,,,,,,,,,,Las Palmas,208,00:00:27.653,Pass,
,,,,,,,,,,,,,,,,0.231985,,,,,,,,,,,,,,3eead551-cda8-41de-a465-1a15d667be1c,34,,"[60.3, 46.6]",3825563,0,,,,,-0.7853982,,Left Foot,,,,"[62.6, 44.3]",Ground Pass,,3.2526913,,Incomplete,,,,,,,,1,Regular Play,Tiago Cardoso Mendes,20669.0,Left Defensive Midfield,3,Atlético Madrid,212,"['0c302aa9-ec08-4989-a03b-e1b0a5438012', 'cc3c1c5a-c61a-4212-b8dc-007722f2a004']",30,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:30.421,Pass,True
,,,,,,,,,,,,,,,,1.446125,,,,,,,,,,,,,,6aa5b000-cf16-4b41-8284-22a781e8b444,37,,"[55.4, 43.4]",3825563,0,,,,,-2.6629248,,Right Foot,,,,"[36.9, 33.8]",High Pass,,20.842505,,,,Diego Roberto Godín Leal,5249.0,,,,Recovery,1,Regular Play,Gabriel Fernández Arenas,6384.0,Right Defensive Midfield,3,Atlético Madrid,212,"['457145c6-2dab-41cb-923c-5c13e875e203', '81978f62-118a-4e1b-b83f-2ff185827a5f']",32,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:32.797,Pass,True
,,,,,,,,,,,,,,,,1.79323,,,,,,,,,,,,,,85eda711-f161-4089-a104-53743ad6e98f,40,,"[35.9, 31.0]",3825563,0,,,,,1.3623792,,Right Foot,,,,"[44.0, 69.3]",Ground Pass,,39.14716,,,,Juan Francisco Torres Belén,6375.0,,,,,1,Regular Play,Diego Roberto Godín Leal,5249.0,Left Center Back,3,Atlético Madrid,212,['e8ebd790-8aa7-4475-8987-1fb0496b3429'],36,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:36.060,Pass,
,,,,,,,,,,,,,,,,2.144771,,,,,,,,,,,,,,86b1e1f4-141c-4714-b7e2-907ccbbb6859,43,,"[55.4, 73.5]",3825563,0,,,,,-2.4152274,,Right Foot,,,,"[33.0, 53.6]",Ground Pass,,29.96281,,,,José María Giménez de Vargas,5259.0,,,,,1,Regular Play,Juan Francisco Torres Belén,6375.0,Right Back,3,Atlético Madrid,212,['cb6e4bcd-bafb-4884-8aa1-cba219091ff5'],42,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:42.229,Pass,
,,,,,,,,,,,,,,,,1.59133,,,,,,,,,,,,,,78d526fd-fd0c-4548-903f-68fe1daa0124,46,,"[33.0, 52.8]",3825563,0,,,,,-1.5871347,,Right Foot,,,,"[32.5, 22.2]",Ground Pass,,30.604084,,,,Diego Roberto Godín Leal,5249.0,,,,,1,Regular Play,José María Giménez de Vargas,5259.0,Right Center Back,3,Atlético Madrid,212,['7116cf86-3d83-4b7b-ad09-c48c23898876'],45,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:45.586,Pass,
,,,,,,,,,,,,,,,,0.992926,,,,,,,,,,,,,,ed11e734-b535-470f-ad2a-1aa462b5f0c5,49,,"[37.2, 22.2]",3825563,0,,,,,-0.17324567,,Right Foot,,,,"[45.2, 20.8]",Ground Pass,,8.121576,,,,Gabriel Fernández Arenas,6384.0,,,,,1,Regular Play,Diego Roberto Godín Leal,5249.0,Left Center Back,3,Atlético Madrid,212,['164d1988-94ac-4941-8784-ea831ca0d181'],48,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:48.426,Pass,
,,,,,,,,,,,,,,,,1.203668,,,,,,,,,,,,,,6a8dd37b-fe11-4f3a-b9a9-724c99ef1646,52,,"[45.2, 20.6]",3825563,0,,,,,2.9523935,,Right Foot,,,,"[35.8, 22.4]",Ground Pass,,9.570789,,,,Diego Roberto Godín Leal,5249.0,,,,,1,Regular Play,Gabriel Fernández Arenas,6384.0,Right Defensive Midfield,3,Atlético Madrid,212,['33d7a7ac-38ec-417a-b64f-1c2be26ebb3c'],49,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:49.441,Pass,
,,,,,,,,,,,,,,,,3.24916,,,,,,,,,,,,,,87c67bbb-b6d6-4f75-909c-7ebb9c4d0504,56,,"[34.9, 21.6]",3825563,0,,,,,1.4680889,,Right Foot,,,,"[39.6, 67.2]",Ground Pass,,45.841576,,,,José María Giménez de Vargas,5259.0,,True,,,1,Regular Play,Diego Roberto Godín Leal,5249.0,Left Center Back,3,Atlético Madrid,212,"['23fff266-c19e-4ad4-ab56-30a096f1a1f9', 'fdae0db0-1d2e-4e4c-a6c2-4640d8009b6b']",52,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:52.037,Pass,True
,,,,,,,,,,,,,,,,2.827688,,,,,,,,,,,,,,89a4ca8d-21aa-4da3-bf66-1ae3bd7e76c8,59,,"[51.1, 69.7]",3825563,0,,,,,-0.7472272,,Left Foot,,,,"[87.8, 35.7]",High Pass,,50.028893,,Incomplete,,Jackson Arley Martínez Valencia,17622.0,,,,,1,Regular Play,José María Giménez de Vargas,5259.0,Right Center Back,3,Atlético Madrid,212,"['8a24d775-3a5f-42ed-a0ea-4b7cf519ee2d', 'feadd383-0043-4bd8-98e5-88a1f8e7f2fc']",57,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:57.704,Pass,
,,,,,,,,,,,,,,,,1.148496,,,,,,,,,,,,,,fc7a9254-85ac-47b0-ab60-3f6bc660230d,63,,"[69.6, 44.8]",3825563,1,,,,,0.27829966,,Head,,,,"[80.8, 48.0]",Low Pass,,11.648176,,,,Antoine Griezmann,5487.0,,,,Recovery,1,Regular Play,Gabriel Fernández Arenas,6384.0,Right Defensive Midfield,3,Atlético Madrid,212,['f54c3a53-b832-4fa4-bbf8-cd9ce0b0bc3a'],2,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:02.435,Pass,
,,,,,,,,,,,,,,,,1.352042,,,,,,,,,,,,,,ca61f213-5b5e-4c3d-9740-0e28fe1c3068,65,,"[80.8, 48.0]",3825563,1,,,,,-1.0281347,,Left Foot,,,,"[88.7, 34.9]",High Pass,,15.297712,,Incomplete,,Jorge Resurrección Merodio,5199.0,,,,,1,Regular Play,Antoine Griezmann,5487.0,Left Center Forward,3,Atlético Madrid,212,"['339b4997-c1c4-4e73-8190-a4627243408c', '6dbf2f43-bf85-45dc-9f75-1a9fd06cf00b']",3,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:03.584,Pass,
,,,,,,,,,,,,,,,,1.099978,,,,,,,,,,,,,,9a98aa3e-e1ab-4876-84ba-3ed520685368,68,,"[71.1, 80.0]",3825563,1,,,,,-1.0902011,,,,,,"[77.2, 68.3]",High Pass,,13.194695,,,,Gabriel Fernández Arenas,6384.0,,,,Throw-in,1,From Throw In,Juan Francisco Torres Belén,6375.0,Right Back,4,Atlético Madrid,212,['02904809-91f2-40b3-8c10-ea95a8b812f9'],12,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:12.243,Pass,
,,,,,,,,,,,,,,,,0.683634,,,,,,,,,,,,,,54f29cc2-4aad-4fe8-8265-0d113e493a7f,76,,"[88.7, 72.3]",3825563,1,,,,,-0.27829966,,Right Foot,,,,"[99.2, 69.3]",Ground Pass,,10.920165,,Incomplete,,Juan Francisco Torres Belén,6375.0,,,,,1,From Throw In,Gabriel Fernández Arenas,6384.0,Right Defensive Midfield,4,Atlético Madrid,212,"['8a3aedf6-7449-4df1-a0d5-4fd1691e1fe8', 'd691d742-d37d-4131-a3fa-ca4b53a886df']",17,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:17.337,Pass,
,,,,,,,,,,,,,,,,1.466346,,,,,,,,,,,,,,be957476-354b-4647-98dc-f8ddf57c5d13,79,,"[113.2, 80.0]",3825563,1,,,,,-1.5954827,,,,,,"[112.8, 63.8]",Low Pass,,16.204937,,Incomplete,,Óliver Torres Muñoz,12021.0,,,,Throw-in,1,From Throw In,Juan Francisco Torres Belén,6375.0,Right Back,5,Atlético Madrid,212,"['662641d9-cabb-4c79-80dd-f85fc656f9b3', '6ca73bb6-7e5c-424d-84e7-49d90b3b251c']",24,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:24.463,Pass,
,,,,,,,,,,,,,,,,0.407604,,,,,,,,,,,,,,00f07d8a-2286-40da-a831-4799c976ea44,84,,"[2.1, 16.7]",3825563,1,,,,,-0.4636476,,Left Foot,,,,"[4.7, 15.4]",Ground Pass,,2.9068885,,Incomplete,,Dani Castellano Betancor,6932.0,,,,,1,Regular Play,Hernán Daniel Santana Trujillo,15805.0,Right Center Midfield,6,Las Palmas,208,"['0bdb1575-1f73-4b1b-8d11-33dc5652376b', 'c08ed697-2ec0-42ca-af2b-8085a023e9ca', 'e3c04327-0405-4fbd-8d03-86a0b37fd275']",26,,,,,,,,,,,,,,,,Las Palmas,208,00:01:26.803,Pass,True
,,,,,,,,,,,,,,,,3.927587,,,,,,,,,,,,,,451ff9b4-aa43-42f9-99dc-9a1f99dc9fdd,87,,"[7.0, 36.1]",3825563,1,,,,,-0.37915868,,Left Foot,,,,"[71.0, 10.6]",High Pass,,68.893036,,,,Hernán Daniel Santana Trujillo,15805.0,,,,Goal Kick,1,From Goal Kick,Raúl Lizoáin Cruz,7905.0,Goalkeeper,7,Las Palmas,208,['785dea6f-faba-4e63-9079-20bbce4b52aa'],49,,,,,,,,,,,,,,,,Las Palmas,208,00:01:49.504,Pass,
,,,,,,,,,,,,,,,,2.236767,,,,,,,,,,,,,,2b4f44b3-2ee7-455f-bd42-1c90eec3156a,90,,"[71.0, 10.6]",3825563,1,,,,True,2.1886408,,,,,,"[57.0, 30.3]",High Pass,,24.167953,,,,Javi Castellano Betancor,7904.0,,,,,1,From Goal Kick,Hernán Daniel Santana Trujillo,15805.0,Right Center Midfield,7,Las Palmas,208,"['00ebca0d-79c0-4bd2-8552-d76313e0c77c', '9b62cf1c-c5a2-449d-b593-6e5a5c4d0151']",53,,,,,,,,,,,,,,,,Las Palmas,208,00:01:53.472,Pass,True
,,,,,,,,,,,,,,,,2.116731,,,,,,,,,,,,,,fc0a8860-30d2-4c76-99b3-7734dac51d76,93,,"[57.0, 30.3]",3825563,1,,,,,1.5953815,,Right Foot,,,,"[56.4, 54.7]",High Pass,,24.407375,,,,David Simón Rodríguez Santana,7906.0,,,,,1,From Goal Kick,Javi Castellano Betancor,7904.0,Left Center Midfield,7,Las Palmas,208,['2b8c3e59-3f57-4023-81f6-fde11cea55a6'],55,,,,,,,,,,,,,,,,Las Palmas,208,00:01:55.924,Pass,
,,,,,,,,,,,,,,,,2.000596,,,,,,,,,,,,,,c8b204bc-e559-4fb6-a6d7-2bd8bca3cf9a,96,,"[56.4, 54.7]",3825563,1,,,,,-0.23236673,,Right Foot,,,,"[69.5, 51.6]",High Pass,,13.461798,,,,Roque Mesa Quevedo,3610.0,,,,,1,From Goal Kick,David Simón Rodríguez Santana,7906.0,Right Wing Back,7,Las Palmas,208,['72671f27-c7d2-4af1-97a6-677e60e38d32'],58,,,,,,,,,,,,,,,,Las Palmas,208,00:01:58.081,Pass,
,,,,,,,,,,,,,,,,0.870349,,,,,,,,,,,,,,e52c45d8-9d18-4174-9bc7-f1cef4bc266c,101,,"[48.8, 31.4]",3825563,2,,,,,-0.1821683,,Head,,,,"[56.4, 30.0]",Low Pass,,7.7278714,,,,Antoine Griezmann,5487.0,,,,Recovery,1,Regular Play,Tiago Cardoso Mendes,20669.0,Left Defensive Midfield,8,Atlético Madrid,212,['d2cea309-089d-40c9-8374-b2375c08f8e2'],0,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:00.663,Pass,
,,,,,,,,,,,,,,,,0.716354,,,,,,,,,,,,,,8a4b0f09-d342-4b4a-ace2-8c1f8725a3fe,103,,"[56.4, 30.0]",3825563,2,,,,,-0.7938013,,Left Foot,,,,"[62.3, 24.0]",Ground Pass,,8.414867,,,,Jorge Resurrección Merodio,5199.0,,,,,1,Regular Play,Antoine Griezmann,5487.0,Left Center Forward,8,Atlético Madrid,212,['e5287e28-18e9-4eaa-a8ca-e389b414b8c5'],1,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:01.533,Pass,
,,,,,,,,,,,,,,,,0.845341,,,,,,,,,,,,,,9ee0dc69-ac92-4ad2-abbd-e10a1ccbbd2f,108,,"[74.9, 24.0]",3825563,2,,,,,1.361411,,Left Foot,,,,"[76.6, 32.0]",Ground Pass,,8.178631,,,,Jackson Arley Martínez Valencia,17622.0,,,,,1,Regular Play,Jorge Resurrección Merodio,5199.0,Left Midfield,8,Atlético Madrid,212,"['53a57995-bfc7-40e1-8189-d9deb5e7994e', 'a7515519-85cc-4f41-86d9-296f0d0a05bf', 'e2e7f6ac-aa0b-4f6f-9daa-cd5d8f9c055f']",3,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:03.897,Pass,True
,,,,,,,,,,,,,,,,0.597207,,,,,,,,,,,,,,5f89e5a9-c99d-497a-9ced-8b524b8982f8,111,,"[77.6, 31.9]",3825563,2,,,,,-1.9668778,,Right Foot,,,,"[75.3, 26.4]",Ground Pass,,5.9615436,,,,Antoine Griezmann,5487.0,,,,,1,Regular Play,Jackson Arley Martínez Valencia,17622.0,Right Center Forward,8,Atlético Madrid,212,['fa9ccd0f-0e8a-4425-b136-5a45b9367bdc'],4,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:04.742,Pass,
,,,,,,,,,,,,,,,,1.84744,,,,,,,,,,,,,,994c9309-54fc-48d5-9d3d-c48fd1df2351,115,,"[77.6, 25.8]",3825563,2,,,,,-1.2408969,,Right Foot,,,,"[86.4, 0.1]",Low Pass,,27.164867,,Out,,Filipe Luís Kasmirski,6320.0,,,,,1,Regular Play,Antoine Griezmann,5487.0,Left Center Forward,8,Atlético Madrid,212,"['cd41a65b-a5f1-4018-a0ee-68171be79db9', 'e679b722-86e0-4298-b9a2-86cb45617d78']",5,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:05.754,Pass,True
