bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,1.742203,,,,,,,,,,,,,03e33960-a3fa-4d8b-b690-9f302e5b46a4,21,,"[10.5, 0.1]",3825736,0,,,,,0.16749793,,,,,"[31.2, 3.6]",,High Pass,,20.993809,,,Santiago Mina Lorenzo,6594.0,,,,,,Throw-in,1,From Throw In,João Pedro Cavaco Cancelo,7005.0,Left Back,3,Valencia,207,['a93d6a86-6d3c-458c-b2f3-814006a369f4'],29,,,,,,,,,,,,,,,,,Valencia,207,00:00:29.503,Pass,
,,,,,,,,,,,,,,,,,,,,0.599087,,,,,,,,,,,,,7116989e-abd7-416c-99f9-0095541f3013,28,,"[91.1, 72.4]",3825736,0,,,,,-2.1942272,,Left Foot,,,"[84.7, 63.5]",,Ground Pass,,10.962208,,,Roberto Trashorras Gayoso,26848.0,,,,,,,1,Regular Play,Adrián Embarba Blázquez,11539.0,Right Wing,4,Rayo Vallecano,360,"['4d602ab7-d0a5-415d-91a3-1252ad19ffd2', 'c7330e73-f316-480a-99b0-4c8b9cea9d15']",33,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:33.041,Pass,True
,,,,,,,,,,,,,,,,,,,,0.562393,,,,,,,,,,,,,0936e4b3-79e2-4ea1-8f89-6113773bd738,32,,"[83.9, 55.9]",3825736,0,,,,,-2.0710769,,Left Foot,,,"[79.8, 48.4]",,Ground Pass,,8.547514,,,Pablo Hernández Domínguez,4711.0,,,,,,,1,Regular Play,Roberto Trashorras Gayoso,26848.0,Right Defensive Midfield,4,Rayo Vallecano,360,"['34b07647-1db9-428f-bcd5-fbd8b802bd63', '3718ed80-cf75-4c21-9405-d1982b3fe306']",35,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:35.522,Pass,True
,,,,,,,,,,,,,,,,,,,,3.14382,,,,,,,,,,,,,5f2c7d06-47d9-4291-a764-828548b743ac,35,,"[78.6, 51.8]",3825736,0,,,,,0.6310794,,Right Foot,,,"[112.4, 76.5]",,High Pass,,41.863228,,,Joaquín José Marín Ruiz,24138.0,,,,,,,1,Regular Play,Pablo Hernández Domínguez,4711.0,Left Wing,4,Rayo Vallecano,360,['df33f174-83f0-4934-b571-d488bb981969'],37,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:37.428,Pass,
,,,,,,,,,,,,,,,,,,,,0.379399,,,,,,,,,,,,,39bea393-4ba1-454e-9c87-5a0e66ca2ae0,38,,"[111.8, 75.0]",3825736,0,,,,,-1.6313283,,Right Foot,,,"[111.6, 71.7]",,Low Pass,,3.306055,Incomplete,,Nicolás Ladislao Fedor Flores,26685.0,,,,,,,1,Regular Play,Joaquín José Marín Ruiz,24138.0,Right Back,4,Rayo Vallecano,360,"['54621c75-ae0f-42c0-80bb-a4d02d8bc5fa', 'aafe6524-4962-49ac-aeb6-d40910b1049e', 'f1636c01-d916-467d-bc80-35d9653d8c98']",40,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:40.572,Pass,True
,,,,,,,,,,,,,,,,,,,,1.446641,,,,,,,,,,,,,0785e7f5-bde1-4428-a0f1-257b8f140cbc,41,,"[105.7, 80.0]",3825736,0,,,,,-2.5254982,,,,,"[92.0, 70.3]",,Low Pass,,16.786304,,,José Eduardo Rosa Vale de Castro,26222.0,,,,,,Throw-in,1,From Throw In,Joaquín José Marín Ruiz,24138.0,Right Back,5,Rayo Vallecano,360,['43557efc-b75d-4d62-807f-aa32754eeaf7'],49,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:49.060,Pass,
,,,,,,,,,,,,,,,,,,,,1.524294,,,,,,,,,,,,,1af2df27-3f31-48ac-afff-51033e62dfd2,44,,"[92.6, 70.7]",3825736,0,,,,,-0.98920906,,Right Foot,True,,"[111.6, 41.8]",,High Pass,,34.58627,Incomplete,,Nicolás Ladislao Fedor Flores,26685.0,,,,,,,1,From Throw In,José Eduardo Rosa Vale de Castro,26222.0,Right Center Back,5,Rayo Vallecano,360,"['b777bfb6-02a2-4c22-bda0-6ad9df51b876', 'b8900874-76f5-4de1-b606-7576e524e641']",52,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:52.387,Pass,
,,,,,,,,,,,,,,,,,,,,3.668189,,,,,,,,,,,,,de0fa1f8-fd0b-4c28-b096-c3688017fb67,50,,"[6.0, 36.0]",3825736,1,,,,,-0.26832816,,Right Foot,,,"[67.1, 19.2]",,High Pass,,63.367577,,,Álvaro Negredo Sánchez,20542.0,,,,,,Goal Kick,1,From Goal Kick,Mathew Ryan,3240.0,Goalkeeper,6,Valencia,207,['1940808f-3577-4c38-bc21-4297cd0830e2'],17,,,,,,,,,,,,,,,,,Valencia,207,00:01:17.546,Pass,
,,,,,,,,,,,,,,,,,,,,2.134588,,,,,,,,,,,,,34de108f-f915-4a2a-8d55-f19e4574b4d7,53,,"[67.1, 19.2]",3825736,1,,,,True,1.1543577,,,,,"[69.4, 24.4]",,High Pass,,5.6859474,,,Santiago Mina Lorenzo,6594.0,,,,,,,1,From Goal Kick,Álvaro Negredo Sánchez,20542.0,Center Forward,6,Valencia,207,"['99718a23-3749-46a2-9c4b-743a4d033f07', 'acbecfdd-9c5d-4ab9-b084-569a075c35d6']",21,,,,,,,,,,,,,,,,,Valencia,207,00:01:21.226,Pass,True
,,,,,,,,,,,,,,,,,,,,0.690316,,,,,,,,,,,,,2663c350-a0e9-48d4-b95c-087427467f19,55,,"[69.4, 24.4]",3825736,1,,,,,-2.9927027,,Other,,,"[63.4, 23.5]",,Low Pass,,6.0671244,,,André Filipe Tavares Gomes,10802.0,,,,,,,1,From Goal Kick,Santiago Mina Lorenzo,6594.0,Left Midfield,6,Valencia,207,['44959340-a061-4ba0-b227-14d6d246e94b'],23,,,,,,,,,,,,,,,,,Valencia,207,00:01:23.360,Pass,
,,,,,,,,,,,,,,,,,,,,1.214605,,,,,,,,,,,,,49f14023-fc7e-4dc6-9cb2-5995e1f65b8b,58,,"[64.6, 22.7]",3825736,1,,,,,-1.3806098,,Right Foot,,,"[68.2, 4.0]",,Ground Pass,,19.043371,,,Álvaro Negredo Sánchez,20542.0,,,,,,,1,From Goal Kick,André Filipe Tavares Gomes,10802.0,Left Center Midfield,6,Valencia,207,"['46acd96b-09c7-4b3d-8d0e-393ebaed77b4', '5a9132f0-70ba-4a6c-8104-6168784fe636']",24,,,,,,,,,,,,,,,,,Valencia,207,00:01:24.051,Pass,True
,,,,,,,,,,,,,,,,,,,,0.924053,,,,,,,,,,,,,049e55b7-2da9-4dab-882e-58533508b2ad,60,,"[68.2, 4.0]",3825736,1,,,,,2.7046053,,Left Foot,,,"[53.0, 11.1]",,Ground Pass,,16.776472,,,João Pedro Cavaco Cancelo,7005.0,,,,,,,1,From Goal Kick,Álvaro Negredo Sánchez,20542.0,Center Forward,6,Valencia,207,['f95c0993-9409-4ca5-bff4-a82d025a7db4'],25,,,,,,,,,,,,,,,,,Valencia,207,00:01:25.265,Pass,
,,,,,,,,,,,,,,,,,,,,1.816149,,,,,,,,,,,,,d3825cdf-38a3-4f63-a314-eec3e6d5fc51,63,,"[49.3, 16.1]",3825736,1,,,,,1.927804,,Right Foot,,,"[37.7, 47.2]",,Ground Pass,,33.19292,,,Shkodran Mustafi,3638.0,,,,,,,1,From Goal Kick,João Pedro Cavaco Cancelo,7005.0,Left Back,6,Valencia,207,['99cc508b-51b5-4c6b-9cb6-83e81b06d016'],27,,,,,,,,,,,,,,,,,Valencia,207,00:01:27.794,Pass,
,,,,,,,,,,,,,,,,,,,,1.697768,,,,,,,,,,,,,ba6c520f-d550-4de3-86dc-f685a7d60bb6,67,,"[35.4, 46.8]",3825736,1,,,,,-1.5952812,,Right Foot,,,"[34.8, 22.3]",,Ground Pass,,24.507345,,,Aderllan Leandro de Jesus Santos,27482.0,,,,,,,1,From Goal Kick,Shkodran Mustafi,3638.0,Right Center Back,6,Valencia,207,"['3ce1871c-e0ac-41ce-8f30-9a9560b2ff37', '8c4e076e-5dcd-496d-8b96-cde364551508']",31,,,,,,,,,,,,,,,,,Valencia,207,00:01:31.695,Pass,True
,,,,,,,,,,,,,,,,,,,,1.164522,,,,,,,,,,,,,9a18054f-aab9-4029-ac25-a31f5d3738a9,70,,"[36.2, 21.3]",3825736,1,,,,,0.09966865,,Left Foot,,,"[48.2, 22.5]",,Ground Pass,,12.059851,,,André Filipe Tavares Gomes,10802.0,,,,,,,1,From Goal Kick,Aderllan Leandro de Jesus Santos,27482.0,Left Center Back,6,Valencia,207,['4ecc2116-e9f4-4821-a06d-13df23e2d2fe'],33,,,,,,,,,,,,,,,,,Valencia,207,00:01:33.965,Pass,
,,,,,,,,,,,,,,,,,,,,0.817955,,,,,,,,,,,,,d22b6a57-93ea-4f8e-abe2-a74a5d12990e,91,,"[21.3, 60.3]",3825736,1,,,,,1.6769531,,Left Foot,,,"[20.0, 72.5]",,Ground Pass,,12.269067,,,Joaquín José Marín Ruiz,24138.0,,,,,,,1,Regular Play,José Eduardo Rosa Vale de Castro,26222.0,Right Center Back,7,Rayo Vallecano,360,['7f384adc-04d2-4b8f-a8ad-7ae6e36eb889'],49,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:49.024,Pass,
,,,,,,,,,,,,,,,,,,,,1.087422,,,,,,,,,,,,,0f7049b9-4bf5-4f7b-8d05-13e0234a7517,94,,"[20.0, 72.5]",3825736,1,,,,,-1.7300209,,Right Foot,,,"[17.8, 58.8]",,Ground Pass,,13.875518,,,José Eduardo Rosa Vale de Castro,26222.0,,,,,,,1,Regular Play,Joaquín José Marín Ruiz,24138.0,Right Back,7,Rayo Vallecano,360,['46687c80-d7fb-425f-a5e1-db16ea1e99c2'],50,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:50.719,Pass,
,,,,,,,,,,,,,,,,,,,,1.768502,,,,,,,,,,,,,18ab52a4-8aba-4d64-b84a-623e23d78a36,98,,"[17.8, 59.2]",3825736,1,,,,,-2.4033697,,Right Foot,,,"[5.6, 48.1]",,Ground Pass,,16.493938,,,Juan Carlos Martín Corral,24255.0,,,,,,,1,Regular Play,José Eduardo Rosa Vale de Castro,26222.0,Right Center Back,7,Rayo Vallecano,360,['b8d78ed7-9676-48b7-9706-b6046ef58f45'],52,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:52.994,Pass,
,,,,,,,,,,,,,,,,,,,,3.776326,,,,,,,,,,,,,f269b27e-c05d-435b-b9dc-80f0d3a378b6,102,,"[6.0, 49.6]",3825736,1,,,,,0.44292518,,Right Foot,,,"[45.0, 68.1]",,High Pass,,43.16538,Incomplete,,Jozabed Sánchez Ruiz,6852.0,,,,,,,1,Regular Play,Juan Carlos Martín Corral,24255.0,Goalkeeper,7,Rayo Vallecano,360,"['1759a1f0-8bd2-4bb6-b00e-24156f24234e', '3d088089-7c47-4b21-ae52-cbf4f58ffb36', '7f15248a-c3a8-4ff7-bd3a-23498fb5919f']",54,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:54.803,Pass,True
,,,,,,,,,,,,,,,,,,,,1.802785,,,,,,,,,,,,,7f15248a-c3a8-4ff7-bd3a-23498fb5919f,104,,"[75.1, 12.0]",3825736,1,,,,True,0.46028063,,,,,"[87.0, 17.9]",,High Pass,,13.282319,Incomplete,,,,,,,,,Recovery,1,Regular Play,João Pedro Cavaco Cancelo,7005.0,Left Back,7,Rayo Vallecano,360,"['63696599-8f5d-4c2a-b28c-5f0d7ca3a480', 'a09007cc-8139-4818-bd96-5664fee7087b', 'f269b27e-c05d-435b-b9dc-80f0d3a378b6']",58,,,,,,,,,,,,,,,,,Valencia,207,00:01:58.579,Pass,True
,,,,,,,,,,,,,,,,,,,,2.197626,,,,,,,,,,,,,2bf0b092-3035-4a6b-867e-d9addbfb3e31,108,,"[32.8, 62.8]",3825736,2,,,,,0.44642913,,Right Foot,,,"[65.6, 78.5]",,High Pass,,36.363857,,,Adrián Embarba Blázquez,11539.0,,,,,,,1,Regular Play,Diego Javier Llorente Ríos,6713.0,Left Defensive Midfield,7,Rayo Vallecano,360,['dd5f4a95-3191-43c8-b3be-b9dc48cba1c5'],2,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:02.098,Pass,
,,,,,,,,,,,,,,,,,,,,0.633504,,,,,,,,,,,,,32623668-4614-479c-b282-18d312573da9,117,,"[66.1, 73.4]",3825736,2,,,,,1.0246297,,Right Foot,,,"[69.2, 78.5]",,Ground Pass,,5.9682493,,,Adrián Embarba Blázquez,11539.0,,,,,,,1,Regular Play,Jozabed Sánchez Ruiz,6852.0,Center Attacking Midfield,7,Rayo Vallecano,360,['4a7d4f40-6f71-49a9-b046-17d3d1cc0beb'],8,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:08.190,Pass,
,,,,,,,,,,,,,,,,,,,,1.03142,,,,,,,,,,,,,fc69b96e-a149-40d4-8565-6106b4e998c6,123,,"[75.6, 77.3]",3825736,2,,,,,-1.8425885,,Right Foot,,,"[72.2, 65.1]",,Ground Pass,,12.664912,,,Diego Javier Llorente Ríos,6713.0,,,,,,Free Kick,1,From Free Kick,Roberto Trashorras Gayoso,26848.0,Right Defensive Midfield,8,Rayo Vallecano,360,['6a5e7cd6-1688-4036-ab14-ce425e4d20f0'],19,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:19.994,Pass,
,,,,,,,,,,,,,,,,,,,,0.991159,,,,,,,,,,,,,c3d9ad75-681b-4a32-94f8-3ae3221513cc,126,,"[72.2, 65.1]",3825736,2,,,,,1.865847,,Right Foot,,,"[69.1, 75.3]",,Ground Pass,,10.660675,,,Roberto Trashorras Gayoso,26848.0,,,,,,,1,From Free Kick,Diego Javier Llorente Ríos,6713.0,Left Defensive Midfield,8,Rayo Vallecano,360,['f42a5b1b-0879-4e70-ad0c-aded3e5f1685'],21,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:21.224,Pass,
,,,,,,,,,,,,,,,,,,,,2.110237,,,,,,,,,,,,,edb01e30-766b-4619-9771-f3acb61c9f47,129,,"[65.7, 71.8]",3825736,2,,,,,-1.9460671,,Right Foot,,,"[50.1, 32.2]",,Low Pass,,42.561954,,,Roberto Román Triguero,6914.0,,,,,,,1,From Free Kick,Roberto Trashorras Gayoso,26848.0,Right Defensive Midfield,8,Rayo Vallecano,360,['309f42ce-2759-4fee-86a3-6a77a52bc7f9'],23,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:23.559,Pass,
,,,,,,,,,,,,,,,,,,,,1.339773,,,,,,,,,,,,,1aa7cf69-b26d-414a-ae69-520fc8463baa,132,,"[55.0, 28.3]",3825736,2,,,,,-1.0338856,,Right Foot,,,"[70.0, 3.1]",,Ground Pass,,29.326439,,,José Ignacio Martínez García,11298.0,,,,,,,1,From Free Kick,Roberto Román Triguero,6914.0,Left Center Back,8,Rayo Vallecano,360,['dd7ee233-9dad-42db-bbcd-76890ae5b132'],27,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:27.551,Pass,
,,,,,,,,,,,,,,,,,,,,1.439397,,,,,,,,,,,,,c5286063-2e47-465c-8e9b-b818f226ebec,135,,"[79.6, 5.4]",3825736,2,,,,,0.89206976,,Left Foot,,,"[104.2, 35.9]",,High Pass,,39.184307,Incomplete,,Nicolás Ladislao Fedor Flores,26685.0,,,,,,,1,From Free Kick,José Ignacio Martínez García,11298.0,Left Back,8,Rayo Vallecano,360,"['77ef1cb9-a373-4655-966e-e8560724103a', 'eb1c58d8-265e-4935-9cf7-1df5f90c1f8f']",31,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:31.013,Pass,
,,,,,,,,,,,,,,,,,,,,1.137454,,,,,,,,,,,,,1f3a398c-6fd4-4626-9f0f-028609b47e89,138,,"[120.0, 0.1]",3825736,3,,,,,1.5905306,,Right Foot,,,"[119.4, 30.5]",,High Pass,True,30.40592,Incomplete,,José Eduardo Rosa Vale de Castro,26222.0,,,,Inswinging,,Corner,1,From Corner,Roberto Trashorras Gayoso,26848.0,Right Defensive Midfield,9,Rayo Vallecano,360,"['06f6cbad-4283-42b1-8d32-0c5dff630c1f', '2b7056ec-f456-48be-8580-f00cebeb15ea']",6,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:03:06.483,Pass,
,,,,,,,,,,,,,,,,,,,,1.026526,,,,,,,,,,,,,fcab462b-8423-453a-8ca3-5a4a2fe8afbc,141,,"[120.0, 0.1]",3825736,3,,,,,1.9133291,,Right Foot,,,"[115.4, 13.0]",,Ground Pass,,13.69562,,,José Eduardo Rosa Vale de Castro,26222.0,,,,,,Corner,1,From Corner,Roberto Trashorras Gayoso,26848.0,Right Defensive Midfield,10,Rayo Vallecano,360,['1beec020-bb57-4f0d-91f4-5028e94ce947'],16,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:03:16.663,Pass,
