50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.838566,,,,,,,,,,,,40787489-543d-4040-b627-1ab6e4a0cb38,22,,"[44.2, 74.0]",3825858,0,,,,,-0.2680049,,Right Foot,,,,"[63.5, 68.7]",,High Pass,,20.014494,,,,Borja González Tomás,6566.0,,,,,,1,From Kick Off,Ander Capa Rodríguez,6699.0,Right Back,2,Rayo Vallecano,360,"['28f4af68-f7f7-44c4-ac70-0d10a3563719', 'b23c27aa-12ba-4ea9-9521-c9ca7ce567d7']",8,,,,,,,,,,,,,,,,,Eibar,322,00:00:08.730,Pass,True
,,,,,,,,,,,,,,,,2.009188,,,,,,,,,,,,4b74456f-2eca-47ec-8f83-79e3fed3232e,28,,"[31.0, 16.5]",3825858,0,,,,,2.4700692,,Right Foot,,,,"[12.0, 31.6]",,Ground Pass,,24.269527,,,,Yoel Rodríguez Oterino,10612.0,,,,,,1,From Kick Off,Diego Javier Llorente Ríos,6713.0,Left Center Back,2,Rayo Vallecano,360,"['683308fe-ac65-4d2b-b16b-732a3bc461f9', '844edf47-c55b-403c-acc8-007a373fe0d5']",12,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:12.828,Pass,True
,,,,,,,,,,,,,,,,1.473894,,,,,,,,,,,,6eef1e46-7cbd-4e87-90bc-81ec9d5faa4e,31,,"[12.0, 31.6]",3825858,0,,,,,-1.6152115,,Right Foot,,,,"[11.0, 9.1]",,Ground Pass,,22.522211,,,,Diego Javier Llorente Ríos,6713.0,,,,,,1,From Kick Off,Yoel Rodríguez Oterino,10612.0,Goalkeeper,2,Rayo Vallecano,360,['966e9eff-d6a5-411f-8b18-9c2df5491bb1'],15,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:15.680,Pass,
,,,,,,,,,,,,,,,,1.467006,,,,,,,,,,,,2d5e5b95-4783-4dff-9f37-c88ff5184789,34,,"[11.0, 9.1]",3825858,0,,,,,1.6580268,,Left Foot,,,,"[8.7, 35.4]",,Low Pass,,26.40038,,,,Yoel Rodríguez Oterino,10612.0,,,,,,1,From Kick Off,Diego Javier Llorente Ríos,6713.0,Left Center Back,2,Rayo Vallecano,360,['ddb9ab16-2ad0-4d96-a58a-9831cd7babf1'],20,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:20.183,Pass,
,,,,,,,,,,,,,,,,1.415832,,,,,,,,,,,,5c621a22-e62f-477b-86ee-f8a8712c5b36,37,,"[8.2, 35.4]",3825858,0,,,,,1.3352513,,Left Foot,,,,"[13.6, 57.9]",,Ground Pass,,23.138927,,,,José Eduardo Rosa Vale de Castro,26222.0,,,,,,1,From Kick Off,Yoel Rodríguez Oterino,10612.0,Goalkeeper,2,Rayo Vallecano,360,['65210d44-20ab-4a88-8bb2-4375ff551ebb'],24,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:24.471,Pass,
,,,,,,,,,,,,,,,,1.03875,,,,,,,,,,,,38098f77-c819-4a1f-97bd-38211908f449,40,,"[20.3, 66.0]",3825858,0,,,,,-1.2403504,,Right Foot,,,,"[26.2, 48.8]",,Ground Pass,,18.183784,,,,Manuel Rolando Iturra Urrutia,6743.0,,,,,,1,From Kick Off,José Eduardo Rosa Vale de Castro,26222.0,Right Center Back,2,Rayo Vallecano,360,['89d7b24c-e90b-453e-894b-14e1d93a9ca6'],29,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:29.195,Pass,
,,,,,,,,,,,,,,,,0.739181,,,,,,,,,,,,602d81b8-f885-4a56-b103-df02d579a9a3,43,,"[24.8, 48.8]",3825858,0,,,,,0.023617655,,Right Foot,,,,"[37.5, 49.1]",,Ground Pass,,12.703543,,,,Roberto Trashorras Gayoso,26848.0,,,,,,1,From Kick Off,Manuel Rolando Iturra Urrutia,6743.0,Right Defensive Midfield,2,Rayo Vallecano,360,['849e5c1b-a759-4264-94fe-44970d6904dd'],31,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:31.753,Pass,
,,,,,,,,,,,,,,,,1.026553,,,,,,,,,,,,b17a4e71-89f1-4eab-8f74-ebc20e96c199,46,,"[37.5, 49.1]",3825858,0,,,,,3.0009348,,Left Foot,,,,"[26.2, 50.7]",,Ground Pass,,11.412712,,,,Manuel Rolando Iturra Urrutia,6743.0,,,,,,1,From Kick Off,Roberto Trashorras Gayoso,26848.0,Left Defensive Midfield,2,Rayo Vallecano,360,['46ca7f89-1bd6-4ea9-afcc-166657b77f6a'],32,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:32.513,Pass,
,,,,,,,,,,,,,,,,1.436069,,,,,,,,,,,,43d63802-8815-4266-9ebf-1de3992a5775,49,,"[26.2, 50.7]",3825858,0,,,,,-1.5258827,,Right Foot,,,,"[27.8, 15.1]",,Ground Pass,,35.635937,,,,Diego Javier Llorente Ríos,6713.0,,,,,,1,From Kick Off,Manuel Rolando Iturra Urrutia,6743.0,Right Defensive Midfield,2,Rayo Vallecano,360,['2a0d3a8b-2323-43ad-827c-ddb36060b3df'],35,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:35.683,Pass,
,,,,,,,,,,,,,,,,1.790854,,,,,,,,,,,,cd3c5634-5784-40bf-a121-1c7d1cf6d8be,52,,"[27.8, 15.1]",3825858,0,,,,,-0.4224724,,Right Foot,,,,"[49.6, 5.3]",,Ground Pass,,23.901464,,,,José Ignacio Martínez García,11298.0,,,,,,1,From Kick Off,Diego Javier Llorente Ríos,6713.0,Left Center Back,2,Rayo Vallecano,360,['7e158011-2e54-444c-bd56-4be409fae8e5'],37,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:37.159,Pass,
,,,,,,,,,,,,,,,,2.54205,,,,,,,,,,,,b9b6f815-3ddd-47e9-a22a-baade377565c,56,,"[48.5, 4.4]",3825858,0,,,,,0.33195427,,Left Foot,,,,"[107.1, 24.6]",,High Pass,,61.983868,,Pass Offside,,Tiago Manuel Dias Correia,7900.0,,,,,,1,From Kick Off,José Ignacio Martínez García,11298.0,Left Back,2,Rayo Vallecano,360,"['54337102-6ac2-4397-86be-c30aa2d8488c', 'cfb99f1d-6a13-4738-805b-fca4046058b5']",40,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:40.656,Pass,True
,,,,,,,,,,,,,,,,3.53269,,,,,,,,,,,,7a596745-cc5d-4182-9c5f-e58d73980ea3,58,,"[13.0, 55.5]",3825858,1,,,,,-0.39852244,,Right Foot,,,,"[90.9, 22.7]",,High Pass,,84.52367,,Incomplete,,Adrián González Morales,6557.0,,,,,Free Kick,1,From Free Kick,Asier Riesgo Unamuno,10763.0,Goalkeeper,3,Eibar,322,"['29580925-3881-46ed-a181-dda67d095da5', 'f9d5941d-887d-4985-aa44-2feb038e784f']",8,,,,,,,,,,,,,,,,,Eibar,322,00:01:08.171,Pass,
,,,,,,,,,,,,,,,,1.424633,,,,,,,,,,,,29580925-3881-46ed-a181-dda67d095da5,61,,"[29.2, 57.4]",3825858,1,,,,True,0.8086498,,,,,,"[33.4, 61.8]",,High Pass,,6.0827627,,,,Roberto Román Triguero,6914.0,,,,,Recovery,1,From Free Kick,José Eduardo Rosa Vale de Castro,26222.0,Right Center Back,3,Eibar,322,"['25534a7f-fbf0-40f2-b7ab-d36f5054f66c', '7a596745-cc5d-4182-9c5f-e58d73980ea3', '842cf74c-4f46-4638-9a21-d63189109337']",11,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:11.703,Pass,True
,,,,,,,,,,,,,,,,0.812124,,,,,,,,,,,,b3429156-c1dd-4250-9b60-f695c8e44048,64,,"[33.4, 61.8]",3825858,1,,,,True,-1.2853335,,,,,,"[36.1, 52.6]",,Low Pass,,9.588014,,Incomplete,,,,,,,,,1,From Free Kick,Roberto Román Triguero,6914.0,Right Back,3,Eibar,322,"['1bba7dde-9091-4679-bc9d-a2b39578f145', '5c1b61f0-ab48-4181-a712-6d13765b2d20']",13,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:13.241,Pass,True
,,,,,,,,,,,,,,,,1.258948,,,,,,,,,,,,630ad1fc-36f9-48c3-9ed0-25f24c47ac5c,68,,"[83.9, 27.6]",3825858,1,,,,,-1.9058794,,Right Foot,,,,"[80.0, 16.4]",,Ground Pass,,11.859595,,,,David Juncà Reñé,6776.0,,,,,,1,From Free Kick,Josip Radošević,24453.0,Left Center Midfield,3,Eibar,322,"['61d18944-4a78-4106-abad-ad2e43bcada0', '646b756d-d14e-41a2-8c77-4dcf70232ec1']",14,,,,,,,,,,,,,,,,,Eibar,322,00:01:14.960,Pass,True
,,,,,,,,,,,,,,,,0.590107,,,,,,,,,,,,7f6197cd-f318-4c85-931b-8fdef46152cc,86,,"[68.7, 70.9]",3825858,1,,,,,-1.2793396,,Left Foot,,,,"[70.5, 64.9]",,Ground Pass,,6.264184,,Incomplete,,,,,,,,,1,From Free Kick,Francisco Medina Luna,26797.0,Right Wing,3,Eibar,322,"['607d77c2-0ba3-4d5f-a3b9-58fa447e5894', 'a34249af-f51d-46fd-aaf4-d3ed67edb254']",25,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:25.957,Pass,True
,,,,,,,,,,,,,,,,0.582041,,,,,,,,,,,,b273f0bf-35f4-4108-8a40-aee81d349368,89,,"[42.3, 9.0]",3825858,1,,,,,-0.6556956,,Left Foot,,,,"[47.5, 5.0]",,Ground Pass,,6.5604877,,,,Daniel García Carrillo,6775.0,,,,,,1,From Free Kick,David Juncà Reñé,6776.0,Left Back,3,Eibar,322,['82fec29b-5030-46ad-bd95-28c0b6d04190'],27,,,,,,,,,,,,,,,,,Eibar,322,00:01:27.846,Pass,
,,,,,,,,,,,,,,,,1.325386,,,,,,,,,,,,8aef253b-ccf9-4ef6-bfcd-b5586d13933d,93,,"[40.7, 27.3]",3825858,1,,,,,2.1727595,,Right Foot,,,,"[31.7, 40.4]",,Ground Pass,,15.893709,,,,Mauro Javier Dos Santos,6837.0,,,,,,1,From Free Kick,Daniel García Carrillo,6775.0,Center Defensive Midfield,3,Eibar,322,['76c8b4ce-5c7a-4b57-b1dd-cc3ef8fb3e96'],31,,,,,,,,,,,,,,,,,Eibar,322,00:01:31.617,Pass,
,,,,,,,,,,,,,,,,0.815555,,,,,,,,,,,,4d351398-4aa8-4a4e-a287-7c001ea0b4b6,96,,"[32.1, 40.4]",3825858,1,,,,,0.6233696,,Right Foot,,,,"[56.3, 57.8]",,Ground Pass,,29.80604,,,,Takashi Inui,5687.0,,,,,,1,From Free Kick,Mauro Javier Dos Santos,6837.0,Right Center Back,3,Eibar,322,['95b09c32-f270-4990-ac5e-c9da95b378d8'],34,,,,,,,,,,,,,,,,,Eibar,322,00:01:34.883,Pass,
,,,,,,,,,,,,,,,,1.759985,,,,,,,,,,,,facca216-be71-4da3-82f1-599792b69252,101,,"[78.9, 0.1]",3825858,1,,,,,2.7579975,,,,,,"[56.6, 9.1]",,Low Pass,,24.04766,,,,Diego Javier Llorente Ríos,6713.0,,,,,Throw-in,1,From Throw In,José Ignacio Martínez García,11298.0,Left Back,4,Rayo Vallecano,360,['638b08be-4ee4-4124-8433-05b5298f2fc5'],50,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:50.032,Pass,
,,,,,,,,,,,,,,,,2.437286,,,,,,,,,,,,b03c6f07-b389-4d13-a6cc-56447ffb0e31,104,,"[56.6, 9.1]",3825858,1,,,,,1.9134167,,Right Foot,,,,"[45.4, 40.5]",,Ground Pass,,33.337666,,,,José Eduardo Rosa Vale de Castro,26222.0,,,,,,1,From Throw In,Diego Javier Llorente Ríos,6713.0,Left Center Back,4,Rayo Vallecano,360,['ec995dbf-b867-4e3a-8401-b223a0e9bd6a'],53,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:53.072,Pass,
,,,,,,,,,,,,,,,,1.697732,,,,,,,,,,,,1f7685ce-62fe-4a3b-b415-e75d3a30c390,107,,"[45.4, 40.5]",3825858,1,,,,,-1.4008348,,Right Foot,,,,"[50.6, 10.2]",,Ground Pass,,30.742968,,,,José Ignacio Martínez García,11298.0,,,,,,1,From Throw In,José Eduardo Rosa Vale de Castro,26222.0,Right Center Back,4,Rayo Vallecano,360,['0c572759-03b4-4764-83ed-c802add45d40'],57,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:57.574,Pass,
,,,,,,,,,,,,,,,,1.834288,,,,,,,,,,,,9dfed1d4-7239-46f2-8aad-6cf5dd00dca5,111,,"[43.4, 12.8]",3825858,2,,,,,1.6957031,,Right Foot,,,,"[37.8, 57.4]",,Ground Pass,,44.950195,,,,José Eduardo Rosa Vale de Castro,26222.0,,True,,,,1,From Throw In,José Ignacio Martínez García,11298.0,Left Back,4,Rayo Vallecano,360,"['73929804-b957-44fb-ae09-24ef8b3cd872', '82750158-a852-4cf0-b652-098af87b5c6f']",1,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:01.480,Pass,True
,,,,,,,,,,,,,,,,3.201977,,,,,,,,,,,,d3c6597c-b0f1-4532-a1b0-0736514f45bd,114,,"[40.1, 57.9]",3825858,2,,,,,-0.72705734,,Right Foot,,,,"[99.9, 4.7]",,High Pass,,80.03924,,,,Tiago Manuel Dias Correia,7900.0,,True,,,,1,From Throw In,José Eduardo Rosa Vale de Castro,26222.0,Right Center Back,4,Rayo Vallecano,360,['8b24a382-38ca-42aa-a32b-9d6cba9c4eb0'],6,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:06.060,Pass,
,,,,,,,,,,,,,,,,0.04778,,,,,,,,,,,,c763c236-1867-410f-9289-289db78e4a1f,117,,"[98.5, 6.3]",3825858,2,,,,,0.46784925,,Left Foot,,,,"[108.0, 11.1]",,Low Pass,,10.643778,,Incomplete,,,,,,,,,1,From Throw In,Tiago Manuel Dias Correia,7900.0,Left Wing,4,Rayo Vallecano,360,['4fa39cb4-c4e9-4f86-91df-55feb6c72278'],11,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:11.782,Pass,
,,,,,,,,,,,,,,,,0.514603,,,,,,,,,,,,f653027c-3d80-4b97-ae1b-14486eeeac8f,119,,"[111.0, 0.1]",3825858,2,,,,,2.3966348,,,,,,"[102.0, 8.4]",,Low Pass,,12.242957,,,,Roberto Trashorras Gayoso,26848.0,,,,,Throw-in,1,From Throw In,José Ignacio Martínez García,11298.0,Left Back,5,Rayo Vallecano,360,['485a3ec5-2670-49fc-814a-1bdff99c3635'],18,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:18.325,Pass,
,,,,,,,,,,,,,,,,0.697077,,,,,,,,,,,,5bddb2e3-0fc6-48b1-842c-68784c24b91c,123,,"[102.0, 6.8]",3825858,2,,,,,2.2478125,,Right Foot,,,,"[93.4, 17.5]",,Low Pass,,13.727709,,,,Tiago Manuel Dias Correia,7900.0,,,,,,1,From Throw In,Roberto Trashorras Gayoso,26848.0,Left Defensive Midfield,5,Rayo Vallecano,360,['731503b8-437e-47ec-8993-cb07288ccc03'],21,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:21.907,Pass,
,,,,,,,,,,,,,,,,0.776885,,,,,,,,,,,,4618ac62-cb99-4c53-a79b-e46806897928,126,,"[93.1, 17.9]",3825858,2,,,,,2.866537,,Right Foot,,,,"[76.8, 22.5]",,Ground Pass,,16.936647,,,,Manuel Rolando Iturra Urrutia,6743.0,,,,,,1,From Throw In,Tiago Manuel Dias Correia,7900.0,Left Wing,5,Rayo Vallecano,360,['10cc705e-c0c7-419f-971e-57ad032e5061'],24,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:24.449,Pass,
,,,,,,,,,,,,,,,,2.02013,,,,,,,,,,,,b068f166-790b-4442-8fe6-de7f9172d16d,129,,"[76.8, 22.5]",3825858,2,,,,,1.9226435,,Right Foot,,,,"[63.4, 59.0]",,Ground Pass,,38.882,,,,José Eduardo Rosa Vale de Castro,26222.0,,,,,,1,From Throw In,Manuel Rolando Iturra Urrutia,6743.0,Right Defensive Midfield,5,Rayo Vallecano,360,['d98fa9a5-4d6f-4f1c-97b5-f56d3c0831a9'],26,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:26.850,Pass,
,,,,,,,,,,,,,,,,2.475758,,,,,,,,,,,,ae018c2d-97b2-48dd-abc1-26213a861420,132,,"[68.7, 59.0]",3825858,2,,,,,-0.7158725,,Right Foot,,,,"[107.1, 25.6]",,High Pass,,50.893223,,Incomplete,,,,,,,,,1,From Throw In,José Eduardo Rosa Vale de Castro,26222.0,Right Center Back,5,Rayo Vallecano,360,['4ad0c6a8-a569-404f-93e7-34b2ad966ed3'],29,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:29.695,Pass,
,,,,,,,,,,,,,,,,0.765846,,,,,,,,,,,,978b0e3a-c814-4e7f-bc91-32966fb1f383,134,,"[109.9, 0.1]",3825858,2,,,,,2.3561945,,,,,,"[100.5, 9.5]",,Low Pass,,13.293608,,,,Roberto Trashorras Gayoso,26848.0,,,,,Throw-in,1,From Throw In,José Ignacio Martínez García,11298.0,Left Back,6,Rayo Vallecano,360,['80cde705-b5b1-4ab2-a53d-07d868eda99f'],37,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:37.109,Pass,
,,,,,,,,,,,,,,,,0.779491,,,,,,,,,,,,4fcf4859-2859-4185-ba43-3c02b3b0a273,138,,"[100.1, 9.8]",3825858,2,,,,,-0.38050637,,Right Foot,,,,"[106.1, 7.4]",,Ground Pass,,6.462198,,,,José Ignacio Martínez García,11298.0,,,,,,1,From Throw In,Roberto Trashorras Gayoso,26848.0,Left Defensive Midfield,6,Rayo Vallecano,360,"['a57afacc-38df-416d-a9ed-f9b7e4d65903', 'de8ba365-df92-4635-a9ea-1bb9f894fa43']",38,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:38.617,Pass,True
