ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.977842,,,,,,,,,,,,,,53c4c223-11d9-46e8-b4e9-11630728243a,18,,"[48.4, 40.3]",3825652,0,,True,,,1.1283096,,Right Foot,,,"[66.5, 78.5]",,Ground Pass,,42.27115,,,,David Simón Rodríguez Santana,7906.0,,,,,Free Kick,1,From Free Kick,Roque Mesa Quevedo,3610.0,Right Defensive Midfield,3,Las Palmas,208,['791fc9d2-ff76-4b96-9476-e581d1de8eaf'],20,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:20.143,Pass,
,,,,,,,,,,,,,,1.917889,,,,,,,,,,,,,,a1c257ce-0a25-4b44-8ce5-bb301903fe3f,20,,"[66.5, 78.5]",3825652,0,,,,,-0.02428672,,Right Foot,,,"[91.2, 77.9]",,Ground Pass,,24.707287,,Incomplete,,Nabil El Zhar,6608.0,,,,,,1,From Free Kick,David Simón Rodríguez Santana,7906.0,Right Back,3,Las Palmas,208,"['6e8d94e3-10bb-4971-9f31-3a1d584746ab', '755cf55a-fd59-45db-9e0e-8d3c3579b54e']",21,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:21.932,Pass,
,,,,,,,,,,,,,,1.790594,,,,,,,,,,,,,,997d554f-2a29-42a6-abce-c4594f2ac195,24,,"[28.1, 2.2]",3825652,0,,,,,0.34283707,,Left Foot,,,"[62.0, 14.3]",,High Pass,,35.99472,,,,Imanol Agirretxe Arruti,6677.0,,,,,,1,Regular Play,Yuri Berchiche Izeta,3023.0,Left Back,4,Real Sociedad,210,['7cb3a340-b4e1-4ccf-a2af-a404f1ced4bc'],24,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:24.650,Pass,
,,,,,,,,,,,,,,2.132549,,,,,,,,,,,,,,7bd72ca9-f645-47d0-b940-25bd4e202c59,26,,"[62.0, 14.3]",3825652,0,,,,,-1.3016288,,Head,,,"[65.2, 2.7]",,High Pass,,12.033287,,,,Gonzalo Castro Irizábal,6740.0,,,,,,1,Regular Play,Imanol Agirretxe Arruti,6677.0,Center Forward,4,Real Sociedad,210,['06612496-7862-4e84-a235-9edb1f4dbe55'],26,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:26.520,Pass,
,,,,,,,,,,,,,,4.003836,,,,,,,,,,,,,,50cd3c6a-a9bf-4d8f-bbfe-63b0e8cec8ca,30,,"[78.6, 1.3]",3825652,0,,,,,1.0686777,,Left Foot,,,"[107.7, 54.3]",,High Pass,,60.463295,,Incomplete,,Xabier Prieto Argarate,6690.0,,True,,,,1,Regular Play,Gonzalo Castro Irizábal,6740.0,Left Wing,4,Real Sociedad,210,"['04ded003-c906-40ef-a179-78375b2c09ae', '55d23c79-49c5-468e-9bac-316f6c8be9d8', '71394d39-a9d1-4e72-a1b5-f75d97041ac9']",31,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:31.478,Pass,True
,,,,,,,,,,,,,,4.003279,,,,,,,,,,,,,,04ded003-c906-40ef-a179-78375b2c09ae,32,,"[12.4, 25.8]",3825652,0,,,,,-0.013855926,,Left Foot,,,"[55.7, 25.2]",,High Pass,,43.304157,,,,Pedro Taunausú Domínguez Placeres,6928.0,,,,,Recovery,1,Regular Play,Javier Garrido Behovide,26448.0,Left Back,5,Las Palmas,208,"['21839591-051f-496f-9e5f-e3d39ea24c9b', '50cd3c6a-a9bf-4d8f-bbfe-63b0e8cec8ca']",35,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:35.482,Pass,
,,,,,,,,,,,,,,1.223174,,,,,,,,,,,,,,1af63323-08d2-4214-9ad7-f0ae8af39b5e,34,,"[55.7, 25.2]",3825652,0,,,,,-0.42877802,,Head,,,"[59.2, 23.6]",,Low Pass,,3.8483763,,Incomplete,,Jonathan Viera Ramos,10755.0,,,,,,1,Regular Play,Pedro Taunausú Domínguez Placeres,6928.0,Right Center Forward,5,Las Palmas,208,"['909abf17-795d-4009-864d-e372ea5d7a5b', 'de9637a7-a563-458e-bb70-d092f647cbb1']",39,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:39.565,Pass,
,,,,,,,,,,,,,,0.874416,,,,,,,,,,,,,,de9637a7-a563-458e-bb70-d092f647cbb1,36,,"[60.9, 56.5]",3825652,0,,,,,0.21687362,,Right Foot,,,"[66.8, 57.8]",,Low Pass,,6.041523,,Incomplete,,Íñigo Martínez Berridi,6665.0,,,,,Recovery,1,Regular Play,Diego Antonio Reyes Rosales,16539.0,Right Center Back,5,Las Palmas,208,"['0193be8a-e202-4b43-9e08-acf5d25eba7d', '1af63323-08d2-4214-9ad7-f0ae8af39b5e', '5e103c8a-c982-4d75-816d-7a2cb9dda3d9']",40,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:40.788,Pass,
,,,,,,,,,,,,,,0.290593,,,,,,,,,,,,,,a57cbdcc-b6bc-47a6-bdbe-ad4e66e9c6f8,41,,"[54.4, 22.3]",3825652,0,,,,,0.33029735,,Right Foot,,,"[61.4, 24.7]",,Ground Pass,,7.4,,Incomplete,,Jonathan Viera Ramos,10755.0,,,,,,1,Regular Play,Sergio Ezequiel Araújo,8167.0,Left Center Forward,5,Las Palmas,208,"['198c4f47-dea9-412d-8b3d-b3b56b8c3a13', '3497dbca-ebdc-4ab8-9393-f0bf0b9a33dc', '37710e63-e959-4947-9d43-bf0106fe21d0']",42,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:42.566,Pass,True
,,,,,,,,,,,,,,0.935092,,,,,,,,,,,,,,c188cb63-2a09-4fae-8b1e-349c7719972e,45,,"[62.0, 65.1]",3825652,0,,,,,0.8329813,,Right Foot,,,"[70.0, 73.9]",,Ground Pass,,11.892855,,,,Xabier Prieto Argarate,6690.0,,,,,,1,Regular Play,Diego Antonio Reyes Rosales,16539.0,Right Center Back,6,Real Sociedad,210,['dbba1b04-46bf-4269-b60b-2167a9b902be'],45,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:45.004,Pass,
,,,,,,,,,,,,,,3.073934,,,,,,,,,,,,,,219aa695-c2a4-44f0-8580-7ab9623751d0,48,,"[75.4, 74.2]",3825652,0,,,,,-0.032726407,,Right Foot,,,"[109.0, 73.1]",,High Pass,,33.618,,,,Carlos Alberto Vela Garrido,5560.0,,,,,,1,Regular Play,Xabier Prieto Argarate,6690.0,Right Wing,6,Real Sociedad,210,['0e6e4a7a-f736-40a5-964c-b41fd8991d4b'],48,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:48.016,Pass,
,,,,,,,,,,,,,,1.166481,,,,,,,,,,,,,,74290efb-8f0e-46bb-b42f-577b4d458b93,52,,"[108.8, 73.7]",3825652,0,,,,,-1.7915006,,Left Foot,,,"[105.3, 58.1]",,Ground Pass,,15.987808,,Incomplete,,Xabier Prieto Argarate,6690.0,,,,,,1,Regular Play,Carlos Alberto Vela Garrido,5560.0,Center Attacking Midfield,6,Real Sociedad,210,"['42da06c4-d653-440b-a78b-cfe0631adee4', 'c54fb1c3-fafe-4fe2-b49d-4697e5af2fa7']",52,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:52.854,Pass,
,,,,,,,,,,,,,,1.445999,,,,,,,,,,,,,,c54fb1c3-fafe-4fe2-b49d-4697e5af2fa7,54,,"[14.8, 22.0]",3825652,0,,,,,-2.3162158,,Right Foot,,,"[7.6, 14.2]",,Low Pass,,10.615084,,,,Pedro Bigas Rigo,7907.0,,,,,Recovery,1,Regular Play,Javier Garrido Behovide,26448.0,Left Back,7,Las Palmas,208,"['74290efb-8f0e-46bb-b42f-577b4d458b93', 'e4978f73-9f0a-4af0-a906-0d2314ea68db']",54,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:54.020,Pass,
,,,,,,,,,,,,,,1.629464,,,,,,,,,,,,,,bcf8228f-5e83-4b56-b80e-ef655b1bc85a,57,,"[7.6, 14.2]",3825652,0,,,,,-0.015383402,,Left Foot,,,"[40.1, 13.7]",,High Pass,,32.503845,,,,Sergio Ezequiel Araújo,8167.0,,,,,,1,Regular Play,Pedro Bigas Rigo,7907.0,Left Center Back,7,Las Palmas,208,['018d2b30-fcaa-41a5-a141-2dc4cda312cc'],56,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:56.041,Pass,
,,,,,,,,,,,,,,0.729735,,,,,,,,,,,,,,023e353d-5ff2-40ce-8435-0a4ceabc2598,60,,"[39.0, 13.7]",3825652,0,,,,,-2.307845,,Right Foot,,,"[33.1, 7.2]",,Ground Pass,,8.778382,,,,Jonathan Viera Ramos,10755.0,,,,,,1,Regular Play,Sergio Ezequiel Araújo,8167.0,Left Center Forward,7,Las Palmas,208,"['77fdf2e9-2757-4b48-899f-5e7636bc3424', 'df365025-fef8-4975-ab0a-22583c8cba73']",57,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:57.671,Pass,True
,,,,,,,,,,,,,,0.983179,,,,,,,,,,,,,,3e55c89b-cbb5-4c88-972d-f87eacb1dee6,63,,"[33.1, 7.2]",3825652,0,,,,,0.39296907,,Right Foot,,,"[56.5, 16.9]",,Ground Pass,,25.33081,,Incomplete,,Sergio Ezequiel Araújo,8167.0,,,,,,1,Regular Play,Jonathan Viera Ramos,10755.0,Left Midfield,7,Las Palmas,208,"['494c2ee1-7989-4140-b699-252c175190e8', '77bf823f-90b9-4925-ab05-c0a681227121']",59,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:59.233,Pass,
,,,,,,,,,,,,,,2.391587,,,,,,,,,,,,,,0daa03e7-2d6e-4fe5-9896-0f3568d18a5d,67,,"[49.6, 60.0]",3825652,1,,,,,-2.6923726,,Left Foot,,,"[13.3, 42.5]",,Ground Pass,,40.298138,,,,Gerónimo Rulli,6694.0,,,,,Recovery,1,Regular Play,Íñigo Martínez Berridi,6665.0,Left Center Back,7,Las Palmas,208,"['0a35f749-e547-4ecf-b6c2-68fb36e56ff8', '2b2fcacc-24a4-48e5-81ff-fcbcf0cdc164']",2,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:02.425,Pass,True
,,,,,,,,,,,,,,1.91366,,,,,,,,,,,,,,c86b3f98-5c8b-4acc-8be3-9611292be054,71,,"[13.3, 44.9]",3825652,1,,,,,-0.06598337,,Right Foot,,,"[58.7, 41.9]",,High Pass,,45.499012,,Incomplete,,Carlos Alberto Vela Garrido,5560.0,,,,,,1,Regular Play,Gerónimo Rulli,6694.0,Goalkeeper,7,Las Palmas,208,"['152e2487-37a3-46eb-a8c7-f11e7d6d44f3', '3cd6b70a-b9db-4a46-a6b1-f784d34caf0d', '974aaadf-6789-42a8-b4b8-ee535ce93dff']",6,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:06.458,Pass,True
,,,,,,,,,,,,,,2.555564,,,,,,,,,,,,,,974aaadf-6789-42a8-b4b8-ee535ce93dff,73,,"[61.4, 38.2]",3825652,1,,,,,-1.1427708,,Head,,,"[78.6, 0.5]",,High Pass,,41.438267,,Out,,Jonathan Viera Ramos,10755.0,,,,,Recovery,1,Regular Play,Roque Mesa Quevedo,3610.0,Right Defensive Midfield,7,Las Palmas,208,"['c86b3f98-5c8b-4acc-8be3-9611292be054', 'fbfa5eb3-0495-454b-9b41-4b04c619da0b']",8,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:08.372,Pass,
,,,,,,,,,,,,,,1.241178,,,,,,,,,,,,,,52bdec93-bca1-4ee3-b08b-852539b49e3c,75,,"[49.1, 80.0]",3825652,1,,,,,-0.58408105,,,,,"[66.8, 68.3]",,High Pass,,21.217445,,Incomplete,,Xabier Prieto Argarate,6690.0,,,,,Throw-in,1,From Throw In,Carlos Martínez Díez,8724.0,Right Back,8,Real Sociedad,210,"['7553d555-5133-40c0-a7b1-817726472971', 'a95f9dba-0959-408d-ad58-547e116ecbe2']",18,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:18.498,Pass,
,,,,,,,,,,,,,,0.803626,,,,,,,,,,,,,,7553d555-5133-40c0-a7b1-817726472971,78,,"[53.3, 11.8]",3825652,1,,,,True,0.24870999,,,,,"[65.9, 15.0]",,Low Pass,,13.0,,,,Pedro Taunausú Domínguez Placeres,6928.0,,,,,Recovery,1,From Throw In,Javier Garrido Behovide,26448.0,Left Back,8,Real Sociedad,210,"['4a5ede0c-b16d-46fe-989f-c56724074567', '52bdec93-bca1-4ee3-b08b-852539b49e3c', 'ef6ca8af-4b1b-41cb-9839-3f77d48edbe6']",19,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:19.740,Pass,True
,,,,,,,,,,,,,,1.159179,,,,,,,,,,,,,,5263d843-ed9a-4fd5-9463-75153b9d4e7d,83,,"[55.3, 48.7]",3825652,1,,,,,0.17821325,,Right Foot,,,"[71.4, 51.6]",,High Pass,,16.359095,,,,Imanol Agirretxe Arruti,6677.0,,,,,Recovery,1,From Throw In,Asier Illarramendi Andonegi,6671.0,Left Defensive Midfield,8,Real Sociedad,210,['e431f4ed-3dfd-43b2-a8ef-a033836f4ba8'],22,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:22.193,Pass,
,,,,,,,,,,,,,,0.960642,,,,,,,,,,,,,,94272dd5-81ed-41a5-a3b7-9d9c5bc5af8b,86,,"[71.4, 51.6]",3825652,1,,,,,1.224051,,Right Foot,,,"[75.7, 63.5]",,Ground Pass,,12.653063,,Incomplete,,Carlos Alberto Vela Garrido,5560.0,,,,,,1,From Throw In,Imanol Agirretxe Arruti,6677.0,Center Forward,8,Real Sociedad,210,"['91d847cc-6e84-4d3e-ac80-3a1ef597e72d', '92cb75f0-2048-4c92-9c91-3e93b326eb6b']",23,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:23.477,Pass,
,,,,,,,,,True,,,,,1.248848,,,,,,,,,,,,,,92cb75f0-2048-4c92-9c91-3e93b326eb6b,88,,"[44.4, 16.6]",3825652,1,,,,,2.6171227,,Left Foot,,,"[32.3, 23.6]",,Ground Pass,,13.978912,,,,Pedro Bigas Rigo,7907.0,,,,,Interception,1,Regular Play,Javier Garrido Behovide,26448.0,Left Back,9,Las Palmas,208,"['94272dd5-81ed-41a5-a3b7-9d9c5bc5af8b', 'b6386cd5-dd88-4685-9a11-bd1f151a0712']",24,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:24.438,Pass,
,,,,,,,,,,,,,,2.324523,,,,,,,,,,,,,,2eb7a3a2-c714-45c3-a4db-38f32c89b073,91,,"[32.3, 23.6]",3825652,1,,,,,2.6617522,,Right Foot,,,"[12.7, 33.8]",,Ground Pass,,22.09525,,,,Javier Varas Herrera,26753.0,,,,,,1,Regular Play,Pedro Bigas Rigo,7907.0,Left Center Back,9,Las Palmas,208,['2e46215d-61ee-450a-9fa8-d343be7e9dca'],25,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:25.944,Pass,
,,,,,,,,,,,,,,5.120584,,,,,,,,,,,,,,0bcc6f12-df5b-4e63-ae85-9f7d5ce474da,94,,"[12.7, 33.8]",3825652,1,,,,,-0.20950024,,Right Foot,,,"[85.6, 18.3]",,High Pass,,74.529594,,Incomplete,,Pedro Taunausú Domínguez Placeres,6928.0,,,,,,1,Regular Play,Javier Varas Herrera,26753.0,Goalkeeper,9,Las Palmas,208,"['63baf670-41d7-401a-adba-125e92539aaa', 'a9fcfc11-0daa-475b-b008-7d8cc491c7f9']",30,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:30.708,Pass,
,,,,,,,,,,,,,,2.088419,,,,,,,,,,,,,,bd7556b5-2a55-4945-a33a-983d02a026e4,98,,"[36.2, 61.6]",3825652,1,,,,,-0.5518162,,Right Foot,,,"[70.8, 40.3]",,High Pass,,40.630653,,Incomplete,,Xabier Prieto Argarate,6690.0,,,,,,1,Regular Play,Carlos Martínez Díez,8724.0,Right Back,9,Las Palmas,208,"['90ef62a5-1aa5-4956-bbd4-e8c39b4b079c', 'da207263-195a-476e-ac9e-88e24acfb3c7']",37,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:37.890,Pass,
,,,,,,,,,,,,,,1.180872,,,,,,,,,,,,,,90ef62a5-1aa5-4956-bbd4-e8c39b4b079c,100,,"[49.3, 39.8]",3825652,1,,,,,0.47269714,,Head,,,"[58.1, 44.3]",,Low Pass,,9.883825,,,,Roque Mesa Quevedo,3610.0,,,,,Recovery,1,Regular Play,Pedro Bigas Rigo,7907.0,Left Center Back,9,Las Palmas,208,"['5f4bc591-3f19-47d3-a8d5-b925a55918ae', 'bd7556b5-2a55-4945-a33a-983d02a026e4']",39,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:39.978,Pass,
,,,,,,,,,,,,,,1.33128,,,,,,,,,,,,,,f0a60e26-042e-46b3-abb7-ababd5e1dba7,104,,"[56.8, 41.6]",3825652,1,,,,,-1.436025,,Left Foot,,,"[59.2, 23.9]",,Ground Pass,,17.86197,,,,José Vicente Gómez Umpiérrez,6929.0,,,,,,1,Regular Play,Roque Mesa Quevedo,3610.0,Right Defensive Midfield,9,Las Palmas,208,"['17c1ee5c-73e1-4678-8167-f91affbdc215', '58780a98-a7b2-402f-b53f-8be2d9d88d76']",43,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:43.418,Pass,True
,,,,,,,,,,,,,,1.391971,,,,,,,,,,,,,,9654d699-964d-4909-b813-29e26b39d214,107,,"[58.9, 23.1]",3825652,1,,,,,-1.9558021,,Left Foot,,,"[52.7, 7.8]",,Ground Pass,,16.508482,,,,Javier Garrido Behovide,26448.0,,,,,,1,Regular Play,José Vicente Gómez Umpiérrez,6929.0,Left Defensive Midfield,9,Las Palmas,208,"['11bb54dc-f3b6-4a6b-9349-1b8a3117c6c7', 'd11f0b03-5e2e-498a-b6c3-e34f5a5907ff']",44,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:44.749,Pass,True
