50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8dca4a10-3e8a-4710-955d-96124f75fc27,1,,,3825691,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 6730, 'name': 'Rubén Iván Martínez Andrade'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6787, 'name': 'Pedro López Muñoz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 26012, 'name': 'David Navarro Pedrós'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 27122, 'name': 'Simão Mate'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 6659, 'name': 'Víctor Camarasa Ferrando'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 6668, 'name': 'José Luis Morales Nogales'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 23943, 'name': 'Rubén García Santos'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 25134, 'name': 'Deyverson Brum Silva Acosta'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Levante UD,221,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d4d1da47-920e-4862-9a50-01229688e87e,2,,,3825691,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8697, 'name': 'Andrés Eduardo Fernández Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 4546, 'name': 'Dimitri Foulquier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 4498, 'name': 'Jean-Sylvain Claude Babin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 6702, 'name': 'David Rodríguez Lombán'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 7158, 'name': 'Cristiano Biraghi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 25707, 'name': 'Francisco Manuel Rico Castro'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6599, 'name': 'Rubén Salvador Pérez Del Mármol'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 18721, 'name': 'Robert Ibáñez Castro'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 6680, 'name': 'Rubén Rochina Naixes'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 6918, 'name': 'Isaac Ajayi Success'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 6847, 'name': 'Adalberto Peñaranda Maestre'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Granada,1049,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,49bf3a29-4729-4e72-a727-8513f415ba0d,3,,,3825691,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,['30c75288-5119-43ac-b710-beb1839884b5'],0,,,,,,,,,,,,,,,,Granada,1049,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,30c75288-5119-43ac-b710-beb1839884b5,4,,,3825691,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,['49bf3a29-4729-4e72-a727-8513f415ba0d'],0,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,286eb42c-9d9e-466c-8c07-4c90c78be865,1825,,,3825691,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,117,Levante UD,221,['1bc27cb9-5def-4457-b310-34a295eaa560'],0,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1bc27cb9-5def-4457-b310-34a295eaa560,1826,,,3825691,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,117,Levante UD,221,['286eb42c-9d9e-466c-8c07-4c90c78be865'],0,,,,,,,,,,,,,,,,Granada,1049,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.564071,,,,,,,,,,,,,2e27e900-d683-4ddf-bfe2-dc13fad68360,5,,"[61.0, 40.1]",3825691,0,,,,,2.2794225,,Right Foot,,,"[59.8, 41.5]",,Ground Pass,1.8439089,,,Francisco Manuel Rico Castro,25707.0,,,,,Kick Off,1,From Kick Off,Adalberto Peñaranda Maestre,6847.0,Center Forward,2,Granada,1049,['809eb339-ce3a-4625-9720-9322b8763b4f'],0,,,,,,,,,,,,,,,,Granada,1049,00:00:00.679,Pass,
,,,,,,,,,,,,,,,,,1.718321,,,,,,,,,,,,,562b33bd-fa88-42c3-8424-df49156346a3,8,,"[59.4, 40.9]",3825691,0,,,,,-2.9965007,,Right Foot,,,"[37.5, 37.7]",,Ground Pass,22.132555,,,David Rodríguez Lombán,6702.0,,,,,,1,From Kick Off,Francisco Manuel Rico Castro,25707.0,Right Defensive Midfield,2,Granada,1049,['6db40ab9-4217-4f6c-ae37-c4244016b4ab'],1,,,,,,,,,,,,,,,,Granada,1049,00:00:01.326,Pass,
,,,,,,,,,,,,,,,,,5.798338,,,,,,,,,,,,,569ad7d9-7d24-4341-a3f4-936ffb0e4907,11,,"[37.5, 38.1]",3825691,0,,,,,-0.4115004,,Right Foot,,,"[106.7, 7.9]",,High Pass,75.502846,Unknown,,Adalberto Peñaranda Maestre,6847.0,,,,,,1,From Kick Off,David Rodríguez Lombán,6702.0,Left Center Back,2,Granada,1049,['820fed08-4e3d-434e-a842-787495041826'],4,,,,,,,,,,,,,,,,Granada,1049,00:00:04.199,Pass,
,,,,,,,,,,,,,,,,,2.095223,,,,,,,,,,,,,593aa0d2-913f-4010-a2cf-3897fc49a5b4,16,,"[15.2, 72.2]",3825691,0,,,,,-1.2087089,,Right Foot,,,"[30.2, 32.6]",,Ground Pass,42.34572,,,Zouhair Feddal,6647.0,,,,,Free Kick,1,From Free Kick,Rubén Iván Martínez Andrade,6730.0,Goalkeeper,3,Levante UD,221,['5536e4be-22fe-4937-b003-321c648395b0'],36,,,,,,,,,,,,,,,,Levante UD,221,00:00:36.916,Pass,
