bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6dab1da3-eb8d-40c1-8c1d-535429f84fbf,1,,,3825670,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 6730, 'name': 'Rubén Iván Martínez Andrade'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6787, 'name': 'Pedro López Muñoz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 26012, 'name': 'David Navarro Pedrós'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 27122, 'name': 'Simão Mate'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 24149, 'name': 'José Antonio García Rabasco'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 6659, 'name': 'Víctor Camarasa Ferrando'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 6668, 'name': 'José Luis Morales Nogales'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 23943, 'name': 'Rubén García Santos'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 25134, 'name': 'Deyverson Brum Silva Acosta'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Levante UD,221,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c7252a27-593a-44e5-bc4a-39c80e94ca5d,2,,,3825670,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6654, 'name': 'Antonio Adán Garrido'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 11634, 'name': 'Cristiano Piccini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 6872, 'name': 'Bruno González Cabrera'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 27349, 'name': 'Heiko Westermann'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 24132, 'name': 'Francisco Miguel Varela Martín'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 33}, {'player': {'id': 27346, 'name': 'Petros Matheus dos Santos Araújo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 5671, 'name': ""Alfred John Momar N''Diaye""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 6651, 'name': 'Joaquín Sánchez Rodríguez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 6697, 'name': 'Daniel Ceballos Fernández'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 26723, 'name': 'Álvaro Cejudo Carmona'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 16}, {'player': {'id': 6832, 'name': 'Rubén Castro Martín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]}",Real Betis,218,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,170c61e9-710b-4757-92d5-ef5b2213246c,3,,,3825670,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,['f79daece-1b7d-4c6b-8639-7fe37fca1dd4'],0,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f79daece-1b7d-4c6b-8639-7fe37fca1dd4,4,,,3825670,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,['170c61e9-710b-4757-92d5-ef5b2213246c'],0,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6e7c5198-2063-4bc8-846d-f982ecf7fde0,1719,,,3825670,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,93,Levante UD,221,['04cf2393-e0ca-45d9-8fb5-e58879c78cdc'],0,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,04cf2393-e0ca-45d9-8fb5-e58879c78cdc,1720,,,3825670,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,93,Levante UD,221,['6e7c5198-2063-4bc8-846d-f982ecf7fde0'],0,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.445406,,,,,,,,,,,,,b8f9fa11-01ee-4cd5-a482-3f3a4f4ff0c1,5,,"[61.0, 40.1]",3825670,0,,,,,2.3561945,,Right Foot,,,"[59.3, 41.8]",,Ground Pass,,2.4041631,,,,Daniel Ceballos Fernández,6697.0,,,,,,Kick Off,1,From Kick Off,Rubén Castro Martín,6832.0,Center Forward,2,Real Betis,218,['4ea6f128-5298-4803-825e-b49701e02e85'],0,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.328,Pass,
,,,,,,,,,,,,,,,,2.260847,,,,,,,,,,,,,bc51337e-6ef9-4c82-b47a-a0cc7b104c87,8,,"[59.3, 41.8]",3825670,0,,,,,-2.783634,,Right Foot,,,"[32.3, 31.7]",,Ground Pass,,28.827244,,,,Heiko Westermann,27349.0,,,,,,,1,From Kick Off,Daniel Ceballos Fernández,6697.0,Center Attacking Midfield,2,Real Betis,218,['8dabed57-c37a-444c-b540-03f39344c4ec'],1,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:01.531,Pass,
,,,,,,,,,,,,,,,,3.253904,,,,,,,,,,,,,8b71e604-014a-4f7e-a3e3-3e4a3ba46814,12,,"[32.5, 31.7]",3825670,0,,,,,0.4069708,,Left Foot,,,"[90.5, 56.7]",,High Pass,,63.15853,,,,Daniel Ceballos Fernández,6697.0,,,,,,,1,From Kick Off,Heiko Westermann,27349.0,Left Center Back,2,Real Betis,218,"['86e1c781-97dd-4cce-8d8b-b409f7b39157', '8d202caf-661d-4f24-90b6-4c00b2bcd41e']",5,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:05.119,Pass,True
,,,,,,,,,,,,,,,,2.752291,,,,,,,,,,,,,f7fee844-9c99-40ab-9f5b-01c694de5e28,14,,"[90.5, 56.7]",3825670,0,,,,True,-0.7422595,,,,,"[105.0, 43.4]",,High Pass,,19.675873,,Incomplete,,,,,,,,,,1,From Kick Off,Daniel Ceballos Fernández,6697.0,Center Attacking Midfield,2,Real Betis,218,"['751c921c-9fa4-4df4-9191-842b422c5335', 'fa032fba-f67b-421d-8214-591d0eed5f28']",8,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:08.395,Pass,True
,,,,,,,,,,,,,,,,3.600472,,,,,,,,,,,,,cf52d6e0-8953-42d4-ab57-5874ea344122,18,,"[16.4, 38.6]",3825670,0,,,,,-0.1472681,,Drop Kick,,,"[73.7, 30.1]",,High Pass,,57.927025,,Incomplete,,,,,,,,,,1,From Keeper,Rubén Iván Martínez Andrade,6730.0,Goalkeeper,3,Levante UD,221,['e1dfeecb-ba7a-46ff-a583-5887c04e630a'],20,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:20.065,Pass,
