ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ce7b6261-7b26-4bf6-8154-598eb8636b30,1,,,3825709,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6823, 'name': 'Sergio Rico González'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 21210, 'name': 'Mariano Ferreira Filho'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 3253, 'name': 'Adil Rami'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 10476, 'name': 'Timothée Kolodziejczak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 27483, 'name': 'Benoît Trémoulinas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 7154, 'name': 'Sebastián Carlos Cristóforo Pepe'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 3497, 'name': 'Vicente Iborra De La Fuente'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6841, 'name': 'Víctor Machín Pérez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 5504, 'name': 'Éver Maximiliano David Banega'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 8523, 'name': 'Yevhen Konoplyanka'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 7788, 'name': 'Ciro Immobile'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Sevilla,213,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c9a198bc-a0b6-446a-9128-d05bb071de48,2,,,3825709,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6792, 'name': 'Pau López Sabata'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6791, 'name': 'Javier López Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 16}, {'player': {'id': 6762, 'name': 'Álvaro González Soberón'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 16456, 'name': 'Enzo Pablo Roco Roco'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 6612, 'name': 'Rubén Duarte Sánchez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6758, 'name': 'Víctor Sánchez Mata'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 18407, 'name': 'José Alberto Cañas Ruiz Herrera'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 5719, 'name': 'Marco Asensio Willemsen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 24072, 'name': 'Salvador Sevilla López'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 6838, 'name': 'Hernán Arsenio Pérez González'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 7781, 'name': 'Felipe Salvador Caicedo Corozo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Espanyol,214,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f50ebb28-9cf7-4f0c-b9c6-1b539e04d218,3,,,3825709,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,['457ddd44-39a4-4d8b-b385-7219dec4b4c5'],0,,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,457ddd44-39a4-4d8b-b385-7219dec4b4c5,4,,,3825709,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,['f50ebb28-9cf7-4f0c-b9c6-1b539e04d218'],0,,,,,,,,,,,,,,,,,Espanyol,214,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b05ff2be-0c06-4f7b-8c3a-f04d551f836a,1805,,,3825709,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,100,Sevilla,213,['ec141e24-c3c1-4cb9-ad71-8a1c0c74d86c'],0,,,,,,,,,,,,,,,,,Espanyol,214,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ec141e24-c3c1-4cb9-ad71-8a1c0c74d86c,1806,,,3825709,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,100,Sevilla,213,['b05ff2be-0c06-4f7b-8c3a-f04d551f836a'],0,,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,1.126981,,,,,,,,,,,,,2ebca721-d1d7-48e2-9df4-131b0fa63829,5,,"[60.0, 40.0]",3825709,0,,,,0.72297937,,Right Foot,,,,"[61.7, 41.5]",Ground Pass,,2.2671568,,,,Éver Maximiliano David Banega,5504.0,,,,,Kick Off,1,From Kick Off,Ciro Immobile,7788.0,Center Forward,2,Sevilla,213,['b2b513a5-355b-4b37-9e27-b93221fee819'],0,,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.986,Pass,
,,,,,,,,,,,,,,,1.250205,,,,,,,,,,,,,3f5399b6-d007-4cf6-983d-edc14b975b7d,8,,"[63.3, 41.0]",3825709,0,,,,-1.5901845,,Right Foot,,,,"[62.6, 4.9]",Ground Pass,,36.106785,,,,Yevhen Konoplyanka,8523.0,,,,,,1,From Kick Off,Éver Maximiliano David Banega,5504.0,Center Attacking Midfield,2,Sevilla,213,['1c274b79-603c-4b93-bcd7-6685ff01496c'],2,,,,,,,,,,,,,,,,,Sevilla,213,00:00:02.840,Pass,
,,,,,,,,,,,,,,,1.474359,,,,,,,,,,,,,9937cc80-518d-4bf6-a535-89ad6ddfe911,11,,"[63.5, 5.1]",3825709,0,,,,2.5279546,,Left Foot,,,,"[52.0, 13.2]",Ground Pass,,14.066272,,,,Benoît Trémoulinas,27483.0,,,,,,1,From Kick Off,Yevhen Konoplyanka,8523.0,Left Wing,2,Sevilla,213,['9338d911-d55f-4299-ba02-7806c024721c'],6,,,,,,,,,,,,,,,,,Sevilla,213,00:00:06.199,Pass,
,,,,,,,,,,,,,,,0.779623,,,,,,,,,,,,,9b37b225-3bc0-472e-8f9a-1b735ae026f3,14,,"[60.3, 12.2]",3825709,0,,,,0.5128503,,Left Foot,,,,"[70.6, 18.0]",Ground Pass,,11.8207445,,,,Ciro Immobile,7788.0,,,,,,1,From Kick Off,Benoît Trémoulinas,27483.0,Left Back,2,Sevilla,213,['a00145ee-de49-4bcb-8381-4488488040f8'],11,,,,,,,,,,,,,,,,,Sevilla,213,00:00:11.743,Pass,
