50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c9094536-188b-4599-93c6-c48576c7181a,1,,,3825613,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 6884, 'name': 'Sergio Álvarez Conde'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6794, 'name': 'Gustavo Daniel Cabral Cáceres'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 6804, 'name': 'Sergi Gómez Solà'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 6802, 'name': 'Jonathan Castro Otto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 6796, 'name': 'Nemanja Radoja'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6801, 'name': 'Pedro Pablo Hernández'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 7105, 'name': 'Fabián Ariel Orellana Valenzuela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 6724, 'name': 'Manuel Agudo Durán'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 5217, 'name': 'Iago Aspas Juncal'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Celta Vigo,209,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7e488758-2cf3-420c-b7ae-dbe2e83f78cc,2,,,3825613,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6625, 'name': 'Vicente Guaita Panadero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6627, 'name': 'Damián Nicolás Suárez Suárez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 27403, 'name': 'Santiago Vergini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 6614, 'name': 'Alexis Ruano Delgado'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 6856, 'name': 'Carlos Martín Vigaray'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 25881, 'name': 'Juan Antonio Rodríguez Villamuela'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 6736, 'name': 'Álvaro Medrán Just'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 6720, 'name': 'Pablo Sarabia García'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 15893, 'name': 'Víctor Rodríguez Romero'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 18}, {'player': {'id': 26020, 'name': 'Ángel Lafita Castillo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 24035, 'name': 'Álvaro Vázquez García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Getafe,216,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0195ede8-3d3d-48e6-87d9-f3e867d4cded,3,,,3825613,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,['12fd3405-3fb8-4128-ae4d-f33ee3262d54'],0,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,12fd3405-3fb8-4128-ae4d-f33ee3262d54,4,,,3825613,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,['0195ede8-3d3d-48e6-87d9-f3e867d4cded'],0,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,29d1def4-5491-46e0-8a8f-f919274227ff,1579,,,3825613,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,99,Celta Vigo,209,['bebed16f-efdc-4729-8b1c-110e741590b0'],0,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,bebed16f-efdc-4729-8b1c-110e741590b0,1580,,,3825613,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,99,Celta Vigo,209,['29d1def4-5491-46e0-8a8f-f919274227ff'],0,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.273346,,,,,,,,,,,,,d2915b7a-9704-4604-9968-03314e5a33ea,5,,"[61.0, 40.1]",3825613,0,,True,,,3.0835185,,Right Foot,,,,"[52.4, 40.6]",Ground Pass,,8.614523,,,Álvaro Medrán Just,6736.0,,,,,,Kick Off,1,From Kick Off,Álvaro Vázquez García,24035.0,Center Forward,2,Getafe,216,['b01fc0e4-8e0c-4823-a1a5-0111467e1a03'],0,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.997,Pass,
,,,,,,,,,,,,,,,,1.534039,,,,,,,,,,,,,174b2b68-a78e-4532-84b0-646ad668c8d4,7,,"[52.7, 42.1]",3825613,0,,,,,1.6269171,,Left Foot,,,,"[51.2, 68.8]",Ground Pass,,26.742102,,,Damián Nicolás Suárez Suárez,6627.0,,,,,,,1,From Kick Off,Álvaro Medrán Just,6736.0,Left Defensive Midfield,2,Getafe,216,['80732319-15a7-4670-ab1a-bb4c653367fc'],3,,,,,,,,,,,,,,,,,Getafe,216,00:00:03.385,Pass,
,,,,,,,,,,,,,,,,1.680516,,,,,,,,,,,,,4b6f7a27-f551-4729-8175-69ca4899ad81,10,,"[51.2, 70.5]",3825613,0,,,,,-0.100781,,Right Foot,,,,"[77.9, 67.8]",Ground Pass,,26.83617,Incomplete,,Álvaro Vázquez García,24035.0,,,,,,,1,From Kick Off,Damián Nicolás Suárez Suárez,6627.0,Right Back,2,Getafe,216,"['0cf1fcc4-713a-4ce5-9c54-733977b0a32c', '277204bc-c4e5-4b90-ba17-522c7d4dff4f']",5,,,,,,,,,,,,,,,,,Getafe,216,00:00:05.897,Pass,
,,,,,,,,,,,,,,,,2.598857,,,,,,,,,,,,,0cf1fcc4-713a-4ce5-9c54-733977b0a32c,12,,"[42.2, 12.3]",3825613,0,,,,,0.19090496,,Left Foot,,,,"[86.7, 20.9]",High Pass,,45.323395,Incomplete,,,,,,,,,Interception,1,From Kick Off,Sergi Gómez Solà,6804.0,Left Center Back,2,Getafe,216,"['4b6f7a27-f551-4729-8175-69ca4899ad81', '61cc690c-2c3c-4774-af1f-4751dc0ed199']",7,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:07.578,Pass,
,,,,,,,,,,,,,,,,2.120499,,,,,,,,,,,,,9df68ccb-1426-46ff-a63f-8a382e8835a9,16,,"[29.6, 71.4]",3825613,0,,,,,0.2745753,,Right Foot,,,,"[50.9, 77.4]",High Pass,,22.12894,,,Álvaro Vázquez García,24035.0,,,,,,,1,From Kick Off,Santiago Vergini,27403.0,Right Center Back,2,Getafe,216,['ad07b5d5-54d9-4462-9180-7d3f0eeea047'],12,,,,,,,,,,,,,,,,,Getafe,216,00:00:12.700,Pass,
,,,,,,,,,,,,,,,,2.067307,,,,,,,,,,,,,db56f265-9622-4f9a-b43b-5c3866e808c5,24,,"[64.9, 8.3]",3825613,0,,,,,2.9802175,,Left Foot,,,,"[52.0, 10.4]",Ground Pass,,13.069813,,,Sergi Gómez Solà,6804.0,,,,,,Recovery,1,Regular Play,Daniel Wass,6797.0,Left Center Midfield,3,Celta Vigo,209,"['00c8b975-535f-467e-a76d-0e7e4177a981', '1276eb90-c6ab-4e7d-b613-25cd54b2b46f']",16,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:16.871,Pass,True
,,,,,,,,,,,,,,,,2.531855,,,,,,,,,,,,,333f51c9-db50-4c10-aea4-9324d761ffb3,26,,"[49.7, 11.3]",3825613,0,,,,,2.2690372,,Right Foot,,,,"[30.9, 33.7]",Ground Pass,,29.243803,,,Gustavo Daniel Cabral Cáceres,6794.0,,,,,,,1,Regular Play,Sergi Gómez Solà,6804.0,Left Center Back,3,Celta Vigo,209,['8269fb5b-0cb6-4166-a2e9-d5613d0c3b0b'],18,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:18.938,Pass,
,,,,,,,,,,,,,,,,1.428094,,,,,,,,,,,,,36b468dc-64c7-4a55-9ca1-012bd549091b,29,,"[43.3, 40.8]",3825613,0,,,,,-1.726477,,Right Foot,,,,"[39.8, 18.5]",Ground Pass,,22.572992,,,Sergi Gómez Solà,6804.0,,,,,,,1,Regular Play,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,3,Celta Vigo,209,['3866ae5e-fcb9-44e2-a6e1-883a6d4def38'],27,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:27.110,Pass,
,,,,,,,,,,,,,,,,1.412978,,,,,,,,,,,,,7f6873c1-c4c5-43a6-8acf-ff946f4d13f7,32,,"[40.7, 17.0]",3825613,0,,,,,1.7471625,,Right Foot,,,,"[37.1, 37.2]",Ground Pass,,20.518284,,,Gustavo Daniel Cabral Cáceres,6794.0,,,,,,,1,Regular Play,Sergi Gómez Solà,6804.0,Left Center Back,3,Celta Vigo,209,['0ba04248-f885-4135-ab28-010810e26457'],30,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:30.240,Pass,
,,,,,,,,,,,,,,,,2.064983,,,,,,,,,,,,,349c7bb0-0d64-4984-b1d4-74569c774028,35,,"[36.9, 40.8]",3825613,0,,,,,1.4278922,,Right Foot,,,,"[40.9, 68.6]",Ground Pass,,28.086296,,,Hugo Mallo Novegil,6805.0,,,,,,,1,Regular Play,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,3,Celta Vigo,209,['49b9a884-7585-4fcd-b5af-3dee74a1a142'],33,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:33.333,Pass,
,,,,,,,,,,,,,,,,1.772402,,,,,,,,,,,,,e5620f3f-2e0e-4217-a700-fe473032edde,38,,"[46.9, 71.8]",3825613,0,,,,,-2.2914388,,Right Foot,,,,"[33.2, 56.2]",Ground Pass,,20.761744,,,Gustavo Daniel Cabral Cáceres,6794.0,,,,,,,1,Regular Play,Hugo Mallo Novegil,6805.0,Right Back,3,Celta Vigo,209,['cca6df2b-d7cd-433e-a0fa-a38de84c1eb9'],39,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:39.061,Pass,
,,,,,,,,,,,,,,,,1.925536,,,,,,,,,,,,,10a8b3f8-ca5f-417d-a26c-3e1994f2968d,41,,"[33.0, 53.6]",3825613,0,,,,,-1.5580581,,Right Foot,,,,"[33.4, 22.2]",Ground Pass,,31.402548,,,Sergi Gómez Solà,6804.0,,,,,,,1,Regular Play,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,3,Celta Vigo,209,['4f04e1ea-27f8-4025-8af1-2968697c55fa'],42,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:42.434,Pass,
,,,,,,,,,,,,,,,,1.208886,,,,,,,,,,,,,1c367eeb-7e1d-4684-ae1e-39fe73a3feee,44,,"[34.3, 20.9]",3825613,0,,,,,-1.0348451,,Right Foot,,,,"[44.1, 4.4]",Ground Pass,,19.190884,,,Jonathan Castro Otto,6802.0,,,,,,,1,Regular Play,Sergi Gómez Solà,6804.0,Left Center Back,3,Celta Vigo,209,['a5f5d82f-858a-419f-8f0c-062de31fbae6'],45,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:45.212,Pass,
,,,,,,,,,,,,,,,,1.4348,,,,,,,,,,,,,fe83ad12-c24a-42ab-8e2f-1537993207b8,47,,"[44.1, 4.4]",3825613,0,,,,,2.4910493,,Left Foot,,,,"[32.8, 13.0]",Ground Pass,,14.200352,,,Sergi Gómez Solà,6804.0,,,,,,,1,Regular Play,Jonathan Castro Otto,6802.0,Left Back,3,Celta Vigo,209,['a5fadd2b-effb-4c7f-85e8-3d3233cf5f06'],47,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:47.698,Pass,
,,,,,,,,,,,,,,,,2.890008,,,,,,,,,,,,,20f75873-960e-49aa-b218-37ea98ca4736,50,,"[32.4, 14.1]",3825613,0,,,,,2.0228837,,Right Foot,,,,"[15.5, 48.9]",Ground Pass,,38.68656,,,Sergio Álvarez Conde,6884.0,,,,,,,1,Regular Play,Sergi Gómez Solà,6804.0,Left Center Back,3,Celta Vigo,209,['592fb355-c30e-4957-aeb3-b670c1b9dbf0'],50,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:50.414,Pass,
,,,,,,,,,,,,,,,,1.933056,,,,,,,,,,,,,bf16f24e-f65f-42f4-ba8d-d18eb1f1f043,53,,"[15.0, 49.1]",3825613,0,,,,,1.1018296,,Left Foot,,,,"[26.4, 71.6]",Ground Pass,,25.223204,,,Hugo Mallo Novegil,6805.0,,,,,,,1,Regular Play,Sergio Álvarez Conde,6884.0,Goalkeeper,3,Celta Vigo,209,['7512eb8e-bdef-444a-913f-e31c55186a6e'],53,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:53.344,Pass,
,,,,,,,,,,,,,,,,3.003106,,,,,,,,,,,,,a687f3b8-1dc1-4562-8236-f22cf83f5d58,56,,"[41.8, 75.0]",3825613,0,,,,,-0.09150405,,Right Foot,,,,"[95.2, 70.1]",High Pass,,53.62434,Incomplete,,Pedro Pablo Hernández,6801.0,,,,,,,1,Regular Play,Hugo Mallo Novegil,6805.0,Right Back,3,Celta Vigo,209,"['2fbfed23-a4b2-451f-a75a-f2629c44d124', '8b5129ff-c6be-403c-acd1-8b382fe24052']",59,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:59.514,Pass,
,,,,,,,,,,,,,,,,1.23422,,,,,,,,,,,,,f301ea8d-34f9-424f-a94e-12c2c7c5af86,61,,"[6.9, 14.3]",3825613,1,,,,,1.7215427,,Right Foot,,,,"[4.5, 30.1]",Ground Pass,,15.981239,,,Vicente Guaita Panadero,6625.0,,,,,,,1,Regular Play,Alexis Ruano Delgado,6614.0,Left Center Back,4,Getafe,216,"['4a7e389b-6098-40d7-91c4-e697edd2d748', '762e5d82-794a-4c5a-ac48-78bd550e468c']",4,,,,,,,,,,,,,,,,,Getafe,216,00:01:04.099,Pass,True
,,,,,,,,,,,,,,,,2.958253,,,,,,,,,,,,,1dfc036e-43aa-4473-961f-6b651bebe677,64,,"[3.9, 28.4]",3825613,1,,,,,-0.5941585,,Left Foot,,,,"[37.5, 5.7]",High Pass,,40.549355,,,Carlos Martín Vigaray,6856.0,,,,,,,1,Regular Play,Vicente Guaita Panadero,6625.0,Goalkeeper,4,Getafe,216,['160b1205-3fe3-4fe0-b722-b1465b8a7f63'],5,,,,,,,,,,,,,,,,,Getafe,216,00:01:05.673,Pass,
,,,,,,,,,,,,,,,,1.745431,,,,,,,,,,,,,d35ffca0-1aed-4f81-9bac-49db7102d787,66,,"[38.5, 7.4]",3825613,1,,,,,0.73485756,,Head,,,,"[52.0, 19.6]",Low Pass,,18.195879,,,Álvaro Vázquez García,24035.0,,,,,,,1,Regular Play,Carlos Martín Vigaray,6856.0,Left Back,4,Getafe,216,['3c3c8de3-178c-44c3-aac4-a65a3b72a08f'],8,,,,,,,,,,,,,,,,,Getafe,216,00:01:08.631,Pass,
,,,,,,,,,,,,,,,,1.234754,,,,,,,,,,,,,1df1cc6c-bb96-4f76-8c34-46a5c4674527,70,,"[48.2, 21.6]",3825613,1,,,,,1.667714,,Right Foot,,,,"[47.5, 28.8]",Low Pass,,7.2339478,,,Víctor Rodríguez Romero,15893.0,,,,,,,1,Regular Play,Álvaro Vázquez García,24035.0,Center Forward,4,Getafe,216,"['660d8a37-ed1f-4c3e-919c-d0fe30c30c2b', 'd131f5e4-7b4d-402b-8e98-823a4457a035']",10,,,,,,,,,,,,,,,,,Getafe,216,00:01:10.377,Pass,True
,,,,,,,,,,,,,,,,1.513455,,,,,,,,,,,,,4ef66822-0d2a-4a9b-99d7-d1a4562048ee,74,,"[48.2, 29.3]",3825613,1,,,,,-1.1987286,,Left Foot,,,,"[51.4, 21.1]",Low Pass,,8.802273,,,Álvaro Vázquez García,24035.0,,,,,,,1,Regular Play,Víctor Rodríguez Romero,15893.0,Center Attacking Midfield,4,Getafe,216,"['6f885d2c-f64d-498b-bf33-e032f1154b39', 'eef2d4f6-36f4-484e-8153-47043d8e4bde']",11,,,,,,,,,,,,,,,,,Getafe,216,00:01:11.688,Pass,True
,,,,,,,,,,,,,,,,0.684696,,,,,,,,,,,,,4a597f44-04d9-48dc-90c5-5b3ab585f2d2,78,,"[49.0, 23.7]",3825613,1,,,,,1.7485865,,Right Foot,,,,"[46.7, 36.5]",Ground Pass,,13.004999,,,Juan Antonio Rodríguez Villamuela,25881.0,,,,,,,1,Regular Play,Álvaro Vázquez García,24035.0,Center Forward,4,Getafe,216,['ecafc898-af14-4b3c-a051-cc9dd54be251'],14,,,,,,,,,,,,,,,,,Getafe,216,00:01:14.663,Pass,
