bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c412fb1b-8799-4189-878b-1616f75a346a,1,,,3825562,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Málaga,223,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 26103, 'name': 'Idriss Carlos Kameni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6569, 'name': 'Roberto José Rosales Altuve'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 6727, 'name': 'Raúl Albentosa Redal'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 27184, 'name': 'Marcos Alberto Angeleri'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 27335, 'name': 'Arthur Etienne Boka'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 19431, 'name': 'Fernando Damián Tissone'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 3236, 'name': 'Sergi Darder Moll'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 30}, {'player': {'id': 10868, 'name': 'Ricardo Jorge Luz Horta'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 3302, 'name': 'Nordin Amrabat'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 6707, 'name': 'Charles Días Barbosa de Oliveira'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 8419, 'name': 'Duje Čop'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 20}]}",Málaga,223,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9940ab8a-814e-4a56-b384-89979c290ff8,2,,,3825562,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Málaga,223,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 27111, 'name': 'António Alberto Bastos Pimparel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6672, 'name': 'Jorge Andújar Moreno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 3253, 'name': 'Adil Rami'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 27483, 'name': 'Benoît Trémoulinas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 3497, 'name': 'Vicente Iborra De La Fuente'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 5737, 'name': ""Steven N''Kemboanza Mike Christopher Nzonzi""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 23816, 'name': 'José Antonio Reyes Calderón'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 5504, 'name': 'Éver Maximiliano David Banega'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 6841, 'name': 'Víctor Machín Pérez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 6401, 'name': 'Kevin Gameiro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Sevilla,213,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f5b49c4b-44c1-4ec8-a0e7-5483a692ba61,3,,,3825562,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Málaga,223,['b7f29ea6-52fc-490f-bfef-c8ee60bf2d1c'],0,,,,,,,,,,,,,,,,,Málaga,223,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b7f29ea6-52fc-490f-bfef-c8ee60bf2d1c,4,,,3825562,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Málaga,223,['f5b49c4b-44c1-4ec8-a0e7-5483a692ba61'],0,,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a9f0c541-353d-42a9-80a3-a8080a92aa65,1329,,,3825562,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,81,Sevilla,213,['6cb52e76-9d52-4c18-90ea-43c8150b0c17'],0,,,,,,,,,,,,,,,,,Málaga,223,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6cb52e76-9d52-4c18-90ea-43c8150b0c17,1330,,,3825562,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,81,Sevilla,213,['a9f0c541-353d-42a9-80a3-a8080a92aa65'],0,,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.7508,,,,,,,,,,,,,c1d7f0a1-7654-45d2-b64b-c6f8090cda83,5,,"[60.0, 40.0]",3825562,0,,True,,,1.8370484,,Right Foot,,,"[59.4, 42.2]",Ground Pass,,2.280351,,,,,Charles Días Barbosa de Oliveira,6707.0,,,,,Kick Off,1,From Kick Off,Duje Čop,8419.0,Left Center Forward,2,Málaga,223,['4da6fef9-3ee4-4b01-95d9-4bbef61769ed'],1,,,,,,,,,,,,,,,,,Málaga,223,00:00:01.428,Pass,
,,,,,,,,,,,,,,,,,,1.0321,,,,,,,,,,,,,c87534f8-7016-48c3-a4ed-5dd396496376,7,,"[59.4, 39.4]",3825562,0,,True,,,-2.9562447,,Right Foot,,,"[41.8, 36.1]",Ground Pass,,17.906702,,,,,Sergi Darder Moll,3236.0,,,,,,1,From Kick Off,Charles Días Barbosa de Oliveira,6707.0,Right Center Forward,2,Málaga,223,['19c5a461-96ed-4950-8c39-88953685f2a6'],2,,,,,,,,,,,,,,,,,Málaga,223,00:00:02.186,Pass,
,,,,,,,,,,,,,,,,,,1.701899,,,,,,,,,,,,,c3c3074d-a859-411b-bdbf-a3e1b2d0f0b9,9,,"[42.4, 32.2]",3825562,0,,,,,-1.6332152,,Right Foot,,,"[40.8, 6.6]",Ground Pass,,25.649952,,,,,Arthur Etienne Boka,27335.0,,,,,,1,From Kick Off,Sergi Darder Moll,3236.0,Left Defensive Midfield,2,Málaga,223,['6b476a0e-1de8-4e0d-a914-37e36d332ded'],5,,,,,,,,,,,,,,,,,Málaga,223,00:00:05.106,Pass,
,,,,,,,,,,,,,,,,,,2.5578,,,,,,,,,,,,,de4dfd8b-af7c-4bb3-b29e-a9c752336c8a,12,,"[38.1, 11.0]",3825562,0,,,,,1.9081358,,Left Foot,,,"[28.7, 37.8]",Ground Pass,,28.400703,,,,,Raúl Albentosa Redal,6727.0,,,,,,1,From Kick Off,Arthur Etienne Boka,27335.0,Left Back,2,Málaga,223,['22cc6f69-e16c-4fd9-9683-3f651530e8e8'],7,,,,,,,,,,,,,,,,,Málaga,223,00:00:07.877,Pass,
