50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.244669,,,,,,,,,,,,,774bd748-ea91-446f-8eff-5cbf9bbc225e,28,,"[64.0, 73.7]",3825880,0,,,,0.6287963,,Right Foot,,,"[67.3, 76.1]",,Low Pass,,4.080441,,Incomplete,Jefferson Andrés Lerma Solís,5678.0,,,,,Recovery,1,Regular Play,José Antonio García Rabasco,24149.0,Right Defensive Midfield,3,Levante UD,221,"['aa18a08e-8995-4d0a-9371-ffd4a1b0c9dc', 'afa62b51-ba9b-4345-8a44-76ff298edf50']",19,,,,,,,,,,,,,,,,Levante UD,221,00:00:19.131,Pass,
,,,,,,,,,,,,,,,,,,1.963661,,,,,,,,,,,,,066ac7c8-cb5c-4957-9767-e29f053849da,33,,"[86.8, 13.1]",3825880,0,,,,-0.4970542,,Right Foot,,,"[102.1, 4.8]",,Ground Pass,,17.40632,,,Celso Borges Mora,5582.0,,,,,,1,Regular Play,Rubén Gracia Calmache,25921.0,Left Wing,4,RC Deportivo La Coruña,219,['186c28cf-5997-463b-8f49-a8f3649845ff'],24,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:24.400,Pass,
,,,,,,,,,,,,,,,,,,0.689115,,,,,,,,,,,,,ac5130b3-08e2-4fe6-9512-7aa72262f9a2,36,,"[107.5, 5.3]",3825880,0,,,,1.4649136,,Left Foot,,,"[109.7, 26.0]",,Low Pass,,20.81658,,Incomplete,Lucas Pérez Martínez,6732.0,,,,,,1,Regular Play,Celso Borges Mora,5582.0,Right Defensive Midfield,4,RC Deportivo La Coruña,219,"['340fadc1-d8e4-4955-9840-f780572e1ce0', 'c4e453dc-273e-44eb-8f74-2ed7bb835cdb']",27,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:27.254,Pass,
,,,,,,,,,,,,,,,,,,1.154599,,,,,,,,,,,,,484f3d8c-d6ed-4b4d-8ebd-4b103b424fc6,40,,"[105.3, 0.1]",3825880,0,,,,0.62441033,,,,,"[112.1, 5.0]",,Low Pass,,8.381527,,,Luis Alberto Romero Alconchel,7782.0,,,,,Throw-in,1,From Throw In,Luis Carlos Correia Pinto,6734.0,Left Back,5,RC Deportivo La Coruña,219,['58764c03-4ce2-4774-a640-ca461a3819cd'],46,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:46.253,Pass,
,,,,,,,,,,,,,,,,,,2.203616,,,,,,,,,,,,,08709e4a-2041-45fa-8e01-6f05bf132c60,45,,"[14.2, 80.0]",3825880,1,,,,-0.13811125,,,,,"[40.1, 76.4]",,High Pass,,26.148996,,Incomplete,,,,,,,Throw-in,1,From Throw In,Jefferson Andrés Lerma Solís,5678.0,Right Back,6,Levante UD,221,['11e1136c-5ef6-4759-8208-ab3b555de1d7'],4,,,,,,,,,,,,,,,,Levante UD,221,00:01:04.233,Pass,
,,,,,,,,,,,,,,,,,,1.96813,,,,,,,,,,,,,11e1136c-5ef6-4759-8208-ab3b555de1d7,46,,"[80.0, 3.7]",3825880,1,,,,0.22776596,,Right Foot,,,"[95.1, 7.2]",,High Pass,,15.500322,,,Luis Alberto Romero Alconchel,7782.0,,,,,Recovery,1,Regular Play,Luis Carlos Correia Pinto,6734.0,Left Back,7,RC Deportivo La Coruña,219,"['08709e4a-2041-45fa-8e01-6f05bf132c60', 'b76096fd-2c92-4376-96c7-8d5bca8fabe7']",6,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:06.437,Pass,
,,,,,,,,,,,,,,,,,,1.179394,,,,,,,,,,,,,ed50fe63-77f4-4139-a1ab-419919a8fb58,51,,"[93.2, 11.2]",3825880,1,,,,-1.5707964,,Right Foot,,,"[93.2, 4.8]",,Ground Pass,,6.4,,,Rubén Gracia Calmache,25921.0,,,,,,1,Regular Play,Luis Alberto Romero Alconchel,7782.0,Center Attacking Midfield,7,RC Deportivo La Coruña,219,['2e6beadb-a19c-4ce8-a648-434ce6ca21cb'],9,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:09.951,Pass,
,,,,,,,,,,,,,,,,,,2.289611,,,,,,,,,,,,,7e097285-c8ef-4ef0-9a00-7a663b3860e2,55,,"[92.4, 4.8]",3825880,1,,,,1.5822637,,Right Foot,,,"[91.9, 48.4]",,High Pass,,43.602867,,,Fayçal Fajr,5724.0,,True,,,,1,Regular Play,Rubén Gracia Calmache,25921.0,Left Wing,7,RC Deportivo La Coruña,219,"['9f157049-3667-40bc-b69d-56c83e2d49ca', 'd170073c-baaa-450a-8702-0f3295b8e70e']",11,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:11.180,Pass,True
,,,,,,,,,,,,,,,,,,3.496841,,,,,,,,,,,,,b5ccea62-edc4-40e4-828c-eae72c0ffa92,57,,"[91.9, 48.1]",3825880,1,,,,1.2897756,,Head,,,"[97.5, 67.5]",,Low Pass,,20.192078,,,Juan Francisco Moreno Fuertes,6738.0,,,,,,1,Regular Play,Fayçal Fajr,5724.0,Right Wing,7,RC Deportivo La Coruña,219,['0ed3405a-b2e1-4c43-bcbd-ebc0b6e6a63b'],13,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:13.539,Pass,
,,,,,,,,,,,,,,,,,,1.044643,,,,,,,,,,,,,09df9c2a-6c7d-4f0b-ad4f-a5be2f0b15d3,65,,"[107.2, 75.1]",3825880,1,,,,-2.7652645,,Right Foot,,,"[94.8, 70.2]",,Ground Pass,,13.333041,,,Fayçal Fajr,5724.0,,,,,,1,Regular Play,Juan Francisco Moreno Fuertes,6738.0,Right Back,7,RC Deportivo La Coruña,219,['9642a583-fbbe-422b-ae7a-bdcf53383973'],20,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:20.461,Pass,
,,,,,,,,,,,,,,,,,,0.885584,,,,,,,,,,,,,fd6659c9-6ed5-4ebd-9ecb-4fa2fb0746de,68,,"[94.6, 66.4]",3825880,1,,,,3.1415927,,Right Foot,,,"[82.2, 66.4]",,Ground Pass,,12.4,,,Pedro Mosquera Parada,6733.0,,,,,,1,Regular Play,Fayçal Fajr,5724.0,Right Wing,7,RC Deportivo La Coruña,219,['7ee1ffd8-f25e-4311-ab47-8b5f7e8bc496'],23,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:23.500,Pass,
,,,,,,,,,,,,,,,,,,2.836223,,,,,,,,,,,,,dd152cd4-f5c3-47d7-81a4-231e73617922,71,,"[81.4, 64.3]",3825880,1,,,,-1.938964,,Left Foot,,,"[68.4, 30.6]",,Ground Pass,,36.12049,,,Fernando Navarro i Corbacho,6913.0,,,,,,1,Regular Play,Pedro Mosquera Parada,6733.0,Left Defensive Midfield,7,RC Deportivo La Coruña,219,['e2df4d2a-2553-4e25-8859-2a1fdb59c4ae'],25,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:25.497,Pass,
,,,,,,,,,,,,,,,,,,1.515734,,,,,,,,,,,,,8bd38103-ec53-4ef9-bc25-78cecf12e6e1,75,,"[66.6, 21.5]",3825880,1,,,,-1.0646687,,Left Foot,,,"[76.3, 4.0]",,Ground Pass,,20.0085,,,Luis Carlos Correia Pinto,6734.0,,,,,,1,Regular Play,Fernando Navarro i Corbacho,6913.0,Left Center Back,7,RC Deportivo La Coruña,219,"['2599e9ff-f53f-4313-bfad-6e7a1f34699e', '8143e6cc-ee01-425b-a4f2-6cabeaf6fd91']",28,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:28.668,Pass,True
,,,,,,,,,,,,,,,,,,2.291673,,,,,,,,,,,,,ed4077fa-5506-41ee-9450-fea911d72138,79,,"[74.6, 1.3]",3825880,1,,,,1.9890207,,Left Foot,,,"[66.6, 19.3]",,Ground Pass,,19.697716,,,Celso Borges Mora,5582.0,,,,,,1,Regular Play,Luis Carlos Correia Pinto,6734.0,Left Back,7,RC Deportivo La Coruña,219,"['627a5e18-a084-4ecb-85a3-603eea0dd836', 'b8e20a2b-4482-4b79-a904-24222abafd5d']",30,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:30.830,Pass,True
,,,,,,,,,,,,,,,,,,1.260167,,,,,,,,,,,,,d65f03de-6d3d-4060-a846-eac36b8a5493,84,,"[63.9, 23.9]",3825880,1,,,,2.067062,,Right Foot,,,"[52.8, 44.4]",,Ground Pass,,23.31223,,,Alejandro Arribas Garrido,6869.0,,,,,,1,Regular Play,Celso Borges Mora,5582.0,Right Defensive Midfield,7,RC Deportivo La Coruña,219,"['3635a7ef-dde3-4c6d-a0da-3f27bfe819df', 'a42813fd-a434-4be2-8356-cad6f7747c1d', 'd8d41261-10a0-43d1-8984-e583c1d9b9ba']",33,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:33.807,Pass,True
,,,,,,,,,,,,,,,,,,1.146535,,,,,,,,,,,,,d29e2523-7a07-4dfb-85fc-5ffb5006fa07,87,,"[50.9, 49.2]",3825880,1,,,,0.92855626,,Right Foot,,,"[60.4, 61.9]",,Ground Pass,,15.860013,,,Pedro Mosquera Parada,6733.0,,,,,,1,Regular Play,Alejandro Arribas Garrido,6869.0,Right Center Back,7,RC Deportivo La Coruña,219,['543f291c-ed72-440b-b804-2d15ac5efdb2'],36,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:36.396,Pass,
,,,,,,,,,,,,,,,,,,1.431726,,,,,,,,,,,,,a0ee8ea6-3264-4122-999b-c8ef7e59cfd5,90,,"[72.2, 62.1]",3825880,1,,,,0.49966806,,Left Foot,,,"[94.0, 74.0]",,Ground Pass,,24.836466,,,Juan Francisco Moreno Fuertes,6738.0,,,,,,1,Regular Play,Pedro Mosquera Parada,6733.0,Left Defensive Midfield,7,RC Deportivo La Coruña,219,['44e9b554-a9c2-4621-bfb1-b433e536ad13'],40,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:40.183,Pass,
,,,,,,,,,,,,,,,,,,0.731556,,,,,,,,,,,,,f32a5bf3-c4d1-4e17-bb91-5a860c4be6d6,93,,"[98.3, 73.2]",3825880,1,,,,3.1415927,,Right Foot,,,"[89.7, 73.2]",,Ground Pass,,8.6,,,Fayçal Fajr,5724.0,,,,,,1,Regular Play,Juan Francisco Moreno Fuertes,6738.0,Right Back,7,RC Deportivo La Coruña,219,['b0e12118-19da-4018-b4bd-f1630130e89b'],47,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:47.514,Pass,
,,,,,,,,,,,,,,,,,,1.095707,,,,,,,,,,,,,21d739b9-8096-4c0c-bd83-d3c892894368,96,,"[88.6, 73.5]",3825880,1,,,,-1.5707964,,Right Foot,,,"[88.6, 62.1]",,Ground Pass,,11.4,,,Lucas Pérez Martínez,6732.0,,,,,,1,Regular Play,Fayçal Fajr,5724.0,Right Wing,7,RC Deportivo La Coruña,219,['d5ff6a22-969f-49d6-9f1c-e84e68b1d6dc'],48,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:48.775,Pass,
,,,,,,,,,,,,,,,,,,0.757452,,,,,,,,,,,,,cf0ca797-191f-493c-b403-b00b348a7500,99,,"[88.4, 54.6]",3825880,1,,,,-1.2512779,,Left Foot,,,"[97.3, 27.7]",,Low Pass,,28.334078,,Incomplete,,,,,,,,1,Regular Play,Lucas Pérez Martínez,6732.0,Center Forward,7,RC Deportivo La Coruña,219,['a96a3c3d-e887-4c31-b5f7-6f72b33f6a8a'],51,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:51.492,Pass,
,,,,,,,,,,,,,,,,,,1.314893,,,,,,,,,,,,,93c99a94-e791-4993-8ea6-e1f9d431ca4c,102,,"[25.8, 45.7]",3825880,1,,,,0.35544565,,Right Foot,,,"[39.0, 50.6]",,Low Pass,,14.080128,,,Deyverson Brum Silva Acosta,25134.0,,,,,Recovery,1,Regular Play,José Antonio García Rabasco,24149.0,Right Defensive Midfield,8,Levante UD,221,['e80a5b45-e7aa-407d-ab1d-cfe8c6439339'],53,,,,,,,,,,,,,,,,Levante UD,221,00:01:53.893,Pass,
,,,,,,,,,,,,,,,,,,1.630977,,,,,,,,,,,,,9557b72b-8e98-4794-9f82-b411a2b3fa8f,106,,"[46.0, 53.0]",3825880,1,,,,0.7424139,,Left Foot,,,"[55.7, 61.9]",,Ground Pass,,13.164346,,,José Luis Morales Nogales,6668.0,,,,,,1,Regular Play,Deyverson Brum Silva Acosta,25134.0,Left Center Forward,8,Levante UD,221,"['3e2bf0c3-bf5e-4c20-8ba9-040b5bc2df1c', '9da3e4cf-c9a4-4be6-a2d2-bd570474d940']",55,,,,,,,,,,,,,,,,Levante UD,221,00:01:55.929,Pass,True
,,,,,,,,,,,,,,,,,,0.362476,,,,,,,,,,,,,9d3f2a6d-8192-4fe5-8e63-00da51b5da6d,114,,"[92.3, 65.1]",3825880,2,,,,-0.68461716,,Right Foot,,,"[97.2, 61.1]",,Ground Pass,,6.325346,,Incomplete,Joan Verdú Fernández,26211.0,,,,,,1,Regular Play,José Luis Morales Nogales,6668.0,Right Midfield,8,Levante UD,221,"['78c0c99f-96af-4156-97c4-57086d93afe9', 'f92ee8bf-d7ac-4165-a749-2ddbf43809e2']",4,,,,,,,,,,,,,,,,Levante UD,221,00:02:04.343,Pass,
,,,,,,,,,,,,,,,,,,1.006362,,,,,,,,,,,,,d274859d-eac6-4828-97fc-e7dc261d938f,120,,"[22.9, 3.4]",3825880,2,,,,0.72989964,,Right Foot,,,"[28.6, 8.5]",,Ground Pass,,7.648529,,,Rubén Gracia Calmache,25921.0,,,,,,1,Regular Play,Lucas Pérez Martínez,6732.0,Center Forward,8,Levante UD,221,"['3ef5b000-cd28-46ef-af79-6cf528f87849', 'a8c3eded-da88-4f31-adde-3de0ad237b56']",10,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:02:10.862,Pass,True
,,,,,,,,,,,,,,,,,,1.476193,,,,,,,,,,,,,0940dfbe-87ed-4caa-9f1f-1a7f0d553352,123,,"[29.4, 8.5]",3825880,2,,,,-0.61864436,,Right Foot,,,"[41.2, 0.1]",,Ground Pass,,14.484474,,Out,Lucas Pérez Martínez,6732.0,,,,,,1,Regular Play,Rubén Gracia Calmache,25921.0,Left Wing,8,Levante UD,221,['470df599-086b-4e15-9481-af39edbcac47'],12,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:02:12.352,Pass,
,,,,,,,,,,,,,,,,,,1.66474,,,,,,,,,,,,,7cb77cc2-09d8-4863-90e5-cdba479a48ee,125,,"[76.2, 80.0]",3825880,2,,,,-2.2186077,,,,,"[67.8, 68.9]",,Low Pass,,13.92013,,,Simão Mate,27122.0,,,,,Throw-in,1,From Throw In,Jefferson Andrés Lerma Solís,5678.0,Right Back,9,Levante UD,221,['aa6dc50c-c174-435b-90e4-e2a6864e4090'],25,,,,,,,,,,,,,,,,Levante UD,221,00:02:25.724,Pass,
,,,,,,,,,,,,,,,,,,1.761758,,,,,,,,,,,,,4dcae6bb-b5d0-4dfa-b8ba-106c5d1ef8dc,128,,"[63.2, 48.7]",3825880,2,,,,-2.474452,,Right Foot,,,"[51.9, 39.8]",,Ground Pass,,14.384019,,,Zouhair Feddal,6647.0,,,,,,1,From Throw In,Simão Mate,27122.0,Left Defensive Midfield,9,Levante UD,221,['cb5ef12f-5289-4cde-9f2d-aa5c9529ca2c'],30,,,,,,,,,,,,,,,,Levante UD,221,00:02:30.856,Pass,
,,,,,,,,,,,,,,,,,,3.344141,,,,,,,,,,,,,6b89e8b2-caa7-438d-a0be-4998a5415cb1,131,,"[51.7, 37.9]",3825880,2,,,,0.62460923,,Left Foot,,,"[110.1, 80.0]",,High Pass,,71.99284,,Out,José Luis Morales Nogales,6668.0,,True,,,,1,From Throw In,Zouhair Feddal,6647.0,Left Center Back,9,Levante UD,221,['c8d2b060-672e-4910-94db-f7bafba1a94d'],33,,,,,,,,,,,,,,,,Levante UD,221,00:02:33.706,Pass,
,,,,,,,,,,,,,,,,,,1.459595,,,,,,,,,,,,,ba5ba3c7-8245-4f42-b0e2-87d13e4daa0a,133,,"[11.9, 0.1]",3825880,2,,,,0.2791048,,,,,"[28.3, 4.8]",,High Pass,,17.060188,,Incomplete,Lucas Pérez Martínez,6732.0,,,,,Throw-in,1,From Throw In,Luis Carlos Correia Pinto,6734.0,Left Back,10,RC Deportivo La Coruña,219,"['41c00ea1-45be-44b5-9477-c9d11195885c', 'e61cc4f3-0872-4a54-9e19-ba71218d27dc']",48,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:02:48.682,Pass,
,,,,,,,,,,,,,,,,,,0.765462,,,,,,,,,,,,,e61cc4f3-0872-4a54-9e19-ba71218d27dc,135,,"[91.8, 75.3]",3825880,2,,,,0.25580856,,Head,,,"[98.3, 77.0]",,Low Pass,,6.718631,,,José Luis Morales Nogales,6668.0,,,,,Recovery,1,Regular Play,Simão Mate,27122.0,Left Defensive Midfield,11,Levante UD,221,"['10769150-c34e-423d-926c-51ac95fccd7a', 'ba5ba3c7-8245-4f42-b0e2-87d13e4daa0a']",50,,,,,,,,,,,,,,,,Levante UD,221,00:02:50.142,Pass,
,,,,,,,,,,,,,,,,,,0.20995,,,,,,,,,,,,,3251f22b-4458-49b9-a33f-98d21a0f87b0,139,,"[98.0, 77.0]",3825880,2,,,,-1.6438369,,Left Foot,,,"[97.7, 72.9]",,Ground Pass,,4.110961,,Incomplete,José Antonio García Rabasco,24149.0,,,,,,1,Regular Play,José Luis Morales Nogales,6668.0,Right Midfield,11,Levante UD,221,"['2b5576b4-8372-41eb-ac1e-6da15635b625', '7eebf880-4e60-4fa9-8349-0854121007f4', 'a3cc8202-c9f4-42d9-8c06-af4c8e0571b5']",51,,,,,,,,,,,,,,,,Levante UD,221,00:02:51.702,Pass,True
