ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d6e5bf14-12b0-488a-ab17-7b3d832388f6,1,,,,3825763,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rayo Vallecano,360,,0,,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 24255, 'name': 'Juan Carlos Martín Corral'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 24138, 'name': 'Joaquín José Marín Ruiz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 26222, 'name': 'José Eduardo Rosa Vale de Castro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 18}, {'player': {'id': 6713, 'name': 'Diego Javier Llorente Ríos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 27}, {'player': {'id': 6914, 'name': 'Roberto Román Triguero'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 26848, 'name': 'Roberto Trashorras Gayoso'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 26607, 'name': 'José Raúl Baena Urdiales'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 4711, 'name': 'Pablo Hernández Domínguez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 6852, 'name': 'Jozabed Sánchez Ruiz'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 21}, {'player': {'id': 7900, 'name': 'Tiago Manuel Dias Correia'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 26685, 'name': 'Nicolás Ladislao Fedor Flores'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Rayo Vallecano,360,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c03a42ec-5a48-4c89-a691-b392bf86ca17,2,,,,3825763,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rayo Vallecano,360,,0,,,,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 26753, 'name': 'Javier Varas Herrera'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 7906, 'name': 'David Simón Rodríguez Santana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 8440, 'name': 'Aythami Artiles Oliva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 7907, 'name': 'Pedro Bigas Rigo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 6932, 'name': 'Dani Castellano Betancor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 3610, 'name': 'Roque Mesa Quevedo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 15602, 'name': 'Juan Carlos Valerón Santana'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 6934, 'name': 'Jerónimo Figueroa Cabrera'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 10755, 'name': 'Jonathan Viera Ramos'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 20}, {'player': {'id': 6928, 'name': 'Pedro Taunausú Domínguez Placeres'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 24}, {'player': {'id': 6721, 'name': 'Willian José da Silva'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 8}]}",Las Palmas,208,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d1a40633-764e-4983-8832-6805d0e8c26a,3,,,,3825763,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rayo Vallecano,360,['08fbf4c9-8a95-40b0-a755-803d0ecc763a'],0,,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,08fbf4c9-8a95-40b0-a755-803d0ecc763a,4,,,,3825763,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rayo Vallecano,360,['d1a40633-764e-4983-8832-6805d0e8c26a'],0,,,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,87e79fc3-c4c3-418e-b9d1-844d3d00e060,1722,,,,3825763,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,120,Las Palmas,208,['d2952f27-eb30-4ec6-8345-3f48a342d88b'],0,,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d2952f27-eb30-4ec6-8345-3f48a342d88b,1723,,,,3825763,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,120,Las Palmas,208,['87e79fc3-c4c3-418e-b9d1-844d3d00e060'],0,,,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.41446,,,,,,,,,,,,,,4da5ff4a-453d-4410-addc-b77a788305e7,5,,,"[61.0, 40.1]",3825763,0,,True,,,2.0795262,,Right Foot,,,"[58.1, 45.3]",,Ground Pass,5.9539905,,,Jozabed Sánchez Ruiz,6852.0,,,,,,Kick Off,1,From Kick Off,Nicolás Ladislao Fedor Flores,26685.0,Center Forward,2,Rayo Vallecano,360,['e7449f43-7f53-423e-a4a3-07d47ef0f377'],0,,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.300,Pass,
,,,,,,,,,,,,,,,,,,1.245108,,,,,,,,,,,,,,32b663f0-5188-4d4f-9be4-bb02dff03392,7,,,"[57.0, 45.8]",3825763,0,,,,,-2.9747374,,Right Foot,,,"[47.5, 44.2]",,Ground Pass,9.633795,,,Roberto Trashorras Gayoso,26848.0,,,,,,,1,From Kick Off,Jozabed Sánchez Ruiz,6852.0,Center Attacking Midfield,2,Rayo Vallecano,360,['b1afa536-be48-43eb-b4d5-b0bfcd9fba63'],0,,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.771,Pass,
,,,,,,,,,,,,,,,,,,2.362782,,,,,,,,,,,,,,7c76c91a-def7-45ee-93ad-94d1df86cefc,10,,,"[47.7, 43.9]",3825763,0,,,,,-1.5938945,,Right Foot,,,"[47.0, 13.6]",,Ground Pass,30.308084,,,Roberto Román Triguero,6914.0,,,,,,,1,From Kick Off,Roberto Trashorras Gayoso,26848.0,Right Defensive Midfield,2,Rayo Vallecano,360,['5df0f5df-b915-4d92-8751-d1a38f54809e'],2,,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:02.271,Pass,
,,,,,,,,,,,,,,,,,,0.923611,,,,,,,,,,,,,,f27d6091-28da-43c5-8d57-b7903125f801,13,,,"[48.5, 12.0]",3825763,0,,,,,1.004672,,Right Foot,,,"[55.3, 22.7]",,Ground Pass,12.677934,,,Jozabed Sánchez Ruiz,6852.0,,,,,,,1,From Kick Off,Roberto Román Triguero,6914.0,Left Back,2,Rayo Vallecano,360,['25929f2d-6749-41a8-95af-d24453340f63'],5,,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:05.344,Pass,
