bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,player_off_permanent,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,e3cda7e0-86ec-4232-9636-fe95cd1cff7f,1,,,3825646,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Villarreal,222,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3379, 'name': 'Alphonse Areola'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6772, 'name': 'Mario Gaspar Pérez Martínez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3324, 'name': 'Eric Bertrand Bailly'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 6752, 'name': 'Víctor Ruíz Torre'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 6828, 'name': 'Jaume Vicent Costa Jordá'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 6771, 'name': 'Manuel Trigueros Muñoz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 22819, 'name': 'Bruno Soriano Llido'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 6357, 'name': 'Jonathan dos Santos Ramírez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 6609, 'name': 'Denis Suárez Fernández'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 18}, {'player': {'id': 26009, 'name': 'Roberto Soldado Rillo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 6862, 'name': 'Cédric Bakambu'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 17}]}",Villarreal,222,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,217c1e8a-e57e-40b5-9d58-c937dfd98305,2,,,3825646,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Villarreal,222,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6823, 'name': 'Sergio Rico González'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6672, 'name': 'Jorge Andújar Moreno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 3253, 'name': 'Adil Rami'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 10476, 'name': 'Timothée Kolodziejczak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 27483, 'name': 'Benoît Trémoulinas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 3497, 'name': 'Vicente Iborra De La Fuente'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6841, 'name': 'Víctor Machín Pérez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 6356, 'name': 'Michael Krohn-Dehli'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 8523, 'name': 'Yevhen Konoplyanka'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 6401, 'name': 'Kevin Gameiro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Sevilla,213,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2c0af8b2-de14-4924-8fea-022a93d1923c,3,,,3825646,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Villarreal,222,['b56a773a-c59c-4b39-805f-1044a735cdd3'],0,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b56a773a-c59c-4b39-805f-1044a735cdd3,4,,,3825646,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Villarreal,222,['2c0af8b2-de14-4924-8fea-022a93d1923c'],0,,,,,,,,,,,,,,,,Villarreal,222,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,de864afe-fd4b-407c-bb62-8b4f7e693a89,1502,,,3825646,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,,89,Sevilla,213,['e19f15bb-1d0a-4dd7-b505-a6f17d18d774'],0,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,e19f15bb-1d0a-4dd7-b505-a6f17d18d774,1503,,,3825646,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,,89,Sevilla,213,['de864afe-fd4b-407c-bb62-8b4f7e693a89'],0,,,,,,,,,,,,,,,,Villarreal,222,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.673311,,,,,,,,,,,,671fe00e-0f00-498f-b198-10944efbca51,5,,"[60.0, 40.0]",3825646,0,,True,,,-2.2740269,,Right Foot,,,"[56.1, 35.4]",,Ground Pass,,6.0307546,,,,Vicente Iborra De La Fuente,3497.0,,,,,,Kick Off,1,From Kick Off,Kevin Gameiro,6401.0,,Center Forward,2,Sevilla,213,['f7161e35-8a6b-405c-b9ac-4c0c5e5d57ed'],0,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.363,Pass,
,,,,,,,,,,,,,,,,1.053485,,,,,,,,,,,,2d1d12d5-7fc5-437b-ac93-29cf41d25d8b,7,,"[56.5, 36.4]",3825646,0,,,,,2.031562,,Right Foot,,,"[49.6, 50.3]",,Ground Pass,,15.518376,,,,Michael Krohn-Dehli,6356.0,,,,,,,1,From Kick Off,Vicente Iborra De La Fuente,3497.0,,Right Defensive Midfield,2,Sevilla,213,['4e75c408-7ffe-40ef-b1f4-f2e522ed8011'],1,,,,,,,,,,,,,,,,Sevilla,213,00:00:01.322,Pass,
,,,,,,,,,,,,,,,,2.266006,,,,,,,,,,,,752f56d6-51f0-42e7-8ea3-8e5eb91c9bc9,10,,"[50.3, 53.0]",3825646,0,,,,,1.2924967,,Right Foot,,,"[56.3, 74.0]",,Ground Pass,,21.84033,,,,Jorge Andújar Moreno,6672.0,,,,,,,1,From Kick Off,Michael Krohn-Dehli,6356.0,,Center Attacking Midfield,2,Sevilla,213,['5f071c0e-0412-41b3-abdc-bc8754f5ba5f'],2,,,,,,,,,,,,,,,,Sevilla,213,00:00:02.712,Pass,
,,,,,,,,,,,,,,,,1.891981,,,,,,,,,,,,28332a62-42d4-4f6e-8e88-f90e9d28b5d3,13,,"[57.6, 70.6]",3825646,0,,,,,-2.8638723,,Right Foot,,,"[34.8, 64.1]",,Ground Pass,,23.708437,,,,Adil Rami,3253.0,,,,,,,1,From Kick Off,Jorge Andújar Moreno,6672.0,,Right Back,2,Sevilla,213,['9c683e4c-3710-4ee5-9e0e-a7c4e7b9aa50'],6,,,,,,,,,,,,,,,,Sevilla,213,00:00:06.558,Pass,
