ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.384671,,,,,,,,,,,,,adeab4fa-0ef2-4f38-ace0-e073a8310b9a,17,,"[9.0, 40.6]",3825776,0,,,,-1.2513031,,Right Foot,,,,"[17.8, 14.0]",,Ground Pass,,28.01785,,,Pedro Bigas Rigo,7907.0,,,,,,1,From Kick Off,Javier Varas Herrera,26753.0,Goalkeeper,2,Las Palmas,208,['13e13438-8d8b-4d28-81b4-1192a6a1c200'],7,,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:07.774,Pass,
,,,,,,,,,,,,,,,2.351099,,,,,,,,,,,,,020e76e6-047d-4020-a0ae-f0fb1aeb1927,21,,"[17.2, 2.8]",3825776,0,,,,-0.14339405,,Left Foot,,,,"[35.9, 0.1]",,High Pass,,18.893915,Out,,,,,,,,,1,From Kick Off,Pedro Bigas Rigo,7907.0,Left Center Back,2,Las Palmas,208,['3e1b200c-d259-4025-aeb5-7c8ad2f5de85'],10,,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:10.805,Pass,True
,,,,,,,,,,,,,,,1.279428,,,,,,,,,,,,,ad49a10d-9182-4bf2-9663-ccf519742f75,22,,"[83.9, 80.0]",3825776,0,,,,-2.084595,,,,,,"[78.2, 69.9]",,Low Pass,,11.597413,,,Sebastián Carlos Cristóforo Pepe,7154.0,,,,,Throw-in,1,From Throw In,Mariano Ferreira Filho,21210.0,Right Back,3,Sevilla,213,['00e6d3b0-ca10-4aaf-b303-392c104963f3'],17,,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:17.810,Pass,
,,,,,,,,,,,,,,,2.040495,,,,,,,,,,,,,7f79d5bf-b587-4b3a-8bb7-2b4e60ebeaab,26,,"[78.2, 69.7]",3825776,0,,,,2.4410963,,Right Foot,,,,"[68.0, 78.3]",,Low Pass,,13.341664,,,Steven N''Kemboanza Mike Christopher Nzonzi,5737.0,,,,,,1,From Throw In,Sebastián Carlos Cristóforo Pepe,7154.0,Left Defensive Midfield,3,Sevilla,213,"['568914cf-afb6-4161-a60c-ad8f200dc2ba', 'c20cfe36-13dd-4354-8a28-f48f9b1392a3']",20,,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:20.222,Pass,True
,,,,,,,,,,,,,,,2.762007,,,,,,,,,,,,,df82b5c8-73e5-4f10-8959-30c9f43bd9ff,29,,"[68.0, 78.6]",3825776,0,,,,-3.0878808,,Right Foot,,,,"[40.1, 77.1]",,Ground Pass,,27.940294,,,Adil Rami,3253.0,,,,,,1,From Throw In,Steven N''Kemboanza Mike Christopher Nzonzi,5737.0,Right Defensive Midfield,3,Sevilla,213,['eaae1d7c-2541-4479-8aaf-a94eadd1cd2e'],22,,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:22.284,Pass,
,,,,,,,,,,,,,,,3.022571,,,,,,,,,,,,,86efc625-b810-4fc3-80c0-f380fc14e4d7,32,,"[39.1, 68.5]",3825776,0,,,,-1.6109208,,Right Foot,,,,"[36.9, 13.7]",,Ground Pass,,54.844143,,,Timothée Kolodziejczak,10476.0,,True,,,,1,From Throw In,Adil Rami,3253.0,Right Center Back,3,Sevilla,213,['5eb1f6b7-e3f9-4cd9-9ce6-b7671d025c9f'],28,,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:28.112,Pass,
,,,,,,,,,,,,,,,1.018311,,,,,,,,,,,,,1be6a761-77d6-4895-bd2b-732f28b3f81b,35,,"[58.4, 8.2]",3825776,0,,,,-0.18961361,,Left Foot,,,,"[78.2, 4.4]",,Ground Pass,,20.161348,,,Benoît Trémoulinas,27483.0,,,,,,1,From Throw In,Timothée Kolodziejczak,10476.0,Left Center Back,3,Sevilla,213,['038915db-9b9f-4e68-ad5b-bbbb0988d372'],34,,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:34.482,Pass,
,,,,,,,,,,,,,,,0.750006,,,,,,,,,,,,,ab1ab260-2876-4b90-a34d-1d606ca95c27,37,,"[78.4, 4.4]",3825776,0,,,,0.7303358,,Left Foot,,,,"[85.1, 10.4]",,Ground Pass,,8.993887,Incomplete,,Yevhen Konoplyanka,8523.0,,,,,,1,From Throw In,Benoît Trémoulinas,27483.0,Left Back,3,Sevilla,213,"['233a5756-d49b-4035-8b4c-4a6fddf6ff4f', '28860d5b-cb3d-4afb-b2ce-de0c61c8c5cf']",35,,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:35.501,Pass,
,,,,,,,,,,,,,,,1.343197,,,,,,,,,,,,,279448ba-9604-4d7a-8d66-5d27d5ac0432,43,,"[73.6, 3.6]",3825776,0,,,,0.8796737,,Left Foot,,,,"[89.4, 22.7]",,Ground Pass,,24.788101,Pass Offside,,Kevin Gameiro,6401.0,,,,,,1,From Throw In,Timothée Kolodziejczak,10476.0,Left Center Back,3,Sevilla,213,['57226ad0-94f1-459e-8440-c007e3312a40'],39,,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:39.943,Pass,
,,,,,,,,,,,,,,,4.468259,,,,,,,,,,,,,337eb68c-874d-4b93-a97c-f325c0d7bd8a,45,,"[31.2, 58.1]",3825776,1,,,,0.24224082,,Right Foot,,,,"[100.0, 75.1]",,High Pass,,70.86918,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Javier Varas Herrera,26753.0,Goalkeeper,4,Las Palmas,208,['0e7296d6-ea83-4623-8592-74565b2694ea'],5,,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:05.467,Pass,
,,,,,,,,,,,,,,,1.39471,,,,,,,,,,,,,0e7296d6-ea83-4623-8592-74565b2694ea,46,,"[20.1, 5.0]",3825776,1,,,,1.7465346,,Head,,,,"[18.2, 15.7]",,Low Pass,,10.867382,,,Timothée Kolodziejczak,10476.0,,,,,Recovery,1,Regular Play,Benoît Trémoulinas,27483.0,Left Back,5,Sevilla,213,"['337eb68c-874d-4b93-a97c-f325c0d7bd8a', 'e3b6e81a-13c7-480a-974d-f9d8200a1b9d']",9,,,,,,,,,,,,,,,,,,,Sevilla,213,00:01:09.935,Pass,
,,,,,,,,,,,,,,,3.992726,,,,,,,,,,,,,80ba6abb-c12f-4230-b833-a7a5a130efa8,49,,"[18.3, 16.3]",3825776,1,,,,-2.8773327,,Left Foot,,,,"[9.8, 14.0]",,High Pass,,8.80568,,,Benoît Trémoulinas,27483.0,,,,,,1,Regular Play,Timothée Kolodziejczak,10476.0,Left Center Back,5,Sevilla,213,"['2a1c73e4-4dd0-4228-86db-0a3b8d23405a', 'e17cc557-6050-4c3e-b9cc-2679b4b7347e']",11,,,,,,,,,,,,,,,,,,,Sevilla,213,00:01:11.330,Pass,True
,,,,,,,,,,,,,,,1.536411,,,,,,,,,,,,,eb52a656-645f-4d08-9498-97e3e9429f11,51,,"[9.5, 14.0]",3825776,1,,,,1.152572,,Head,,,,"[13.9, 23.9]",,Low Pass,,10.833744,,,Steven N''Kemboanza Mike Christopher Nzonzi,5737.0,,,,,,1,Regular Play,Benoît Trémoulinas,27483.0,Left Back,5,Sevilla,213,['6a5778a3-c80c-411c-a2ed-27076411698c'],15,,,,,,,,,,,,,,,,,,,Sevilla,213,00:01:15.322,Pass,
,,,,,,,,,,,,,,,2.081899,,,,,,,,,,,,,8e1672fa-c98c-4ecd-b619-a312a3e78bab,53,,"[13.9, 24.2]",3825776,1,,,,-0.12924892,,Right Foot,,,,"[51.6, 19.3]",,High Pass,,38.0171,,,Kevin Gameiro,6401.0,,,,,,1,Regular Play,Steven N''Kemboanza Mike Christopher Nzonzi,5737.0,Right Defensive Midfield,5,Sevilla,213,['4d73777a-010a-43ba-83f0-42160b7f31c7'],16,,,,,,,,,,,,,,,,,,,Sevilla,213,00:01:16.859,Pass,
,,,,,,,,,,,,,,,2.386162,,,,,,,,,,,,,a5d7e8c6-6bea-45fb-bf6d-4040cd2b5f92,56,,"[51.6, 19.3]",3825776,1,,,True,1.8851212,,,,,,"[43.7, 43.6]",,High Pass,,25.551908,Incomplete,,Éver Maximiliano David Banega,5504.0,,,,,,1,Regular Play,Kevin Gameiro,6401.0,Center Forward,5,Sevilla,213,"['7bde02b9-2910-44b0-9b43-7010e4603458', '81b082eb-9225-497c-a35b-d98f50ab5b78', 'f411202c-1352-408b-b626-3e59a55e83c6']",18,,,,,,,,,,,,,,,,,,,Sevilla,213,00:01:18.941,Pass,True
,,,,,,,,,,,,,,,2.12337,,,,,,,,,,,,,7bde02b9-2910-44b0-9b43-7010e4603458,58,,"[76.4, 36.5]",3825776,1,,,,-2.2491138,,Left Foot,,,,"[62.7, 19.5]",,Low Pass,,21.833231,,,Javier Garrido Behovide,26448.0,,,,,Recovery,1,Regular Play,Mubarak Wakaso,6626.0,Left Midfield,6,Las Palmas,208,"['a5d7e8c6-6bea-45fb-bf6d-4040cd2b5f92', 'c77fc0e4-4c3b-45e3-a14e-f16ccb3721a8']",21,,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:21.327,Pass,
,,,,,,,,,,,,,,,2.075087,,,,,,,,,,,,,bb61e548-92c5-4ed8-b96f-a4d0e8a062eb,61,,"[70.4, 5.2]",3825776,1,,,,2.3768811,,Left Foot,,,,"[48.2, 26.5]",,Ground Pass,,30.765728,,,Aythami Artiles Oliva,8440.0,,,,,,1,Regular Play,Javier Garrido Behovide,26448.0,Left Back,6,Las Palmas,208,['77ea34d0-c51f-433f-8309-964b9f126a1a'],26,,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:26.180,Pass,
,,,,,,,,,,,,,,,1.849844,,,,,,,,,,,,,a8103262-1125-41e0-a83d-813d093e3234,64,,"[44.1, 61.4]",3825776,1,,,,0.48608422,,Right Foot,,,,"[72.3, 76.3]",,Ground Pass,,31.894358,,,Nabil El Zhar,6608.0,,,,,,1,Regular Play,Aythami Artiles Oliva,8440.0,Right Center Back,6,Las Palmas,208,['ad969ad7-e09d-4533-b278-6b56f8e35630'],31,,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:31.983,Pass,
,,,,,,,,,,,,,,,1.145709,,,,,,,,,,,,,2699b4c1-65b4-4fba-8625-97617d399a21,67,,"[69.3, 72.6]",3825776,1,,,,-2.16501,,Right Foot,,,,"[64.3, 65.2]",,Ground Pass,,8.930845,,,Pedro Taunausú Domínguez Placeres,6928.0,,,,,,1,Regular Play,Nabil El Zhar,6608.0,Right Midfield,6,Las Palmas,208,['5c521674-55ee-4882-911c-6b9a27917e14'],35,,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:35.359,Pass,
,,,,,,,,,,,,,,,1.41987,,,,,,,,,,,,,631ef7e6-8590-4000-85e1-f548006c5989,71,,"[63.3, 64.6]",3825776,1,,,,-1.396751,,Right Foot,,,,"[66.5, 46.4]",,Ground Pass,,18.479177,,,Jonathan Viera Ramos,10755.0,,,,,,1,Regular Play,Pedro Taunausú Domínguez Placeres,6928.0,Right Center Midfield,6,Las Palmas,208,['9a5d78f7-eeb6-4a3a-a406-de63839090d5'],37,,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:37.549,Pass,
,,,,,,,,,,,,,,,0.609264,,,,,,,,,,,,,5a89f614-5fb3-4f3c-a868-12ca30eb7930,77,,"[76.4, 46.4]",3825776,1,,,,-1.242873,,Right Foot,,,,"[79.7, 36.7]",,Ground Pass,,10.245975,,,Willian José da Silva,6721.0,,,,,,1,Regular Play,Jonathan Viera Ramos,10755.0,Left Center Midfield,6,Las Palmas,208,['21a66ea8-205e-4467-8d62-36e3972052b1'],41,,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:41.185,Pass,
,,,,,,,,,,,,,,,0.941007,,,,,,,,,,,,,373cdb36-3734-4dc2-a184-bafd81d59bd1,80,,"[80.5, 37.3]",3825776,1,,,,1.731027,,Right Foot,,,,"[78.9, 47.2]",,Ground Pass,,10.02846,,,Roque Mesa Quevedo,3610.0,,,,,,1,Regular Play,Willian José da Silva,6721.0,Center Forward,6,Las Palmas,208,['b2ef709d-f5a9-4478-acd9-f05eb65464ad'],42,,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:42.195,Pass,
,,,,,,,,,,,,,,,2.076322,,,,,,,,,,,,,cbf3eac9-5bdf-4f60-85e1-e5266df83f69,83,,"[78.6, 42.5]",3825776,1,,,,-1.6802858,,Right Foot,,,,"[75.5, 14.3]",,Ground Pass,,28.369879,,,Javier Garrido Behovide,26448.0,,,,,,1,Regular Play,Roque Mesa Quevedo,3610.0,Center Defensive Midfield,6,Las Palmas,208,['f70c9afb-c79e-4d0d-ab61-d458786afbbd'],44,,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:44.682,Pass,
,,,,,,,,,,,,,,,1.254528,,,,,,,,,,,,,358d2b53-0c57-4023-8ccc-1ed984955fa2,86,,"[79.9, 7.0]",3825776,1,,,,-0.45914313,,Left Foot,,,,"[88.8, 2.6]",,Ground Pass,,9.928243,,,Mubarak Wakaso,6626.0,,,,,,1,Regular Play,Javier Garrido Behovide,26448.0,Left Back,6,Las Palmas,208,['f11399a0-a462-4596-96da-e34929658aae'],47,,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:47.987,Pass,
,,,,,,,,,,,,,,,1.094575,,,,,,,,,,,,,5f8fc2f1-751e-4693-9b88-ea98909d1e5b,89,,"[89.2, 2.6]",3825776,1,,,,2.3196254,,Left Foot,,,,"[81.3, 11.1]",,Ground Pass,,11.604309,,,Jonathan Viera Ramos,10755.0,,,,,,1,Regular Play,Mubarak Wakaso,6626.0,Left Midfield,6,Las Palmas,208,['173c1988-6029-419b-9119-9429246a1a18'],50,,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:50.012,Pass,
,,,,,,,,,,,,,,,0.906792,,,,,,,,,,,,,d801a116-62f8-47d7-b7d2-10fc3805e9a5,92,,"[82.2, 11.3]",3825776,1,,,,1.0232341,,Right Foot,,,,"[87.2, 19.5]",,Ground Pass,,9.604166,,,Pedro Taunausú Domínguez Placeres,6928.0,,,,,,1,Regular Play,Jonathan Viera Ramos,10755.0,Left Center Midfield,6,Las Palmas,208,['003dd4dd-16c1-4142-a615-2bf0a376837a'],51,,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:51.513,Pass,
,,,,,,,,,,,,,,,1.402705,,,,,,,,,,,,,a6d060f6-ff45-4dea-b5e7-48beb96385b1,95,,"[87.0, 19.9]",3825776,1,,,,-0.12970254,,Left Foot,,,,"[93.9, 19.0]",,Ground Pass,,6.958448,Incomplete,,,,,,,,,1,Regular Play,Pedro Taunausú Domínguez Placeres,6928.0,Right Center Midfield,6,Las Palmas,208,['f1d7b550-4a56-47e1-9f72-bd1fd601bd18'],52,,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:52.587,Pass,
,,,,,,,,,True,,,,,,1.000469,,,,,,,,,,,,,f1d7b550-4a56-47e1-9f72-bd1fd601bd18,96,,"[26.2, 61.1]",3825776,1,,,,-2.216372,,Right Foot,,,,"[20.4, 53.4]",,Ground Pass,,9.64002,,,Adil Rami,3253.0,,,,,Interception,1,Regular Play,Sebastián Carlos Cristóforo Pepe,7154.0,Left Defensive Midfield,7,Sevilla,213,"['93f89fa1-0bc3-4cf3-a7bf-e01a3b55c3bd', 'a6d060f6-ff45-4dea-b5e7-48beb96385b1']",53,,,,,,,,,,,,,,,,,,,Sevilla,213,00:01:53.990,Pass,
,,,,,,,,,,,,,,,1.139391,,,,,,,,,,,,,76ae8152-1983-4cc0-b535-37659f7b34d3,99,,"[19.6, 51.6]",3825776,1,,,,-0.6852558,,Left Foot,,,,"[31.1, 42.2]",,Ground Pass,,14.852946,,,Yevhen Konoplyanka,8523.0,,,,,,1,Regular Play,Adil Rami,3253.0,Right Center Back,7,Sevilla,213,['f695e47a-340a-4d59-9cb6-417376c400f3'],56,,,,,,,,,,,,,,,,,,,Sevilla,213,00:01:56.126,Pass,
,,,,,,,,,,,,,,,1.059637,,,,,,,,,,,,,9c3911ff-a3f9-47c1-baa1-ec9006d4416b,103,,"[29.7, 42.8]",3825776,1,,,,2.8657868,,Right Foot,,,,"[19.1, 45.8]",,Ground Pass,,11.016352,,,Adil Rami,3253.0,,,,,,1,Regular Play,Yevhen Konoplyanka,8523.0,Left Wing,7,Sevilla,213,['a712f849-4d6a-4f45-b7a7-f34c0a98fb69'],58,,,,,,,,,,,,,,,,,,,Sevilla,213,00:01:58.252,Pass,
,,,,,,,,,,,,,,,2.293591,,,,,,,,,,,,,00b71853-2f7f-44eb-b658-5bf9bc3ecd2a,107,,"[18.3, 46.6]",3825776,2,,,,1.0090443,,Right Foot,,,,"[38.0, 77.9]",,High Pass,,36.98351,,,Mariano Ferreira Filho,21210.0,,,,,,1,Regular Play,Adil Rami,3253.0,Right Center Back,7,Sevilla,213,"['0374d6c9-a4bb-4dc8-9982-b5041a6a3094', '27718a03-215c-4086-ae06-a4daf04e11b3']",0,,,,,,,,,,,,,,,,,,,Sevilla,213,00:02:00.607,Pass,True
,,,,,,,,,,,,,,,1.632642,,,,,,,,,,,,,c772a713-695c-4c48-8ade-c7ccf1c15a10,111,,"[34.4, 65.3]",3825776,2,,,,-1.8485937,,Left Foot,,,,"[26.9, 39.0]",,Ground Pass,,27.348492,,,Timothée Kolodziejczak,10476.0,,,,,,1,Regular Play,Mariano Ferreira Filho,21210.0,Right Back,7,Sevilla,213,['33d9b605-254e-4633-9d01-84ebff9c14c5'],6,,,,,,,,,,,,,,,,,,,Sevilla,213,00:02:06.067,Pass,
