bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,73b8a9cc-bb23-45ee-a2a9-befebf61e1c0,1,,,3825744,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Espanyol,214,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6792, 'name': 'Pau López Sabata'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6791, 'name': 'Javier López Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 16}, {'player': {'id': 6762, 'name': 'Álvaro González Soberón'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 16456, 'name': 'Enzo Pablo Roco Roco'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 6612, 'name': 'Rubén Duarte Sánchez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6867, 'name': 'Papa Kouly Diop'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 6701, 'name': 'Joan Jordán Moreno'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 6766, 'name': 'Gerard Moreno Balaguero'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 5719, 'name': 'Marco Asensio Willemsen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 25}, {'player': {'id': 6624, 'name': 'Jorge Franco Alviz'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 7781, 'name': 'Felipe Salvador Caicedo Corozo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Espanyol,214,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,bdc74ccc-378e-4b3e-9229-0c026cc6be29,2,,,3825744,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Espanyol,214,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3379, 'name': 'Alphonse Areola'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6772, 'name': 'Mario Gaspar Pérez Martínez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7034, 'name': 'Mateo Pablo Musacchio'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3324, 'name': 'Eric Bertrand Bailly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 6828, 'name': 'Jaume Vicent Costa Jordá'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 6771, 'name': 'Manuel Trigueros Muñoz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 22819, 'name': 'Bruno Soriano Llido'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 6357, 'name': 'Jonathan dos Santos Ramírez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 6609, 'name': 'Denis Suárez Fernández'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 18}, {'player': {'id': 6862, 'name': 'Cédric Bakambu'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 17}, {'player': {'id': 26009, 'name': 'Roberto Soldado Rillo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Villarreal,222,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d45af6c9-b6ed-4470-b7f5-b69cebb0e8c8,3,,,3825744,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Espanyol,214,['4027fdec-8b25-4f17-9436-91241c15ad95'],0,,,,,,,,,,,,,,,,,Espanyol,214,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4027fdec-8b25-4f17-9436-91241c15ad95,4,,,3825744,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Espanyol,214,['d45af6c9-b6ed-4470-b7f5-b69cebb0e8c8'],0,,,,,,,,,,,,,,,,,Villarreal,222,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,be01f22e-c526-4364-b828-e739203a68e3,1790,,,3825744,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,91,Villarreal,222,['dedb251b-a954-4ccf-b967-d95c78753dff'],0,,,,,,,,,,,,,,,,,Villarreal,222,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,dedb251b-a954-4ccf-b967-d95c78753dff,1791,,,3825744,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,91,Villarreal,222,['be01f22e-c526-4364-b828-e739203a68e3'],0,,,,,,,,,,,,,,,,,Espanyol,214,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.450602,,,,,,,,,,,,,18f5c5a3-622b-4864-b5dc-c777a306f793,5,,"[60.0, 40.0]",3825744,0,,,,,-1.69142,,Left Foot,,,,"[59.6, 36.7]",,Ground Pass,,3.3241541,,,Marco Asensio Willemsen,5719.0,,,,,Kick Off,1,From Kick Off,Felipe Salvador Caicedo Corozo,7781.0,Center Forward,2,Espanyol,214,['0d38f822-ff8b-4ebe-b314-b5993409b6d6'],0,,,,,,,,,,,,,,,,,Espanyol,214,00:00:00.815,Pass,
,,,,,,,,,,,,,,,,,,1.58138,,,,,,,,,,,,,4217df0a-26bd-4828-adab-bfd72277f24c,8,,"[60.5, 36.4]",3825744,0,,,,,2.5323167,,Left Foot,,,,"[46.6, 46.1]",,Ground Pass,,16.949926,,,Papa Kouly Diop,6867.0,,,,,,1,From Kick Off,Marco Asensio Willemsen,5719.0,Center Attacking Midfield,2,Espanyol,214,['ba2d4880-861c-4845-ba0d-7e16e3a0ea25'],1,,,,,,,,,,,,,,,,,Espanyol,214,00:00:01.305,Pass,
,,,,,,,,,,,,,,,,,,1.408582,,,,,,,,,,,,,a2575387-582d-4599-91f1-f7b38379fc00,11,,"[46.6, 46.1]",3825744,0,,,,,1.9034821,,Right Foot,,,,"[38.1, 70.7]",,Ground Pass,,26.027102,,,Javier López Rodríguez,6791.0,,,,,,1,From Kick Off,Papa Kouly Diop,6867.0,Right Defensive Midfield,2,Espanyol,214,['8d1bfda7-a945-4f80-8380-4198db9221ea'],3,,,,,,,,,,,,,,,,,Espanyol,214,00:00:03.631,Pass,
,,,,,,,,,,,,,,,,,,1.778471,,,,,,,,,,,,,fca2e110-793c-49a0-ac38-a4fd9c062c16,14,,"[38.1, 70.9]",3825744,0,,,,,-2.237808,,Right Foot,,,,"[28.1, 58.2]",,Ground Pass,,16.164467,,,Álvaro González Soberón,6762.0,,,,,,1,From Kick Off,Javier López Rodríguez,6791.0,Right Back,2,Espanyol,214,['721f286b-637d-4c13-ba62-e58e88b4b0ec'],5,,,,,,,,,,,,,,,,,Espanyol,214,00:00:05.922,Pass,
