ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,0.86873,,,,,,,,,,,,,,149303b5-8169-47a4-91ce-7f5fdb82ee55,17,,"[78.3, 79.1]",3825747,0,,,,,-0.20599134,,Right Foot,,,"[85.0, 77.7]",,Low Pass,6.844706,,,Incomplete,,Markel Susaeta Laskurain,6390.0,,,,,,,1,From Throw In,Iker Muniain Goñi,6842.0,Center Attacking Midfield,3,Athletic Club,215,"['29f5dac1-92e2-4c5e-9502-de934420a21a', 'c25a38f1-70e5-4369-b855-b5ce88dab139']",16,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:16.556,Pass,
,,,,,,,,,,,,,0.988267,,,,,,,,,,,,,,3cffc875-9097-472a-b8c0-35e12fc18fae,24,,"[77.4, 79.1]",3825747,0,,,,,-1.0595657,,Right Foot,,,"[79.7, 75.0]",,Ground Pass,4.7010636,,,,,Iker Muniain Goñi,6842.0,,,,,,Recovery,1,From Throw In,Óscar de Marcos Arana,6649.0,Right Back,3,Athletic Club,215,['f063c9db-30d3-4b06-ac52-fa5e93534913'],18,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:18.990,Pass,
,,,,,,,,,,,,,1.125056,,,,,,,,,,,,,,36ae8d59-c2d6-4421-84bd-a64c63960ddd,28,,"[95.4, 71.9]",3825747,0,,,,,1.3329604,,Right Foot,,,"[97.0, 78.5]",,Ground Pass,6.7911706,,,,,Markel Susaeta Laskurain,6390.0,,,,,,,1,From Throw In,Iker Muniain Goñi,6842.0,Center Attacking Midfield,3,Athletic Club,215,['fc43e5e4-e4d1-47ab-a147-ebeb79894572'],22,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:22.927,Pass,
,,,,,,,,,,,,,1.468567,,,,,,,,,,,,,,41346ba0-61f3-4a9d-9ec3-c4b34784d5f3,35,,"[105.2, 78.1]",3825747,1,,,,,-1.4210869,f3bc8ffc-22bb-4617-be2d-16b1088c8b8f,Right Foot,True,,"[110.6, 42.3]",,High Pass,36.20497,,,,,Eneko Bóveda Altube,6386.0,True,,,,,Free Kick,1,From Free Kick,Beñat Etxebarria Urkiaga,6396.0,Left Defensive Midfield,4,Athletic Club,215,['0bdd63bb-6958-4f29-854b-e7786fe3e87f'],5,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:05.194,Pass,
,,,,,,,,,,,,,2.879244,,,,,,,,,,,,,,e81ca4fb-c272-42b6-ac36-84c53b173a68,40,,"[6.0, 44.0]",3825747,1,,,,,-0.055763498,,Right Foot,,,"[68.7, 40.5]",,High Pass,62.79761,,,,,Saúl Berjón Pérez,24070.0,,,,,,Goal Kick,1,From Goal Kick,Asier Riesgo Unamuno,10763.0,Goalkeeper,5,Eibar,322,['9a57d645-86ac-4d13-9ba3-12feb26cbb41'],38,,,,,,,,,,,,,,,,,Eibar,322,00:01:38.055,Pass,
,,,,,,,,,,,,,2.088561,,,,,,,,,,,,,,78add5d5-8d7d-46d9-9025-d97aeb93fe21,43,,"[68.9, 39.7]",3825747,1,,,,True,1.0641887,,,,,"[78.5, 57.0]",,High Pass,19.785095,,,Incomplete,,Sergio Gontán Gallardo,6742.0,,,,,,,1,From Goal Kick,Saúl Berjón Pérez,24070.0,Left Midfield,5,Eibar,322,"['73111450-43e7-429e-a465-452ccc75304b', 'f0d43fae-a0e6-4d26-8d4b-eefaf29beb8a', 'f1e87caa-352c-4e88-bbc6-8f7c819382a4']",40,,,,,,,,,,,,,,,,,Eibar,322,00:01:40.934,Pass,True
,,,,,,,,,,,,,0.676939,,,,,,,,,,,,,,f0d43fae-a0e6-4d26-8d4b-eefaf29beb8a,45,,"[41.6, 23.1]",3825747,1,,,,,1.5198201,,Head,,,"[42.1, 32.9]",,Low Pass,9.812747,,,,,Mikel San José Domínguez,6389.0,,,,,,Recovery,1,From Goal Kick,Mikel Balenziaga Oruesagasti,6789.0,Left Back,5,Eibar,322,"['78add5d5-8d7d-46d9-9025-d97aeb93fe21', 'd29b70b9-f9a9-4a3c-8f17-bb2908785f87']",43,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:43.023,Pass,
,,,,,,,,,,,,,2.883827,,,,,,,,,,,,,,83eda454-ab82-4258-9e09-4fc958ee1463,48,,"[42.1, 32.9]",3825747,1,,,,,-0.17766479,,Left Foot,,,"[78.3, 26.4]",,High Pass,36.778934,,,Incomplete,,Aritz Aduriz Zubeldia,6394.0,,,,,,,1,From Goal Kick,Mikel San José Domínguez,6389.0,Right Defensive Midfield,5,Eibar,322,"['03d936a3-c1f8-45e9-b2c4-89b89cce0ae6', 'cdfd6fb7-d113-4ec2-a0a8-c1ff14977741']",43,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:43.740,Pass,
,,,,,,,,,,,,,3.280673,,,,,,,,,,,,,,9779318d-5399-4f61-b4a7-e12727045844,52,,"[71.2, 24.8]",3825747,1,,,,,0.009008765,,Right Foot,,,"[115.6, 25.2]",,Low Pass,44.401802,,,Incomplete,,Sabin Merino Zuloaga,6666.0,,,,,,Recovery,1,From Goal Kick,Iker Muniain Goñi,6842.0,Center Attacking Midfield,5,Eibar,322,"['3d4d3d51-96a6-4c74-b54a-b46af3415066', '9491f624-274b-46bc-8f30-a9e107a634bd']",47,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:47.715,Pass,
,,,,,,,,,,,,,3.947664,,,,,,,,,,,,,,e73cbe9f-4671-445c-b807-97807940649a,55,,"[16.0, 51.1]",3825747,2,,True,,,0.20460606,,Drop Kick,,,"[66.6, 61.6]",,High Pass,51.677944,,,,,Sergio Enrich Ametller,6700.0,,,,,,,1,From Goal Kick,Asier Riesgo Unamuno,10763.0,Goalkeeper,5,Eibar,322,['dbd86734-66d8-471e-af76-3dfb114f90a0'],6,,,,,,,,,,,,,,,,,Eibar,322,00:02:06.047,Pass,
,,,,,,,,,,,,,3.655724,,,,,,,,,,,,,,7972a052-e977-46d4-a8f8-c37d72ed85c7,57,,"[66.0, 62.0]",3825747,2,,,,,0.5387899,,Head,,,"[93.1, 78.2]",,Low Pass,31.572931,,,Out,,Saúl Berjón Pérez,24070.0,,,,,,,1,From Goal Kick,Sergio Enrich Ametller,6700.0,Left Center Forward,5,Eibar,322,['4e36aea7-5d08-4e02-84de-14ae190ff907'],9,,,,,,,,,,,,,,,,,Eibar,322,00:02:09.995,Pass,
,,,,,,,,,,,,,1.511066,,,,,,,,,,,,,,01097a8b-73d5-4e4e-b04e-699ae94a4c59,59,,"[32.9, 0.1]",3825747,2,,,,,0.25389373,,,,,"[48.7, 4.2]",,High Pass,16.323296,,,,,Sabin Merino Zuloaga,6666.0,,,,,,Throw-in,1,From Throw In,Mikel Balenziaga Oruesagasti,6789.0,Left Back,6,Athletic Club,215,['a727805e-e2b0-4435-aabf-b64a1d934a44'],23,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:23.520,Pass,
,,,,,,,,,,,,,1.444467,,,,,,,,,,,,,,a9acb973-95ba-43aa-8ae9-728b770b3166,61,,"[48.7, 4.2]",3825747,2,,,,,0.39060703,,Head,,,"[57.2, 7.7]",,Low Pass,9.192389,,,Incomplete,,Aritz Aduriz Zubeldia,6394.0,,,,,,,1,From Throw In,Sabin Merino Zuloaga,6666.0,Left Wing,6,Athletic Club,215,"['62a0501b-1780-484b-91b1-a418a7ff4326', '9ada4f28-5ed5-4453-873b-5558feaff284']",25,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:25.111,Pass,
,,,,,,,,,,,,,3.073895,,,,,,,,,,,,,,9ada4f28-5ed5-4453-873b-5558feaff284,63,,"[62.9, 72.4]",3825747,2,,,,,0.19958614,,Right Foot,,,"[98.0, 79.5]",,High Pass,35.810894,,,Out,,Borja González Tomás,6566.0,,,,,,Recovery,1,From Throw In,Ander Capa Rodríguez,6699.0,Right Back,6,Athletic Club,215,"['a9acb973-95ba-43aa-8ae9-728b770b3166', 'd07fc958-ae35-40b5-ad2e-33da070fb4b5']",26,,,,,,,,,,,,,,,,,Eibar,322,00:02:26.555,Pass,
,,,,,,,,,,,,,2.743682,,,,,,,,,,,,,,b960a3ba-4cd7-4b5a-85bf-56851e55d4df,65,,"[27.1, 0.1]",3825747,2,,True,,,2.0121732,,,,,"[10.8, 34.6]",,Low Pass,38.15678,,,,,Iago Herrerín Buisán,6662.0,,,,,,Throw-in,1,From Throw In,Aymeric Laporte,4353.0,Left Center Back,7,Athletic Club,215,['813719c9-0b89-495f-90d0-a988322a11a1'],32,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:32.587,Pass,
,,,,,,,,,,,,,3.401758,,,,,,,,,,,,,,08f90f7f-f245-4144-ab21-c43a0bebe226,67,,"[10.0, 35.4]",3825747,2,,,,,0.89453286,,Right Foot,,,"[42.1, 75.4]",,Low Pass,51.28752,,,,,Óscar de Marcos Arana,6649.0,,,True,,,,1,From Throw In,Iago Herrerín Buisán,6662.0,Goalkeeper,7,Athletic Club,215,['d16c2dc1-340f-4d6c-b797-e480fa3be594'],36,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:36.689,Pass,
,,,,,,,,,,,,,1.123212,,,,,,,,,,,,,,f6afab5e-32b9-4413-88f3-2b99b1d8ed8b,70,,"[48.5, 76.8]",3825747,2,,,,,-0.3866855,,Right Foot,,,"[65.2, 70.0]",,Ground Pass,18.03136,,,,,Markel Susaeta Laskurain,6390.0,,,,,,,1,From Throw In,Óscar de Marcos Arana,6649.0,Right Back,7,Athletic Club,215,['5f5b9abe-73b6-482f-82c5-9c2da50e8bae'],41,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:41.428,Pass,
,,,,,,,,,,,,,2.17344,,,,,,,,,,,,,,2b73c3a3-2dc2-46b9-aa06-9878a450b721,73,,"[66.8, 70.2]",3825747,2,,,,,0.3479836,,Right Foot,,,"[77.0, 73.9]",,Ground Pass,10.850346,,,Incomplete,,Óscar de Marcos Arana,6649.0,,,,,,,1,From Throw In,Markel Susaeta Laskurain,6390.0,Right Wing,7,Athletic Club,215,"['913eb6a1-5d38-4f0d-a005-a697998a9087', 'ce8bad6b-2048-439e-b5b4-82e65cdb539e']",42,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:42.671,Pass,
,,,,,,,,,,,,,0.904227,,,,,,,,,,,,,,913eb6a1-5d38-4f0d-a005-a697998a9087,76,,"[43.1, 6.2]",3825747,2,,,,,0.15499674,,Left Foot,,,"[49.5, 7.2]",,Ground Pass,6.477654,,,Incomplete,,Adrián González Morales,6557.0,,,,,,Interception,1,From Throw In,David Juncà Reñé,6776.0,Left Back,7,Athletic Club,215,"['203c3c24-c41a-435a-a52b-4375a0323090', '2b73c3a3-2dc2-46b9-aa06-9878a450b721', '8751897f-6bb6-454d-8951-489cecfccaaa', 'fac167f7-2df6-4453-bb77-bd6ff89d3cc9']",44,,,,,,,,,,,,,,,,,Eibar,322,00:02:44.844,Pass,True
,,,,,,,,,,,,,1.083297,,,,,,,,,,,,,,490d1ba8-23a7-476d-a4e7-0d0240bd3b54,80,,"[84.1, 78.1]",3825747,2,,,,,-0.32361275,,Right Foot,,,"[100.2, 72.7]",,Ground Pass,16.98146,,,Incomplete,,Óscar de Marcos Arana,6649.0,,,,,,,1,From Throw In,Markel Susaeta Laskurain,6390.0,Right Wing,7,Athletic Club,215,"['8e75413f-8a39-4002-ba3a-0f9f766cfef3', 'b0cf3b0d-fa88-4ac5-9cd7-a94478e3d1bd']",48,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:48.277,Pass,
,,,,,,,,,,,,,1.913144,,,,,,,,,,,,,,1cfffeb4-49af-4973-b590-60bc4bd0a39e,84,,"[16.0, 0.8]",3825747,2,,,,,0.045082215,,Left Foot,,,"[42.6, 2.0]",,Ground Pass,26.627054,,,,,Saúl Berjón Pérez,24070.0,,,,,,,1,Regular Play,David Juncà Reñé,6776.0,Left Back,8,Eibar,322,['ea1c6559-62d8-4524-9436-e666229135fe'],50,,,,,,,,,,,,,,,,,Eibar,322,00:02:50.976,Pass,
,,,,,,,,,,,,,1.040942,,,,,,,,,,,,,,f1c977bc-7cf2-4bfe-b693-87da411b2615,88,,"[42.2, 1.4]",3825747,2,,,,,2.3874342,,Right Foot,,,"[35.6, 7.6]",,Ground Pass,9.055386,,,,,Adrián González Morales,6557.0,,,,,,,1,Regular Play,Saúl Berjón Pérez,24070.0,Left Midfield,8,Eibar,322,"['14399aaa-964c-48a2-a521-7ff41291c648', '63daa872-436f-4124-a228-1dfd27da1131']",52,,,,,,,,,,,,,,,,,Eibar,322,00:02:52.898,Pass,True
,,,,,,,,,,,,,1.587578,,,,,,,,,,,,,,1deeef8c-694f-4843-a895-0afd4e13d56b,92,,"[40.6, 9.9]",3825747,2,,,,,1.4648119,,Left Foot,,,"[42.6, 28.7]",,Ground Pass,18.906084,,,,,Sergio Gontán Gallardo,6742.0,,,,,,,1,Regular Play,Adrián González Morales,6557.0,Left Defensive Midfield,8,Eibar,322,"['171936ae-ab03-4aaa-b450-2fc3fa570335', 'c7b4245f-8160-4d34-99af-a156ed0d94b6']",54,,,,,,,,,,,,,,,,,Eibar,322,00:02:54.967,Pass,True
,,,,,,,,,,,,,3.778702,,,,,,,,,,,,,,37c379fb-a7ad-4b54-bba1-619f6f619a6d,97,,"[43.3, 31.0]",3825747,2,,,,,0.76264036,,Right Foot,,,"[77.0, 63.2]",,Ground Pass,46.610405,,,,,Ander Capa Rodríguez,6699.0,,,,,,,1,Regular Play,Sergio Gontán Gallardo,6742.0,Right Midfield,8,Eibar,322,"['895bce38-b44d-4f43-b0a1-98b25eae4c96', 'e39729bd-eb89-4e59-bd5a-f7e18007f6a4']",56,,,,,,,,,,,,,,,,,Eibar,322,00:02:56.757,Pass,True
,,,,,,,,,,,,,0.821036,,,,,,,,,,,,,,571f3b7e-3355-4cc7-89c5-f3a65c5f5e18,100,,"[89.7, 57.6]",3825747,3,,,,,-0.89789194,,Right Foot,,,"[100.3, 44.3]",,Ground Pass,17.00735,,,,,Sergio Enrich Ametller,6700.0,,,,,,,1,Regular Play,Ander Capa Rodríguez,6699.0,Right Back,8,Eibar,322,['647bdd55-9962-4e5d-9600-6d3f0f362b5d'],1,,,,,,,,,,,,,,,,,Eibar,322,00:03:01.918,Pass,
,,,,,,,,,,,,,1.142545,,,,,,,,,,,,,,886aac63-e3d7-4456-b308-89836aa0832d,102,,"[99.3, 44.9]",3825747,3,,,,,-1.1851153,e552a1e9-8d52-4de3-ac18-a3d374783ef4,No Touch,,,"[104.7, 31.6]",True,Ground Pass,14.354442,,True,,,Borja González Tomás,6566.0,,,,,,,1,Regular Play,Sergio Enrich Ametller,6700.0,Left Center Forward,8,Eibar,322,['fcb37994-4661-4638-9e34-183d65e37f39'],2,,,,,,,,,,,,,,,,,Eibar,322,00:03:02.739,Pass,
,,,,,,,,,,,,,2.683144,,,,,,,,,,,,,,b8d4f2d2-8dde-475f-b538-bc37bea73576,106,,"[61.0, 40.1]",3825747,4,,True,,,-2.499743,,Right Foot,,,"[41.6, 25.6]",,Ground Pass,24.220034,,,,,Aymeric Laporte,4353.0,,,,,,Kick Off,1,From Kick Off,Aritz Aduriz Zubeldia,6394.0,Center Forward,9,Athletic Club,215,['601757f4-a1e7-4a6c-91d7-c0277c1cee95'],2,,,,,,,,,,,,,,,,,Athletic Club,215,00:04:02.853,Pass,
,,,,,,,,,,,,,2.122796,,,,,,,,,,,,,,8c6aef0c-2cd6-4a09-8e19-23ec84c82ee9,108,,"[41.8, 25.6]",3825747,4,,True,,,1.8042244,,Right Foot,,,"[35.0, 54.2]",,Ground Pass,29.397278,,,,,Eneko Bóveda Altube,6386.0,,,,,,,1,From Kick Off,Aymeric Laporte,4353.0,Left Center Back,9,Athletic Club,215,['f3b433f7-1627-4dc6-bbf1-a9393aab6d7a'],5,,,,,,,,,,,,,,,,,Athletic Club,215,00:04:05.676,Pass,
,,,,,,,,,,,,,1.780162,,,,,,,,,,,,,,23423cbc-c6b9-4146-b0cc-7e9f9fd29dac,112,,"[40.0, 53.9]",3825747,4,,,,,1.293671,,Left Foot,,,"[46.4, 76.4]",,Ground Pass,23.39252,,,,,Óscar de Marcos Arana,6649.0,,,,,,,1,From Kick Off,Eneko Bóveda Altube,6386.0,Right Center Back,9,Athletic Club,215,['46b83ac3-110b-4652-b0a7-2b5dc49ee204'],9,,,,,,,,,,,,,,,,,Athletic Club,215,00:04:09.489,Pass,
,,,,,,,,,,,,,4.112833,,,,,,,,,,,,,,3ae2d93d-7538-41f9-a681-88b161f5e854,115,,"[46.6, 77.9]",3825747,4,,,,,0.05684925,,Right Foot,,,"[83.5, 80.0]",,High Pass,36.95971,,,Out,,Markel Susaeta Laskurain,6390.0,,,,,,,1,From Kick Off,Óscar de Marcos Arana,6649.0,Right Back,9,Athletic Club,215,['f017f9ce-a653-4b7a-9bbd-21423f922966'],12,,,,,,,,,,,,,,,,,Athletic Club,215,00:04:12.224,Pass,
,,,,,,,,,,,,,1.283215,,,,,,,,,,,,,,d7e945f3-e1a8-403f-a10b-4885b41f54d8,117,,"[43.3, 0.1]",3825747,4,,,,,0.36625555,,,,,"[57.9, 5.7]",,High Pass,15.6371355,,,,,Sergio Enrich Ametller,6700.0,,,,,,Throw-in,1,From Throw In,David Juncà Reñé,6776.0,Left Back,10,Eibar,322,['0e7c845a-1a54-414b-aff7-4e5091ec8faf'],26,,,,,,,,,,,,,,,,,Eibar,322,00:04:26.154,Pass,
