bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,2.1678,,,,,,,,,,,,92b2a2e0-dae7-4fde-a8e6-2966a9cb728f,17,,"[40.7, 45.6]",3825793,0,,,,,1.2899586,,Right Foot,,,"[48.2, 71.6]",,Ground Pass,,27.060118,,,Eneko Bóveda Altube,6386.0,,,,,,,1,From Kick Off,Beñat Etxebarria Urkiaga,6396.0,Left Defensive Midfield,2,Athletic Club,215,['7ea79eed-402c-4555-bb93-e62d69d85372'],7,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:07.235,Pass,
,,,,,,,,,,,,,,,,1.074777,,,,,,,,,,,,6f9b4797-3da2-4f7a-9f20-395361b2e801,20,,"[48.2, 70.4]",3825793,0,,,,,-1.0370882,,Right Foot,,,"[53.4, 61.6]",,Ground Pass,,10.221546,,,Gorka Elustondo Urkola,12191.0,,,,,,,1,From Kick Off,Eneko Bóveda Altube,6386.0,Right Back,2,Athletic Club,215,"['242cbab1-bd3e-4e5b-bcfa-8e213ca90b28', '75d843bc-6473-427a-bb74-3b18130aa3c2']",9,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:09.403,Pass,True
,,,,,,,,,,,,,,,,0.749172,,,,,,,,,,,,03add163-9362-47db-931c-ec7f003ca337,22,,"[54.3, 61.4]",3825793,0,,,,,2.6243052,,Right Foot,,,"[48.5, 64.7]",,Ground Pass,,6.6730804,,,Eneko Bóveda Altube,6386.0,,,,,,,1,From Kick Off,Gorka Elustondo Urkola,12191.0,Right Defensive Midfield,2,Athletic Club,215,['6bbcc209-b64a-45b1-9b4c-90c7988ed8d8'],10,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:10.478,Pass,
,,,,,,,,,,,,,,,,0.728874,,,,,,,,,,,,b269d701-df4a-46ef-adac-241582d13bc8,25,,"[49.1, 64.5]",3825793,0,,,,,-0.41091064,,Right Foot,,,"[63.1, 58.4]",,Ground Pass,,15.2712145,,,Iker Muniain Goñi,6842.0,,,,,,,1,From Kick Off,Eneko Bóveda Altube,6386.0,Right Back,2,Athletic Club,215,['3400a9e3-9a4d-45cb-a829-3f6c723a0eda'],12,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:12.038,Pass,
,,,,,,,,,,,,,,,,1.936316,,,,,,,,,,,,b8d6d0cb-b1ac-4f9a-841b-3beda2998304,28,,"[53.7, 57.1]",3825793,0,,,,,-2.0647378,,Right Foot,,,"[40.4, 32.4]",,Ground Pass,,28.053164,,,Aymeric Laporte,4353.0,,,,,,,1,From Kick Off,Iker Muniain Goñi,6842.0,Left Wing,2,Athletic Club,215,['1835feb4-1f5d-4596-b08c-2770c8385d76'],14,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:14.743,Pass,
,,,,,,,,,,,,,,,,0.764596,,,,,,,,,,,,78aa1de4-882a-4ad5-bebc-d2b3ab216cf6,31,,"[41.4, 33.0]",3825793,0,,,,,0.99999106,,Left Foot,,,"[47.5, 42.5]",,Ground Pass,,11.289819,,,Beñat Etxebarria Urkiaga,6396.0,,,,,,,1,From Kick Off,Aymeric Laporte,4353.0,Left Center Back,2,Athletic Club,215,['f82e12f7-9083-4915-85c7-f5a321cc2eac'],18,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:18.750,Pass,
,,,,,,,,,,,,,,,,2.961335,,,,,,,,,,,,b51a16fd-e018-4209-affd-877164f0bfa4,34,,"[53.9, 41.5]",3825793,0,,,,,-0.7814247,,Right Foot,,,"[91.8, 3.9]",,High Pass,,53.386982,,,Mikel Balenziaga Oruesagasti,6789.0,,,,,,,1,From Kick Off,Beñat Etxebarria Urkiaga,6396.0,Left Defensive Midfield,2,Athletic Club,215,['47a19b88-831e-49fa-8eb4-6d4c1d61e636'],21,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:21.864,Pass,
,,,,,,,,,,,,,,,,2.748506,,,,,,,,,,,,cac9119b-b2ac-443f-9f7c-a786515833b9,36,,"[92.2, 4.7]",3825793,0,,,,,0.21780089,,Head,,,"[116.6, 10.1]",,Low Pass,,24.990398,Incomplete,,Sabin Merino Zuloaga,6666.0,,,,,,,1,From Kick Off,Mikel Balenziaga Oruesagasti,6789.0,Left Back,2,Athletic Club,215,"['a9931ed6-37df-459e-b032-813bea34b4a5', 'cc317447-68af-469a-9f7f-d80907acfb4e']",24,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:24.825,Pass,
,,,,,,,,,,,,,,,,0.563894,,,,,,,,,,,,a129b65d-c439-4b9d-9b69-bf666923e0c7,40,,"[1.4, 76.1]",3825793,0,,,,,0.33745608,,Right Foot,,,"[7.1, 78.1]",,Ground Pass,,6.040695,Out,,,,,,,,,,1,From Kick Off,João Pedro Cavaco Cancelo,7005.0,Right Back,2,Athletic Club,215,,28,,,,,,,,,,,,,,,,,Valencia,207,00:00:28.988,Pass,
,,,,,,,,,,,,,,,,0.978578,,,,,,,,,,,,10379748-a626-4e00-b258-91f953c66d5a,41,,"[112.8, 0.1]",3825793,0,,,,,1.1151807,,,,,"[117.7, 10.1]",,Low Pass,,11.135978,,,Iker Muniain Goñi,6842.0,,,,,,Throw-in,1,From Throw In,Mikel Balenziaga Oruesagasti,6789.0,Left Back,3,Athletic Club,215,['27b8e684-99af-44f4-9c20-e5306a5791e5'],54,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:54.372,Pass,
,,,,,,,,,,,,,,,,0.493372,,,,,,,,,,,,9a03501e-b06d-48de-9b68-2aa7b65beabb,46,,"[113.5, 6.1]",3825793,0,,,,,-0.19204801,,Right Foot,,,"[117.1, 5.4]",,Ground Pass,,3.6674242,,,Mikel Balenziaga Oruesagasti,6789.0,,,,,,,1,From Throw In,Iker Muniain Goñi,6842.0,Left Wing,3,Athletic Club,215,"['b3b5da5d-8bc7-4729-98f7-e7f0333bc755', 'f7f8d1da-bd85-4c77-b152-f0b6d643e1bd']",57,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:57.683,Pass,True
,,,,,,,,,,,,,,,,1.589894,,,,,,,,,,,,e1a43577-e641-4662-a037-d8c300b3f67d,49,,"[117.1, 5.4]",3825793,0,,,,,1.5996692,,Left Foot,True,,"[116.3, 33.1]",,Low Pass,,27.71155,Incomplete,,Gorka Elustondo Urkola,12191.0,,,,,,,1,From Throw In,Mikel Balenziaga Oruesagasti,6789.0,Left Back,3,Athletic Club,215,"['1684879c-5074-4a62-aaf6-7b7fd06a1f46', '3f3ed1a7-9f38-46f5-be7f-511e2ff27acb']",58,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:58.543,Pass,
,,,,,,,,,,,,,,,,1.484211,,,,,,,,,,,,d0f3f825-a7bd-407c-b1d0-a4fe80ef72c0,52,,"[120.0, 0.1]",3825793,1,,,,,1.6899476,,Right Foot,,,"[114.9, 42.7]",,High Pass,,42.904194,Incomplete,,,,,True,True,Straight,,Corner,1,From Corner,Beñat Etxebarria Urkiaga,6396.0,Left Defensive Midfield,4,Athletic Club,215,['d3184534-09f2-47a9-99fe-84914e8aadd8'],28,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:28.813,Pass,
,,,,,,,,,,,,,,,,1.04768,,,,,,,,,,,,2c59daf8-ab60-403d-9efb-f0dab77de7ad,60,,"[34.7, 4.2]",3825793,1,,,,,1.6332152,,Left Foot,,,"[34.0, 15.4]",,Ground Pass,,11.221853,,,André Filipe Tavares Gomes,10802.0,,,,,,,1,Regular Play,Denis Cheryshev,5186.0,Left Midfield,5,Valencia,207,['5fc8a90a-9314-4f52-98cf-d70adb42c4ff'],41,,,,,,,,,,,,,,,,,Valencia,207,00:01:41.216,Pass,
,,,,,,,,,,,,,,,,1.836956,,,,,,,,,,,,7967bb0a-8427-4a50-a35d-ba719242fc26,64,,"[45.7, 20.1]",3825793,1,,,,,1.4288993,,Left Foot,,,"[50.6, 54.4]",,High Pass,,34.64823,,,Santiago Mina Lorenzo,6594.0,,,,,,,1,Regular Play,André Filipe Tavares Gomes,10802.0,Left Center Midfield,5,Valencia,207,['8e66ad6e-237f-4023-bd61-ff830c1b0bdd'],43,,,,,,,,,,,,,,,,,Valencia,207,00:01:43.946,Pass,
,,,,,,,,,,,,,,,,0.846085,,,,,,,,,,,,0a861d7c-1288-4b3b-a218-68d974d0a252,67,,"[52.7, 53.5]",3825793,1,,,,,-1.2870022,,Other,,,"[54.8, 46.3]",,Low Pass,,7.5,Incomplete,,Álvaro Negredo Sánchez,20542.0,,,,,,,1,Regular Play,Santiago Mina Lorenzo,6594.0,Right Midfield,5,Valencia,207,"['17544fbf-4cb9-477c-8a98-627925320afa', 'ad1f628f-271c-4319-bc4a-2461ed1683d7']",45,,,,,,,,,,,,,,,,,Valencia,207,00:01:45.864,Pass,
,,,,,,,,,,,,,,,,2.119178,,,,,,,,,,,,1dd3155f-335b-4a23-8475-b4abbb475a24,70,,"[34.2, 32.1]",3825793,1,,,,,2.7347765,,Left Foot,,,"[15.4, 40.2]",,Ground Pass,,20.47071,,,Gorka Iraizoz Moreno,6576.0,,,,,,Recovery,1,Regular Play,Mikel Balenziaga Oruesagasti,6789.0,Left Back,5,Valencia,207,['e33be2c2-73d0-4379-8b10-3fb4b0a210ec'],50,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:50.273,Pass,
,,,,,,,,,,,,,,,,3.059553,,,,,,,,,,,,6e87d3b0-16f7-40d1-93cc-a9b5c3b3b5f1,74,,"[14.1, 49.1]",3825793,1,,,,,0.5536152,,Right Foot,,,"[53.9, 73.7]",,High Pass,,46.788887,Incomplete,,,,,,,,,,1,Regular Play,Gorka Iraizoz Moreno,6576.0,Goalkeeper,5,Valencia,207,"['14716e7d-33fb-432e-9e1c-7c98e65bd971', 'a6782145-3fe4-4493-a776-33fc0795a6ae']",53,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:53.911,Pass,True
,,,,,,,,,,,,,,,,1.863652,,,,,,,,,,,,14716e7d-33fb-432e-9e1c-7c98e65bd971,76,,"[66.2, 6.4]",3825793,1,,,,True,0.12002334,,,,,"[86.1, 8.8]",,Low Pass,,20.0442,,,André Filipe Tavares Gomes,10802.0,,,,,,Recovery,1,Regular Play,Denis Cheryshev,5186.0,Left Midfield,5,Valencia,207,"['6e4c4302-f478-4b86-ade2-d3e7b3c05847', '6e87d3b0-16f7-40d1-93cc-a9b5c3b3b5f1', 'b70b3386-7cec-4690-93c3-0b4b0f57b99a']",56,,,,,,,,,,,,,,,,,Valencia,207,00:01:56.970,Pass,True
,,,,,,,,,,,,,,,,0.690481,,,,,,,,,,,,18caa87e-782c-48d0-b5a9-653db68f6ba6,83,,"[4.4, 59.5]",3825793,2,,,,,-0.1687501,,Left Foot,,,"[17.9, 57.2]",,High Pass,,13.694525,Incomplete,,,,,,,,,,1,Regular Play,Xabier Etxeita Gorritxategi,6788.0,Right Center Back,6,Athletic Club,215,['241e7eb0-c7c3-4587-bc36-87d42f978507'],5,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:05.380,Pass,
,,,,,,,,,,,,,,,,1.488071,,,,,,,,,,,,83c2ed2a-84dd-458a-a06a-dc1673464970,86,,"[46.3, 49.1]",3825793,2,,,,True,1.2230294,,,,,"[49.2, 57.1]",,Low Pass,,8.509406,,,Óscar de Marcos Arana,6649.0,,,,,,Recovery,1,Regular Play,Sabin Merino Zuloaga,6666.0,Center Forward,6,Athletic Club,215,"['75f6bab3-4898-459c-8f01-fcb2abeab730', 'e1ee7102-6831-48f4-ae0d-016200cc69e0']",9,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:09.202,Pass,True
,,,,,,,,,,,,,,,,1.960816,,,,,,,,,,,,d4ceaa30-3ec1-4f9d-a320-22ce3f925d74,89,,"[49.4, 56.4]",3825793,2,,,,,-2.3847582,,Right Foot,,,"[40.4, 47.9]",,High Pass,,12.379418,,,Beñat Etxebarria Urkiaga,6396.0,,,,,,,1,Regular Play,Óscar de Marcos Arana,6649.0,Right Wing,6,Athletic Club,215,['0e9a65ea-eca2-4bd7-9b7d-e58677207ac3'],10,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:10.768,Pass,
,,,,,,,,,,,,,,,,2.846325,,,,,,,,,,,,ddef47d0-f221-4c24-85e4-dd91e53ed91b,93,,"[41.8, 47.0]",3825793,2,,,,,-1.675517,,Right Foot,,,"[38.3, 13.7]",,Ground Pass,,33.48343,,,Mikel Balenziaga Oruesagasti,6789.0,,,,,,,1,Regular Play,Beñat Etxebarria Urkiaga,6396.0,Left Defensive Midfield,6,Athletic Club,215,['1c29ba22-ecb7-4a20-a2a9-d4e22849bf39'],13,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:13.334,Pass,
,,,,,,,,,,,,,,,,1.948484,,,,,,,,,,,,0c34d034-6f2a-4962-9c01-b6d2a8553c5e,99,,"[20.1, 12.2]",3825793,2,,True,,,0.3503142,,Right Foot,,,"[82.5, 35.0]",,High Pass,,66.43493,Incomplete,,,,,,,,,Free Kick,1,From Free Kick,Mikel Balenziaga Oruesagasti,6789.0,Left Back,7,Athletic Club,215,['93f5a7e5-91a2-4bd5-bd30-d44ca8e63ab0'],41,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:41.409,Pass,
,,,,,,,,,,,,,,,,1.684661,,,,,,,,,,,,93f5a7e5-91a2-4bd5-bd30-d44ca8e63ab0,100,,"[37.6, 45.1]",3825793,2,,,,True,0.8734055,,,,,"[43.8, 52.5]",,High Pass,,9.654015,Incomplete,,,,,,,,,Interception,1,From Free Kick,Aderllan Leandro de Jesus Santos,27482.0,Left Center Back,7,Athletic Club,215,"['0c34d034-6f2a-4962-9c01-b6d2a8553c5e', '12188a3a-3242-4b54-99eb-82bc903470c7', '497e83dd-5af3-4918-941a-c4780db0c983']",43,,,,,,,,,,,,,,,,,Valencia,207,00:02:43.358,Pass,True
,,,,,,,,,,,,,,,,0.912717,,,,,,,,,,,,5ffbd1d1-e77e-44e8-ac75-d835be09c42c,105,,"[82.8, 11.0]",3825793,2,,,,,1.5778384,,Left Foot,,,"[82.7, 25.2]",,Ground Pass,,14.200352,,,Iker Muniain Goñi,6842.0,,,,,,,1,From Free Kick,Mikel Rico Moreno,6656.0,Center Attacking Midfield,7,Athletic Club,215,"['ade4c791-b19b-4301-b68d-c111efee386c', 'b364e214-c5cf-4cfe-908e-b03d6eb8742a']",47,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:47.055,Pass,True
,,,,,,,,,,,,,,,,1.210408,,,,,,,,,,,,f75e09dc-4889-4d81-8201-9d5f2c18f85e,108,,"[78.5, 19.3]",3825793,2,,,,,2.428532,,Right Foot,,,"[71.1, 25.7]",,Ground Pass,,9.78366,,,Beñat Etxebarria Urkiaga,6396.0,,,,,,,1,From Free Kick,Iker Muniain Goñi,6842.0,Left Wing,7,Athletic Club,215,['7ddae8a4-ec24-4b4d-a426-5197f8b397ab'],49,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:49.298,Pass,
,,,,,,,,,,,,,,,,1.251252,,,,,,,,,,,,165aa428-bddf-4ec9-a698-21675cfae710,110,,"[71.1, 25.7]",3825793,2,,,,,-1.600938,,Right Foot,,,"[70.5, 5.8]",,Ground Pass,,19.909042,,,Mikel Balenziaga Oruesagasti,6789.0,,,,,,,1,From Free Kick,Beñat Etxebarria Urkiaga,6396.0,Left Defensive Midfield,7,Athletic Club,215,['ed0b5579-2a54-4e5c-ac2e-425f1ee45815'],50,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:50.509,Pass,
,,,,,,,,,,,,,,,,0.80376,,,,,,,,,,,,0e4386d6-5cb1-42d3-95e1-b2c98bc1ee45,113,,"[69.0, 5.9]",3825793,2,,,,,2.054919,,Left Foot,,,"[62.9, 17.5]",,Ground Pass,,13.106106,,,Beñat Etxebarria Urkiaga,6396.0,,,,,,,1,From Free Kick,Mikel Balenziaga Oruesagasti,6789.0,Left Back,7,Athletic Club,215,['dbe94c16-ea66-42f1-873c-b7a8ee7123f4'],52,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:52.496,Pass,
,,,,,,,,,,,,,,,,0.907243,,,,,,,,,,,,778319f9-5772-464f-bf4d-c8998197a809,117,,"[63.3, 16.5]",3825793,2,,,,,-3.125846,,Right Foot,,,"[50.6, 16.3]",,Ground Pass,,12.701574,,,Aymeric Laporte,4353.0,,,,,,,1,From Free Kick,Beñat Etxebarria Urkiaga,6396.0,Left Defensive Midfield,7,Athletic Club,215,"['7c89f24c-0cea-44ec-9395-7914dbdd07f1', 'ed46dbae-931f-46f5-a05b-e84b7002c760']",53,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:53.692,Pass,True
,,,,,,,,,,,,,,,,1.23027,,,,,,,,,,,,6567e469-419a-4f2c-9706-ffda7c80994b,120,,"[50.1, 16.7]",3825793,2,,,,,0.94742674,,Left Foot,,,"[58.8, 28.8]",,Ground Pass,,14.90302,,,Iker Muniain Goñi,6842.0,,,,,,,1,From Free Kick,Aymeric Laporte,4353.0,Left Center Back,7,Athletic Club,215,['44cce9d3-19bb-4ad2-b17d-8e0bf8a7c784'],57,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:57.216,Pass,
,,,,,,,,,,,,,,,,0.774371,,,,,,,,,,,,a50cb31e-f21a-40ea-b1ca-2e49bd719370,123,,"[58.8, 28.8]",3825793,2,,,,,2.5770233,,Right Foot,,,"[55.8, 30.7]",,Ground Pass,,3.5510561,Incomplete,,Gorka Elustondo Urkola,12191.0,,,,,,,1,From Free Kick,Iker Muniain Goñi,6842.0,Left Wing,7,Athletic Club,215,"['622876cc-1974-4b11-9883-8c485f67bfce', '6c75d7ac-09ce-48a2-86ee-24e00817792c']",58,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:58.454,Pass,
