50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0efcd873-c3e2-47fc-9e5f-c7645b9f991d,1,,,3889217,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brazil,781,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 397626, 'name': 'Félix Miéli Venerando'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 39708, 'name': 'Carlos Alberto Torres'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 397628, 'name': 'Hercules Brito Ruas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 397623, 'name': 'José de Anchieta Fontana'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 397629, 'name': 'Everaldo Marques da Silva'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 16}, {'player': {'id': 397620, 'name': 'Clodoaldo Tavares de Santana'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 397627, 'name': 'Wilson da Silva Piazza'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 3}, {'player': {'id': 397622, 'name': 'Jair Ventura Filho'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 397631, 'name': 'Paulo Cézar Lima'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 18}, {'player': {'id': 39712, 'name': 'Édson Arantes do Nascimento'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 397637, 'name': 'Eduardo Gonçalves de Andrade'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Brazil,781,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e860da9f-2d55-4e9e-942e-c36afb4540f9,2,,,3889217,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brazil,781,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 398948, 'name': 'Stere Adamache'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 21}, {'player': {'id': 398949, 'name': 'Lajos Satmareanu'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 398954, 'name': ""Ion 'Liţă' Dumitru""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 398950, 'name': 'Nicolae Lupescu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 398951, 'name': 'Mihai Mocanu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 4}, {'player': {'id': 398953, 'name': 'Radu Nunweiller'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 398969, 'name': 'Cornel Dinu'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 398952, 'name': 'Emerich Dembrovschi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 398968, 'name': 'Mircea Lucescu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 398956, 'name': 'Alexandru Neagu'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 16}, {'player': {'id': 398955, 'name': 'Florea Dumitrache'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Romania,905,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d7b44766-7c74-4d16-a99d-5199b14580b2,3,,,3889217,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brazil,781,['25884498-e0fc-4872-a4dd-5a0bf16e0f4a'],0,,,,,,,,,,,,,,,,,,Romania,905,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,25884498-e0fc-4872-a4dd-5a0bf16e0f4a,4,,,3889217,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brazil,781,['d7b44766-7c74-4d16-a99d-5199b14580b2'],0,,,,,,,,,,,,,,,,,,Brazil,781,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c205ddd3-8227-4815-9241-7b43aa46257b,1723,,,3889217,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,107,Romania,905,['76448b86-3d89-455c-968d-add5e1272e7e'],0,,,,,,,,,,,,,,,,,,Romania,905,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,76448b86-3d89-455c-968d-add5e1272e7e,1724,,,3889217,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,107,Romania,905,['c205ddd3-8227-4815-9241-7b43aa46257b'],0,,,,,,,,,,,,,,,,,,Brazil,781,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.80941,,,,,,,,,,,,,,eaee4262-2499-4ae2-808e-c766ddd6c921,5,,"[60.0, 40.0]",3889217,0,,,,-0.9011574,,Left Foot,,,"[61.9, 37.6]",,Ground Pass,,3.0610456,,,,Édson Arantes do Nascimento,39712.0,,,,,Kick Off,1,From Kick Off,Eduardo Gonçalves de Andrade,397637.0,Left Center Forward,2,Brazil,781,['6b78b68b-6b1c-4ef9-8583-89edaf87277f'],1,,,,,,,,,,,,,,,,,,Brazil,781,00:00:01.097,Pass,
,,,,,,,,,,,,,,,,1.671003,,,,,,,,,,,,,,84d18450-53dc-4f51-9db6-3ed964ad2b97,8,,"[62.5, 34.2]",3889217,0,,,,2.2240574,,Right Foot,,,"[48.8, 52.1]",,Ground Pass,,22.541073,,,,Carlos Alberto Torres,39708.0,,,,,,1,From Kick Off,Édson Arantes do Nascimento,39712.0,Right Center Forward,2,Brazil,781,['490d0f3f-304f-4cd0-98af-eb8d7bc52695'],2,,,,,,,,,,,,,,,,,,Brazil,781,00:00:02.363,Pass,
,,,,,,,,,,,,,,,,1.255805,,,,,,,,,,,,,,3b45e2f0-a8e4-4805-8c3d-d418af2113eb,11,,"[54.0, 56.4]",3889217,0,,,,1.0265158,,Left Foot,,,"[63.2, 71.6]",,Ground Pass,,17.767385,,,,Jair Ventura Filho,397622.0,,,,,,1,From Kick Off,Carlos Alberto Torres,39708.0,Right Back,2,Brazil,781,['2be422c7-c7e0-43bc-b964-0acf0b042e35'],4,,,,,,,,,,,,,,,,,,Brazil,781,00:00:04.905,Pass,
,,,,,,,,,,,,,,,,1.006667,,,,,,,,,,,,,,779574b9-5915-4b25-8f20-250d738f2e5d,13,,"[67.4, 71.4]",3889217,0,,,,-2.5244012,,Right Foot,,,"[55.0, 62.6]",,Ground Pass,,15.205262,,,,Carlos Alberto Torres,39708.0,,,,,,1,From Kick Off,Jair Ventura Filho,397622.0,Right Midfield,2,Brazil,781,['37728b17-92d1-4351-bb23-22a638cc25ba'],6,,,,,,,,,,,,,,,,,,Brazil,781,00:00:06.161,Pass,
,,,,,,,,,,,,,,,,2.358148,,,,,,,,,,,,,,01bb5d36-912c-45a1-89f0-a1e8893e5e96,16,,"[54.8, 58.1]",3889217,0,,,,-1.0362505,,Right Foot,,,"[78.6, 17.9]",,High Pass,,46.717022,,Incomplete,,Eduardo Gonçalves de Andrade,397637.0,,True,,,,1,From Kick Off,Carlos Alberto Torres,39708.0,Right Back,2,Brazil,781,"['ec44c471-91b7-4616-85cd-c88457d16530', 'f4a116bb-d9a9-4031-bccc-4d4c3f3c6c51']",10,,,,,,,,,,,,,,,,,,Brazil,781,00:00:10.148,Pass,
,,,,,,,,,,,,,,,,1.68204,,,,,,,,,,,,,,ec44c471-91b7-4616-85cd-c88457d16530,19,,"[41.5, 62.2]",3889217,0,,,,0.10972699,,Right Foot,,,"[53.3, 63.5]",,Low Pass,,11.871394,,,,Ion 'Liţă' Dumitru,398954.0,,,,,Recovery,1,Regular Play,Emerich Dembrovschi,398952.0,Right Midfield,3,Romania,905,"['01bb5d36-912c-45a1-89f0-a1e8893e5e96', '5790323d-4d07-431e-94b7-4d978c149d57', '5ea9bb9f-ea06-4712-9e68-ec70acd31e49']",12,,,,,,,,,,,,,,,,,,Romania,905,00:00:12.506,Pass,True
