bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,5e0207ff-e834-4c96-8003-9dff41d1f10b,1,,,3888702,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brazil,781,,0,,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 397626, 'name': 'Félix Miéli Venerando'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 39708, 'name': 'Carlos Alberto Torres'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 397628, 'name': 'Hercules Brito Ruas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 397627, 'name': 'Wilson da Silva Piazza'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 397629, 'name': 'Everaldo Marques da Silva'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 16}, {'player': {'id': 397621, 'name': 'Gérson de Oliveira Nunes'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 397620, 'name': 'Clodoaldo Tavares de Santana'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 397622, 'name': 'Jair Ventura Filho'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 397630, 'name': 'Roberto Rivelino'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 39712, 'name': 'Édson Arantes do Nascimento'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 397637, 'name': 'Eduardo Gonçalves de Andrade'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Brazil,781,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,ab02480d-5579-463e-ba69-230a9c0dc364,2,,,3888702,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brazil,781,,0,,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 397665, 'name': 'Enrico Albertosi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 39715, 'name': 'Tarcisio Burgnich'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 397680, 'name': 'Roberto Rosato'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 8}, {'player': {'id': 397666, 'name': 'Pierluigi Cera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 397674, 'name': 'Angelo Domenghini'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 13}, {'player': {'id': 39714, 'name': 'Giacinto Facchetti'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 40095, 'name': 'Mario Bertini'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 397681, 'name': 'Giancarlo De Sisti'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 39732, 'name': 'Sandro Mazzola'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 39717, 'name': 'Roberto Boninsegna'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 397675, 'name': 'Luigi Riva'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Italy,914,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,a4730d61-288d-4db5-bd56-652230fb8247,3,,,3888702,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brazil,781,['c6ede971-91c8-4a99-8fb6-243350677c60'],0,,,,,,,,,,,,,,,,,,,Brazil,781,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,c6ede971-91c8-4a99-8fb6-243350677c60,4,,,3888702,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brazil,781,['a4730d61-288d-4db5-bd56-652230fb8247'],0,,,,,,,,,,,,,,,,,,,Italy,914,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,22cc5e43-3431-4cda-bab8-fd98eda61e10,1411,,,3888702,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,110,Brazil,781,['e9e18dfc-0fed-404a-b8f8-e8ac81f7df99'],0,,,,,,,,,,,,,,,,,,,Brazil,781,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,e9e18dfc-0fed-404a-b8f8-e8ac81f7df99,1412,,,3888702,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,110,Brazil,781,['22cc5e43-3431-4cda-bab8-fd98eda61e10'],0,,,,,,,,,,,,,,,,,,,Italy,914,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.698917,,,,,,,,,,,2e6e6baf-0af9-4513-a104-1e89169def48,5,,"[61.0, 40.1]",3888702,0,,,,1.7681919,,Left Foot,,,"[60.6, 42.1]",,Ground Pass,,2.0396078,,,Sandro Mazzola,39732.0,,,,,,Kick Off,1,From Kick Off,Roberto Boninsegna,39717.0,Right Center Forward,2,Italy,914,['905a8b88-ca27-4c47-ad94-1236eee9fd66'],0,,,,,,,,,,,,,,,,,,,Italy,914,00:00:00.662,Pass,
,,,,,,,,,,,,,,,,1.425022,,,,,,,,,,,6ccdb1fb-edb9-4021-9f3d-5fa912faa20f,8,,"[61.9, 41.5]",3888702,0,,,,-3.0199735,,Right Foot,,,"[52.9, 40.4]",,Ground Pass,,9.066973,,,Mario Bertini,40095.0,,,,,,,1,From Kick Off,Sandro Mazzola,39732.0,Left Center Midfield,2,Italy,914,['c99fc57c-8230-49aa-9522-6ec4d91927f9'],1,,,,,,,,,,,,,,,,,,,Italy,914,00:00:01.879,Pass,
,,,,,,,,,,,,,,,,0.986976,,,,,,,,,,,137302dd-f278-4aa6-a7be-a6e80788e33d,11,,"[53.5, 39.5]",3888702,0,,,,-1.133005,,Right Foot,,,"[60.1, 25.4]",,Ground Pass,,15.568237,,,Luigi Riva,397675.0,,,,,,,1,From Kick Off,Mario Bertini,40095.0,Center Defensive Midfield,2,Italy,914,['8b01d261-cddd-431f-bdb3-eae1017fc75e'],3,,,,,,,,,,,,,,,,,,,Italy,914,00:00:03.739,Pass,
,,,,,,,,,,,,,,,,0.865285,,,,,,,,,,,3079ac5b-80f7-4380-a6b4-0f26b0a06d89,15,,"[63.4, 33.8]",3888702,0,,,,1.1071488,,Left Foot,,,"[68.3, 43.6]",,Ground Pass,,10.956733,,,Sandro Mazzola,39732.0,,,,,,,1,From Kick Off,Luigi Riva,397675.0,Left Center Forward,2,Italy,914,"['5146ce4d-f7e3-4d3f-a082-4917059a73b8', '80c0612c-0d6c-4352-88ce-5a330c787d18']",6,,,,,,,,,,,,,,,,,,,Italy,914,00:00:06.818,Pass,True
