50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,cb2119b7-dd78-4215-8049-cc6091f0adf7,1,,,3889218,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brazil,781,,0,,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 397626, 'name': 'Félix Miéli Venerando'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 39708, 'name': 'Carlos Alberto Torres'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 397628, 'name': 'Hercules Brito Ruas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 397627, 'name': 'Wilson da Silva Piazza'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 397632, 'name': 'Marco Antônio Feliciano'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 397620, 'name': 'Clodoaldo Tavares de Santana'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 397621, 'name': 'Gérson de Oliveira Nunes'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 397622, 'name': 'Jair Ventura Filho'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 397630, 'name': 'Roberto Rivelino'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 39712, 'name': 'Édson Arantes do Nascimento'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 397637, 'name': 'Eduardo Gonçalves de Andrade'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Brazil,781,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d67251b8-99a2-4698-8077-75ff1bfc9367,2,,,3889218,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brazil,781,,0,,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 398853, 'name': 'Luis Rubiños Cerna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 398854, 'name': 'Eloy Campos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 398857, 'name': 'José Antonio Fernández Santini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 398855, 'name': 'Héctor Eduardo Chumpitáz González'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 398856, 'name': 'Domingo Nicolás Fuentes Zegarra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 5}, {'player': {'id': 398873, 'name': 'Roberto Chale Olarte'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 398859, 'name': 'Ramón Antonio Mifflin Páez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 398860, 'name': 'Julio Alberto Temistocles Baylón Aragones'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 398862, 'name': 'Alberto Gallardo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 398861, 'name': 'Pedro Pablo León García'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 398858, 'name': 'Teófilo Juan Cubillas Arizaga'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Peru,784,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1e17297d-e765-49f9-8381-b3e5e913501c,3,,,3889218,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brazil,781,['f19170bf-06bc-4667-99aa-57a40ac4b54d'],0,,,,,,,,,,,,,,,,,,,Brazil,781,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f19170bf-06bc-4667-99aa-57a40ac4b54d,4,,,3889218,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brazil,781,['1e17297d-e765-49f9-8381-b3e5e913501c'],0,,,,,,,,,,,,,,,,,,,Peru,784,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5444a9d8-e89a-4a2d-b4cf-95d6aab34ae1,1744,,,3889218,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,107,Brazil,781,['873f37e2-01cf-4ff6-a06c-e8e83319d75e'],0,,,,,,,,,,,,,,,,,,,Brazil,781,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,873f37e2-01cf-4ff6-a06c-e8e83319d75e,1745,,,3889218,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,107,Brazil,781,['5444a9d8-e89a-4a2d-b4cf-95d6aab34ae1'],0,,,,,,,,,,,,,,,,,,,Peru,784,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.68085,,,,,,,,,,,,,3e5abdff-873c-4912-941b-855791857d7b,5,,"[61.0, 40.1]",3889218,0,,,,,-0.1882215,,Left Foot,,,,"[63.1, 39.7]",,Ground Pass,,2.1377559,,,,Édson Arantes do Nascimento,39712.0,,,,,,Kick Off,1,From Kick Off,Eduardo Gonçalves de Andrade,397637.0,Left Center Forward,2,Brazil,781,['12b1b3b9-562b-4175-bbc1-642e622c22f9'],0,,,,,,,,,,,,,,,,,,,Brazil,781,00:00:00.763,Pass,
,,,,,,,,,,,,,,,,1.884022,,,,,,,,,,,,,850b1564-3796-467d-871d-2fc533802f86,8,,"[63.3, 39.7]",3889218,0,,,,,2.2071483,,Right Foot,,,,"[50.0, 57.7]",,Ground Pass,,22.380571,,,,Carlos Alberto Torres,39708.0,,,,,,,1,From Kick Off,Édson Arantes do Nascimento,39712.0,Right Center Forward,2,Brazil,781,['27110a32-9af3-4945-904d-2506c53fa979'],2,,,,,,,,,,,,,,,,,,,Brazil,781,00:00:02.345,Pass,
,,,,,,,,,,,,,,,,1.555399,,,,,,,,,,,,,207e1053-1827-4a25-a172-e63d6cf25850,10,,"[50.0, 57.2]",3889218,0,,,,,-1.1726288,,Right Foot,,,,"[55.3, 44.6]",,Ground Pass,,13.669309,,,,Gérson de Oliveira Nunes,397621.0,,,,,,,1,From Kick Off,Carlos Alberto Torres,39708.0,Right Back,2,Brazil,781,['7423b995-502c-4cd9-9c67-8ac576ea96c5'],4,,,,,,,,,,,,,,,,,,,Brazil,781,00:00:04.229,Pass,
,,,,,,,,,,,,,,,,1.07654,,,,,,,,,,,,,135ab730-b14e-4631-a1b1-ec3e7fc3fb82,13,,"[55.1, 45.0]",3889218,0,,,,,-1.3449847,,Left Foot,,,,"[56.8, 37.6]",,Ground Pass,,7.5927596,,,,Clodoaldo Tavares de Santana,397620.0,,,,,,,1,From Kick Off,Gérson de Oliveira Nunes,397621.0,Left Defensive Midfield,2,Brazil,781,['cf7782b6-15bc-46f2-9496-77c5a76234a1'],7,,,,,,,,,,,,,,,,,,,Brazil,781,00:00:07.370,Pass,
