50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,a1d757a1-df6e-4d28-aae1-09a2d7eb3fa5,1,,,,3998840,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Germany Women's,857,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 15560, 'name': 'Ann-Katrin Berger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 25492, 'name': 'Giulia Gwinn'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 7}, {'player': {'id': 46881, 'name': 'Janina Minge'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 46885, 'name': 'Rebecca Knaak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 135326, 'name': 'Sarai Linder'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 46546, 'name': 'Elisa Senß'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 47008, 'name': 'Sjoeke Nüsken'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 9}, {'player': {'id': 46987, 'name': 'Jule Brand'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 10258, 'name': 'Linda Dallmann'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 16}, {'player': {'id': 25729, 'name': 'Klara Bühl'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 25476, 'name': 'Lea Schüller'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Germany Women's,857,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,3cc9f1e6-78dc-4717-abde-33f2bb2c6563,2,,,,3998840,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Germany Women's,857,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 316795, 'name': 'Kinga Szemik'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 46873, 'name': 'Sylwia Matysik'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 6}, {'player': {'id': 443270, 'name': 'Emilia Urszula Szymczak'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 13}, {'player': {'id': 31167, 'name': 'Paulina Dudek'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 324158, 'name': 'Martyna Wiankowska'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 47011, 'name': 'Tanja Pawollek'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 11}, {'player': {'id': 482154, 'name': 'Paulina Tomasiak'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 21}, {'player': {'id': 136945, 'name': 'Adriana Achcińska'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 63420, 'name': 'Ewelina Kamczyk'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 143046, 'name': 'Natalia Padilla-Bidas'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 15214, 'name': 'Ewa Pajor'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Poland Women's,29167,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,ceb93e56-c120-4edf-93bb-54e9bf066c56,3,,,,3998840,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Germany Women's,857,['b92ee140-7270-4654-8ecc-21cd3ab84f39'],0,,,,,,,,,,,,,,,,,,Poland Women's,29167,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,b92ee140-7270-4654-8ecc-21cd3ab84f39,4,,,,3998840,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Germany Women's,857,['ceb93e56-c120-4edf-93bb-54e9bf066c56'],0,,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,8bcc0760-c624-4f46-9dfb-2be3ea6a49ee,1635,,,,3998840,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,82,Germany Women's,857,['57f7d633-3a8c-4e99-9b09-cd1943a32be0'],0,,,,,,,,,,,,,,,,,,Poland Women's,29167,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,57f7d633-3a8c-4e99-9b09-cd1943a32be0,1636,,,,3998840,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,82,Germany Women's,857,['8bcc0760-c624-4f46-9dfb-2be3ea6a49ee'],0,,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,2.131841,,,,,,,,,,,4040648b-d4a6-420f-9db7-0c3e840d672d,5,,,"[61.0, 40.1]",3998840,0,,,,-2.8372178,,Right Foot,,,"[41.9, 34.1]",,Ground Pass,,20.020239,,,,,Paulina Dudek,31167.0,,,,,,Kick Off,1,From Kick Off,Ewa Pajor,15214.0,Center Forward,2,Poland Women's,29167,['2a7f11e3-fc4c-4b64-a6b3-70e55e820497'],0,,,,,,,,,,,,,,,,,,Poland Women's,29167,00:00:00.369,Pass,
,,,,,,,,,,,,,,,,2.559911,,,,,,,,,,,7ef69a50-7914-46ba-8dd9-a2014fe96848,8,,,"[42.7, 34.2]",3998840,0,,,,0.7971347,,Left Foot,,,"[84.8, 77.3]",,High Pass,,60.24965,,,,,Paulina Tomasiak,482154.0,,,True,,,,1,From Kick Off,Paulina Dudek,31167.0,Left Center Back,2,Poland Women's,29167,['f0ad1f4c-6c0f-4de1-9306-ea1202b2bfc7'],2,,,,,,,,,,,,,,,,,,Poland Women's,29167,00:00:02.602,Pass,
,,,,,,,,,,,,,,,,1.091653,,,,,,,,,,,e70ff59c-41d9-44d7-bf1f-1fc8510a1eb9,11,,,"[84.5, 77.4]",3998840,0,,,,-2.0005586,,Head,,,"[79.0, 65.4]",,Low Pass,,13.200378,,,Incomplete,,,,,,,,,,1,From Kick Off,Paulina Tomasiak,482154.0,Right Midfield,2,Poland Women's,29167,['13de3c51-11f8-4cf7-b369-1f27ab88da65'],5,,,,,,,,,,,,,,,,,,Poland Women's,29167,00:00:05.201,Pass,
,,,,,,,,,,,,,,,,1.264783,,,,,,,,,,,13de3c51-11f8-4cf7-b369-1f27ab88da65,12,,,"[41.1, 14.7]",3998840,0,,,,2.7896888,,Left Foot,,,"[28.3, 19.4]",,Low Pass,,13.635615,,,Incomplete,,Rebecca Knaak,46885.0,,,,,,Recovery,1,From Kick Off,Klara Bühl,25729.0,Left Wing,2,Poland Women's,29167,"['cc06fdbf-d857-4311-bf6b-1c142ddbd32e', 'e70ff59c-41d9-44d7-bf1f-1fc8510a1eb9', '08e78685-a41f-46d4-b694-f31e8d8df32d']",6,,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:06.293,Pass,
