50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,b0ab4bca-d8a5-4909-a801-6fdc16e3978e,1,,,,3998837,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Switzerland Women's,860,,0,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 32099, 'name': 'Livia Peng'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 12}, {'player': {'id': 10417, 'name': 'Viola Calligaris'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 18}, {'player': {'id': 32101, 'name': 'Julia Stierli'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 2}, {'player': {'id': 10404, 'name': 'Noelle Maritz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 460753, 'name': 'Iman Beney'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 19}, {'player': {'id': 276579, 'name': 'Nadine Riesen'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 8}, {'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 482017, 'name': 'Noemi Ivelj'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 407639, 'name': 'Smilla Vallotto'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 10419, 'name': 'Géraldine Reuteler'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 6}, {'player': {'id': 135325, 'name': 'Riola Xhemaili'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Switzerland Women's,860,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0d132c9d-8a67-4d20-a1e1-3d46ee17af97,2,,,,3998837,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Switzerland Women's,860,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 24370, 'name': 'Cecilie Fiskerstrand'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 276303, 'name': 'Thea Bjelde'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 276288, 'name': 'Tuva Hansen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 401647, 'name': 'Marit Bratberg Lund'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 25466, 'name': 'Vilde Bøe Risa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 24374, 'name': 'Ingrid Syrstad Engen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 10516, 'name': 'Frida Maanum'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 18}, {'player': {'id': 10386, 'name': 'Caroline Graham Hansen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 10385, 'name': 'Ada Stolsmo Hegerberg'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Norway Women's,852,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,13f27b13-ac58-4fa7-b185-d373b05a0c9b,3,,,,3998837,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Switzerland Women's,860,['89346f1f-35ba-4a79-be05-0d3f20e2cffa'],0,,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,89346f1f-35ba-4a79-be05-0d3f20e2cffa,4,,,,3998837,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Switzerland Women's,860,['13f27b13-ac58-4fa7-b185-d373b05a0c9b'],0,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3c29d478-2a6b-463f-95f7-84dc11f32ee7,1829,,,,3998837,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,87,Norway Women's,852,['db87ac15-8c9d-43d3-b9a0-494e8a0ae687'],0,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,db87ac15-8c9d-43d3-b9a0-494e8a0ae687,1830,,,,3998837,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,87,Norway Women's,852,['3c29d478-2a6b-463f-95f7-84dc11f32ee7'],0,,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.823265,,,,,,,,,,,,,,,40deb847-7879-454f-99dd-026e7f693226,5,,,"[61.0, 40.1]",3998837,0,,,,,-3.1185198,,Right Foot,,,,"[48.0, 39.8]",,Ground Pass,,13.003461,,,Lia Wälti,10405.0,,,,,,Kick Off,1,From Kick Off,Géraldine Reuteler,10419.0,Right Center Forward,2,Switzerland Women's,860,['53b9e6dd-6598-4f1f-a338-743600479cc0'],0,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:00:00.640,Pass,
,,,,,,,,,,,,,,,,,,2.71802,,,,,,,,,,,,,,,caa2ee79-1e8c-4f08-9d7d-52e2ee6d49e6,9,,,"[43.7, 32.4]",3998837,0,,,,,-0.34555557,,Left Foot,,,,"[86.2, 17.1]",,High Pass,,45.170124,Incomplete,,Nadine Riesen,276579.0,,,,,,,1,From Kick Off,Lia Wälti,10405.0,Center Defensive Midfield,2,Switzerland Women's,860,"['0ce81fee-e6bc-4282-9730-e042460284f2', '12725c61-3826-40ba-94b9-9a95bf07c0e5', 'bc36238c-1b4c-4b89-870d-fd2e2816cb62']",3,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:00:03.217,Pass,True
,,,,,,,,,,,,,,,,,,2.36196,,,,,,,,,,,,,,,6409bc75-3240-47b6-867d-650f01b30384,14,,,"[35.1, 65.1]",3998837,0,,,,,-0.116784595,,Right Foot,,,,"[53.0, 63.0]",,High Pass,,18.022764,Incomplete,,,,,,,,,Recovery,1,From Kick Off,Vilde Bøe Risa,25466.0,Right Defensive Midfield,2,Switzerland Women's,860,"['dc113d72-fcec-48fa-972d-5e5b2104f91e', 'f34b3f46-f075-4ba3-be7a-dca047f726db']",7,,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:07.652,Pass,True
,,,,,,,,,,,,,,,,,,1.158495,,,,,,,,,,,,,,,f34b3f46-f075-4ba3-be7a-dca047f726db,15,,,"[67.1, 17.1]",3998837,0,,,,True,0.60932636,,,,,,"[76.7, 23.8]",,High Pass,,11.706836,Incomplete,,,,,,,,,Recovery,1,From Kick Off,Lia Wälti,10405.0,Center Defensive Midfield,2,Switzerland Women's,860,"['babe066e-7685-45c5-ae75-14475ceea7cc', 'd5076d7c-b097-4921-9ea7-ffd4cf9f1687', '6409bc75-3240-47b6-867d-650f01b30384']",10,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:00:10.014,Pass,True
