50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_out,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.892121,,,,,,,,,,,,,,fd7f72a2-e4b7-47ff-925d-370422cf8286,34,,"[64.3, 0.1]",3998850,1,,,,,1.4501727,,,,,,"[65.5, 10.0]",,Low Pass,,9.972462,,Incomplete,Rachel Rowe,19780.0,,,,,,Throw-in,1,From Throw In,Lily Woodham,15704.0,Left Back,5,Wales,2456,"['89e5ba52-f6fa-4ae5-9b20-b714796eb8dd', '2735f986-9823-461b-ba18-31b294da9506']",11,,,,,,,,,,,,,,,,,,Wales,2456,00:01:11.207,Pass,
,,,,,,,,,,,,,,,,1.006322,,,,,,,,,,,,,,2d900ea4-1736-4e47-becb-63e841c9649c,43,,"[54.5, 62.0]",3998850,1,,,,,-0.9999227,,Right Foot,,,,"[61.5, 51.1]",,Ground Pass,,12.95415,,,Melvine Malard,31614.0,,,,,,,1,Regular Play,Onema Grace Geyoro,10272.0,Right Center Midfield,6,France Women's,861,['280b5ef2-e38b-451b-846c-36e553f4fd3a'],15,,,,,,,,,,,,,,,,,,France Women's,861,00:01:15.817,Pass,
,,,,,,,,,,,,,,,,1.46673,,,,,,,,,,,,,,2188feaf-6bd3-442d-a6d8-e7095366135d,47,,"[78.8, 31.6]",3998850,1,,,,,-2.108081,,Right Foot,,,,"[70.4, 17.5]",,Ground Pass,,16.412495,,,Selma Bacha,15471.0,,,,,,,1,Regular Play,Melvine Malard,31614.0,Left Midfield,6,France Women's,861,['1cdb2355-78da-4b45-91c6-2a522ef494fa'],21,,,,,,,,,,,,,,,,,,France Women's,861,00:01:21.513,Pass,
,,,,,,,,,,,,,,,,0.808614,,,,,,,,,,,,,,9d8fc66b-63dc-4695-9bfd-0b54658d54a8,50,,"[71.8, 21.0]",3998850,1,,,,,2.3561945,,Left Foot,,,,"[64.6, 28.2]",,Ground Pass,,10.182338,,,Sandie Toletti,30971.0,,,,,,,1,Regular Play,Selma Bacha,15471.0,Left Back,6,France Women's,861,['03f2e154-26d5-4000-ab86-0b775e25d7ba'],23,,,,,,,,,,,,,,,,,,France Women's,861,00:01:23.744,Pass,
,,,,,,,,,,,,,,,,2.011971,,,,,,,,,,,,,,a43f114a-7cd2-4882-a64f-7bf3f0a69173,53,,"[63.2, 30.8]",3998850,1,,,,,1.9244995,,Right Foot,,,,"[56.0, 50.3]",,Ground Pass,,20.786776,,,Thiniba Samoura,159488.0,,,,,,,1,Regular Play,Sandie Toletti,30971.0,Center Defensive Midfield,6,France Women's,861,['d922e7e6-3952-4d3e-9cf0-ed8393f5f911'],26,,,,,,,,,,,,,,,,,,France Women's,861,00:01:26.434,Pass,
,,,,,,,,,,,,,,,,1.975151,,,,,,,,,,,,,,25a845b5-20b1-4f26-97ae-3bb6adbb969f,56,,"[58.2, 53.4]",3998850,1,,,,,0.8224183,,Right Foot,,,,"[79.0, 75.8]",,Ground Pass,,30.567957,,,Melween Ndongala,97854.0,,,,,,,1,Regular Play,Thiniba Samoura,159488.0,Right Center Back,6,France Women's,861,['51218ccb-2d38-455b-b325-a8609bc8bafe'],29,,,,,,,,,,,,,,,,,,France Women's,861,00:01:29.432,Pass,
,,,,,,,,,,,,,,,,0.623693,,,,,,,,,,,,,,ca21ca02-3ce5-4d10-ab33-83660429a850,59,,"[79.0, 77.2]",3998850,1,,,,,-1.6784862,,Right Foot,,,,"[77.8, 66.1]",,Ground Pass,,11.164677,,,Amel Majri,15249.0,,,,,,,1,Regular Play,Melween Ndongala,97854.0,Right Back,6,France Women's,861,['f93dd786-8729-4258-bbaf-fa76f133a709'],31,,,,,,,,,,,,,,,,,,France Women's,861,00:01:31.648,Pass,
,,,,,,,,,,,,,,,,1.91893,,,,,,,,,,,,,,abb93929-5475-49df-a7f3-009b9f2b0d06,62,,"[77.8, 67.6]",3998850,1,,,,,0.58467484,,Right Foot,,,,"[91.7, 76.8]",,Low Pass,,16.668833,,,Melween Ndongala,97854.0,,,,,,,1,Regular Play,Amel Majri,15249.0,Left Center Midfield,6,France Women's,861,['5a3eed9c-d466-474a-b179-e190daf747eb'],32,,,,,,,,,,,,,,,,,,France Women's,861,00:01:32.603,Pass,
,,,,,,,,,,,,,,,,0.168372,,,,,,,,,,,,,,8c921314-817a-4cac-9481-cefc891fe79a,65,,"[91.3, 77.3]",3998850,1,,,,,-1.1180179,,Right Foot,,,,"[93.1, 73.6]",,Ground Pass,,4.1146083,,Incomplete,,,,,,,,,1,Regular Play,Melween Ndongala,97854.0,Right Back,6,France Women's,861,['3398e316-ecb3-41dd-a0fa-4a037c1c6842'],34,,,,,,,,,,,,,,,,,,France Women's,861,00:01:34.675,Pass,
,,,,,,,,,,,,,,,,0.985761,,,,,,,,,,,,,,19684d85-3af4-4a39-a6a2-f26a356cf059,70,,"[96.8, 71.8]",3998850,1,,,,,-1.1458199,,Right Foot,,,,"[103.0, 58.1]",,Ground Pass,,15.03762,,,Kadidiatou Diani,10137.0,,,,,,,1,Regular Play,Melween Ndongala,97854.0,Right Back,6,France Women's,861,"['72e30865-9eaa-42f5-9a57-2ae51f69587d', 'e16405e9-7383-4f59-b04e-21140b080fc2']",36,,,,,,,,,,,,,,,,,,France Women's,861,00:01:36.317,Pass,True
,,,,,,,,,,,,,,,,0.705548,,,,,,,,,,,,,,b773e475-04a2-40cb-b1db-3c1acaf30017,73,,"[111.6, 54.2]",3998850,1,,,,,-1.693465,eb9abc28-8cce-4c06-b842-e0ca9fdcaa8d,Right Foot,,,,"[110.7, 46.9]",,Low Pass,,7.3552704,,,Clara Mateo,31636.0,True,,,,,,1,Regular Play,Kadidiatou Diani,10137.0,Right Midfield,6,France Women's,861,['1d7e733c-eef7-4302-95d6-9336795ab111'],38,,,,,,,,,,,,,,,,,,France Women's,861,00:01:38.776,Pass,
,,,,,,,,,,,,,,,,1.701688,,,,,,,,,,,,,,018fc1d7-04da-466b-969b-2d7a6b14e17d,78,,"[120.0, 80.0]",3998850,2,,,,,-1.7307094,,Left Foot,,,,"[114.0, 42.8]",,High Pass,True,37.680763,,Incomplete,,,,,,Inswinging,,Corner,1,From Corner,Selma Bacha,15471.0,Left Back,7,France Women's,861,['78ea5434-0e6f-4275-b046-630230323d37'],14,,,,,,,,,,,,,,,,,,France Women's,861,00:02:14.306,Pass,
,,,,,,,,,,,,,,,,0.915012,,,,,,,,,,,,,,405b7fc2-9ee7-45e1-b8f9-028654df84a3,80,,"[111.8, 0.1]",3998850,2,,,,,1.7398976,,,,,,"[110.4, 8.3]",,High Pass,,8.318654,,,Melvine Malard,31614.0,,,,,,Throw-in,1,From Throw In,Selma Bacha,15471.0,Left Back,8,France Women's,861,['498d3637-1dc3-4877-8689-2b8a5fc1db0b'],44,,,,,,,,,,,,,,,,,,France Women's,861,00:02:44.300,Pass,
,,,,,,,,,,,,,,,,1.546764,,,,,,,,,,,,,,f4886282-bc01-4862-bbfe-1c42eedaa3a1,88,,"[8.1, 78.2]",3998850,2,,,,,-0.3893167,,Right Foot,,,,"[23.7, 71.8]",,Ground Pass,,16.861792,,Incomplete,Ffion Morgan,185543.0,,,,,,,1,From Throw In,Kayleigh Anne Marie Barton,482216.0,Right Midfield,8,France Women's,861,"['e2e97ed3-ab32-4fc5-8765-f2f9ecdc28de', 'b2d9c4b9-299f-4160-820e-95a3f2c17acc', '09fde051-2d68-4f80-9693-2c0ae38d4a74']",47,,,,,,,,,,,,,,,,,,Wales,2456,00:02:47.864,Pass,True
,,,,,,,,,,,,,,,,1.062017,,,,,,,,,,,,,,09fde051-2d68-4f80-9693-2c0ae38d4a74,90,,"[96.4, 8.3]",3998850,2,,,,,-0.6833913,,Right Foot,,,,"[103.4, 2.6]",,Ground Pass,,9.027182,,,Selma Bacha,15471.0,,,,,,Recovery,1,From Throw In,Sandie Toletti,30971.0,Center Defensive Midfield,8,France Women's,861,"['f4886282-bc01-4862-bbfe-1c42eedaa3a1', 'fb36e5ae-71c1-4d9f-9d49-f39a94f1d4fd']",49,,,,,,,,,,,,,,,,,,France Women's,861,00:02:49.411,Pass,
,,,,,,,,,,,,,,,,0.342539,,,,,,,,,,,,,,499a599d-73e1-47ad-9c92-2a78ca046e6b,93,,"[107.3, 3.7]",3998850,2,,,,,1.022247,,Left Foot,,,,"[110.6, 9.1]",,Low Pass,,6.328507,,Incomplete,,,,,,,,,1,From Throw In,Selma Bacha,15471.0,Left Back,8,France Women's,861,['3e292957-0e54-4a05-a469-52ad16e92306'],52,,,,,,,,,,,,,,,,,,France Women's,861,00:02:52.708,Pass,
,,,,,,,,,,,,,,,,0.943003,,,,,,,,,,,,,,90048230-c442-43ab-91ef-43ec45e24b73,98,,"[13.0, 65.7]",3998850,2,,,,,2.0344439,,Left Foot,,,,"[10.1, 71.5]",,Ground Pass,,6.484597,,Incomplete,Esther Morgan,53440.0,,,,,,,1,From Throw In,Angharad James,15577.0,Right Defensive Midfield,8,France Women's,861,"['14f46b31-e8b8-4a0b-af81-b8711e4313c7', '6cafd33c-9167-45f3-880d-6ade0e17d0a6', '6800584b-7715-438b-856d-c1b232036223']",54,,,,,,,,,,,,,,,,,,Wales,2456,00:02:54.315,Pass,True
,,,,,,,,,,,,,,,,0.719246,,,,,,,,,,,,,,6cafd33c-9167-45f3-880d-6ade0e17d0a6,101,,"[110.0, 8.6]",3998850,2,,,,,-2.4569755,,Right Foot,,,,"[105.1, 4.6]",,Ground Pass,,6.325346,,,Selma Bacha,15471.0,,,,,,Recovery,1,From Throw In,Onema Grace Geyoro,10272.0,Right Center Midfield,8,France Women's,861,"['fea200e2-d101-414b-a04c-1d4d309c323b', '7d7d724a-3d8f-49d8-acf2-828cee8ffbec', '90048230-c442-43ab-91ef-43ec45e24b73']",55,,,,,,,,,,,,,,,,,,France Women's,861,00:02:55.258,Pass,True
,,,,,,,,,,,,,,,,0.765297,,,,,,,,,,,,,,d0d9a090-6826-4bef-87ef-aafee8f283fb,105,,"[109.7, 3.7]",3998850,2,,,,,-2.7810266,,Left Foot,,,,"[103.6, 1.4]",,Ground Pass,,6.519202,,,Melvine Malard,31614.0,,,,,,,1,From Throw In,Selma Bacha,15471.0,Left Back,8,France Women's,861,['fdef2383-65cb-4454-bbc1-143d42f63c46'],58,,,,,,,,,,,,,,,,,,France Women's,861,00:02:58.524,Pass,
,,,,,,,,,,,,,,,,2.322386,,,,,,,,,,,,,,c90157e5-fdbe-4744-8818-a7ab2f51d915,108,,"[98.2, 2.1]",3998850,3,,,,,2.2164562,,Right Foot,,,,"[75.9, 31.7]",,Ground Pass,,37.060085,,,Thiniba Samoura,159488.0,,,,,,,1,From Throw In,Melvine Malard,31614.0,Left Midfield,8,France Women's,861,['18cc28ac-33ba-4627-9a7b-7eb0c38f26dd'],0,,,,,,,,,,,,,,,,,,France Women's,861,00:03:00.649,Pass,
,,,,,,,,,,,,,,,,1.724493,,,,,,,,,,,,,,e1d84217-fb06-4770-b617-6fef1103c8f8,111,,"[75.9, 31.7]",3998850,3,,,,,-1.9978749,,Right Foot,,,,"[68.3, 15.0]",,Ground Pass,,18.348024,,,Alice Sombath,49583.0,,,,,,,1,From Throw In,Thiniba Samoura,159488.0,Right Center Back,8,France Women's,861,['d1af6a90-2c7b-4649-ae4e-56c370593315'],3,,,,,,,,,,,,,,,,,,France Women's,861,00:03:03.017,Pass,
,,,,,,,,,,,,,,,,1.150037,,,,,,,,,,,,,,aa55bed0-7427-4dd6-a612-89c9b4469460,114,,"[68.3, 15.0]",3998850,3,,,,,-1.224051,,Left Foot,,,,"[72.6, 3.1]",,Ground Pass,,12.653063,,,Sandie Toletti,30971.0,,,,,,,1,From Throw In,Alice Sombath,49583.0,Left Center Back,8,France Women's,861,['0d098082-b6b8-48c4-bfd9-4fd60e7f4ea0'],4,,,,,,,,,,,,,,,,,,France Women's,861,00:03:04.787,Pass,
,,,,,,,,,,,,,,,,1.295623,,,,,,,,,,,,,,259f06ac-ec01-4ebf-8881-16a6beed7187,117,,"[70.4, 3.8]",3998850,3,,,,,2.360344,,Right Foot,,,,"[58.3, 15.8]",,Ground Pass,,17.04142,,,Alice Sombath,49583.0,,,,,,,1,From Throw In,Sandie Toletti,30971.0,Center Defensive Midfield,8,France Women's,861,['29f5386f-7f35-45b7-8d40-7e5cd850ddb6'],8,,,,,,,,,,,,,,,,,,France Women's,861,00:03:08.504,Pass,
,,,,,,,,,,,,,,,,1.68909,,,,,,,,,,,,,,50ba2d91-205b-43c9-b882-4a0968517045,120,,"[56.6, 22.4]",3998850,3,,,,,1.7180481,,Right Foot,,,,"[53.5, 43.3]",,Ground Pass,,21.128654,,,Thiniba Samoura,159488.0,,,,,,,1,From Throw In,Alice Sombath,49583.0,Left Center Back,8,France Women's,861,['b0714f35-2054-4eb6-83b7-fdf509d541fb'],10,,,,,,,,,,,,,,,,,,France Women's,861,00:03:10.986,Pass,
,,,,,,,,,,,,,,,,1.400014,,,,,,,,,,,,,,b4f2b65e-c223-4628-affd-836ec125d7bc,123,,"[55.8, 42.3]",3998850,3,,,,,-1.2744445,,Right Foot,,,,"[63.8, 16.1]",,Ground Pass,,27.39416,,,Sandie Toletti,30971.0,,,,,,,1,From Throw In,Thiniba Samoura,159488.0,Right Center Back,8,France Women's,861,['3853e8df-be8e-4ef7-aa90-ce7dcd48b79b'],13,,,,,,,,,,,,,,,,,,France Women's,861,00:03:13.807,Pass,
,,,,,,,,,,,,,,,,1.263486,,,,,,,,,,,,,,d49d263b-7137-4373-9f47-f63265e3d4d5,126,,"[77.6, 6.6]",3998850,3,,,,,-0.39152956,,Right Foot,,,,"[88.5, 2.1]",,Ground Pass,,11.792371,,,Selma Bacha,15471.0,,,,,,,1,From Throw In,Sandie Toletti,30971.0,Center Defensive Midfield,8,France Women's,861,['0e1c10cc-c97e-42e0-aa95-9e40d8ebf872'],17,,,,,,,,,,,,,,,,,,France Women's,861,00:03:17.927,Pass,
,,,,,,,,,,,,,,,,2.782013,,,,,,,,,,,,,,b42ba3be-858a-40dc-aad7-dc2092f63ac8,129,,"[90.4, 4.4]",3998850,3,,,,,2.9777212,,Left Foot,,,,"[65.0, 8.6]",,Ground Pass,,25.744902,,,Alice Sombath,49583.0,,,,,,,1,From Throw In,Selma Bacha,15471.0,Left Back,8,France Women's,861,['734a8a3e-b3e7-4b25-ac97-73c458ce331d'],21,,,,,,,,,,,,,,,,,,France Women's,861,00:03:21.183,Pass,
,,,,,,,,,,,,,,,,1.251052,,,,,,,,,,,,,,93ffafdc-b94a-4811-8098-b610a778d6d5,132,,"[63.8, 23.0]",3998850,3,,,,,-0.9783044,,Right Foot,,,,"[77.6, 2.5]",,Ground Pass,,24.712143,,,Selma Bacha,15471.0,,,,,,,1,From Throw In,Alice Sombath,49583.0,Left Center Back,8,France Women's,861,['f830fae5-0187-40f7-8c77-4033ee0e1c96'],29,,,,,,,,,,,,,,,,,,France Women's,861,00:03:29.816,Pass,
,,,,,,,,,,,,,,,,0.38551,,,,,,,,,,,,,,a7733827-9c42-4cdb-bebf-caaeb26f92e6,136,,"[117.5, 6.9]",3998850,3,,,,,1.7454685,,Left Foot,,,,"[116.9, 10.3]",,Low Pass,,3.4525354,,Incomplete,,,,,,,,,1,From Throw In,Selma Bacha,15471.0,Left Back,8,France Women's,861,"['d8658340-f11e-4e88-9407-bb5aed3f3645', 'a66f06b8-6587-493b-95ec-b833c7a19b2f']",37,,,,,,,,,,,,,,,,,,France Women's,861,00:03:37.394,Pass,True
