50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.942065,,,,,,,,,,,52953c64-f185-4286-b031-06597a540da1,20,,,"[28.3, 11.7]",3998842,0,,,,,-0.8734055,,Left Foot,,,,"[37.6, 0.6]",,Low Pass,,14.481022,Out,,Lily Woodham,15704.0,,,,,,1,From Kick Off,Esther Morgan,53440.0,Left Center Back,2,Wales,2456,['e385fa91-9823-43e0-8bb3-4e5a21ef59ba'],13,,,,,,,,,,,,,,,,,,Wales,2456,00:00:13.014,Pass,
,,,,,,,,,,,,,,,,2.358153,,,,,,,,,,,c6bcd662-07e4-4e87-803a-7ea776e666d1,22,,,"[79.3, 80.0]",3998842,0,,,,,-2.66128,,,,,,"[55.5, 67.6]",,Low Pass,,26.836542,,,Dominique Johanna Anna Petrone Janssen,10666.0,,,,,Throw-in,1,From Throw In,Kerstin Yasmijn Casparij,221888.0,Right Back,3,Netherlands Women's,851,['b659e14f-9de0-41a4-ad5a-5587b713cec3'],22,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:22.611,Pass,
,,,,,,,,,,,,,,,,1.908907,,,,,,,,,,,805ebb7a-69e7-4efd-b9fb-daa008086194,25,,,"[49.5, 66.3]",3998842,0,,,,,-1.823985,,Left Foot,,,,"[42.1, 37.7]",,Ground Pass,,29.541834,,,Veerle Buurman,402098.0,,,,,,1,From Throw In,Dominique Johanna Anna Petrone Janssen,10666.0,Right Center Back,3,Netherlands Women's,851,['c3e4ad84-c6e3-4efc-8d0c-60bf3e1f07f4'],26,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:26.862,Pass,
,,,,,,,,,,,,,,,,1.776974,,,,,,,,,,,8835ac4f-a89b-40e6-bdc0-e2fcca0e8039,28,,,"[46.9, 27.3]",3998842,0,,,,,-0.86808217,,Left Foot,,,,"[63.5, 7.7]",,Ground Pass,,25.685015,,,Esmee Brugts,62962.0,,,,,,1,From Throw In,Veerle Buurman,402098.0,Left Center Back,3,Netherlands Women's,851,['22343475-fed0-4d11-9c06-2e2f1c985798'],30,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:30.592,Pass,
,,,,,,,,,,,,,,,,1.71871,,,,,,,,,,,e1bd4c09-bab2-4c68-b129-fec02c7864c3,31,,,"[66.5, 7.3]",3998842,0,,,,,2.8215573,,Right Foot,,,,"[49.0, 13.1]",,Ground Pass,,18.436106,,,Veerle Buurman,402098.0,,,,,,1,From Throw In,Esmee Brugts,62962.0,Left Back,3,Netherlands Women's,851,['2e0d348b-4af4-4b82-9c14-2823cfa83535'],35,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:35.228,Pass,
,,,,,,,,,,,,,,,,6.206244,,,,,,,,,,,598120c0-dd5a-4311-a7a6-edde0e6b3619,35,,,"[52.1, 9.0]",3998842,0,,,,,-0.0073963148,,Left Foot,,,,"[119.7, 8.5]",,High Pass,,67.60185,Out,,Wieke Hendrikje Maria Kaptein,221887.0,,,,,,1,From Throw In,Veerle Buurman,402098.0,Left Center Back,3,Netherlands Women's,851,"['1cd62985-98b9-4b96-8f1b-971d4e831165', '8e120330-066d-425d-a6e8-9884daea78e7']",38,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:38.979,Pass,True
,,,,,,,,,,,,,,,,2.532676,,,,,,,,,,,2b55568d-d2e0-47bc-80a4-1c21ff0039f8,39,,,"[6.2, 43.2]",3998842,1,,,,,-0.6415326,,Right Foot,,,,"[46.9, 12.8]",,High Pass,,50.8001,,,Lily Woodham,15704.0,,,,,Goal Kick,1,From Goal Kick,Olivia Clarke,326619.0,Goalkeeper,4,Wales,2456,['81e67c33-890c-49dc-83b2-fce7d11ef38c'],11,,,,,,,,,,,,,,,,,,Wales,2456,00:01:11.277,Pass,
,,,,,,,,,,,,,,,,2.757106,,,,,,,,,,,d88c4991-494d-42b3-8f50-6d3b11802a60,42,,,"[47.3, 12.8]",3998842,1,,,,True,0.94494987,,,,,,"[54.6, 22.9]",,High Pass,,12.461942,Incomplete,,,,,,,,,1,From Goal Kick,Lily Woodham,15704.0,Left Wing Back,4,Wales,2456,"['356d18fb-43da-488e-9c8a-a553a9347a2b', '3ea73ccb-eb2a-4595-b73a-45b66c5dfff2']",13,,,,,,,,,,,,,,,,,,Wales,2456,00:01:13.850,Pass,True
,,,,,,,,,,,,,,,,0.690927,,,,,,,,,,,7824448c-09cd-4a46-b03a-bc59e89475be,46,,,"[69.3, 50.9]",3998842,1,,,,,-1.2036225,,Right Foot,,,,"[72.8, 41.8]",,Ground Pass,,9.749872,Unknown,,,,,,,,,1,Regular Play,Jackie Groenen,10654.0,Right Defensive Midfield,5,Netherlands Women's,851,['8fea3ac5-4049-472d-ab6c-f8f6b998aa30'],17,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:01:17.837,Pass,True
,,,,,,,,,,,,,,,,2.446771,,,,,,,,,,,404dce2c-4e12-4724-906b-cbb0e96f833b,50,,,"[71.1, 34.7]",3998842,1,,,,,-2.6165252,,Right Foot,,,,"[56.6, 26.3]",,Ground Pass,,16.757387,,,Veerle Buurman,402098.0,,,,,Recovery,1,Regular Play,Wieke Hendrikje Maria Kaptein,221887.0,Left Defensive Midfield,8,Netherlands Women's,851,['2cced31e-6105-4dcf-8170-05de3e5c921a'],30,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:01:30.881,Pass,
,,,,,,,,,,,,,,,,1.864161,,,,,,,,,,,841e9c34-b599-4aa7-bd53-a2862cd960f1,52,,,"[56.2, 26.3]",3998842,1,,,,,1.5707964,,Left Foot,,,,"[56.2, 53.3]",,Ground Pass,,27.0,,,Dominique Johanna Anna Petrone Janssen,10666.0,,,,,,1,Regular Play,Veerle Buurman,402098.0,Left Center Back,8,Netherlands Women's,851,['a6e6db89-dcb3-4746-a860-6ea0fbbe0eab'],33,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:01:33.327,Pass,
,,,,,,,,,,,,,,,,1.932671,,,,,,,,,,,fb9c5889-483c-4815-9487-b40d7e88616a,55,,,"[56.8, 55.0]",3998842,1,,,,,-1.6472892,,Left Foot,,,,"[54.7, 27.6]",,Ground Pass,,27.480356,,,Veerle Buurman,402098.0,,,,,,1,Regular Play,Dominique Johanna Anna Petrone Janssen,10666.0,Right Center Back,8,Netherlands Women's,851,['00a90aae-aca0-4f19-970c-a78c033a4d6d'],38,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:01:38.566,Pass,
,,,,,,,,,,,,,,,,2.363465,,,,,,,,,,,beccf531-d437-4088-ade1-5084fff48137,59,,,"[54.2, 33.4]",3998842,1,,,,,2.8209875,,Left Foot,,,,"[28.0, 42.1]",,Ground Pass,,27.606703,,,Daphne van Domselaar,32339.0,,,,,,1,Regular Play,Veerle Buurman,402098.0,Left Center Back,8,Netherlands Women's,851,"['f8117f09-513d-4e79-af27-3f4ad3b3704a', '40bd92be-b2d3-47f7-a3d0-39c085ff34dd']",40,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:01:40.826,Pass,True
,,,,,,,,,,,,,,,,1.34992,,,,,,,,,,,15358de1-8eca-497c-a9b1-f8ac6fcc5564,62,,,"[28.7, 44.0]",3998842,1,,,,,1.1495636,,Left Foot,,,,"[35.6, 59.4]",,Ground Pass,,16.87513,,,Dominique Johanna Anna Petrone Janssen,10666.0,,,,,,1,Regular Play,Daphne van Domselaar,32339.0,Goalkeeper,8,Netherlands Women's,851,['a267a049-e62a-4a73-b872-65bc0be07396'],44,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:01:44.167,Pass,
,,,,,,,,,,,,,,,,5.843271,,,,,,,,,,,9fb9ac4f-0029-48aa-9074-a11730309679,65,,,"[42.7, 60.9]",3998842,1,,,,,0.035435677,,Right Foot,,,,"[110.4, 63.3]",,High Pass,,67.74253,,,Victoria Pelova,63788.0,,,,,,1,Regular Play,Dominique Johanna Anna Petrone Janssen,10666.0,Right Center Back,8,Netherlands Women's,851,['a45a4bcd-47ab-4089-b369-f4db3b3d36a0'],47,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:01:47.961,Pass,
,,,,,,,,,,,,,,,,0.058337,,,,,,,,,,,c4455f8a-aea3-41c8-9d14-3ae99e1733f6,69,,,"[111.3, 63.7]",3998842,1,,,,,-2.3036115,,Left Foot,,,,"[109.5, 61.7]",,Ground Pass,,2.6907248,Incomplete,,,,,,,,,1,Regular Play,Victoria Pelova,63788.0,Right Wing,8,Netherlands Women's,851,"['a59fb7b6-1fea-4d25-9179-2da85385d5d2', '655a8e83-8971-4742-a6d4-2c8f0a784f10']",56,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:01:56.014,Pass,True
,,,,,,,,,,,,,,,,0.07577,,,,,,,,,,,b8fbc2ad-6c31-487e-80c0-f94600b70326,72,,,"[26.8, 18.4]",3998842,1,,,,,1.4601392,,Right Foot,,,,"[27.2, 22.0]",,Ground Pass,,3.622154,Incomplete,,,,,,,,Recovery,1,Regular Play,Hannah Cain,18253.0,Left Wing,8,Netherlands Women's,851,['1c95e419-73bc-48b9-a4a8-142fb250ffde'],57,,,,,,,,,,,,,,,,,,Wales,2456,00:01:57.792,Pass,
,,,,,,,,,,,,,,,,0.788321,,,,,,,,,,,a311eb14-0c4f-4c96-a3f4-a6c874b4fb0d,76,,,"[96.4, 67.4]",3998842,2,,,,,0.07677189,,Right Foot,,,,"[104.2, 68.0]",,Ground Pass,,7.823043,,,Victoria Pelova,63788.0,,,,,,1,Regular Play,Kerstin Yasmijn Casparij,221888.0,Right Back,8,Netherlands Women's,851,['b2da3cd0-0b2b-43a6-8d5c-4b0c34047135'],0,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:02:00.028,Pass,
,,,,,,,,,,,,,,,,0.984022,,,,,,,,,,,c8c814f8-7651-4c63-853c-74e78b85fd48,79,,,"[104.4, 68.2]",3998842,2,,,,,-1.5377505,,Right Foot,,,,"[104.8, 56.1]",,Ground Pass,,12.106609,,,Danielle van de Donk,10658.0,,,,,,1,Regular Play,Victoria Pelova,63788.0,Right Wing,8,Netherlands Women's,851,['0cd190df-3300-4f4c-a056-00cf96d1b634'],2,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:02:02.060,Pass,
,,,,,,,,,,,,,,,,0.724836,,,,,,,,,,,cf2976a8-6f94-4f25-987a-85bbb3afa5b2,84,,,"[105.2, 57.8]",3998842,2,,,,,1.9363986,,Left Foot,,,,"[100.3, 70.6]",,Ground Pass,,13.705838,,,Victoria Pelova,63788.0,,,,,,1,Regular Play,Danielle van de Donk,10658.0,Center Attacking Midfield,8,Netherlands Women's,851,"['90829ddd-7922-43a4-b81e-aeaa0f3bf780', 'e86df9d0-1a04-49fa-8492-9c756191b91d', '04ad448e-ca07-4173-aecb-54aa757b1eae']",3,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:02:03.326,Pass,True
,,,,,,,,,,,,,,,,0.64963,,,,,,,,,,,f913bcce-7135-4663-8c62-b23bb4cfed0e,87,,,"[102.9, 70.6]",3998842,2,,,,,-0.044415217,,Right Foot,,,,"[107.4, 70.4]",,Ground Pass,,4.504442,,,Kerstin Yasmijn Casparij,221888.0,,,,,,1,Regular Play,Victoria Pelova,63788.0,Right Wing,8,Netherlands Women's,851,['59df6373-0ab2-4c4e-9e4e-494932bbfa52'],5,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:02:05.166,Pass,
,,,,,,,,,,,,,,,,1.221797,,,,,,,,,,,8bbb4a52-407b-4231-8db6-d3d7aaf1fc84,90,,,"[105.0, 72.8]",3998842,2,,,,,-3.0522788,,Left Foot,,,,"[84.9, 71.0]",,Ground Pass,,20.180435,,,Jackie Groenen,10654.0,,,,,,1,Regular Play,Kerstin Yasmijn Casparij,221888.0,Right Back,8,Netherlands Women's,851,['d02a8548-1053-497f-b914-5092acdb2e6f'],6,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:02:06.711,Pass,
,,,,,,,,,,,,,,,,2.296782,,,,,,,,,,,500da9bb-3d2d-4565-989a-aaf01eb36029,93,,,"[84.9, 71.0]",3998842,2,,,,,-2.5395942,,Right Foot,,,,"[70.2, 60.9]",,Ground Pass,,17.835358,,,Dominique Johanna Anna Petrone Janssen,10666.0,,,,,,1,Regular Play,Jackie Groenen,10654.0,Right Defensive Midfield,8,Netherlands Women's,851,['67e49112-53b9-4755-9768-42194d085732'],9,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:02:09.278,Pass,
,,,,,,,,,,,,,,,,1.834226,,,,,,,,,,,85a22b93-9095-4dcb-b98c-0567bb955a50,95,,,"[70.0, 57.6]",3998842,2,,,,,-1.7566849,,Right Foot,,,,"[63.7, 24.1]",,Ground Pass,,34.087242,,,Veerle Buurman,402098.0,,,,,,1,Regular Play,Dominique Johanna Anna Petrone Janssen,10666.0,Right Center Back,8,Netherlands Women's,851,['70a84b58-035a-4334-93d9-06fa10a71ad8'],11,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:02:11.575,Pass,
,,,,,,,,,,,,,,,,1.839342,,,,,,,,,,,6db471f6-2d35-4665-8f37-6952649db72c,98,,,"[64.4, 21.5]",3998842,2,,,,,-0.5508049,,Left Foot,,,,"[84.1, 9.4]",,Ground Pass,,23.119257,,,Jill Roord,10650.0,,,,,,1,Regular Play,Veerle Buurman,402098.0,Left Center Back,8,Netherlands Women's,851,['28251e3c-484b-413e-b0cf-b72160e0ed57'],14,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:02:14.183,Pass,
,,,,,,,,,,,,,,,,1.208646,,,,,,,,,,,d6b81e8a-e4f0-4ee5-97f0-2bb8aaaa9f80,102,,,"[85.8, 12.7]",3998842,2,,,,,-0.90975314,,Left Foot,,,,"[91.4, 5.5]",,Ground Pass,,9.121404,,,Esmee Brugts,62962.0,,,,,,1,Regular Play,Jill Roord,10650.0,Left Wing,8,Netherlands Women's,851,"['c0512454-b1be-4042-b96c-6462559d520c', 'a2d3d2e5-f496-4b27-b4cf-cebd959bbbce']",20,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:02:20.715,Pass,True
,,,,,,,,,,,,,,,,1.497038,,,,,,,,,,,64c1942a-429a-4d8e-a89f-9043eaf74cd3,108,,,"[109.8, 0.1]",3998842,2,,,,,2.220197,,,,,,"[105.7, 5.5]",,Low Pass,,6.780118,,,Wieke Hendrikje Maria Kaptein,221887.0,,,,,Throw-in,1,From Throw In,Esmee Brugts,62962.0,Left Back,9,Netherlands Women's,851,['8ed61b3e-ddea-42bc-8c88-97762aa1081b'],41,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:02:41.342,Pass,
,,,,,,,,,,,,,,,,0.600275,,,,,,,,,,,f9ce98ca-2154-4ec8-b09e-cf8da52ec642,112,,,"[106.3, 5.1]",3998842,2,,,,,-1.1383885,,Other,,,,"[108.1, 1.2]",,Low Pass,,4.2953463,,,Esmee Brugts,62962.0,,,,,,1,From Throw In,Wieke Hendrikje Maria Kaptein,221887.0,Left Defensive Midfield,9,Netherlands Women's,851,"['df7984df-5809-4acf-bf7b-761f4fb08c89', '85cd43d0-6fd1-4be1-90a2-f9c4433a0950']",43,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:02:43.040,Pass,True
,,,,,,,,,,,,,,,,0.422971,,,,,,,,,,,ab963b52-33e3-46d5-aed4-0a730edfbdac,115,,,"[104.4, 2.7]",3998842,2,,,,,-0.32175055,,Right Foot,,,,"[106.8, 1.9]",,Ground Pass,,2.529822,,,Wieke Hendrikje Maria Kaptein,221887.0,,,,,,1,From Throw In,Esmee Brugts,62962.0,Left Back,9,Netherlands Women's,851,['02fa010e-ca26-4f17-8921-70f2c00063c0'],46,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:02:46.093,Pass,
,,,,,,,,,,,,,,,,1.155831,,,,,,,,,,,9a34c44e-6473-4d30-af99-d1b1665da4ba,122,,,"[35.0, 80.0]",3998842,3,,,,,-2.001935,,,,,,"[30.4, 70.0]",,Low Pass,,11.00727,,,Gemma Evans,16381.0,,,,,Throw-in,1,From Throw In,Josie Green,4865.0,Right Wing Back,10,Wales,2456,['af638d89-0804-4596-99c5-32febf48d3b1'],10,,,,,,,,,,,,,,,,,,Wales,2456,00:03:10.446,Pass,
,,,,,,,,,,,,,,,,1.041647,,,,,,,,,,,b096e7d0-94c7-485d-92cd-84da4d807f5f,126,,,"[29.6, 70.3]",3998842,3,,,,,0.47249693,,Left Foot,,,,"[34.1, 72.6]",,Low Pass,,5.0537114,Incomplete,,Josie Green,4865.0,,,,,,1,From Throw In,Gemma Evans,16381.0,Center Back,10,Wales,2456,"['96f40868-89c1-44c3-94d4-2a27c43a1adb', 'e47242ff-5117-45b7-92b1-db8dcc66c869', 'fd845047-2eb3-433d-b0c8-981018d9b488']",11,,,,,,,,,,,,,,,,,,Wales,2456,00:03:11.642,Pass,True
,,,,,,,,,,,,,,,,0.751063,,,,,,,,,,,e47242ff-5117-45b7-92b1-db8dcc66c869,128,,,"[86.0, 7.5]",3998842,3,,,,,-2.2332227,,Right Foot,,,,"[82.1, 2.5]",,Ground Pass,,6.3411355,,,Jill Roord,10650.0,,,,,Recovery,1,Regular Play,Vivianne Miedema,15623.0,Center Forward,11,Netherlands Women's,851,"['b096e7d0-94c7-485d-92cd-84da4d807f5f', '139f9f14-e5fb-4cd6-b442-0f845c566900']",12,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:03:12.684,Pass,
