50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.937097,,,,,,,,,,,,a5d4b104-ae1f-4ebc-b1e7-ca5d26f839d5,58,,"[84.0, 75.5]",3998841,1,,,,-0.8514498,,Right Foot,,,,"[108.0, 48.1]",,High Pass,,36.424717,Incomplete,,,,,,,,1,From Free Kick,Hanna Lundkvist,182764.0,Right Back,3,Sweden Women's,858,['6b13ba28-31f0-47ff-a8b8-f13b55843ee2'],4,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:04.454,Pass,
,,,,,,,,,,,,,,,,,,1.069673,,,,,,,,,,,,90d4c4ff-ada8-449a-99ef-4a5447e2a416,66,,"[112.4, 80.0]",3998841,1,,,,-2.0402243,,,,,,"[105.4, 66.2]",,Low Pass,,15.473849,,Ingrid Filippa Angeldal,62666.0,,,,,Throw-in,1,From Throw In,Hanna Lundkvist,182764.0,Right Back,4,Sweden Women's,858,['66977fc0-5460-42f0-a54c-8f93bbb69895'],19,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:19.088,Pass,
,,,,,,,,,,,,,,,,,,1.49792,,,,,,,,,,,,44c22df0-ef49-4fbe-8416-bfdc9ffbdb54,68,,"[105.4, 66.2]",3998841,1,,,,0.9370037,,Right Foot,,,,"[111.5, 74.5]",,Low Pass,,10.300486,,Hanna Lundkvist,182764.0,,,,,,1,From Throw In,Ingrid Filippa Angeldal,62666.0,Right Defensive Midfield,4,Sweden Women's,858,['33c55a20-9ef4-4b45-a854-acf92b8169a4'],20,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:20.157,Pass,
,,,,,,,,,,,,,,,,,,0.914475,,,,,,,,,,,,96c417f9-dd26-4488-b9f1-ac160bb5a920,71,,"[103.6, 74.1]",3998841,1,,,,-2.9008965,,Right Foot,,,,"[92.6, 71.4]",,Ground Pass,,11.326517,,Julia Zigiotti-Olme,26094.0,,,,,,1,From Throw In,Hanna Lundkvist,182764.0,Right Back,4,Sweden Women's,858,['b88adf33-00d1-4e58-9862-d5e9a4dcaf49'],25,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:25.722,Pass,
,,,,,,,,,,,,,,,,,,0.590474,,,,,,,,,,,,9124887c-06c1-49e4-be8c-8117947f2673,74,,"[92.6, 71.4]",3998841,1,,,,-0.20232163,,Right Foot,,,,"[104.3, 69.0]",,Ground Pass,,11.943618,,Johanna Rytting-Kaneryd,62710.0,,,,,,1,From Throw In,Julia Zigiotti-Olme,26094.0,Left Defensive Midfield,4,Sweden Women's,858,['c7d9e6b0-bdfa-4779-8a12-f018b7cb589a'],27,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:27.348,Pass,
,,,,,,,,,,,,,,,,,,0.523597,,,,,,,,,,,,b98ffe07-c909-488e-b1ca-9a06198abe68,81,,"[115.6, 56.4]",3998841,1,,,,-1.8950039,,Right Foot,True,True,,"[111.5, 44.2]",,Ground Pass,,12.870509,Incomplete,,,,,,,,1,From Throw In,Johanna Rytting-Kaneryd,62710.0,Right Wing,4,Sweden Women's,858,['4f00ef5b-5bdc-46b8-9949-b6e4c2fe1a43'],31,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:31.751,Pass,
,,,,,,,,,,,,,,,,,,1.770099,,,,,,,,,,,,b17c98a2-8493-48d7-8118-992090b13bea,88,,"[120.0, 80.0]",3998841,2,,,,-1.6539376,,Left Foot,,,,"[116.8, 41.6]",,High Pass,True,38.533104,Incomplete,,,,,,Inswinging,Corner,1,From Corner,Jonna Ann-Charlotte Andersson,10222.0,Left Back,5,Sweden Women's,858,['994530b4-7800-48e9-b1b3-e86ad530fd09'],14,,,,,,,,,,,,,,,,Sweden Women's,858,00:02:14.384,Pass,
,,,,,,,,,,,,,,,,,,4.392745,,,,,,,,,,,,bd9ee0b7-2cc9-48f8-9836-99740d89d0ab,92,,"[37.5, 63.6]",3998841,2,,,,0.17899734,35c17a56-830e-4112-8a99-e0d6441b3b1b,Right Foot,,,,"[88.9, 72.9]",,High Pass,,52.234566,,Janni Thomsen,87195.0,True,,,,,1,From Counter,Emma Snerle,32227.0,Left Center Midfield,6,Denmark Women's,853,['64d53696-54d5-402d-ac77-7b86e0996a07'],23,,,,,,,,,,,,,,,,Denmark Women's,853,00:02:23.222,Pass,
,,,,,,,,,,,,,,,,,,1.787852,,,,,,,,,,,,53466ec4-11ba-4d92-b3a5-7e8deb78066d,99,,"[120.0, 80.0]",3998841,3,,,,-1.6471647,,Left Foot,,,,"[117.1, 42.1]",,High Pass,True,38.010788,Incomplete,,,,,,Inswinging,Corner,1,From Corner,Katrine Veje,10088.0,Left Center Back,7,Denmark Women's,853,['5e93372e-fae5-4bfd-8898-f8ac27e89b86'],11,,,,,,,,,,,,,,,,Denmark Women's,853,00:03:11.468,Pass,
,,,,,,,,,,,,,,,,,,1.859904,,,,,,,,,,,,47901b89-20ad-4e73-ac50-f887cc7c03f9,107,,"[111.0, 54.8]",3998841,3,,,,1.5707964,,Left Foot,,,,"[111.0, 67.1]",,Low Pass,,12.3,Incomplete,,,,,,,Recovery,1,From Corner,Pernille Mosegaard Harder,10108.0,Left Center Forward,7,Denmark Women's,853,['0144dd50-2215-4ce5-b6f6-0440d68f12ca'],16,,,,,,,,,,,,,,,,Denmark Women's,853,00:03:16.792,Pass,
,,,,,,,,,,,,,,,,,,2.117779,,,,,,,,,,,,0144dd50-2215-4ce5-b6f6-0440d68f12ca,108,,"[9.1, 13.0]",3998841,3,,,,-0.45093644,,Left Foot,,,,"[28.1, 3.8]",,Ground Pass,,21.110188,,Johanna Rytting-Kaneryd,62710.0,,,,,Recovery,1,Regular Play,Hanna Lundkvist,182764.0,Right Back,8,Sweden Women's,858,"['2a16a03e-aeea-4388-b2e5-8634ab807b28', '47901b89-20ad-4e73-ac50-f887cc7c03f9']",18,,,,,,,,,,,,,,,,Sweden Women's,858,00:03:18.652,Pass,
,,,,,,,,,,,,,,,,,,1.142749,,,,,,,,,,,,8068d9c1-e25a-43f8-ab7b-9ddff7e33be7,111,,"[31.7, 2.4]",3998841,3,,,,0.70418185,,Right Foot,,,,"[41.0, 10.3]",,Ground Pass,,12.202458,,Emma Stina Blackstenius,10229.0,,,,,,1,Regular Play,Johanna Rytting-Kaneryd,62710.0,Right Wing,8,Sweden Women's,858,['f660c2d3-a56a-42d3-8452-1a6069668933'],21,,,,,,,,,,,,,,,,Sweden Women's,858,00:03:21.417,Pass,
,,,,,,,,,,,,,,,,,,1.073884,,,,,,,,,,,,73a1c59d-42ca-4282-abea-1f16583485cc,114,,"[35.5, 14.1]",3998841,3,,,,-1.7186457,,Left Foot,,,,"[34.1, 4.7]",,Ground Pass,,9.503683,,Jonna Ann-Charlotte Andersson,10222.0,,,,,,1,Regular Play,Emma Stina Blackstenius,10229.0,Center Forward,8,Sweden Women's,858,['d42f13f9-72fc-4763-97de-fb62e8ba6b2d'],25,,,,,,,,,,,,,,,,Sweden Women's,858,00:03:25.994,Pass,
,,,,,,,,,,,,,,,,,,2.355522,,,,,,,,,,,,ca4abfbf-50c2-4f13-ac33-dc78d68edd00,117,,"[70.5, 7.2]",3998841,3,,,,-0.20604995,,Right Foot,,,,"[94.9, 2.1]",,Ground Pass,,24.927294,,Johanna Rytting-Kaneryd,62710.0,,,,,,1,Regular Play,Jonna Ann-Charlotte Andersson,10222.0,Left Back,8,Sweden Women's,858,['9fb9858e-1190-48ca-9733-64b28e2ae28b'],32,,,,,,,,,,,,,,,,Sweden Women's,858,00:03:32.154,Pass,
,,,,,,,,,,,,,,,,,,1.259032,,,,,,,,,,,,6a4cfd5a-774c-428f-a9fa-3a35a335d23e,124,,"[109.7, 11.9]",3998841,3,,,,1.2697493,,Right Foot,True,,,"[117.4, 36.7]",,Low Pass,,25.967865,Incomplete,,,,,,,,1,Regular Play,Johanna Rytting-Kaneryd,62710.0,Right Wing,8,Sweden Women's,858,"['09a13895-8620-4b50-9963-a0fc2afbc80c', 'a0ddc1ea-d73a-4342-90b9-f22fd2a67da9']",40,,,,,,,,,,,,,,,,Sweden Women's,858,00:03:40.142,Pass,True
,,,,,,,,,,,,,,,,,,2.865343,,,,,,,,,,,,06663b97-167e-40c8-a27c-ab3c503b1773,127,,"[17.3, 56.0]",3998841,4,,,,0.19830824,,Right Foot,,,,"[80.5, 68.7]",,High Pass,,64.4634,Incomplete,,,,,,,,1,Regular Play,Maja Bay Østergaard,402017.0,Goalkeeper,8,Sweden Women's,858,['0094f7e7-f8fe-4f41-979a-a62b36fddb29'],7,,,,,,,,,,,,,,,,Denmark Women's,853,00:04:07.367,Pass,
,,,,,,,,,,,,,,,,,,3.039655,,,,,,,,,,,,0094f7e7-f8fe-4f41-979a-a62b36fddb29,128,,"[39.6, 11.4]",3998841,4,,,,-0.66746455,,Head,,,,"[51.4, 2.1]",,High Pass,,15.024314,,Julia Zigiotti-Olme,26094.0,,,,,Recovery,1,Regular Play,Jonna Ann-Charlotte Andersson,10222.0,Left Back,8,Sweden Women's,858,"['06663b97-167e-40c8-a27c-ab3c503b1773', 'f7e9a1d7-7e23-457f-bcd4-dd849f6c8980']",10,,,,,,,,,,,,,,,,Sweden Women's,858,00:04:10.233,Pass,
,,,,,,,,,,,,,,,,,,6.497932,,,,,,,,,,,,46bfd3dc-28ca-49a0-a1d7-515a62173aec,130,,"[51.4, 2.1]",3998841,4,,,,0.115134805,,Left Foot,,,,"[110.2, 8.9]",,High Pass,,59.19189,Incomplete,,,,,,,,1,Regular Play,Julia Zigiotti-Olme,26094.0,Left Defensive Midfield,8,Sweden Women's,858,['b18fb28b-2f7a-4939-8b17-504b5033cb48'],13,,,,,,,,,,,,,,,,Sweden Women's,858,00:04:13.272,Pass,
,,,,,,,,,,,,,,,,,,1.322298,,,,,,,,,,,,0b997be0-b795-407a-a4d0-bd95b9e2309d,133,,"[10.3, 70.1]",3998841,4,,,,-1.0567935,,Right Foot,,,,"[18.6, 55.4]",,Ground Pass,,16.881351,,Stine Ballisager Pedersen,87185.0,,,,,,1,Regular Play,Maja Bay Østergaard,402017.0,Goalkeeper,9,Denmark Women's,853,['fc122eb7-970a-4c41-8956-a6d8e8132c72'],21,,,,,,,,,,,,,,,,Denmark Women's,853,00:04:21.361,Pass,
,,,,,,,,,,,,,,,,,,1.782604,,,,,,,,,,,,7cc53101-66e1-4aee-a75f-c23f79f75fab,136,,"[25.7, 51.3]",3998841,4,,,,-1.5282688,,Right Foot,,,,"[26.9, 23.1]",,Ground Pass,,28.225521,,Katrine Veje,10088.0,,,,,,1,Regular Play,Stine Ballisager Pedersen,87185.0,Center Back,9,Denmark Women's,853,['ece7958c-f002-4c3f-9f1c-9255fa3da4b1'],24,,,,,,,,,,,,,,,,Denmark Women's,853,00:04:24.708,Pass,
,,,,,,,,,,,,,,,,,,5.408242,,,,,,,,,,,,b588b3db-4ff0-4945-b248-49f3df99b0e2,139,,"[33.6, 23.1]",3998841,4,,,,-0.1472446,,Left Foot,,,,"[99.0, 13.4]",,High Pass,,66.11543,Incomplete,Amalie Jørgensen Vangsgaard,224831.0,,,,,,1,Regular Play,Katrine Veje,10088.0,Left Center Back,9,Denmark Women's,853,"['4f89eb84-8a0f-49c3-a68c-b7c3868d9a8c', '6e0ebe53-9679-44db-97d4-5cadee04649c']",30,,,,,,,,,,,,,,,,Denmark Women's,853,00:04:30.031,Pass,
,,,,,,,,,,,,,,,,,,0.100604,,,,,,,,,,,,d72a6601-7698-4c73-a831-fe6f5b7b4d1d,145,,"[22.5, 74.9]",3998841,4,,,,0.0,,Right Foot,,,,"[24.6, 74.9]",,Ground Pass,,2.1,Incomplete,,,,,,,,1,Regular Play,Gun Nathalie Björn,26093.0,Right Center Back,9,Denmark Women's,853,"['7a1362ef-b167-4ba0-a7d0-3f1be514cde2', 'fc1b413d-9f46-461d-8bff-8d0cef8c5324']",37,,,,,,,,,,,,,,,,Sweden Women's,858,00:04:37.014,Pass,True
,,,,,,,,,,,,,,,,,,4.084093,,,,,,,,,,,,23c31359-1631-4cb0-91b8-03ac7eddd647,147,,"[29.4, 80.0]",3998841,4,True,,,-0.5033994,,,,,,"[43.2, 72.4]",,Low Pass,,15.754364,Incomplete,,,,,,,Throw-in,1,From Throw In,Hanna Lundkvist,182764.0,Right Back,10,Sweden Women's,858,['65649c11-23b2-4263-b6b4-1536681eff88'],52,,,,,,,,,,,,,,,,Sweden Women's,858,00:04:52.321,Pass,
,,,,,,,,,,,,,,,,,,2.991752,,,,,,,,,,,,cbb170a9-84c3-4f1c-8e4d-3c14e292fcd5,149,,"[76.9, 7.7]",3998841,4,,,,2.8832688,,Right Foot,,,,"[52.3, 14.2]",,Ground Pass,,25.444252,,Stine Ballisager Pedersen,87185.0,,,,,,1,Regular Play,Emma Snerle,32227.0,Left Center Midfield,11,Denmark Women's,853,['00b5bfa1-49e1-4165-b432-686d07733cc5'],57,,,,,,,,,,,,,,,,Denmark Women's,853,00:04:57.541,Pass,
