50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,7e292799-9de5-4090-944f-9699bb3a2a58,1,,,,3998853,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norway Women's,852,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 24370, 'name': 'Cecilie Fiskerstrand'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 24707, 'name': 'Emilie Marie Woldvik'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 401645, 'name': 'Mathilde Hauge Harviken'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 276288, 'name': 'Tuva Hansen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 4}, {'player': {'id': 386105, 'name': 'Lisa Fjeldstad Naalsund'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 25466, 'name': 'Vilde Bøe Risa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 87194, 'name': 'Celin Bizet Ildhusøy'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 10516, 'name': 'Frida Maanum'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 18}, {'player': {'id': 416812, 'name': 'Signe Gaupset'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 276301, 'name': 'Elisabeth Terland'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Norway Women's,852,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,60addb28-4ead-4d59-a619-5b35bc72dbcd,2,,,,3998853,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norway Women's,852,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 193268, 'name': 'Cecilía Rán Rúnarsdóttir'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 225394, 'name': 'Guðrún Arnardóttir'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 10119, 'name': 'Glódís Perla Viggósdóttir'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 10135, 'name': 'Ingibjörg Sigurðardóttir'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 402037, 'name': 'Sædís Rún Heiðarsdóttir'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 5}, {'player': {'id': 32456, 'name': 'Alexandra Jóhannsdóttir'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 32469, 'name': 'Hildur Antonsdóttir'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 190348, 'name': 'Sveindís Jane Jónsdóttir'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 23}, {'player': {'id': 32460, 'name': 'Karólína Lea Vilhjálmsdóttir'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 402041, 'name': 'Katla Tryggvadóttir'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 15}, {'player': {'id': 10246, 'name': 'Sandra María Jessen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 3}]}",Iceland Women's,862,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,a530778c-92da-47fe-bbb7-aa1c36a1bfa2,3,,,,3998853,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norway Women's,852,['73c3bf01-2551-41cd-9d3c-e3c6bd15cf41'],0,,,,,,,,,,,,,,,,Iceland Women's,862,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,73c3bf01-2551-41cd-9d3c-e3c6bd15cf41,4,,,,3998853,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norway Women's,852,['a530778c-92da-47fe-bbb7-aa1c36a1bfa2'],0,,,,,,,,,,,,,,,,Norway Women's,852,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,68bcb343-66fc-4253-b40d-5a54881aed37,1713,,,,3998853,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,98,Norway Women's,852,['7f4e05a3-92eb-40ae-8484-0dbde85a3064'],0,,,,,,,,,,,,,,,,Norway Women's,852,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,7f4e05a3-92eb-40ae-8484-0dbde85a3064,1714,,,,3998853,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,98,Norway Women's,852,['68bcb343-66fc-4253-b40d-5a54881aed37'],0,,,,,,,,,,,,,,,,Iceland Women's,862,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,1.878718,,,,,,,,,,,,,,,2b1b27e1-133e-4e8a-9077-09ff993ecf73,5,,,"[61.0, 40.1]",3998853,0,,,,,2.7831986,,Right Foot,,,"[31.9, 51.0]",,Ground Pass,,31.074427,,,Glódís Perla Viggósdóttir,10119.0,,,,,Kick Off,1,From Kick Off,Katla Tryggvadóttir,402041.0,Left Wing,2,Iceland Women's,862,['c6802384-89f6-4066-88d7-15599d6006a9'],0,,,,,,,,,,,,,,,,Iceland Women's,862,00:00:00.252,Pass,
,,,,,,,,,,,,,,,3.149128,,,,,,,,,,,,,,,017255e8-4f3a-4512-b030-6e79adce0575,8,,,"[35.0, 50.5]",3998853,0,,,,,-0.40722036,,Right Foot,,,"[81.6, 30.4]",,High Pass,,50.750072,Incomplete,,Sandra María Jessen,10246.0,,,,,,1,From Kick Off,Glódís Perla Viggósdóttir,10119.0,Right Center Back,2,Iceland Women's,862,"['178a8259-4683-4ddc-a8ef-e2f09528f65d', 'fcd87cf2-2c52-4a41-a7ec-1eb2a265ba33']",3,,,,,,,,,,,,,,,,Iceland Women's,862,00:00:03.450,Pass,
,,,,,,,,,,,,,,,0.821741,,,,,,,,,,,,,,,178a8259-4683-4ddc-a8ef-e2f09528f65d,10,,,"[38.5, 49.7]",3998853,0,,,,True,0.33532438,,,,,"[45.1, 52.0]",,Low Pass,,6.9892774,Incomplete,,Celin Bizet Ildhusøy,87194.0,,,,,Recovery,1,From Kick Off,Maren Nævdal Mjelde,10395.0,Right Center Back,2,Iceland Women's,862,"['87d2a1a2-3e83-49ba-82a0-6853d5998230', '82863006-1d4e-431f-b5d0-00621f9cc2b3', '017255e8-4f3a-4512-b030-6e79adce0575', '2f7ab444-c016-4d2f-a04c-6187df135fbc']",6,,,,,,,,,,,,,,,,Norway Women's,852,00:00:06.599,Pass,True
,,,,,,,,,,,,,,,1.510914,,,,,,,,,,,,,,,2f7ab444-c016-4d2f-a04c-6187df135fbc,13,,,"[75.0, 28.1]",3998853,0,,,,,-0.14888994,,Head,,,"[85.0, 26.6]",,Low Pass,,10.111875,,,Sandra María Jessen,10246.0,,,,,Recovery,1,From Kick Off,Hildur Antonsdóttir,32469.0,Left Defensive Midfield,2,Iceland Women's,862,"['178a8259-4683-4ddc-a8ef-e2f09528f65d', '5d4bdd5f-2fcd-4a54-9cd9-6e098a4ddae3']",7,,,,,,,,,,,,,,,,Iceland Women's,862,00:00:07.421,Pass,
