50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,54ed6d63-fead-4aab-aa0b-2a12e0f86814,1,,,,3998858,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,England Women's,865,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 22032, 'name': 'Hannah Hampton'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10178, 'name': 'Lucy Bronze'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 19422, 'name': 'Jessica Carter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 10252, 'name': 'Alex Greenwood'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 5}, {'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 31534, 'name': 'Ella Toone'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 31531, 'name': 'Lauren James'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 15555, 'name': 'Lauren Hemp'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 47521, 'name': 'Alessia Russo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 23}]}",England Women's,865,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d8aab766-6eb7-47e5-b435-028e3d7d80c9,2,,,,3998858,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,England Women's,865,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 326619, 'name': 'Olivia Clarke'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 53440, 'name': 'Esther Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 15704, 'name': 'Lily Woodham'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 19780, 'name': 'Rachel Rowe'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 84765, 'name': 'Carrie Jones'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 20}, {'player': {'id': 322359, 'name': 'Ceri Holland'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 185543, 'name': 'Ffion Morgan'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 23}, {'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Wales,2456,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,00e1ce3f-941c-4963-a61a-a551770a7a8f,3,,,,3998858,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,England Women's,865,['e96ba1d7-3199-42e0-9b8a-749a124b5202'],0,,,,,,,,,,,,,,,,England Women's,865,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,e96ba1d7-3199-42e0-9b8a-749a124b5202,4,,,,3998858,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,England Women's,865,['00e1ce3f-941c-4963-a61a-a551770a7a8f'],0,,,,,,,,,,,,,,,,Wales,2456,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,96594ec1-5ddd-4e48-a31d-15e6a10b1799,1793,,,,3998858,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,85,England Women's,865,['822fad0f-c11b-4188-b8e2-6a2018cbbd8d'],0,,,,,,,,,,,,,,,,England Women's,865,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,822fad0f-c11b-4188-b8e2-6a2018cbbd8d,1794,,,,3998858,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,85,England Women's,865,['96594ec1-5ddd-4e48-a31d-15e6a10b1799'],0,,,,,,,,,,,,,,,,Wales,2456,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,2.646916,,,,,,,,,,,,57401226-205b-437d-aa73-06b317123a28,5,,,"[60.0, 40.0]",3998858,0,,,,-2.8765497,,Right Foot,,,"[32.0, 32.4]",,Ground Pass,,29.0131,,,Hannah Hampton,22032.0,,,,,,Kick Off,1,From Kick Off,Ella Toone,31534.0,Right Center Midfield,2,England Women's,865,['24f2093d-dbc3-46fd-a487-332eaecee7de'],0,,,,,,,,,,,,,,,,England Women's,865,00:00:00.080,Pass,
,,,,,,,,,,,,,,,,,,3.355925,,,,,,,,,,,,291a8027-bafa-46ce-9bfe-de14d136eb0b,8,,,"[42.1, 36.5]",3998858,0,,,,0.41517815,,Right Foot,,,"[97.0, 60.7]",,High Pass,,59.99708,Incomplete,,Alessia Russo,47521.0,,,,,,,1,From Kick Off,Hannah Hampton,22032.0,Goalkeeper,2,England Women's,865,"['b270d266-0b9b-4e0a-a5ad-acd74d3f94bb', 'e1ad4338-e3d8-4046-92f8-03bcd5097feb']",10,,,,,,,,,,,,,,,,England Women's,865,00:00:10.438,Pass,
,,,,,,,,,,,,,,,,,,1.890373,,,,,,,,,,,,775cdb4d-b8d0-4d5e-b2eb-c8ec419940c4,15,,,"[22.3, 0.1]",3998858,0,,,,0.19219269,,,,,"[40.8, 3.7]",,High Pass,,18.847015,Incomplete,,Ceri Holland,322359.0,,,,,,Throw-in,1,From Throw In,Lily Woodham,15704.0,Left Back,3,Wales,2456,"['894079a6-0f74-4dc6-98f9-753c917785e6', '270a2661-e6ed-4c33-9f81-4314a24bb483']",37,,,,,,,,,,,,,,,,Wales,2456,00:00:37.680,Pass,
,,,,,,,,,,,,,,,,,,0.088328,,,,,,,,,,,,270a2661-e6ed-4c33-9f81-4314a24bb483,17,,,"[79.3, 76.4]",3998858,0,,,True,-0.3366748,,,,,"[81.3, 75.7]",,High Pass,,2.118962,Incomplete,,,,,,,,,Recovery,1,From Throw In,Lucy Bronze,10178.0,Right Back,3,Wales,2456,"['775cdb4d-b8d0-4d5e-b2eb-c8ec419940c4', '45546ed9-6489-4467-9dee-56008e3653e2', 'ab88cc93-6445-4990-bb7b-221071790232']",39,,,,,,,,,,,,,,,,England Women's,865,00:00:39.570,Pass,True
