50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,3d8c6e01-2f80-4c18-9175-6606e30f99fa,1,,,3998845,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norway Women's,852,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 24370, 'name': 'Cecilie Fiskerstrand'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 276303, 'name': 'Thea Bjelde'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 401645, 'name': 'Mathilde Hauge Harviken'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 276288, 'name': 'Tuva Hansen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 401647, 'name': 'Marit Bratberg Lund'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 25466, 'name': 'Vilde Bøe Risa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 24374, 'name': 'Ingrid Syrstad Engen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 10386, 'name': 'Caroline Graham Hansen'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 10385, 'name': 'Ada Stolsmo Hegerberg'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 14}, {'player': {'id': 10516, 'name': 'Frida Maanum'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 18}]}",Norway Women's,852,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,9a12000c-a749-4ca0-8e90-6e83d9c0309e,2,,,3998845,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norway Women's,852,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 224828, 'name': 'Anna Koivunen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 32403, 'name': 'Emma Wilhelmina Koivisto'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 13865, 'name': 'Natalia Kuikka'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 224144, 'name': 'Eva Nyström'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 392291, 'name': 'Joanna Tynnilä'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 392355, 'name': 'Oona Siren'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 191850, 'name': 'Eveliina Summanen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 225383, 'name': 'Ria Öling'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 4}, {'player': {'id': 362827, 'name': 'Oona Sevenius'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 21}, {'player': {'id': 224849, 'name': 'Saara Katariina Kosola'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 13713, 'name': 'Linda Sällström'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",WNT Finland,920,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,889cc202-cdf3-4d4e-af85-8f77e7f10075,3,,,3998845,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norway Women's,852,['03dfbad8-e3b3-4f41-a6e3-e5265edfddd3'],0,,,,,,,,,,,,,,,,,,WNT Finland,920,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,03dfbad8-e3b3-4f41-a6e3-e5265edfddd3,4,,,3998845,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norway Women's,852,['889cc202-cdf3-4d4e-af85-8f77e7f10075'],0,,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,85e5ec6a-9fb6-4241-95e7-7bb7869b1549,1950,,,3998845,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,84,Norway Women's,852,['ce80767f-c2ae-4784-bc88-942f7a8d08b3'],0,,,,,,,,,,,,,,,,,,WNT Finland,920,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,ce80767f-c2ae-4784-bc88-942f7a8d08b3,1951,,,3998845,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,84,Norway Women's,852,['85e5ec6a-9fb6-4241-95e7-7bb7869b1549'],0,,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:00.000,Half Start,
,,,,,,,,,,,,,,1.116309,,,,,,,,,,,0db07e5c-1236-49d3-9028-11f96eda3da4,5,,"[61.0, 40.1]",3998845,0,,,,-3.1302936,,Right Foot,,,"[43.3, 39.9]",,Ground Pass,,17.70113,,,Eveliina Summanen,191850.0,,,,,,Kick Off,1,From Kick Off,Linda Sällström,13713.0,Center Forward,2,WNT Finland,920,['6815f321-58b8-4da3-b473-04da74c5ce8c'],0,,,,,,,,,,,,,,,,,,WNT Finland,920,00:00:00.496,Pass,
,,,,,,,,,,,,,,0.310414,,,,,,,,,,,264ad521-86c1-4597-864a-f3a30fabbf4f,8,,"[45.0, 40.6]",3998845,0,,,,-0.25877088,,Right Foot,,,"[48.4, 39.7]",,Low Pass,,3.517101,Incomplete,,,,,,,,,,1,From Kick Off,Eveliina Summanen,191850.0,Left Defensive Midfield,2,WNT Finland,920,['fede8c70-81d2-41c0-8f7a-8e32b04b7947'],2,,,,,,,,,,,,,,,,,,WNT Finland,920,00:00:02.739,Pass,
,,,,,,,,,,,,,,1.298713,,,,,,,,,,,676da337-2926-4ac2-a47c-a6e278c75427,12,,"[32.6, 22.1]",3998845,0,,,,1.691518,,Right Foot,,,"[28.9, 52.6]",,Ground Pass,,30.723606,,,Natalia Kuikka,13865.0,,,,,,,1,From Kick Off,Eva Nyström,224144.0,Left Center Back,2,WNT Finland,920,['e5b50064-5745-451d-9360-50eec8bcaea1'],6,,,,,,,,,,,,,,,,,,WNT Finland,920,00:00:06.473,Pass,
,,,,,,,,,,,,,,0.725992,,,,,,,,,,,ea2a132c-f112-4b66-a964-76a1b6e62018,15,,"[29.2, 52.7]",3998845,0,,,,0.029620964,,Right Foot,,,"[42.7, 53.1]",,Ground Pass,,13.505924,,,Oona Siren,392355.0,,,,,,,1,From Kick Off,Natalia Kuikka,13865.0,Right Center Back,2,WNT Finland,920,['9ec63a33-5f2c-4273-b175-1eef7294f7c1'],8,,,,,,,,,,,,,,,,,,WNT Finland,920,00:00:08.404,Pass,
,,,,,,,,,,,,,,0.705674,,,,,,,,,,,7d93ff3b-e9a6-408d-9b6d-07956840e23e,18,,"[42.7, 53.1]",3998845,0,,,,-1.4157996,,Left Foot,,,"[44.7, 40.3]",,Ground Pass,,12.955308,,,Eveliina Summanen,191850.0,,,,,,,1,From Kick Off,Oona Siren,392355.0,Right Defensive Midfield,2,WNT Finland,920,['dd34800b-e866-4561-8ae0-21f5405e2f55'],10,,,,,,,,,,,,,,,,,,WNT Finland,920,00:00:10.144,Pass,
,,,,,,,,,,,,,,1.729585,,,,,,,,,,,d6575ccd-2242-4323-b447-c7fde2c71bda,31,,"[69.5, 48.6]",3998845,0,,,,-1.064298,,Right Foot,,,"[85.2, 20.3]",,Ground Pass,,32.36325,Incomplete,,,,,,,,,,1,Regular Play,Ada Stolsmo Hegerberg,10385.0,Right Center Forward,3,Norway Women's,852,"['03a6b917-45ab-4084-92eb-fd6ceaae109b', '6b90599c-b487-4716-837b-7b0f34d21bc8']",14,,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:14.474,Pass,True
,,,,,,,,,,,,,,1.939211,,,,,,,,,,,03a6b917-45ab-4084-92eb-fd6ceaae109b,32,,"[34.9, 59.8]",3998845,0,,,,-0.8486938,,Right Foot,,,"[48.2, 44.7]",,Ground Pass,,20.122128,Incomplete,,Ria Öling,225383.0,,,,,,Recovery,1,Regular Play,Emma Wilhelmina Koivisto,32403.0,Right Back,3,Norway Women's,852,"['e762685c-a602-41bc-9663-04ccc28bb42e', '081137d9-5fa8-40ff-bfb6-ebe738b87d43', 'd6575ccd-2242-4323-b447-c7fde2c71bda']",16,,,,,,,,,,,,,,,,,,WNT Finland,920,00:00:16.204,Pass,
