50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.575437,,,,,,,,,,,,88c6ca9c-5ad4-4926-bf12-9f62e8b5ac03,22,,,"[102.9, 49.1]",3998844,0,,,,,-0.81986725,,Right Foot,,,"[116.9, 34.1]",,High Pass,,20.518284,Incomplete,,,,,,,Recovery,1,From Throw In,Alexandra Jóhannsdóttir,32456.0,Right Defensive Midfield,3,Iceland Women's,862,['ca0bfcc0-26a3-46f4-bef4-91373c1543fc'],48,,,,,,,,,,,,,,,,,Iceland Women's,862,00:00:48.231,Pass,
,,,,,,,,,,,,,,,,,1.170245,,,,,,,,,,,,6f3b1900-582f-40b7-854f-ed68475b177b,24,,,"[10.7, 39.1]",3998844,1,,True,,,-0.5702135,,Keeper Arm,,,"[42.2, 18.9]",,Ground Pass,,37.42045,,Lia Wälti,10405.0,,,,,,1,Regular Play,Livia Peng,32099.0,Goalkeeper,4,Switzerland Women's,860,['bde69343-70d1-4735-acad-c0c46f63bf31'],10,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:10.042,Pass,
,,,,,,,,,,,,,,,,,1.004711,,,,,,,,,,,,fcf1b365-f9fb-455d-922a-9474462c8dd3,26,,,"[43.7, 18.3]",3998844,1,,,,,-2.2655346,,Left Foot,,,"[34.7, 7.5]",,Ground Pass,,14.05845,,Noelle Maritz,10404.0,,,,,,1,Regular Play,Lia Wälti,10405.0,Center Defensive Midfield,4,Switzerland Women's,860,['7116376a-1bfe-4ebc-be42-f3ad1d92ec7b'],11,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:11.234,Pass,
,,,,,,,,,,,,,,,,,1.205428,,,,,,,,,,,,66251a56-ef4f-4474-a02b-1890eea40602,29,,,"[35.0, 7.0]",3998844,1,,,,,0.11460353,,Right Foot,,,"[62.8, 10.2]",,High Pass,,27.983566,,Sydney Schertenleib,443269.0,,,,,,1,Regular Play,Noelle Maritz,10404.0,Left Center Back,4,Switzerland Women's,860,['4050eded-7cbe-4508-88ef-177335357ef7'],12,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:12.279,Pass,
,,,,,,,,,,,,,,,,,4.450486,,,,,,,,,,,,738c65ba-8ce3-4b70-99f2-a76e6b162c35,32,,,"[57.2, 16.7]",3998844,1,,,,,0.92023396,,Right Foot,,,"[101.8, 75.3]",,High Pass,,73.64184,,Iman Beney,460753.0,,,True,,,1,Regular Play,Sydney Schertenleib,443269.0,Left Center Forward,4,Switzerland Women's,860,['c66a661e-e16a-4a26-a82d-d39fc9e5b2cf'],18,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:18.491,Pass,
,,,,,,,,,,,,,,,,,0.963335,,,,,,,,,,,,01ef2e9a-2fdf-4862-8040-3b44ef9bb517,35,,,"[119.7, 61.7]",3998844,1,,,,,-1.7569283,,Right Foot,True,,"[116.8, 46.3]",,Low Pass,,15.670673,Incomplete,,,,,,,,1,Regular Play,Iman Beney,460753.0,Right Wing Back,4,Switzerland Women's,860,['5e590c55-518f-41e6-a284-cda87c6e7507'],26,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:26.343,Pass,
,,,,,,,,,,,,,,,,,1.920952,,,,,,,,,,,,ac725317-9d9b-44ac-8705-82f30ced1a3f,37,,,"[120.0, 80.0]",3998844,2,,,,,-1.9614034,da6985b8-2ab4-4465-a765-12cc43a37ba5,Right Foot,,,"[105.3, 44.3]",,High Pass,,38.60803,,Julia Stierli,32101.0,True,True,,Straight,Corner,1,From Corner,Smilla Vallotto,407639.0,Left Center Midfield,5,Switzerland Women's,860,['a967c160-a902-49f6-b330-d7172f125862'],4,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:02:04.753,Pass,
,,,,,,,,,,,,,,,,,1.228245,,,,,,,,,,,,9933de96-bbd7-4a1c-bfad-b39f280dddd0,41,,,"[6.0, 39.8]",3998844,2,,True,,,-0.2746084,,Right Foot,,,"[45.4, 28.7]",,High Pass,,40.933727,Incomplete,,,,,,,Goal Kick,1,From Goal Kick,Cecilía Rán Rúnarsdóttir,193268.0,Goalkeeper,6,Iceland Women's,862,['58569667-91c5-4e9a-9910-3e1a9bfc2e37'],29,,,,,,,,,,,,,,,,,Iceland Women's,862,00:02:29.209,Pass,
,,,,,,,,,,,,,,,,,2.020107,,,,,,,,,,,,58569667-91c5-4e9a-9910-3e1a9bfc2e37,42,,,"[74.7, 51.4]",3998844,2,,,,,0.67267054,,Head,,,"[80.6, 56.1]",,Low Pass,,7.543209,,Géraldine Reuteler,10419.0,,,,,Recovery,1,Regular Play,Lia Wälti,10405.0,Center Defensive Midfield,7,Switzerland Women's,860,"['b3999b7f-1ed5-41fe-b101-778ff584b3fb', '9933de96-bbd7-4a1c-bfad-b39f280dddd0']",30,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:02:30.437,Pass,
,,,,,,,,,,,,,,,,,1.005674,,,,,,,,,,,,e0a5c3bf-ab83-4f97-b1bf-472e049135de,45,,,"[75.7, 57.4]",3998844,2,,,,,-2.4945455,,Left Foot,,,"[66.7, 50.6]",,Ground Pass,,11.280071,,Lia Wälti,10405.0,,,,,,1,Regular Play,Géraldine Reuteler,10419.0,Right Center Midfield,7,Switzerland Women's,860,['3cb30b42-4647-4d04-9b9b-cd0011df0184'],33,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:02:33.965,Pass,
,,,,,,,,,,,,,,,,,1.417468,,,,,,,,,,,,7f8fbbaa-9ebc-409e-a033-6fd7db56468e,48,,,"[66.8, 50.6]",3998844,2,,,,,-1.7481946,,Right Foot,,,"[62.3, 25.5]",,Low Pass,,25.500196,,Noelle Maritz,10404.0,,,,,,1,Regular Play,Lia Wälti,10405.0,Center Defensive Midfield,7,Switzerland Women's,860,['f77a682d-f231-45af-b3a1-d4c3e650366b'],36,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:02:36.126,Pass,
,,,,,,,,,,,,,,,,,0.727217,,,,,,,,,,,,21055192-a4b3-4ad9-a790-903eba25df77,51,,,"[65.4, 22.8]",3998844,2,,,,,-0.30805278,,Left Foot,,,"[74.2, 20.0]",,Ground Pass,,9.234717,,Smilla Vallotto,407639.0,,,,,,1,Regular Play,Noelle Maritz,10404.0,Left Center Back,7,Switzerland Women's,860,['094c05fe-da72-4195-a970-9c261dfd1ff0'],38,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:02:38.788,Pass,
,,,,,,,,,,,,,,,,,1.207526,,,,,,,,,,,,c4e6ab60-064b-4352-9094-55e793f92ef3,59,,,"[46.9, 59.0]",3998844,2,,,,,-0.13381098,,Right Foot,,,"[57.3, 57.6]",,Ground Pass,,10.493808,,Sandra María Jessen,10246.0,,,,,,1,Regular Play,Dagný Brynjarsdóttir,10124.0,Left Defensive Midfield,8,Iceland Women's,862,"['1e27a5b4-4a51-4173-ae63-ddf9cc856c1c', '6ddaa031-4206-44b1-acfc-3c44ae814e7c']",43,,,,,,,,,,,,,,,,,Iceland Women's,862,00:02:43.546,Pass,True
,,,,,,,,,,,,,,,,,1.11151,,,,,,,,,,,,be589666-7e31-4d9a-8fa5-b6d536d42f07,62,,,"[57.8, 57.9]",3998844,2,,,,,-1.8133478,,Left Foot,,,"[55.4, 48.2]",,Ground Pass,,9.992497,,Karólína Lea Vilhjálmsdóttir,32460.0,,,,,,1,Regular Play,Sandra María Jessen,10246.0,Center Forward,8,Iceland Women's,862,['31148480-0175-4ff1-ab62-d1b79f15bd82'],44,,,,,,,,,,,,,,,,,Iceland Women's,862,00:02:44.793,Pass,
,,,,,,,,,,,,,,,,,3.328257,,,,,,,,,,,,34e1db1e-2915-467d-a315-cce46978d601,65,,,"[58.1, 48.1]",3998844,2,,,,,-1.31214,,Right Foot,,,"[70.8, 0.1]",,High Pass,,49.651688,Out,,,,,True,,,1,Regular Play,Karólína Lea Vilhjálmsdóttir,32460.0,Center Attacking Midfield,8,Iceland Women's,862,,46,,,,,,,,,,,,,,,,,Iceland Women's,862,00:02:46.610,Pass,
,,,,,,,,,,,,,,,,,0.744987,,,,,,,,,,,,25960680-f994-4220-86e8-047c761da452,66,,,"[49.2, 80.0]",3998844,3,,True,,,-2.0344439,,,,,"[39.1, 59.8]",,Low Pass,,22.584286,Incomplete,Julia Stierli,32101.0,,,,,Throw-in,1,From Throw In,Iman Beney,460753.0,Right Wing Back,9,Switzerland Women's,860,"['3172d4bc-597e-4146-a670-4f0fe92ef97a', '6c40f69e-6891-4086-bd62-2579d15ca27e']",1,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:03:01.928,Pass,
,,,,,,,,,,,,,,,,,1.213406,,,,,,,,,,,,6c40f69e-6891-4086-bd62-2579d15ca27e,69,,,"[81.0, 20.3]",3998844,3,,,,,-0.30805278,,Right Foot,,,"[92.0, 16.8]",,Ground Pass,,11.543396,,Sandra María Jessen,10246.0,,,,,Recovery,1,From Throw In,Karólína Lea Vilhjálmsdóttir,32460.0,Center Attacking Midfield,9,Switzerland Women's,860,"['25960680-f994-4220-86e8-047c761da452', 'aa32a13c-dc23-4b77-b7fc-466032c233b9', '5674a456-eb9e-4ede-b61c-34de31a4f6ab']",2,,,,,,,,,,,,,,,,,Iceland Women's,862,00:03:02.673,Pass,True
,,,,,,,,,,,,,,,,,3.041297,,,,,,,,,,,,ed14479b-ad24-44e1-8f6c-ff772751967d,72,,,"[95.6, 15.9]",3998844,3,,,,,0.38895687,,Right Foot,,,"[120.0, 25.9]",,Ground Pass,,26.36968,Out,Sveindís Jane Jónsdóttir,190348.0,,,,,,1,From Throw In,Sandra María Jessen,10246.0,Center Forward,9,Switzerland Women's,860,['308dffb8-831b-4c38-b825-cfc3d592aa4f'],5,,,,,,,,,,,,,,,,,Iceland Women's,862,00:03:05.289,Pass,
,,,,,,,,,,,,,,,,,3.158736,,,,,,,,,,,,47cc5245-1e6f-4db3-81a0-1c4e4c833763,76,,,"[6.0, 37.7]",3998844,3,,,,,-0.37337637,,Right Foot,,,"[64.2, 14.9]",,High Pass,,62.50664,,Nadine Riesen,276579.0,,,,,Goal Kick,1,From Goal Kick,Livia Peng,32099.0,Goalkeeper,10,Switzerland Women's,860,['76d228d5-b207-4219-a07c-fbcc1e367c50'],38,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:03:38.976,Pass,
,,,,,,,,,,,,,,,,,1.238257,,,,,,,,,,,,51bdcbc4-6bbe-4d92-8823-025892107428,80,,,"[99.3, 13.0]",3998844,3,,,,,-0.2701532,,Right Foot,,,"[112.3, 9.4]",,Ground Pass,,13.489255,,Sydney Schertenleib,443269.0,,,,,,1,From Goal Kick,Nadine Riesen,276579.0,Left Wing Back,10,Switzerland Women's,860,['8a04a6ee-9b32-4e22-bb36-a616f7ce8aa3'],48,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:03:48.473,Pass,
,,,,,,,,,,,,,,,,,1.241344,,,,,,,,,,,,301d1941-cfdd-4fe6-a349-0b394e84e25d,83,,,"[112.5, 9.7]",3998844,3,,,,,-2.4521947,,Right Foot,,,"[105.1, 3.6]",,Ground Pass,,9.590099,,Nadine Riesen,276579.0,,,,,,1,From Goal Kick,Sydney Schertenleib,443269.0,Left Center Forward,10,Switzerland Women's,860,['c87b47ad-b701-4a18-aac4-a117b12445de'],52,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:03:52.234,Pass,
,,,,,,,,,,,,,,,,,1.177496,,,,,,,,,,,,40957346-76a7-4154-a0de-c944040cabe8,86,,,"[103.2, 3.6]",3998844,3,,,,,2.825408,,Right Foot,,,"[87.0, 8.9]",,Ground Pass,,17.04494,,Noelle Maritz,10404.0,,,,,,1,From Goal Kick,Nadine Riesen,276579.0,Left Wing Back,10,Switzerland Women's,860,['478ff132-f679-4747-a877-04e4d812c712'],54,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:03:54.863,Pass,
,,,,,,,,,,,,,,,,,1.174603,,,,,,,,,,,,243d65ed-4fff-4921-bb92-5242865797c1,89,,,"[87.0, 8.9]",3998844,3,,,,,-0.45458442,,Right Foot,,,"[100.3, 2.4]",,Ground Pass,,14.803378,,Sydney Schertenleib,443269.0,,,,,,1,From Goal Kick,Noelle Maritz,10404.0,Left Center Back,10,Switzerland Women's,860,['0d0324d1-3863-4c28-be14-fa1df18d591a'],57,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:03:57.367,Pass,
,,,,,,,,,,,,,,,,,1.049335,,,,,,,,,,,,8005a5c5-a54b-4c85-8f79-71d9ee5894fc,92,,,"[104.0, 3.3]",3998844,4,,,,,1.3798192,,Right Foot,True,,"[109.8, 33.3]",,High Pass,,30.555523,Incomplete,,,,,,,,1,From Goal Kick,Sydney Schertenleib,443269.0,Left Center Forward,10,Switzerland Women's,860,['813e1314-5151-4409-83fe-07057b28cb9a'],1,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:04:01.306,Pass,
,,,,,,,,,,,,,,,,,3.016097,,,,,,,,,,,,987d79d7-8fa5-4401-b17a-727d14c40d4e,102,,,"[45.3, 43.5]",3998844,4,,,,,-0.14217538,,Right Foot,,,"[95.6, 36.3]",,High Pass,,50.812695,,Sandra María Jessen,10246.0,,,,,Free Kick,1,From Free Kick,Cecilía Rán Rúnarsdóttir,193268.0,Goalkeeper,12,Iceland Women's,862,['051d0f72-12b2-48b6-a4a5-d2bdc63763eb'],39,,,,,,,,,,,,,,,,,Iceland Women's,862,00:04:39.974,Pass,
,,,,,,,,,,,,,,,,,1.171964,,,,,,,,,,,,8cf78a9e-7e96-4111-98a2-47a5befc29f7,108,,,"[8.1, 41.0]",3998844,4,,,,,1.5195591,,Keeper Arm,,,"[8.7, 52.7]",,Ground Pass,,11.715375,,Viola Calligaris,10417.0,,,,,,1,Regular Play,Livia Peng,32099.0,Goalkeeper,13,Switzerland Women's,860,['fd19c1da-584a-48f7-853f-e07c446dacbe'],51,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:04:51.972,Pass,
,,,,,,,,,,,,,,,,,1.318304,,,,,,,,,,,,a3033d0c-5afa-4ae2-bd1b-b0cad806ea8d,111,,,"[8.6, 53.3]",3998844,4,,,,,0.9121657,,Right Foot,,,"[26.4, 76.3]",,Ground Pass,,29.083328,,Iman Beney,460753.0,,,,,,1,Regular Play,Viola Calligaris,10417.0,Right Center Back,13,Switzerland Women's,860,['2cc3b988-2815-44c2-ac5b-ba109426ae96'],54,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:04:54.508,Pass,
,,,,,,,,,,,,,,,,,2.513779,,,,,,,,,,,,52b29759-3842-41a6-ad2f-a0a9b422d2a7,117,,,"[32.0, 75.3]",3998844,5,,,,,-0.24443519,,Right Foot,,,"[75.3, 64.5]",,High Pass,,44.62656,,Svenja Fölmli,135324.0,,,,,Free Kick,1,From Free Kick,Viola Calligaris,10417.0,Right Center Back,14,Switzerland Women's,860,['8cef6230-8975-4115-a0b7-8aab6903fbe5'],18,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:05:18.204,Pass,
,,,,,,,,,,,,,,,,,0.478739,,,,,,,,,,,,7afa92a6-be4c-4b06-872f-655a6e5d67c6,121,,,"[70.6, 75.3]",3998844,5,,,,,-2.4502556,,Right Foot,,,"[64.8, 70.5]",,Ground Pass,,7.528612,,Géraldine Reuteler,10419.0,,,,,,1,From Free Kick,Svenja Fölmli,135324.0,Right Center Forward,14,Switzerland Women's,860,['60282646-d575-4937-93ad-ec7f04654c09'],22,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:05:22.370,Pass,
,,,,,,,,,,,,,,,,,0.986332,,,,,,,,,,,,60f9cc95-71df-41c6-9807-3ef92e8958cb,124,,,"[64.2, 71.7]",3998844,5,,,,,0.4930509,,Right Foot,,,"[70.9, 75.3]",,Ground Pass,,7.605919,,Sydney Schertenleib,443269.0,,,,,,1,From Free Kick,Géraldine Reuteler,10419.0,Right Center Midfield,14,Switzerland Women's,860,['4a8be7d4-51f8-466f-a648-d5ea11d88d67'],24,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:05:24.153,Pass,
,,,,,,,,,,,,,,,,,1.003523,,,,,,,,,,,,7fdbe6a0-7527-4454-9921-b83758aff8c5,128,,,"[90.1, 56.6]",3998844,5,,,,,-1.0576842,,Right Foot,,,"[101.2, 36.9]",,Ground Pass,,22.611944,Incomplete,,,,,,,,1,From Free Kick,Sydney Schertenleib,443269.0,Left Center Forward,14,Switzerland Women's,860,['d6ea6b14-16dc-48fd-8b4b-773459f22bb3'],29,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:05:29.940,Pass,
,,,,,,,,,,,,,,,,,5.219468,,,,,,,,,,,,e70f6921-21e9-4afd-ad0c-bb121a952f6f,132,,,"[23.7, 47.6]",3998844,5,,,,,-0.0456007,,Right Foot,,,"[100.4, 44.1]",,High Pass,,76.779816,Incomplete,Sandra María Jessen,10246.0,,,,,,1,From Free Kick,Guðný Árnadóttir,66399.0,Right Back,14,Switzerland Women's,860,"['980cf30c-ddd0-40f2-846b-aeb2b96f9076', '7034a002-1112-4ca5-a8ff-2b200cb3642f', '81c2a501-8ee3-4b59-9522-81eb7e8e55b7']",32,,,,,,,,,,,,,,,,,Iceland Women's,862,00:05:32.687,Pass,True
,,,,,,,,,,,,,,,,,1.65198,,,,,,,,,,,,980cf30c-ddd0-40f2-846b-aeb2b96f9076,134,,,"[19.7, 36.0]",3998844,5,,,,,-1.2247591,,Right Foot,,,"[25.0, 21.3]",,Ground Pass,,15.62626,,Noelle Maritz,10404.0,,,,,Recovery,1,From Free Kick,Livia Peng,32099.0,Goalkeeper,14,Switzerland Women's,860,"['e70f6921-21e9-4afd-ad0c-bb121a952f6f', '861fc677-8c51-49b5-acbb-1bdbc146d815']",37,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:05:37.907,Pass,
