50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,447d3439-b4f0-4a34-99e0-01ee27dafd8c,1,,,,3998848,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Poland Women's,29167,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 316795, 'name': 'Kinga Szemik'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 46873, 'name': 'Sylwia Matysik'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 6}, {'player': {'id': 443270, 'name': 'Emilia Urszula Szymczak'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 13}, {'player': {'id': 338840, 'name': 'Oliwia Woś'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 324158, 'name': 'Martyna Wiankowska'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 47011, 'name': 'Tanja Pawollek'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 11}, {'player': {'id': 444636, 'name': 'Nadia Krezyman'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 18}, {'player': {'id': 136945, 'name': 'Adriana Achcińska'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 46725, 'name': 'Dominika Grabowska'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 482154, 'name': 'Paulina Tomasiak'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 21}, {'player': {'id': 15214, 'name': 'Ewa Pajor'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Poland Women's,29167,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8346446a-65e7-46b9-a902-5f0fe8b3b70f,2,,,,3998848,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Poland Women's,29167,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 62667, 'name': 'Jennifer Miley Falk'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 12}, {'player': {'id': 182764, 'name': 'Hanna Lundkvist'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 26093, 'name': 'Gun Nathalie Björn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 26092, 'name': 'Amanda Ilestedt'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 21023, 'name': 'Amanda Nildén'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 5}, {'player': {'id': 62666, 'name': 'Ingrid Filippa Angeldal'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 26094, 'name': 'Julia Zigiotti-Olme'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 62710, 'name': 'Johanna Rytting-Kaneryd'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 10220, 'name': 'Kosovare Asllani'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 9}, {'player': {'id': 25696, 'name': 'Madelen Fatimma Maria Janogy'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 10229, 'name': 'Emma Stina Blackstenius'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Sweden Women's,858,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d04eb4cd-01c5-47fc-9557-11f1569ccb2a,3,,,,3998848,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Poland Women's,29167,['364dee32-7e91-4bdf-b130-d690505658e2'],0,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,364dee32-7e91-4bdf-b130-d690505658e2,4,,,,3998848,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Poland Women's,29167,['d04eb4cd-01c5-47fc-9557-11f1569ccb2a'],0,,,,,,,,,,,,,,,,,,Poland Women's,29167,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,20868066-206b-4ca2-95e8-4d18b96b7794,1676,,,,3998848,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,105,Sweden Women's,858,['b74effd0-3b8c-4e60-a4b1-1a3e4d7d409d'],0,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b74effd0-3b8c-4e60-a4b1-1a3e4d7d409d,1677,,,,3998848,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,105,Sweden Women's,858,['20868066-206b-4ca2-95e8-4d18b96b7794'],0,,,,,,,,,,,,,,,,,,Poland Women's,29167,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,2.01793,,,,,,,,,,,,,a66f78a2-cb53-40ad-b206-6a82939df4a6,5,,,"[60.0, 40.0]",3998848,0,,,,,-2.8914683,,Right Foot,,,"[32.6, 33.0]",,Ground Pass,,28.280027,,Oliwia Woś,338840.0,,,,,,Kick Off,1,From Kick Off,Ewa Pajor,15214.0,Center Forward,2,Poland Women's,29167,['0e188325-a2a5-4f40-93c8-f6a36a1c269c'],1,,,,,,,,,,,,,,,,,,Poland Women's,29167,00:00:01.156,Pass,
,,,,,,,,,,,,,,,,2.586781,,,,,,,,,,,,,3fb92c53-a522-4e1b-ae31-05106056dc8c,8,,,"[34.5, 34.0]",3998848,0,,,,,0.5880026,,Left Foot,,,"[64.8, 54.2]",,High Pass,,36.41607,,Adriana Achcińska,136945.0,,,,,,,1,From Kick Off,Oliwia Woś,338840.0,Left Center Back,2,Poland Women's,29167,['fe04d787-4e97-4341-a609-17423ed23bc7'],4,,,,,,,,,,,,,,,,,,Poland Women's,29167,00:00:04.348,Pass,
,,,,,,,,,,,,,,,,1.392514,,,,,,,,,,,,,16c2e250-34a4-4b27-aed7-08d0cddd94d9,10,,,"[64.8, 54.2]",3998848,0,,,,,0.675748,,Head,,,"[76.9, 63.9]",,High Pass,,15.508062,Incomplete,Nadia Krezyman,444636.0,,,,,,,1,From Kick Off,Adriana Achcińska,136945.0,Right Center Midfield,2,Poland Women's,29167,"['3f8166cb-c94e-4504-a7b9-49f6ee2e72de', '7b667cbd-e3d2-4266-8cae-bdaa8b413082']",7,,,,,,,,,,,,,,,,,,Poland Women's,29167,00:00:07.019,Pass,
,,,,,,,,,,,,,,,,1.605532,,,,,,,,,,,,,7b667cbd-e3d2-4266-8cae-bdaa8b413082,13,,,"[43.2, 16.2]",3998848,0,,,,True,1.5083776,,,,,"[44.0, 29.0]",,High Pass,,12.824976,,Julia Zigiotti-Olme,26094.0,,,,,,Recovery,1,Regular Play,Amanda Nildén,21023.0,Left Back,3,Sweden Women's,858,"['16c2e250-34a4-4b27-aed7-08d0cddd94d9', '813deb70-383e-4c69-b85c-84210690d1ec', '259ad47f-95e5-4517-9a99-8f59b6ecdeae']",8,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:08.412,Pass,True
,,,,,,,,,,,,,,,,1.973278,,,,,,,,,,,,,28d844d8-47d3-49ef-9239-9e38c7e427ec,17,,,"[46.8, 30.0]",3998848,0,,,,,1.06447,,Right Foot,,,"[52.9, 41.0]",,Low Pass,,12.5781555,,Ingrid Filippa Angeldal,62666.0,,,,,,,1,Regular Play,Julia Zigiotti-Olme,26094.0,Left Defensive Midfield,3,Sweden Women's,858,['05cc3ebb-12b3-4d45-86cb-2d5a22e385e3'],10,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:10.764,Pass,
,,,,,,,,,,,,,,,,0.78255,,,,,,,,,,,,,b06b929a-e25a-45e1-a14a-11bc09128f4e,20,,,"[53.7, 47.0]",3998848,0,,,,,0.47510374,,Right Foot,,,"[78.0, 59.5]",,Low Pass,,27.326544,Incomplete,,,,,,,,,1,Regular Play,Ingrid Filippa Angeldal,62666.0,Right Defensive Midfield,3,Sweden Women's,858,['534d3434-51d9-4086-8347-c5e7e84db21c'],14,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:14.098,Pass,
,,,,,,,,,,,,,,,,1.563221,,,,,,,,,,,,,10b7185f-97c3-47d6-978a-f0a1207521b4,27,,,"[50.8, 23.0]",3998848,0,,True,,,3.0340545,,Right Foot,,,"[33.2, 24.9]",,Ground Pass,,17.70226,,Oliwia Woś,338840.0,,,,,,Free Kick,1,From Free Kick,Tanja Pawollek,47011.0,Center Defensive Midfield,5,Poland Women's,29167,['809802c9-9d60-4b48-b7f5-545b1398f761'],24,,,,,,,,,,,,,,,,,,Poland Women's,29167,00:00:24.229,Pass,
