50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f0c584c9-42a4-419c-b51b-fa7f67093f43,1,,,,3998847,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Spain Women's,863,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 50371, 'name': 'Adriana Nanclares Romero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 23}, {'player': {'id': 46639, 'name': 'Ona Batlle Pascual'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 10165, 'name': 'Irene Paredes Hernandez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 32210, 'name': 'Laia Aleixandri López'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 49836, 'name': 'Olga  Carmona García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 7}, {'player': {'id': 15287, 'name': 'Patricia Guijarro Gutiérrez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 135780, 'name': 'Victoria López'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 10143, 'name': 'Alexia Putellas Segura'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 10161, 'name': 'María Francesca Caldentey Oliver'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 32838, 'name': 'Claudia Pina Medina'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 50146, 'name': 'Esther Gonzalez Rodríguez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Spain Women's,863,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,299ae6f3-2db5-4d62-9a8b-b3e411183e42,2,,,,3998847,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Spain Women's,863,,0,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 135217, 'name': 'Lisa Lichtfus'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 21}, {'player': {'id': 276907, 'name': 'Amber Tysiak'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 276906, 'name': 'Sari Kees'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 19}, {'player': {'id': 10100, 'name': 'Janice Cayman'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 11}, {'player': {'id': 408990, 'name': 'Jill Janssens'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 17}, {'player': {'id': 10388, 'name': 'Laura Deloose'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 22}, {'player': {'id': 63308, 'name': 'Justine Vanhaevermaet'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 325002, 'name': 'Jarne Teulings'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 402914, 'name': 'Mariam Abdulai Toloba'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 10099, 'name': 'Tessa Wullaert'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 276905, 'name': 'Hannah Eurlings'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Belgium Women's,854,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ed3d120d-177f-4806-b3c3-21939f35cb8a,3,,,,3998847,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Spain Women's,863,['4e23a1db-99b9-4bb0-9c6e-e115c82166ce'],0,,,,,,,,,,,,,,,,,Belgium Women's,854,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,4e23a1db-99b9-4bb0-9c6e-e115c82166ce,4,,,,3998847,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Spain Women's,863,['ed3d120d-177f-4806-b3c3-21939f35cb8a'],0,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e38d9209-e223-4c11-a753-2817c07b5e49,1886,,,,3998847,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,83,Belgium Women's,854,['4ceb3b1c-4629-4b11-ae2e-97572efb0c24'],0,,,,,,,,,,,,,,,,,Belgium Women's,854,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,4ceb3b1c-4629-4b11-ae2e-97572efb0c24,1887,,,,3998847,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,83,Belgium Women's,854,['e38d9209-e223-4c11-a753-2817c07b5e49'],0,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.269443,,,,,,,,,,,,,,afa732c1-e332-4635-a9b0-8bdbe19bd2e0,5,,,"[60.0, 40.0]",3998847,0,,,,-2.858101,,Right Foot,,,,"[47.3, 36.3]",,Ground Pass,,13.228001,,,,Patricia Guijarro Gutiérrez,15287.0,,,,,,Kick Off,1,From Kick Off,Esther Gonzalez Rodríguez,50146.0,Center Forward,2,Spain Women's,863,['f120b5cc-ac37-412e-ab75-91f6f8d3bd10'],0,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:00.471,Pass,
,,,,,,,,,,,,,,,,,2.099466,,,,,,,,,,,,,,f9199599-6baf-4e65-bd60-de27b01c586f,8,,,"[52.0, 37.5]",3998847,0,,,,-1.3822241,,Right Foot,,,,"[57.0, 11.3]",,Ground Pass,,26.672832,,,,Olga  Carmona García,49836.0,,,,,,,1,From Kick Off,Patricia Guijarro Gutiérrez,15287.0,Center Defensive Midfield,2,Spain Women's,863,['acc923cc-9e9e-46c1-9bc0-7ff306a6740d'],4,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:04.190,Pass,
,,,,,,,,,,,,,,,,,1.452227,,,,,,,,,,,,,,d7b109e1-83f6-4201-8a00-69e02f860fbe,11,,,"[56.3, 7.9]",3998847,0,,,,2.9323132,,Left Foot,,,,"[45.0, 10.3]",,Ground Pass,,11.552056,,,,Laia Aleixandri López,32210.0,,,,,,,1,From Kick Off,Olga  Carmona García,49836.0,Left Back,2,Spain Women's,863,['aea2ea2a-003b-4322-8bca-b228f9a60c96'],6,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:06.745,Pass,
,,,,,,,,,,,,,,,,,1.466916,,,,,,,,,,,,,,c5516a3f-a177-4ab1-ac12-76f8ae54ecf0,14,,,"[43.2, 12.2]",3998847,0,,,,1.7561443,,Right Foot,,,,"[39.6, 31.4]",,Ground Pass,,19.534584,,,,Irene Paredes Hernandez,10165.0,,,,,,,1,From Kick Off,Laia Aleixandri López,32210.0,Left Center Back,2,Spain Women's,863,['425509e8-51b3-43c3-98c3-c2ac37f7878b'],9,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:09.475,Pass,
