50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c0e3a4fe-eb39-49f7-8368-375427677821,1,,,,3998854,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Portugal Women's,864,,0,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 10145, 'name': 'Patricia Isabel Sousa Barros Morais'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 12}, {'player': {'id': 62905, 'name': 'Catarina Amado'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 32143, 'name': 'Diana Catarina Ribeiro Gomes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 19}, {'player': {'id': 10162, 'name': 'Carole da Silva Costa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 45144, 'name': 'Joana Filipa Gaspar Silva Marchão'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 5}, {'player': {'id': 34873, 'name': 'Fátima Alexandra Figueira Pinto'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 34875, 'name': 'Andreia Alexandra Norton'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 10167, 'name': 'Tatiana Vanessa Ferreira Pinto'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 62913, 'name': 'Francisca Ramos Ribeiro Nazareth Sousa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 402132, 'name': 'Ana Ines Palma Capeta'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 21}, {'player': {'id': 10159, 'name': 'Diana Micaela Abreu de Sousa e Silva'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 17}]}",Portugal Women's,864,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2eac8abb-46ec-4192-910e-d6bf9ed9c497,2,,,,3998854,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Portugal Women's,864,,0,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 135217, 'name': 'Lisa Lichtfus'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 21}, {'player': {'id': 276907, 'name': 'Amber Tysiak'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 276906, 'name': 'Sari Kees'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 19}, {'player': {'id': 10100, 'name': 'Janice Cayman'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 11}, {'player': {'id': 408990, 'name': 'Jill Janssens'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 17}, {'player': {'id': 10388, 'name': 'Laura Deloose'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 22}, {'player': {'id': 63308, 'name': 'Justine Vanhaevermaet'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 325002, 'name': 'Jarne Teulings'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 402914, 'name': 'Mariam Abdulai Toloba'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 10099, 'name': 'Tessa Wullaert'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 135953, 'name': 'Jassina Blom'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 14}]}",Belgium Women's,854,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,52feee88-d268-4f31-9a60-1339dd4cf018,3,,,,3998854,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Portugal Women's,864,['9bb82a81-afec-4687-bf7f-b30dffc99e51'],0,,,,,,,,,,,,,,,,,,Belgium Women's,854,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9bb82a81-afec-4687-bf7f-b30dffc99e51,4,,,,3998854,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Portugal Women's,864,['52feee88-d268-4f31-9a60-1339dd4cf018'],0,,,,,,,,,,,,,,,,,,Portugal Women's,864,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ec7fa86b-60c9-43a1-9f41-821f862767fa,1502,,,,3998854,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,93,Belgium Women's,854,['e0645a39-79ee-4d9b-8535-cfeb36944dbb'],0,,,,,,,,,,,,,,,,,,Portugal Women's,864,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e0645a39-79ee-4d9b-8535-cfeb36944dbb,1503,,,,3998854,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,93,Belgium Women's,854,['ec7fa86b-60c9-43a1-9f41-821f862767fa'],0,,,,,,,,,,,,,,,,,,Belgium Women's,854,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.492419,,,,,,,,,,,,,05430eb3-9570-482b-9042-099aec9be937,5,,,"[60.0, 40.0]",3998854,0,,,,-2.8746796,,Right Foot,,,,"[47.2, 36.5]",,Ground Pass,,13.269891,,,Fátima Alexandra Figueira Pinto,34873.0,,,,,Kick Off,1,From Kick Off,Diana Micaela Abreu de Sousa e Silva,10159.0,Left Center Forward,2,Portugal Women's,864,['5ab8208b-1586-47bf-8f19-508b684ba66e'],0,,,,,,,,,,,,,,,,,,Portugal Women's,864,00:00:00.599,Pass,
,,,,,,,,,,,,,,,,,3.176331,,,,,,,,,,,,,9f1771d1-f807-41e0-a3dd-5cc2273b9e75,8,,,"[47.4, 36.3]",3998854,0,,,,-1.5145643,,Right Foot,,,,"[49.1, 6.1]",,Ground Pass,,30.24781,,,Joana Filipa Gaspar Silva Marchão,45144.0,,,,,,1,From Kick Off,Fátima Alexandra Figueira Pinto,34873.0,Center Defensive Midfield,2,Portugal Women's,864,['f5678db2-5bc7-4445-b9ee-e2a3f5359966'],3,,,,,,,,,,,,,,,,,,Portugal Women's,864,00:00:03.101,Pass,
,,,,,,,,,,,,,,,,,1.922901,,,,,,,,,,,,,9ee1273c-d00a-48f2-8368-6367b53cf5e5,10,,,"[49.1, 6.1]",3998854,0,,,,2.2630394,,Left Foot,,,,"[36.0, 21.9]",,Ground Pass,,20.524376,,,Carole da Silva Costa,10162.0,,,,,,1,From Kick Off,Joana Filipa Gaspar Silva Marchão,45144.0,Left Back,2,Portugal Women's,864,['b8ccaabf-ea4a-463e-b092-89306d401bc9'],6,,,,,,,,,,,,,,,,,,Portugal Women's,864,00:00:06.278,Pass,
,,,,,,,,,,,,,,,,,2.385116,,,,,,,,,,,,,53616757-1ac0-40b4-b09e-d379d719af7c,13,,,"[37.0, 24.8]",3998854,0,,,,1.5997738,,Right Foot,,,,"[36.2, 52.4]",,Ground Pass,,27.611591,,,Diana Catarina Ribeiro Gomes,32143.0,,,,,,1,From Kick Off,Carole da Silva Costa,10162.0,Left Center Back,2,Portugal Women's,864,['7299e187-6283-47d8-9206-2b91316dd2bf'],9,,,,,,,,,,,,,,,,,,Portugal Women's,864,00:00:09.699,Pass,
