50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b9dc3575-f719-43c2-acb5-ce4e955f0904,1,,,,3998857,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Poland Women's,29167,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 316795, 'name': 'Kinga Szemik'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 46873, 'name': 'Sylwia Matysik'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 6}, {'player': {'id': 443270, 'name': 'Emilia Urszula Szymczak'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 13}, {'player': {'id': 338840, 'name': 'Oliwia Woś'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 443942, 'name': 'Wiktoria Zieniewicz'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 136945, 'name': 'Adriana Achcińska'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 47011, 'name': 'Tanja Pawollek'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 11}, {'player': {'id': 143046, 'name': 'Natalia Padilla-Bidas'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 63420, 'name': 'Ewelina Kamczyk'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 482154, 'name': 'Paulina Tomasiak'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 21}, {'player': {'id': 15214, 'name': 'Ewa Pajor'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Poland Women's,29167,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1389b78d-3426-45e1-8a75-33c10d389ac6,2,,,,3998857,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Poland Women's,29167,,0,,,,,,,,,,,,,,,,,"{'formation': 3412, 'lineup': [{'player': {'id': 402017, 'name': 'Maja Bay Østergaard'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 142770, 'name': 'Emma Skou Færge'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 87185, 'name': 'Stine Ballisager Pedersen'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 3}, {'player': {'id': 10088, 'name': 'Katrine Veje'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 11}, {'player': {'id': 10097, 'name': 'Frederikke Thøgersen'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 15}, {'player': {'id': 32229, 'name': 'Sara Holmgaard'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 18}, {'player': {'id': 32699, 'name': 'Josefine Hasbo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 276443, 'name': 'Kathrine Møller Kühl'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 87195, 'name': 'Janni Thomsen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 24460, 'name': 'Signe Kallesøe Bruun'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 10108, 'name': 'Pernille Mosegaard Harder'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Denmark Women's,853,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fdd75474-85bf-443a-a79f-3f9a3b206058,3,,,,3998857,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Poland Women's,29167,['edea0c4a-0505-4683-8852-3ca7c107545d'],0,,,,,,,,,,,,,,,,,,Denmark Women's,853,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,edea0c4a-0505-4683-8852-3ca7c107545d,4,,,,3998857,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Poland Women's,29167,['fdd75474-85bf-443a-a79f-3f9a3b206058'],0,,,,,,,,,,,,,,,,,,Poland Women's,29167,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5f9cdedb-cec1-49a5-9924-6498f7b1127f,1914,,,,3998857,45,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,92,Denmark Women's,853,['8de419fe-d623-42bc-8d32-b50e9b93ba3d'],0,,,,,,,,,,,,,,,,,,Poland Women's,29167,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8de419fe-d623-42bc-8d32-b50e9b93ba3d,1915,,,,3998857,45,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,92,Denmark Women's,853,['5f9cdedb-cec1-49a5-9924-6498f7b1127f'],0,,,,,,,,,,,,,,,,,,Denmark Women's,853,00:00:00.000,Half Start,
,,,,,,,,,,,,,,1.802726,,,,,,,,,,,,,37be1495-fdd5-4899-8bfe-3aff79713363,5,,,"[61.0, 40.1]",3998857,0,,,,3.0981417,,Right Foot,,,"[44.9, 40.8]",,Ground Pass,,16.11521,,,Stine Ballisager Pedersen,87185.0,,,,,Kick Off,1,From Kick Off,Josefine Hasbo,32699.0,Right Defensive Midfield,2,Denmark Women's,853,['61c14ed7-93f9-4cda-acf7-80809ecc8f32'],0,,,,,,,,,,,,,,,,,,Denmark Women's,853,00:00:00.845,Pass,
,,,,,,,,,,,,,,2.066134,,,,,,,,,,,,,7c412ef1-c98e-4b82-8e9a-f43c93e9d9d7,7,,,"[44.9, 40.7]",3998857,0,,,,-0.6110425,,Right Foot,,,"[87.3, 11.0]",,High Pass,,51.76727,,Incomplete,,,,,,,,1,From Kick Off,Stine Ballisager Pedersen,87185.0,Center Back,2,Denmark Women's,853,['a41e34b9-bf87-4ea6-b8df-1e498925c044'],2,,,,,,,,,,,,,,,,,,Denmark Women's,853,00:00:02.647,Pass,
,,,,,,,,,,,,,,1.657137,,,,,,,,,,,,,b1cde663-cbf8-4409-8a8f-5537e20d6922,9,,,"[55.8, 0.1]",3998857,0,,,,1.7008277,,,,,"[52.4, 26.1]",,Low Pass,,26.221365,,,Josefine Hasbo,32699.0,,,,,Throw-in,1,From Throw In,Katrine Veje,10088.0,Left Center Back,3,Denmark Women's,853,['e2d02026-ebad-4f73-80ed-e5d0d48b30ab'],12,,,,,,,,,,,,,,,,,,Denmark Women's,853,00:00:12.902,Pass,
,,,,,,,,,,,,,,2.522041,,,,,,,,,,,,,d968a48e-c281-412d-8654-f66afebd08b2,12,,,"[52.4, 26.1]",3998857,0,,,,2.2261899,,Right Foot,,,"[40.1, 42.1]",,Low Pass,,20.181427,,,Emma Skou Færge,142770.0,,,,,,1,From Throw In,Josefine Hasbo,32699.0,Right Defensive Midfield,3,Denmark Women's,853,['e0bf729c-7a16-4d80-822b-12ee9f37a4ef'],14,,,,,,,,,,,,,,,,,,Denmark Women's,853,00:00:14.599,Pass,
